acce_x	 acce_y	 acce_z	gyro_x	gyro_y	gyro_z
-0.1	-0.12	0.87	-8.35	-2.35	-1.05
-0.08	-0.13	0.89	-8.53	-3.24	-0.08
-0.08	-0.14	0.9	-8.72	-2.31	0.4
-0.08	-0.13	0.9	-9.21	-1.63	1.11
-0.08	-0.14	0.91	-9.3	-1.92	1.28
-0.08	-0.14	0.91	-8.2	-3.19	1.04
-0.08	-0.14	0.91	-7.08	-4.37	0.56
-0.07	-0.14	0.91	-7.1	-3.77	0.58
-0.06	-0.14	0.91	-7.45	-2.35	0.2
-0.06	-0.14	0.91	-7.82	-0.63	-0.2
-0.07	-0.14	0.9	-8.24	0.49	-0.2
-0.06	-0.14	0.91	-8.26	-0.34	0.21
-0.06	-0.14	0.91	-7.56	-1.53	0.2
-0.07	-0.15	0.92	-6.67	-1.68	0.43
-0.06	-0.15	0.92	-6.34	0.09	0.43
-0.07	-0.15	0.91	-7.02	1.18	0.38
-0.07	-0.15	0.92	-7.08	1.36	0.87
-0.08	-0.15	0.9	-6.75	0.6	0.5
-0.07	-0.15	0.9	-6.06	0.09	0.79
-0.07	-0.15	0.9	-5.97	-0.63	1.66
-0.05	-0.15	0.92	-5.1	0.11	1.8
-0.05	-0.14	0.92	-4.82	1.44	1.25
-0.05	-0.14	0.91	-5.27	2.78	1.07
-0.05	-0.14	0.9	-5.76	3.1	0.35
-0.05	-0.15	0.9	-5.39	1.77	-0.12
-0.06	-0.14	0.9	-4.5	0.84	0.41
-0.06	-0.14	0.91	-3.83	0.32	0.81
-0.07	-0.14	0.9	-4.43	0.14	1.48
-0.06	-0.14	0.91	-4.55	0.56	1.36
-0.05	-0.14	0.92	-4.6	1.68	0.56
-0.06	-0.14	0.91	-5.59	1.76	0.02
-0.05	-0.15	0.91	-5.31	0.85	0.15
-0.05	-0.14	0.9	-4.7	0.23	0.14
-0.05	-0.14	0.91	-4.76	0.24	0.02
-0.05	-0.15	0.92	-4.44	0.18	-0.27
-0.05	-0.14	0.92	-4.6	1.15	-0.47
-0.05	-0.14	0.91	-4.53	1.42	-0.66
-0.06	-0.14	0.92	-4.53	1.86	-0.99
-0.05	-0.14	0.9	-4.6	1.92	-0.52
-0.05	-0.14	0.91	-4.55	1.21	-0.49
-0.05	-0.14	0.91	-4.61	0.82	-0.63
-0.06	-0.14	0.9	-4.9	0.55	-0.61
-0.06	-0.14	0.91	-4.63	0.81	-0.81
-0.06	-0.14	0.9	-5.01	1.3	-1.01
-0.05	-0.14	0.9	-5.16	1.18	-0.98
-0.06	-0.13	0.89	-4.47	1.01	-1.01
-0.06	-0.13	0.88	-5.1	0.75	-1.1
-0.06	-0.13	0.89	-5.5	0.09	-0.53
-0.05	-0.14	0.9	-6.17	-0.58	-0.64
-0.06	-0.14	0.91	-5.69	0.06	-0.61
-0.06	-0.14	0.9	-5.24	1.08	-1.21
-0.06	-0.15	0.91	-4.92	1.33	-1.5
-0.07	-0.15	0.9	-4.81	2.14	-1.39
-0.06	-0.14	0.9	-4.15	2.72	-1.08
-0.07	-0.13	0.89	-4.38	3.44	-1.44
-0.06	-0.14	0.88	-4.87	3.13	-1.62
-0.07	-0.13	0.88	-5.66	1.82	-1.24
-0.08	-0.13	0.88	-5.71	1.48	-0.9
-0.06	-0.14	0.89	-5.74	1.21	-1.11
-0.07	-0.13	0.89	-5.59	-0.03	-0.95
-0.06	-0.13	0.91	-5.22	-0.11	-0.7
-0.05	-0.13	0.9	-4.96	0.47	-1.53
-0.06	-0.13	0.89	-5.31	0.92	-1.59
-0.05	-0.13	0.89	-5.82	0.27	-1.68
-0.05	-0.13	0.9	-5.95	0.5	-2.23
-0.05	-0.13	0.89	-5.45	1.59	-2.44
-0.05	-0.13	0.91	-5.04	1.6	-2.49
-0.06	-0.13	0.89	-4.58	2.21	-3.02
-0.06	-0.13	0.89	-5.53	2.27	-3.22
-0.06	-0.13	0.89	-6.2	0.99	-3.07
-0.06	-0.13	0.9	-5.94	0.69	-2.46
-0.06	-0.13	0.9	-6.11	0.15	-2.17
-0.06	-0.13	0.91	-5.57	0.14	-2.26
-0.06	-0.13	0.91	-5.48	1.15	-2.09
-0.07	-0.14	0.91	-5.22	0.95	-2.95
-0.07	-0.13	0.9	-5.36	0.15	-2.61
-0.07	-0.14	0.9	-5.34	-1.33	-1.95
-0.07	-0.14	0.9	-5.05	-2.85	-1.07
-0.06	-0.13	0.91	-4.84	-2.63	-1.05
-0.06	-0.14	0.93	-4.43	-1.01	-0.82
-0.07	-0.14	0.92	-4.69	0.89	-1.24
-0.07	-0.13	0.92	-5.56	0.78	-0.72
-0.08	-0.14	0.91	-5.18	-0.49	-0.52
-0.07	-0.14	0.91	-5.37	-1.21	0.03
-0.06	-0.13	0.91	-5.45	-1.4	0.02
-0.05	-0.13	0.92	-5.39	-1.51	0.17
-0.05	-0.14	0.93	-5.91	-0.78	-0.44
-0.05	-0.14	0.94	-5.68	0.47	-0.72
-0.05	-0.14	0.94	-4.92	1.54	-0.98
-0.06	-0.14	0.92	-4.72	1.97	-1.31
-0.06	-0.13	0.91	-4.66	2.95	-1.19
-0.07	-0.13	0.9	-5.28	3.48	-1.39
-0.08	-0.13	0.9	-5.56	2.23	-1.4
-0.09	-0.14	0.9	-4.96	1.56	-0.64
-0.09	-0.13	0.89	-4.93	1.04	0.11
-0.1	-0.12	0.88	-4.99	1.36	-0.17
-0.1	-0.13	0.88	-4.69	-0.06	0.46
-0.09	-0.13	0.88	-4.79	-0.52	0.24
-0.11	-0.13	0.88	-4.55	-0.63	0.98
-0.14	-0.11	0.87	-3.83	-1.95	3.04
-0.13	-0.11	0.84	-5.51	-2.23	4.44
-0.15	-0.11	0.86	-6.7	-2.63	6.27
-0.18	-0.13	0.87	-6.52	-3.79	9.27
-0.25	-0.12	0.85	-6.14	-6.29	16.2
-0.32	-0.14	0.89	-7.04	-13.3	24.52
-0.31	-0.14	0.91	-6.66	-9.71	38.85
-0.29	-0.1	0.93	-8.93	-5.79	55.04
-0.26	-0.11	0.93	-8.99	4.23	64.9
-0.28	-0.07	0.9	-8.34	16.37	73.73
-0.31	-0.05	0.75	-12.75	34.5	94.9
-0.39	-0.06	0.65	-24.14	71.94	108.81
-0.68	-0.08	0.45	-39.22	97.74	125.22
-1.1	-0.18	0.28	-54.34	101.53	148.85
-1.6	-0.3	0.2	-65.51	53.57	192.37
-1.71	-0.52	0.26	-60.78	-26.85	249.95
-1.5	-0.71	0.4	-59.28	-88.2	298.75
-1.19	-0.76	0.37	-70.43	-86.81	322.49
-1.15	-0.75	0.35	-109.01	-34.84	327.21
-1.22	-0.79	0.29	-136.6	-4.26	367.44
-1.32	-0.94	0.35	-162.18	2.38	386.99
-1.39	-1.08	0.38	-170.02	-32.99	406.37
-1.42	-1.28	0.56	-167.62	-107.63	418.76
-1.2	-1.42	0.62	-161.05	-183.15	423.31
-0.84	-1.5	0.72	-153.5	-228.08	429.62
-0.32	-1.54	0.75	-147.01	-220.02	423.54
-0.07	-1.57	0.76	-129.66	-203.62	394.96
-0.06	-1.42	0.68	-119.94	-179.92	391.31
0.02	-1.46	0.58	-109.82	-142.21	391.94
-0.03	-1.47	0.77	-105.76	-117.98	385.4
-0.19	-1.45	0.77	-102.9	-142.85	382.29
-0.24	-1.51	0.85	-93.31	-188.96	378.06
-0.15	-1.52	0.89	-77.01	-232.46	378.69
0.1	-1.48	0.83	-61.02	-248.73	382.12
0.31	-1.42	0.84	-51.48	-224.96	375.08
0.59	-1.36	0.92	-45.65	-167.24	370.75
0.64	-1.32	1.06	-32.4	-116.09	348.78
0.53	-1.26	1.01	-11.94	-107.21	323.74
0.44	-1.23	0.98	4.93	-126.49	309.5
0.42	-1.18	0.9	22.47	-157.77	304.18
0.55	-1.06	0.69	35.02	-172.08	300.31
0.78	-0.95	0.61	28.85	-148.53	288.11
0.89	-0.88	0.68	20.73	-108.35	277.8
1.03	-0.9	0.73	23.86	-65.31	252.99
1.03	-0.9	0.8	35.11	-38.98	224.11
0.88	-0.86	0.8	56.85	-34.75	217.4
0.81	-0.82	0.64	73.66	-33.18	193.83
0.83	-0.88	0.62	66.73	-20.14	166.66
1.24	-0.65	0.59	52.69	25.36	152.82
1.3	-0.41	0.35	88.24	45.3	166.05
0.53	-0.21	0.84	60.58	17.5	104.31
0.48	-0.31	0.82	11.21	28.38	82.08
0.31	-0.5	0.81	50.72	24.37	83.45
0.33	-0.12	0.88	34.05	50.96	69.71
0.09	-0.25	0.9	7.82	39.31	59.48
0.1	-0.21	0.86	1.16	41.97	54.69
-0.01	-0.19	0.88	-8.43	26.03	57.88
-0.06	-0.22	0.87	-2.32	19.05	61.45
-0.13	-0.17	0.87	-12.61	16.95	55.05
-0.21	-0.19	0.83	-26.29	5.34	50.2
-0.15	-0.16	0.83	-45.4	-7.33	55.59
-0.05	-0.24	0.73	-59.47	-17.16	49.59
0.06	-0.29	0.68	-36.85	-19.19	49.1
0.15	-0.34	0.73	-17.77	-25.22	46.2
