acce_x	 acce_y	 acce_z	gyro_x	gyro_y	gyro_z
0.03	-0.1	0.91	-7.22	-0.23	0.41
0.03	-0.09	0.91	-7.21	-0.63	-0.08
0.03	-0.1	0.9	-6.55	-0.84	-0.63
0.03	-0.09	0.91	-6.11	-0.47	-0.53
0.02	-0.1	0.91	-5.94	-0.53	-0.37
0.02	-0.1	0.91	-6.44	-0.34	0.2
0.02	-0.09	0.91	-7.15	-0.29	0.44
0.02	-0.09	0.9	-7.34	-0.98	-0.06
0.02	-0.1	0.92	-6.82	-1.15	-0.26
0.01	-0.1	0.92	-5.8	-0.56	-0.4
0.01	-0.1	0.91	-5.69	-1.31	-0.21
0	-0.09	0.91	-6.55	-2.29	0.03
0.01	-0.1	0.91	-6.96	-2.46	0.41
0.02	-0.1	0.91	-6.75	-1.74	1.02
0.02	-0.1	0.91	-6.75	-1.16	1.22
0.01	-0.1	0.91	-6.43	-0.17	1.66
0	-0.11	0.92	-6.2	0.7	2.69
-0.01	-0.1	0.91	-5.33	-0.27	3.44
-0.01	-0.1	0.91	-5.73	-2.41	4.09
-0.01	-0.09	0.89	-5.8	-3.02	4.49
0.01	-0.09	0.91	-6.29	-2.32	4.82
0.01	-0.09	0.94	-6.03	-2.35	4.95
0	-0.1	0.92	-6.76	-2.87	5.39
0	-0.1	0.9	-7.47	-2.7	6.05
-0.01	-0.1	0.91	-7.98	-2.55	6.89
-0.01	-0.11	0.94	-6.63	-2.15	8.31
-0.02	-0.12	0.94	-5.24	-2.92	10.06
0	-0.13	0.94	-3.56	1.15	10.21
-0.05	-0.13	0.95	-2.21	0.9	13.3
-0.09	-0.12	0.94	-1.56	-0.81	16.96
-0.09	-0.11	0.91	-2.58	-1.65	19.22
-0.1	-0.11	0.89	-2.49	-6.37	22.52
-0.09	-0.1	0.86	-4.05	-8.17	25.22
-0.09	-0.1	0.86	-5.59	-7.76	27.5
-0.1	-0.11	0.88	-6.14	-8.64	30.85
-0.09	-0.11	0.91	-5.56	-8.99	32.72
-0.1	-0.11	0.96	-4.56	-11.66	35.07
-0.22	-0.08	0.95	-4.09	-20.84	42.82
-0.13	-0.11	0.96	-4.75	-11.1	45.79
-0.12	-0.11	0.94	-6.92	-6.76	49.11
-0.09	-0.1	0.93	-8.52	-9.56	53.88
-0.11	-0.1	0.93	-9.31	-9.3	56.69
-0.12	-0.12	0.9	-10.15	-12.21	58.41
-0.14	-0.14	0.89	-9.94	-17.4	61.6
-0.13	-0.13	0.88	-10.53	-25.51	69.57
-0.1	-0.13	0.92	-11.18	-26.37	69.71
-0.05	-0.1	0.96	-11.92	-30.24	75.79
0.06	-0.09	0.99	-11.68	-29.21	81.45
0.17	-0.08	1.01	-11.34	-22.46	82.26
0.24	-0.09	0.99	-11.21	-12.87	77.79
0.26	-0.1	0.95	-10.52	2.18	71.42
0.21	-0.13	0.93	-11.31	13.39	66.18
0.15	-0.13	0.9	-13.15	26.49	66.89
0.05	-0.14	0.85	-13.4	41.27	71.85
-0.11	-0.13	0.82	-13.73	35.65	82.67
-0.19	-0.15	0.78	-13.39	31.91	96.64
-0.2	-0.21	0.77	-14.58	26.53	108.95
-0.2	-0.26	0.83	-13.33	28.2	111.04
-0.27	-0.33	0.88	-9.54	32.35	117.97
-0.49	-0.38	0.94	-3.25	41.1	146.11
-0.79	-0.47	1	2.69	45.74	193.74
-1.03	-0.49	1	4.82	32.11	251.53
-1.06	-0.55	0.91	1.5	24.75	308.55
-0.91	-0.55	0.84	-9.95	11.13	329.16
-0.76	-0.51	0.77	-21.21	-34.81	325.25
-0.55	-0.46	0.52	-34.7	-47.33	323.3
-0.55	-0.52	0.59	-36.29	-33.37	317.37
-0.65	-0.47	0.74	-33.95	-13.08	331.07
-1.1	-0.63	0.96	-25.98	-17.53	368.17
-1.25	-0.71	0.78	-31.22	-25.94	410.98
-1.02	-0.69	0.71	-39.97	-49.11	412.64
-0.79	-0.56	0.3	-42.78	-94.82	362.4
-0.73	-0.48	-0.11	-69.6	-123.51	344.46
-0.66	-0.64	0.06	-103.86	-127.31	357.19
-0.64	-0.86	0.47	-121.44	-131.63	365.56
-0.74	-1.02	0.98	-118.34	-131.56	380.55
-0.61	-0.78	1.33	-95.22	-139.18	409.77
-0.6	-1.12	1.04	-71.48	-164.76	409.07
-0.46	-1.1	0.74	-65.51	-161.76	409.54
-0.09	-1.26	0.38	-73.24	-200.81	446.31
0.78	-1.51	0.22	-82.92	-215.01	440.81
1.51	-1.81	0.38	-67.79	-192.81	405.07
1.93	-1.62	0.44	-54.75	-125.18	374.75
1.49	-1.66	0.77	-24.49	-104.27	303.22
0.82	-1.4	0.7	-4.9	-136.96	283.05
0.64	-1.19	0.64	0.14	-146.18	290.84
0.72	-1.01	0.61	0.21	-123.22	281.62
0.63	-0.83	0.51	-7.91	-106.32	274.02
0.69	-0.78	0.63	-26.21	-82.73	268.75
0.79	-0.83	0.68	-24.7	-62.67	245.88
0.95	-0.97	0.82	-15.13	-52.81	220.69
0.88	-0.83	1.02	17.37	-39.66	191.91
0.91	-0.71	1.14	27.6	1.62	159.98
0.92	-0.6	1.02	29.19	39.59	129.39
0.8	-0.52	1.02	32.58	79.82	93.3
0.62	-0.42	0.88	20.69	107.13	73.71
0.36	-0.3	0.84	18.49	101.53	63.27
0.15	-0.35	0.68	22.98	80.47	56.35
0.25	-0.18	0.37	42.37	40.98	62.32
0.17	-0.42	0.58	44.76	15.73	55.69
0.28	-0.35	0.92	10.24	43.73	38.14
0.1	-0.13	0.93	-12	19.4	55.71
0.67	-0.28	0.72	-16.7	41.05	23.62
0.59	-0.27	0.82	-20.2	83.31	2.95
0.29	-0.35	0.91	-22.58	54.78	-4.4
0.23	-0.4	0.89	-19.98	62.18	-11.51
0	-0.33	0.92	-27.82	42.15	-10.69
0.02	-0.41	0.73	-28.21	33.76	-9.16
0.05	-0.31	0.9	-32.31	28.23	-12.79
0.04	-0.37	0.86	-20.63	23.94	-11.85
0.04	-0.33	0.89	-10.4	29.5	-10.09
0.03	-0.31	0.88	-9.89	27.15	-8.31
-0.03	-0.32	0.87	-8.7	23.59	-7.65
-0.11	-0.34	0.9	-12.03	8	-5.53
-0.11	-0.38	0.89	-13.65	-9.42	-2.17
-0.07	-0.38	0.86	-7.48	-14.08	-1.08
0	-0.37	0.88	0.46	-12.79	-2.12
-0.02	-0.34	0.9	7.86	-15.4	-1.4
-0.01	-0.3	0.88	10.95	-10.34	-1.89
-0.03	-0.28	0.89	8.82	-4.03	-2.24
-0.05	-0.27	0.89	5.01	-0.4	-3.13
-0.08	-0.27	0.89	0.89	-0.67	-3.5
-0.12	-0.29	0.9	-3.08	-7.19	-1.95
-0.11	-0.31	0.89	-4.82	-12.43	-0.24
-0.06	-0.32	0.88	-5.3	-12.17	-1.48
-0.03	-0.33	0.83	-3.48	-8.34	-3.44
-0.01	-0.33	0.83	-0.82	0.96	-5.24
-0.01	-0.33	0.83	-0.12	7.22	-7.44
-0.02	-0.3	0.86	-1.76	13.28	-8.98
-0.03	-0.3	0.87	-4.95	14.08	-5.73
-0.02	-0.28	0.9	-10.61	10.11	-3.59
0	-0.29	0.89	-13.34	5.08	-3.73
-0.01	-0.31	0.9	-15.18	-2.38	-3.21
-0.04	-0.32	0.93	-16.34	-9.71	-0.31
-0.04	-0.35	0.95	-13.28	-15.83	1.89
