acce_x	 acce_y	 acce_z	gyro_x	gyro_y	gyro_z
0.09	-0.13	0.91	-6.53	1.31	-0.46
0.08	-0.12	0.91	-5.33	0.06	-0.58
0.09	-0.12	0.91	-5.74	0.31	-0.61
0.09	-0.12	0.9	-6.38	-0.02	-0.12
0.08	-0.12	0.89	-7.82	-1.98	0.06
0.08	-0.12	0.9	-8.29	-2.85	-0.34
0.1	-0.12	0.9	-8	-1.08	-0.53
0.11	-0.11	0.93	-6.78	0.73	-0.72
0.12	-0.11	0.92	-5.36	2.9	-1.07
0.11	-0.11	0.93	-5.47	2.08	-1.79
0.09	-0.12	0.91	-4.29	0.26	-2.41
0.11	-0.11	0.9	-4.85	-0.96	-2.92
0.09	-0.12	0.9	-5.1	-0.09	-2.84
0.1	-0.11	0.9	-5.63	1.33	-2.89
0.1	-0.12	0.91	-5.89	2.23	-3.47
0.09	-0.12	0.9	-6.26	2.4	-3.34
0.08	-0.13	0.9	-5.08	1.15	-3.51
0.09	-0.11	0.9	-4.98	0.85	-3.83
0.09	-0.11	0.9	-4.66	1.27	-3.79
0.11	-0.11	0.88	-4.34	4.46	-4.03
0.1	-0.1	0.9	-5.33	6.03	-4.95
0.09	-0.11	0.89	-5.47	4.63	-4.99
0.11	-0.11	0.9	-6.12	2.98	-5.79
0.12	-0.11	0.92	-6.15	2.27	-7.8
0.07	-0.11	0.9	-5.95	0.61	-8.61
0.07	-0.11	0.92	-5.37	0.5	-9.28
0.08	-0.12	0.93	-4.76	3.22	-9.47
0.06	-0.12	0.91	-4.87	4.6	-9.18
0	-0.14	0.94	-4.44	3.69	-7.73
-0.03	-0.15	0.94	-4.24	-0.93	-5.63
-0.08	-0.17	0.97	-2.66	-6.56	-2.84
-0.11	-0.18	0.96	0.27	-12.21	0.41
-0.1	-0.17	0.94	1.56	-11.94	4.7
-0.18	-0.17	0.92	1.11	-10.69	11.01
-0.26	-0.19	0.9	-0.17	-10.08	22.69
-0.41	-0.21	0.93	-1.76	-13.48	41.97
-0.41	-0.21	0.91	-3.07	-16.58	60.69
-0.18	-0.21	0.89	-3.47	-4.73	72.31
-0.07	-0.2	0.87	-4.02	10.2	78.12
-0.06	-0.2	0.87	-4.14	20.79	84.11
0.01	-0.18	0.9	-2.98	21.19	89.24
0.06	-0.13	0.88	-2.49	20.58	94.08
0.33	-0.09	0.89	-5.91	27.19	86.81
0.67	-0.05	0.91	-8.23	45.11	70.08
0.77	-0.03	0.92	-8.82	60.69	45.8
0.72	-0.03	0.93	-8.53	65.39	21.47
0.7	-0.02	0.92	-7.62	51.53	-3.16
0.8	-0.02	0.96	-6.05	30.85	-29.24
0.81	-0.03	0.98	-1.98	8.31	-59.89
0.76	-0.05	1	3.54	-21.6	-87.19
0.66	-0.08	1	10.73	-51.22	-112.46
0.53	-0.11	1	13.59	-66.37	-129.91
0.4	-0.14	0.91	14.92	-61.53	-141.28
0.16	-0.16	0.93	12.82	-46.78	-139.71
-0.07	-0.18	0.97	13.85	-26.58	-126.05
-0.23	-0.19	1.05	18.23	-13.34	-106.6
-0.3	-0.21	1.02	24.78	-9.79	-88.35
-0.35	-0.22	0.99	27.18	-13.44	-71.74
-0.49	-0.22	0.93	25.85	-22.76	-52.05
-0.62	-0.22	0.87	21.47	-34.12	-24.84
-0.63	-0.2	0.83	16.76	-43.01	3.68
-0.57	-0.2	0.76	10.63	-36.66	29.02
-0.68	-0.21	0.71	2.05	-29.56	60.47
-0.62	-0.2	0.69	-11.15	-21.63	91.6
-0.62	-0.24	0.7	-18.55	-14.67	122.55
-0.57	-0.25	0.77	-21.28	-14.31	152.24
-0.37	-0.24	0.82	-21.31	-6.06	173.82
