acce_x	 acce_y	 acce_z	gyro_x	gyro_y	gyro_z
0.11	-0.15	0.9	-7.45	1.3	4.08
0.14	-0.14	0.9	-7.66	-0.81	4.84
0.15	-0.14	0.9	-7.1	0.82	5.34
0.2	-0.13	0.92	-7.59	1.27	4.98
0.18	-0.14	0.9	-5.56	6.32	3.24
0.16	-0.13	0.91	-6.44	1.85	1.69
0.18	-0.14	0.91	-5.18	2.21	0.53
0.16	-0.14	0.91	-4.18	1.56	-0.31
0.14	-0.13	0.89	-4.41	1.57	-0.5
0.14	-0.14	0.91	-4.69	0.73	-0.96
0.16	-0.13	0.9	-4.66	2.12	-1.44
0.16	-0.14	0.89	-4.35	2.02	-2.31
0.18	-0.14	0.9	-4.09	2.63	-3.18
0.19	-0.14	0.91	-3.65	4.26	-4.63
0.21	-0.14	0.9	-2.56	7.33	-6.52
0.19	-0.13	0.9	-2.58	3.65	-9.83
0.2	-0.14	0.91	-2.11	3.97	-14.11
0.14	-0.15	0.89	-2.7	6.63	-14.99
0.05	-0.16	0.91	-3.73	6.41	-11.91
-0.07	-0.18	0.88	-3.04	0.76	-4.63
-0.26	-0.21	0.9	-5.1	-16.44	8.12
-0.39	-0.24	0.88	-6.84	-34.53	29.36
-0.54	-0.26	0.89	-9.68	-71.57	54.46
-0.33	-0.24	0.79	-11.28	-81.08	77.42
0.04	-0.19	0.79	-16.23	-80.11	83.44
0.37	-0.18	0.86	-16.82	-61.63	73.8
0.45	-0.16	0.94	-13.53	-34.29	60.27
0.42	-0.16	0.95	-9.69	-21.59	49.33
0.41	-0.08	0.97	-7.39	-15.22	40.06
0.45	-0.15	0.97	-1.44	2.02	33.27
0.42	-0.15	0.94	2.85	11.07	26.18
0.53	-0.13	0.92	1.88	17.44	16.18
0.75	-0.1	0.92	0.9	32.6	-1.13
0.89	-0.08	0.97	3.45	42.78	-26.76
0.99	-0.08	1	9.22	43.98	-59.83
0.95	-0.12	1.03	18.26	35.1	-93.77
0.82	-0.13	0.96	27.85	30.46	-120.02
0.6	-0.16	0.86	29.54	19.66	-138.26
0.43	-0.17	0.83	29.07	22.34	-146.09
0.37	-0.18	0.77	25.53	37.36	-147.05
0.2	-0.21	0.78	22.08	53.71	-142.67
-0.1	-0.23	0.78	16.95	52.87	-126.44
-0.4	-0.25	0.83	14.92	27.45	-102.67
-0.51	-0.24	0.92	20.06	-12.03	-79.62
-0.48	-0.2	0.86	18.43	-43.42	-57.97
-0.28	-0.18	0.8	19.05	-47.19	-42.73
-0.38	-0.16	0.76	10.11	-39.83	-23.36
-0.42	-0.17	0.72	-0.35	-26.09	0.37
-0.5	-0.18	0.76	-10.66	-14.69	27.42
-0.74	-0.24	0.82	-16.03	-3.54	63.16
-0.92	-0.28	0.89	-17.53	-10.87	105.21
-0.71	-0.29	0.88	-19.71	-7.63	142.32
-0.27	-0.24	0.9	-25.13	28.32	167.21
-0.06	-0.2	0.96	-28.5	32.21	173.45
0.19	-0.18	0.97	-25.86	38.44	166.11
0.48	-0.12	1	-20.52	23.83	147.18
0.81	-0.08	0.96	-15.76	32.26	120.05
0.97	-0.02	0.96	-15.86	43.51	89.57
1.06	0	0.95	-16.98	56.72	57.94
1.02	0	1.01	-14.52	49.66	24.15
1.06	-0.02	1.09	-10.12	24.89	-10.32
1	-0.02	1.12	1.19	0.43	-45.48
0.91	-0.03	1.13	11.42	-33.97	-80.64
1.01	-0.04	1.11	19.45	-47.44	-113.63
0.98	-0.07	1.04	22.76	-23.5	-143.45
0.76	-0.11	0.93	22.21	-1.86	-165.36
0.49	-0.15	0.82	18.27	28.63	-174.89
0.27	-0.18	0.74	11.69	51.76	-174.9
0.01	-0.21	0.7	4.44	72.32	-164.7
-0.3	-0.2	0.7	-3.83	71.21	-143.22
-0.62	-0.25	0.77	-5.85	39.1	-115.77
-0.93	-0.28	0.95	-1.28	-16.56	-81.57
-0.91	-0.27	0.96	7.16	-55.31	-43.94
-0.9	-0.28	0.94	13.3	-80.2	-7.1
-0.85	-0.27	0.87	14.35	-88.6	30.73
-0.82	-0.27	0.76	8.56	-62.47	68.75
-0.99	-0.31	0.7	-1.42	-42.75	113.05
-0.95	-0.34	0.69	-12.5	-39.24	154.76
-0.72	-0.34	0.65	-28.87	-15.63	190.56
-0.51	-0.36	0.82	-36.14	-5.82	214.81
-0.21	-0.36	0.98	-33.88	14.79	228.73
0.14	-0.32	1.09	-27.57	25.19	229.79
0.48	-0.26	1.1	-22.2	39.98	217.6
0.95	-0.14	1.1	-20.02	43.62	186.93
1.24	-0.06	1.07	-16.4	47.48	143.45
1.25	-0.04	1.04	-8.5	25.53	97.42
1.27	-0.03	0.94	-4.15	4.72	53.16
1.2	-0.03	0.92	-2.93	-6.63	16.06
1.27	-0.01	0.92	-6.4	1.5	-15.91
1.34	-0.01	1.02	-6.99	20.35	-50.32
1.15	-0.07	1.09	-0.6	21.51	-84.99
1.03	-0.12	1.13	9.24	-6.79	-121.02
0.99	-0.15	1.08	20.26	-20.96	-155.5
0.85	-0.18	0.99	24.11	-20.31	-181.92
0.65	-0.21	0.85	19.59	3.57	-195.66
0.34	-0.24	0.73	12.08	29.11	-195.95
-0.03	-0.28	0.68	3.74	41.68	-182.2
-0.58	-0.3	0.8	2.35	15.59	-152.41
