acce_x	 acce_y	 acce_z	gyro_x	gyro_y	gyro_z
0.01	0	0.94	-27.62	3.4	0.03
0.02	0	0.93	-28.43	-2.73	3.39
0.04	-0.03	0.93	-23.92	-2.49	0.17
0.06	-0.01	0.93	-23.45	1.89	-3.88
0.06	-0.02	0.97	-20.05	5.05	-4.58
0.04	-0.01	0.99	-14.24	8.49	-3.53
0.02	-0.03	0.96	-9.31	5.59	-1.42
0.03	-0.02	0.94	-9.85	1.5	-0.46
0.04	-0.02	0.92	-12.26	-1.44	-0.03
0.05	-0.02	0.87	-19.25	-0.61	-1.39
0.04	-0.03	0.86	-28.03	0.69	-4.37
0.05	-0.03	0.88	-36.18	3.68	-5.86
0.02	-0.03	0.91	-39.79	5.21	-4.23
-0.01	-0.04	0.91	-41.07	1.1	-0.47
0.01	-0.04	0.93	-40.09	-0.76	2.38
0.03	-0.05	0.95	-34.46	-1.11	4.15
0.04	-0.07	0.93	-29.86	-3.22	4.55
0.05	-0.06	0.9	-31.33	-1.82	2.75
0.04	-0.07	0.9	-34.46	0.4	2.95
0.02	-0.07	0.9	-35.48	-1.97	6.34
0.04	-0.1	0.91	-26.98	-0.56	5.66
0.03	-0.09	0.94	-17.36	1.34	5.05
0.01	-0.09	0.94	-12.93	-1.95	7.48
0.05	-0.09	0.92	-11.95	-3.05	3.37
0.04	-0.09	0.89	-13.77	-3.02	1.47
0.04	-0.08	0.89	-16.05	-2.99	2.58
0.05	-0.09	0.89	-16.98	-0.82	1.88
0.05	-0.09	0.91	-17.05	0.29	1.98
0.04	-0.1	0.93	-14.67	-0.75	2.55
0.03	-0.1	0.93	-12.34	-3.76	2.31
0.05	-0.1	0.92	-11.83	-5.76	1.45
0.05	-0.1	0.92	-11.47	-4.56	-0.32
0.04	-0.09	0.94	-11.63	-0.85	0.67
0.05	-0.1	0.95	-9.33	1.65	0.24
0.05	-0.1	0.96	-6.21	2.67	1.08
0.05	-0.1	0.98	-2.61	1.37	0.92
0.05	-0.1	0.96	-0.09	-0.84	0.66
0.05	-0.1	0.93	0.7	-2.81	0.56
0.05	-0.1	0.91	0.46	-1.63	-2.43
0.03	-0.1	0.88	-2.95	0.11	-2.2
0.03	-0.09	0.89	-6.56	0.72	-1.01
0.04	-0.09	0.91	-5.74	2.66	-1.82
0.04	-0.08	0.92	-3.66	2.5	-0.96
0.04	-0.09	0.93	-2.6	0.89	-0.08
0.03	-0.08	0.92	-2.82	-0.18	0.53
0.05	-0.09	0.91	-4.03	-1.01	1.21
0.05	-0.09	0.91	-4.93	-0.75	0.35
0.06	-0.08	0.9	-5.42	1.74	-2.08
0.06	-0.09	0.92	-4.35	2.44	-4.06
0.05	-0.08	0.93	-1.39	1.95	-6.46
0.01	-0.08	0.92	-1.51	-0.53	-4.89
0.03	-0.08	0.91	-3.77	-1.07	-2.56
0.04	-0.09	0.9	-5.62	0.05	-2.76
0.05	-0.07	0.91	-7.89	1.98	-1.05
0.05	-0.08	0.93	-6.98	3.05	-0.06
0.05	-0.08	0.93	-5.88	1.5	-0.43
0.04	-0.09	0.94	-4.67	-1.15	-0.63
0.04	-0.08	0.92	-4.26	-2.76	-1.21
0.03	-0.08	0.9	-6.44	-3.05	0.44
0.05	-0.08	0.89	-8.98	-1.48	1.37
0.05	-0.08	0.91	-10.78	1.25	1.47
0.04	-0.08	0.91	-11.3	1.48	2.29
0.05	-0.09	0.93	-11.33	2.11	2.49
0.06	-0.09	0.95	-8.66	0.69	2.38
0.04	-0.08	0.94	-7.3	-1.22	2.64
0.05	-0.08	0.92	-6.82	-2.55	1.86
0.05	-0.08	0.91	-8.15	-3.27	2.5
0.05	-0.08	0.91	-9.5	-3.5	2.98
0.05	-0.08	0.91	-10.32	-1.62	2.87
0.05	-0.08	0.91	-10.99	-1.18	2.98
0.06	-0.08	0.92	-11.11	-0.7	2.38
0.04	-0.08	0.92	-11.92	-0.69	4.21
0.06	-0.07	0.91	-12.32	-0.38	4.37
0.06	-0.09	0.9	-9.95	0.99	1.47
0.05	-0.09	0.92	-7.54	0.29	-0.14
0.04	-0.08	0.92	-7.97	-1.15	1.15
0.04	-0.09	0.92	-7.6	-3.02	0.92
0.05	-0.09	0.92	-7.98	-3.54	0.53
0.04	-0.09	0.91	-9.11	-3.02	0.82
0.05	-0.09	0.92	-9.3	-1.25	1.07
0.04	-0.09	0.93	-9.27	0.23	1.44
0.04	-0.1	0.93	-8.21	1.66	0.7
0.04	-0.09	0.93	-8.76	1.24	0.66
0.04	-0.1	0.92	-7.73	-1.18	0.79
0.06	-0.09	0.93	-7.54	-1.42	0.14
0.05	-0.1	0.92	-6.81	0.53	-0.11
0.05	-0.09	0.93	-6.35	1.82	0.11
0.04	-0.09	0.91	-5.59	2.06	0.47
0.05	-0.08	0.91	-6.44	0.35	1.1
0.05	-0.09	0.89	-7.02	-0.49	0.5
0.05	-0.08	0.9	-8.95	-1.24	1.82
0.05	-0.09	0.9	-9.59	-0.79	1.76
0.06	-0.09	0.91	-10.58	0.2	2.98
0.08	-0.1	0.95	-7.94	1.54	1.08
0.1	-0.1	0.94	-5.07	3.24	-0.93
0.09	-0.1	0.97	-0.89	5.25	-4.03
0.05	-0.1	0.94	1.37	4.72	-2.75
0.04	-0.09	0.92	1.34	2.17	-0.87
0.05	-0.09	0.92	-0.61	1.18	0.56
0.03	-0.08	0.89	-4.27	0.06	2.72
0.05	-0.08	0.88	-6.72	-0.35	5.22
0.06	-0.09	0.89	-8.34	-1.18	4.6
0.06	-0.1	0.89	-9.47	-1.21	2.29
0.07	-0.09	0.91	-9.3	-2.99	0.4
0.06	-0.09	0.91	-9.07	-2.17	-1.13
0.06	-0.09	0.92	-8.92	-1.18	-1.1
0.04	-0.1	0.93	-8.38	0.37	-1.07
0.05	-0.09	0.92	-7.68	0.53	-1.6
0.05	-0.1	0.92	-8.18	-0.37	-1.24
0.04	-0.1	0.93	-7.62	-1.22	-1.08
0.04	-0.1	0.92	-8.32	-2.52	0.17
0.04	-0.09	0.93	-7.47	-1.97	0.03
0.04	-0.1	0.9	-7.33	-1.91	1.24
0.05	-0.1	0.91	-8.21	-0.63	-0.12
0.06	-0.09	0.91	-9.08	1.28	-0.52
0.04	-0.09	0.93	-9.07	1.83	0.23
0.06	-0.09	0.93	-8.96	1.89	0.79
0.06	-0.08	0.94	-6.93	0.87	-0.31
0.07	-0.09	0.93	-5.44	0.32	-0.87
0.05	-0.08	0.91	-4.75	-0.47	-0.78
0.04	-0.09	0.89	-5.04	-0.72	0.29
0.05	-0.08	0.89	-6.78	-0.67	1.39
0.05	-0.08	0.88	-9.27	-0.69	1.74
0.05	-0.08	0.9	-11.01	0	1.16
0.03	-0.08	0.92	-11.48	-1.04	2.34
0.04	-0.08	0.94	-11.33	-2.96	2.49
0.02	-0.06	0.93	-13.02	-3.86	3.04
0	-0.06	0.95	-14.55	-4.35	3.89
0	-0.07	0.98	-14.58	-5.51	4.11
-0.01	-0.07	1.03	-12.53	-7.33	4.92
-0.02	-0.08	1.09	-8.99	-6.6	5.07
