acce_x	 acce_y	 acce_z	gyro_x	gyro_y	gyro_z
0.13	-0.01	0.91	-5.83	0.78	0.12
0.14	-0.01	0.92	-6.49	0.79	-0.38
0.13	-0.01	0.92	-6.52	0.89	-0.96
0.13	-0.01	0.91	-6.9	0.67	-1.39
0.13	-0.01	0.91	-7.62	0.52	-1.36
0.12	-0.01	0.92	-8.11	0.82	-1.1
0.12	-0.01	0.91	-8.82	0.92	-1.04
0.12	-0.01	0.92	-8.52	1.11	-0.85
0.12	-0.02	0.92	-7.92	0.67	-0.9
0.11	-0.01	0.92	-7.22	1.22	-0.75
0.11	-0.01	0.9	-6.87	0.99	-0.49
0.11	-0.02	0.89	-7.79	0.02	-0.79
0.11	-0.02	0.91	-8.63	0.08	-0.58
0.11	-0.02	0.91	-8.93	0.92	-0.63
0.11	-0.01	0.91	-8.46	0.7	-0.46
0.1	-0.02	0.92	-7.59	-0.37	-0.26
0.11	-0.02	0.92	-6.98	-0.35	-0.08
0.1	-0.02	0.91	-6.17	-0.37	0.52
0.11	-0.01	0.92	-6.55	-0.79	0.93
0.1	-0.01	0.91	-7.74	-1.44	1.47
0.11	-0.01	0.92	-8.73	-3.44	2.18
0.16	-0.01	0.87	-7.48	-0.55	3.5
0.14	-0.07	0.89	-5.24	-5.07	1.48
0.14	-0.02	0.93	-5.63	-0.35	0.15
0.13	-0.02	0.91	-4.52	-0.56	0.05
0.13	-0.02	0.91	-4.44	-0.9	0.34
0.12	-0.02	0.9	-5.48	0.55	0.43
0.13	-0.01	0.91	-6.37	1.63	1.42
0.13	-0.01	0.91	-6.99	0.08	1.02
0.14	-0.01	0.91	-6.53	0.17	0.53
0.14	-0.01	0.9	-6.03	0.14	-0.12
0.13	-0.02	0.9	-6.61	-0.47	-0.79
0.14	-0.01	0.9	-6.29	0.41	-1.44
0.12	-0.02	0.91	-6.29	0.31	-1.39
0.12	-0.02	0.91	-5.73	0.81	-0.89
0.11	-0.02	0.92	-5.66	1.21	-0.99
0.12	-0.01	0.91	-5.66	0.21	-0.5
0.13	-0.02	0.93	-6.15	-0.38	-0.41
0.13	-0.02	0.92	-6.63	0.49	-0.92
0.12	-0.02	0.91	-6.96	1.63	-0.9
0.12	-0.02	0.92	-6.6	1.15	-0.9
0.12	-0.02	0.93	-6.5	1.04	-0.78
0.13	-0.02	0.91	-5.92	0.82	-1.04
0.12	-0.02	0.92	-6.14	-0.11	-1.11
0.13	-0.02	0.91	-6	0.11	-0.87
0.13	-0.02	0.91	-6.56	-0.06	-1.11
0.13	-0.01	0.91	-7.31	0.02	-1.18
0.12	-0.01	0.91	-7.62	0.21	-1.28
0.13	-0.02	0.9	-7.25	0.92	-1.42
0.13	-0.02	0.9	-6.96	2.35	-2.02
0.13	-0.02	0.92	-6.56	2.55	-2.34
0.12	-0.01	0.92	-6.14	1.44	-2.11
0.12	-0.01	0.91	-6.76	1.44	-1.74
0.12	-0.01	0.92	-7.08	1.92	-1.33
0.12	-0.01	0.91	-6.84	1.44	-1.08
0.13	0	0.91	-6.79	1.97	-1.31
0.12	-0.01	0.91	-7.18	1.76	-1.11
0.12	-0.01	0.9	-7.86	0.84	-1.18
0.12	-0.01	0.91	-8.58	1.1	-1.45
0.12	-0.01	0.93	-8.34	1.27	-1.66
0.11	-0.02	0.91	-8.2	0.93	-1.05
0.11	-0.01	0.93	-6.99	1.91	-0.67
0.11	-0.01	0.92	-6.44	1.37	-0.23
0.11	-0.01	0.91	-5.91	1.63	-0.23
0.11	-0.02	0.92	-6.87	1.08	0
0.11	-0.01	0.92	-7.37	0.64	0.14
0.11	-0.02	0.92	-7.54	0.99	0.12
0.12	-0.02	0.92	-7.07	0.24	0.24
0.12	-0.01	0.94	-6.09	-0.44	0.14
0.13	-0.02	0.92	-5.86	0.21	0.21
0.13	-0.01	0.9	-6.02	0.84	0.35
0.14	-0.01	0.91	-6.37	0.96	-0.14
0.14	-0.01	0.91	-7.04	-0.03	-0.58
0.13	-0.01	0.92	-7.1	-0.27	-0.55
0.14	-0.02	0.92	-6.72	1.02	-0.52
0.13	-0.02	0.9	-6.35	1.33	-0.66
0.14	-0.02	0.9	-6.73	1.02	-1.08
0.13	-0.02	0.91	-7.24	1.19	-1.4
0.13	-0.02	0.92	-7.28	1.15	-2.05
0.13	-0.01	0.91	-7.42	0.21	-2.23
0.12	-0.02	0.92	-7.13	0.29	-2.47
0.13	-0.02	0.92	-6.75	0.27	-2.85
0.12	-0.01	0.92	-6.85	0.93	-2.6
0.12	-0.01	0.91	-6.79	1.36	-2.26
0.12	-0.02	0.93	-6.99	2.44	-2.27
0.11	-0.01	0.92	-6.89	2.92	-1.65
0.11	-0.02	0.92	-6.67	2.61	-1.33
0.11	-0.02	0.91	-6.24	2.89	-1.34
0.11	-0.02	0.91	-5.94	2.84	-0.95
0.1	-0.01	0.92	-5.88	2.47	-0.52
0.11	-0.01	0.92	-5.92	2.43	0.12
0.11	-0.01	0.91	-5.95	1.98	0.27
0.11	-0.01	0.91	-6.03	2	0.15
0.11	-0.01	0.91	-6.34	2.02	0.37
0.11	-0.01	0.92	-5.85	1.57	0.47
0.12	-0.02	0.92	-6.21	1.63	0.66
0.12	-0.02	0.92	-6.29	1.83	0.7
0.12	-0.01	0.93	-5.85	0.95	0.92
0.12	-0.01	0.92	-5.88	-0.11	0.87
0.11	-0.01	0.91	-6.08	-0.18	0.96
0.12	-0.01	0.92	-5.95	0.31	1.08
0.13	-0.02	0.92	-5.82	1.34	0.73
0.12	-0.02	0.92	-5.92	1.59	0.64
0.12	-0.01	0.93	-6.17	0.6	0.93
0.12	-0.01	0.92	-6.55	-0.49	0.67
0.12	-0.02	0.92	-6.12	0.18	0.64
0.12	-0.01	0.93	-6.47	0.12	0.55
0.12	-0.01	0.92	-6.52	0.09	0.49
0.13	-0.01	0.92	-6.55	0.55	0.41
0.12	-0.02	0.94	-5.77	0.85	-0.03
0.12	-0.02	0.92	-5.4	0.4	0.18
0.11	-0.01	0.92	-5.48	0	0.47
0.11	-0.01	0.9	-5.45	-0.76	0.15
0.13	-0.01	0.91	-5.51	-0.37	-0.15
0.13	-0.01	0.92	-5.27	0.95	0.47
0.13	-0.02	0.91	-5.44	1.42	0.37
0.13	-0.01	0.9	-5.28	0.96	0.06
0.13	-0.01	0.89	-5.77	0.56	-0.12
0.13	-0.01	0.89	-6.78	0.96	-0.2
0.12	-0.01	0.9	-7.24	2.17	-0.37
0.12	-0.01	0.9	-7.04	2.53	-0.35
0.12	-0.01	0.89	-6.82	1.77	-0.35
0.12	0	0.92	-6.89	1.24	-0.69
0.12	0	0.9	-7.16	0.69	-0.76
0.11	-0.01	0.9	-7.79	1.11	-0.21
0.11	-0.01	0.9	-8.23	0.38	0.26
0.12	-0.01	0.91	-8.55	0.63	0.4
0.11	-0.01	0.92	-8.63	0.63	0.99
0.11	0	0.92	-8.85	0.09	1.34
0.12	-0.01	0.91	-8.26	0.46	0.81
0.11	-0.01	0.93	-7.91	1.28	0.82
0.09	-0.01	0.95	-7.37	1.16	1.86
0.08	-0.01	0.97	-6.27	0.31	3.73
0.09	-0.01	0.97	-5.05	0.58	5.34
0.09	0.01	0.99	-5.16	-0.95	6.32
0.11	0.01	1	-4.92	-1.44	6.66
0.1	0.03	1.01	-4.75	-2.15	6.96
0.11	0.02	1.01	-4.41	-3.77	7.15
0.08	0.01	1.03	-3.16	-3.53	8.53
0.08	0.01	1.03	-1.62	-5.54	9.22
0.1	0.01	1.03	-0.67	-7.39	9.24
0.11	0.01	1.02	-0.76	-8.89	7.97
0.1	0.02	1.02	-1.24	-9.91	7.59
0.1	0.01	1.01	-1.28	-13.31	8.61
0.11	0.01	1.03	-1.33	-16.05	10.44
0.13	0.02	1.08	-0.6	-14.32	12.93
0.17	0.01	1.09	1.82	-15.24	15.4
0.18	0.01	1.1	3.33	-15.34	16.35
0.2	-0.02	1.07	4.08	-21.33	20.7
0.25	0.05	1.05	-1.36	-12.99	18.05
0.23	0.02	1.08	0.89	-17.04	19.21
0.23	0.04	1.04	-3.6	-25.65	22
0.31	0.05	1.07	-8.81	-27.95	25.66
0.36	0.06	1.09	-13.76	-30.43	27.44
0.41	0.04	1.1	-18.38	-20.37	27.98
0.43	0.02	1.09	-21.3	-7.71	26.14
0.42	0.01	1.18	-19.69	-2.11	20.69
0.46	-0.03	1.22	-14.84	11.36	10.15
0.33	-0.06	1.21	-5.92	20.79	6.85
0.23	-0.05	1.11	-4.06	24.5	8.05
0.23	-0.03	1.06	-4.24	27.95	14.52
0.23	-0.02	1.09	-6.67	34.64	24.76
0.25	-0.01	1.11	-8.56	41.01	37.44
0.27	-0.01	1.13	-7.4	41.16	45.97
0.27	-0.04	1.13	-0.81	33.3	50.75
0.29	-0.06	1.12	6.79	25.51	49.85
0.31	-0.07	1.08	14.17	17.45	42.4
0.29	-0.06	1.05	18.38	10.38	32.4
0.26	-0.05	0.99	19.79	3.51	24.93
0.26	-0.02	0.95	19.74	2.09	21.82
0.24	-0.01	0.91	19.66	14.7	24.46
0.22	0	0.87	20.35	16.27	28.66
0.26	0.01	0.83	17.69	18.44	31.4
0.22	0.01	0.86	19.5	14.75	34.64
0.21	-0.01	0.88	20.58	6.67	33.18
0.18	-0.01	0.85	20.56	0.61	29.37
0.13	-0.01	0.79	21.08	-5.56	28.18
0.1	0	0.79	17.24	-11.24	30.87
0.16	0.01	0.8	12.31	-16.06	32
0.24	0.01	0.8	5.86	-9.19	31.53
0.25	0.02	0.78	-0.32	-4.84	33.51
0.34	0	0.88	-1.6	2.38	24.79
0.36	-0.01	0.95	6.08	9.48	4.12
0.26	0.01	0.95	11.73	-3.6	-13.07
0.18	-0.02	0.89	18.73	-10.96	-20.98
0.1	0	0.8	20.09	-9.92	-16.9
0.17	0.03	0.75	11.5	-9.4	-14.21
0.2	0.05	0.77	3.76	-4.32	-20.21
0.23	0.04	0.8	-2.03	0.31	-25.04
0.24	0	0.85	2.66	5.28	-34.67
0.16	0.01	0.84	11.51	3.63	-41.97
0.01	-0.04	0.83	17.07	-8.78	-39.45
0.02	-0.02	0.82	17.57	-20.34	-31.63
0.18	0	0.91	15.11	-17.11	-30.96
0.33	0.02	0.92	15.59	-9.66	-38.93
0.36	0.03	0.89	18.52	-8.27	-50.56
0.29	0.02	0.76	24.31	-8.56	-60.23
0.15	0.01	0.69	23.77	-11.34	-64.81
0.08	0.02	0.68	18.67	-18.7	-61.53
0.18	0.03	0.72	10.93	-15.33	-61.19
0.26	0.04	0.82	6.32	-19.86	-60.2
0.38	0	0.89	1.63	-8.24	-67.95
0.34	-0.02	0.87	11.6	-4.75	-71.68
0.28	-0.03	0.83	21.71	0.53	-74.4
0.17	-0.02	0.77	27.95	-1.22	-76.17
0.08	0.03	0.68	25.56	-2.09	-77.68
0.05	0.07	0.61	15.27	-7.19	-76.37
0.11	0.08	0.64	4.73	-5.69	-78.92
0.16	0.1	0.67	-1.57	-6.2	-79.98
0.2	0.04	0.71	-2.72	-2.02	-82.09
0.17	0.05	0.76	5.15	1.05	-83.19
0.09	0.03	0.71	12.9	0.52	-81.48
0	0.06	0.66	15.62	-2.67	-78.15
0.04	0.09	0.64	11.66	-3.77	-75.59
0.16	0.12	0.69	5.79	-5.54	-78.93
0.2	0.12	0.75	-0.31	-15.77	-84.18
0.23	0.09	0.7	-0.21	-19.4	-88.75
0.13	0.1	0.62	2.64	-19.97	-91.56
0.05	0.12	0.52	2.9	-23.3	-90.9
0.02	0.15	0.49	-0.67	-23.36	-89.21
0.11	0.16	0.48	-7.65	-14.92	-85.94
0.19	0.17	0.56	-15.24	-2.9	-85.66
0.24	0.15	0.63	-17.24	6.47	-85.92
0.25	0.12	0.71	-12.18	5.53	-87.16
0.15	0.11	0.67	-8.12	-3.65	-88.05
0.01	0.15	0.59	-6.17	-20	-80.26
0.02	0.14	0.52	-12.14	-24.6	-81.71
-0.01	0.16	0.55	-20.52	-18.37	-80.17
-0.01	0.23	0.59	-22.9	-33.69	-74.92
0.25	0.19	0.58	-22.17	-20.43	-75.48
0.16	0.14	0.65	-20.49	-18.4	-77.39
0.1	0.11	0.7	-22.56	-3.16	-79.97
0.03	0.09	0.71	-19.79	-10	-82
-0.09	0.12	0.64	-18.53	-16.61	-80.26
-0.08	0.15	0.65	-23.45	-12.5	-71.92
-0.01	0.15	0.66	-30.82	3.56	-66.5
0.03	0.14	0.7	-32.9	8.18	-61.83
0.05	0.11	0.74	-32.76	6.58	-60.47
0.05	0.11	0.73	-34.64	13.13	-56.69
0.07	0.1	0.76	-35.3	12.35	-56.92
0.02	0.09	0.77	-35.33	2.79	-56.92
-0.05	0.09	0.78	-35.3	-2.66	-54.98
-0.13	0.08	0.76	-36.35	-0.38	-48.64
-0.11	0.07	0.75	-38.56	9.34	-38.12
-0.04	0.07	0.81	-41.91	19.3	-32.43
0.02	0.07	0.8	-44.15	22.27	-25.98
0.08	0.08	0.85	-47.56	24.29	-26.84
0.04	0.02	0.83	-46.29	16.2	-29.53
-0.03	0.02	0.81	-40.58	9.28	-32.21
-0.14	0.02	0.76	-36.44	4	-31.6
-0.26	-0.01	0.77	-31.48	-0.02	-26.37
-0.29	0.03	0.81	-30.5	1.3	-14.96
-0.18	0.01	0.86	-33.42	12.9	-5.97
-0.09	0.05	0.96	-39.18	15.36	1.47
0.03	0.04	0.96	-40.92	21.56	5.53
0.03	0.01	0.9	-40.23	24.82	4.87
-0.07	-0.02	0.79	-32.53	18.26	1.88
-0.18	-0.01	0.73	-23.66	9.47	-0.05
-0.29	0	0.77	-19.5	-4.34	0.12
-0.19	0	0.83	-20.63	-14.15	4.11
0.07	0.02	1.02	-30.63	-6.09	4.78
0.18	-0.02	1.16	-38.99	-1.01	3.62
0.19	-0.06	1.08	-37.05	9.28	3.76
0.12	-0.07	0.97	-27.21	19.31	0.09
-0.02	-0.06	0.84	-8.92	16.5	-4.49
-0.13	-0.03	0.82	3.69	7.15	-6.66
-0.12	0.02	0.86	3.37	-1.07	-6.4
-0.08	0.06	0.97	-6.05	-13.54	-3.19
0.1	0.07	1.03	-20.82	-14.27	0.2
0.14	0	1.06	-28.58	-3.83	-0.76
0.12	-0.04	1.02	-25.62	4.37	-3.27
0.04	-0.05	0.95	-14.75	14.63	-4.58
-0.05	0	0.9	-6.53	24.06	-5.5
-0.23	0.04	0.89	-1.53	13.89	-4.21
-0.32	0.04	0.91	-4.29	-5.16	1.37
-0.22	0.09	0.98	-16.69	-16.49	8.47
-0.06	0.04	1.04	-23.59	-12.55	12.98
0.02	0	1.06	-23.8	4.6	14.12
-0.07	-0.02	0.98	-19.62	16.14	14.76
-0.17	-0.01	0.91	-11.27	11.39	17.1
-0.23	0.04	0.84	-7.56	7.4	20.26
-0.25	0.1	0.84	-14.79	3.28	27.54
-0.19	0.12	0.91	-25.77	-10.6	32.47
-0.08	0.09	1.04	-34.15	-23.16	33.44
0.02	0.03	1.05	-38.09	-32.24	35.44
0.08	-0.05	1.06	-37.13	-10.63	33.83
0.06	-0.06	1.08	-29.02	0.7	31.05
-0.01	-0.02	1	-18.66	-1.57	28.96
-0.06	0.04	0.92	-15.05	7.28	28.17
-0.17	0.08	0.89	-19.28	14.98	29.65
-0.24	0.08	0.93	-26.18	5.74	36.53
-0.19	0.07	0.89	-35.8	-12.67	40.73
-0.09	0.03	0.99	-47.21	-19.6	43.95
-0.12	-0.07	1.01	-45.95	-13.53	44.6
-0.16	-0.1	1.07	-37.54	-19.07	46.02
-0.19	-0.07	1.1	-28.79	-16.4	48.21
-0.19	-0.03	1.09	-23.11	-2.17	54.6
-0.09	0	1.04	-23.53	0.95	56.96
0.02	0.01	0.97	-26.02	3.98	53.05
-0.01	-0.01	0.92	-30.23	2.93	48.61
-0.09	-0.06	0.92	-35.86	-8.17	43.86
-0.14	-0.07	0.93	-35.91	-23.88	43.56
-0.27	-0.12	1.03	-33.69	-30.6	46.66
-0.23	-0.11	1	-31.73	-24.08	58.17
-0.04	-0.06	0.9	-38.32	2.95	66.4
0.11	-0.06	0.84	-44.35	12.4	62.41
0.31	-0.13	0.78	-44.14	21.8	49.76
0.32	-0.14	0.77	-44.89	38.31	35.39
0.03	-0.16	0.75	-47.36	34.64	31.07
-0.24	-0.18	0.89	-49.31	5.3	32.4
-0.34	-0.17	1.03	-52.49	-14.41	35.4
-0.32	-0.16	1.15	-56.47	-5.36	59.11
-0.16	-0.18	1.14	-56.29	-2.49	70.78
0.13	-0.19	1.09	-48.38	-0.76	65.6
0.42	-0.22	1.02	-34.52	14.15	51.79
0.51	-0.22	0.92	-22.56	35.48	30.46
0.33	-0.21	0.88	-14.93	43.56	11.33
0	-0.21	0.8	-17.39	46.09	7.34
-0.32	-0.23	0.91	-26.87	38.11	19.5
-0.47	-0.24	0.98	-31.97	19.08	36.79
-0.45	-0.23	0.93	-35.34	10.81	55.21
-0.24	-0.23	0.83	-36.7	9.33	64.4
0	-0.25	0.78	-31.53	10.67	59.19
0.1	-0.24	0.75	-31.25	17.6	46.9
0.11	-0.19	0.99	-37.02	22.5	38.29
-0.01	-0.27	1.16	-34.06	37.21	36.11
-0.16	-0.27	1.12	-45.91	47.98	31.76
-0.19	-0.16	1.18	-56.96	25.91	47.68
-0.29	-0.3	1.14	-58.84	-7.98	54.32
-0.14	-0.23	1.06	-76.34	-33.21	54.58
0.21	-0.28	0.88	-95.13	-16.66	52.11
0.2	-0.28	0.8	-90.5	10.26	49.16
0.13	-0.37	0.75	-70.27	22.82	50.95
-0.01	-0.33	0.76	-47.65	8.66	47.69
-0.03	-0.35	0.82	-34.31	-7.88	48.35
0.02	-0.36	0.82	-31.5	-11.02	49.98
0.05	-0.33	0.9	-34.96	-6.85	45.94
0.06	-0.33	0.99	-41.97	6.27	41.54
-0.06	-0.33	1.07	-47.77	7.94	41.82
-0.09	-0.34	1.08	-52.76	12.21	46.58
-0.03	-0.35	1.08	-49.65	7.59	52.38
0.1	-0.36	1.08	-39.22	-1.44	52.03
0.21	-0.38	1.1	-25.98	0.38	48.92
0.27	-0.37	1.09	-15.33	3.16	39.47
0.31	-0.36	1.03	-9.11	16.34	29.21
0.23	-0.31	0.98	-11.24	28.95	19.59
0.16	-0.34	1.01	-14.41	39.57	10.85
-0.01	-0.38	1.08	-17.22	46.93	10.24
-0.16	-0.39	1.08	-17.42	38.29	14.47
-0.22	-0.37	1.04	-17.25	27.54	25.37
-0.19	-0.37	0.97	-16.67	16.21	35.3
-0.09	-0.39	0.97	-8.12	7.4	38.9
0	-0.35	1.02	-5.01	4.95	39.56
0.03	-0.36	0.99	-5.01	8.11	36.5
0.01	-0.35	0.96	-9.95	13.82	31.13
-0.02	-0.36	0.99	-11.92	20.72	21.27
-0.09	-0.34	1.02	-18.5	33.31	16.67
-0.21	-0.34	1	-22.29	36.17	20.52
-0.27	-0.39	1	-13.11	16.49	28.61
-0.2	-0.4	1.01	-0.89	3.16	37.76
-0.1	-0.38	1.01	6.98	-1.04	42.67
0.01	-0.37	1	13.53	-2.31	40.63
0.08	-0.35	0.96	18.23	3.6	32.49
0.07	-0.32	0.95	22.78	12.79	20.38
-0.02	-0.3	1	24.4	18.64	8.53
-0.13	-0.29	1.12	14.21	19.33	18.26
-0.22	-0.36	1.03	18.12	21.07	23.71
-0.23	-0.33	1.03	23.19	15.92	21.08
-0.16	-0.32	1.03	23.18	8.14	25.16
-0.09	-0.33	1.04	32.27	5.15	26.14
-0.02	-0.2	1.11	25.18	4.35	27.02
0	-0.28	1.02	18.12	16.64	15.63
-0.06	-0.27	1.07	27.59	12.27	15.68
-0.08	-0.18	1.1	9.51	14.95	11.74
-0.19	-0.24	1.04	9.44	16.73	9.57
-0.28	-0.22	1.01	6.63	4.87	11.94
-0.25	-0.33	1.02	5.36	1.04	20.18
-0.23	-0.3	1.1	11.94	3.53	30.89
-0.17	-0.28	1	18.03	-4.26	35.97
-0.05	-0.2	0.93	9.51	-6.84	34.21
0	-0.19	0.92	3.79	-3.3	27.63
0.02	-0.16	0.95	-7.92	6.92	21.88
-0.01	-0.2	0.97	-14.55	16.34	15.5
-0.07	-0.2	0.99	-17.91	21.63	12.32
-0.19	-0.24	0.96	-10	13.42	10.53
-0.23	-0.22	0.99	-9.88	11.74	14.05
-0.28	-0.24	0.97	-9.1	5.33	23.1
-0.25	-0.21	1.04	-10.92	-4.61	29.37
-0.19	-0.22	0.97	-8.52	-9.11	26.82
-0.12	-0.18	0.92	-13.85	-5.95	25.74
-0.07	-0.17	0.91	-18.06	-0.76	19.13
-0.07	-0.18	0.89	-16.66	3.04	8.73
-0.12	-0.18	0.96	-18.98	1.28	3.45
-0.17	-0.23	1.01	-16.82	-4.24	3.94
-0.2	-0.18	1	-17.62	7.33	11.74
-0.26	-0.27	1.02	-8.73	1.15	14.53
-0.25	-0.27	0.98	-2.64	-6.95	17.13
-0.22	-0.25	0.92	5.01	-5.79	16.82
-0.16	-0.23	0.93	9.47	-6.31	15.69
-0.1	-0.21	0.92	8.11	-6.31	12.79
-0.05	-0.19	0.87	5.8	-5.31	7.76
-0.06	-0.18	0.87	4.66	-9.27	1.54
-0.08	-0.18	0.85	3.94	-14.79	-2.35
-0.11	-0.2	0.82	1.88	-14.2	-0.06
-0.11	-0.25	0.89	2.81	-6.5	5.48
-0.11	-0.27	0.95	8.72	0.18	7.91
-0.12	-0.25	0.9	15.02	-0.72	9.31
-0.15	-0.22	0.85	17.45	-7.53	9.97
-0.1	-0.21	0.83	18.26	-16.2	8.99
-0.09	-0.19	0.8	13.86	-21.24	7.19
-0.07	-0.2	0.79	5.88	-20.9	4.87
-0.06	-0.18	0.76	-5.27	-10.2	3.53
-0.05	-0.19	0.77	-14.05	3.02	1.54
-0.1	-0.21	0.86	-14.75	11.33	3.53
-0.14	-0.23	0.91	-7.19	13.13	7.76
-0.16	-0.23	0.92	-0.75	5.89	9.79
-0.18	-0.23	0.9	3.11	-7.68	10.11
-0.21	-0.23	0.88	7.22	-27.94	12.05
-0.16	-0.21	0.87	8.82	-34.17	11.62
-0.14	-0.19	0.85	6.53	-30.55	10.87
-0.11	-0.18	0.83	1.79	-19.88	7.19
-0.13	-0.19	0.85	-1.05	-10.2	5.8
-0.16	-0.19	0.9	-2.09	-2.2	8.37
-0.15	-0.18	0.93	-0.7	1.3	10.66
-0.13	-0.16	0.92	0.9	-0.93	13.68
-0.1	-0.16	0.93	2.29	-0.72	14.44
-0.12	-0.15	0.94	5.53	-8.53	13.36
-0.13	-0.18	0.94	8.29	-19.71	13.5
-0.1	-0.17	0.96	12.29	-26.5	12.55
-0.09	-0.15	0.92	13.92	-33.3	9.36
-0.07	-0.13	0.87	9.08	-31.53	8.85
-0.08	-0.14	0.87	3.95	-21.44	9.5
-0.08	-0.15	0.92	0.64	-11.65	9.5
-0.08	-0.15	0.93	-2.66	-1.97	7.53
-0.08	-0.15	0.95	-2.92	5.11	5.48
-0.12	-0.2	1.03	2.55	5.36	3.5
-0.22	-0.2	1.02	9.88	-8.44	5.62
-0.24	-0.21	0.99	16.75	-24.92	9.16
-0.22	-0.19	0.95	20.64	-36.38	13.01
-0.18	-0.16	0.88	19.85	-41.36	15.05
-0.14	-0.13	0.85	15.97	-39.82	16.34
-0.1	-0.12	0.83	10.41	-35.3	15.59
-0.06	-0.11	0.82	3.44	-27.63	14.66
-0.02	-0.11	0.85	-0.55	-20.6	11.62
0.02	-0.12	0.87	-3.76	-11.59	10.08
0.01	-0.12	0.89	-6.11	-3.56	8.4
-0.03	-0.13	0.91	-4.92	-5.76	8.06
-0.07	-0.12	0.89	-3.92	-14.21	8.85
-0.05	-0.14	0.89	-4.11	-25.18	9.04
-0.02	-0.14	0.91	-3.01	-31.53	6.58
-0.02	-0.14	0.92	-2.44	-34.81	4.95
0	-0.1	0.94	-8.55	-32.84	7.37
0.01	-0.13	0.93	-8.53	-30.32	6.08
0.01	-0.13	0.92	-8.46	-27.82	4.85
0.02	-0.12	0.88	-11.11	-19.51	3.02
0	-0.12	0.89	-15.1	-8.98	2.9
-0.02	-0.14	0.89	-15.95	-7.97	1.88
-0.06	-0.16	0.93	-13.66	-15.15	1.01
-0.07	-0.17	0.97	-8.17	-28.26	0.08
-0.06	-0.16	0.97	-1.48	-38.64	1.08
-0.04	-0.16	0.93	3.05	-43.89	1.94
0.02	-0.14	0.91	4.89	-39.66	2.81
0.07	-0.12	0.85	3.02	-23.77	3.37
0.08	-0.11	0.82	-1.68	-6.9	3.13
0.12	-0.1	0.83	-5.36	1.88	-4.21
0.1	-0.1	0.88	-5.27	3.86	-11.59
0.08	-0.13	0.91	-2.66	5.27	-17.86
0.05	-0.14	0.91	0.9	5.68	-20.61
-0.02	-0.14	0.89	0.03	15.71	-15.82
-0.09	-0.13	0.88	-1.07	19.16	-8.63
-0.12	-0.13	0.87	-0.73	5.6	-7.86
-0.16	-0.11	0.86	2.03	-18.85	-9.4
-0.14	-0.12	0.86	3.59	-36.56	-11.21
-0.1	-0.12	0.87	4.89	-43.18	-12.58
-0.08	-0.11	0.85	4.08	-43.34	-11.83
-0.07	-0.11	0.85	1.44	-34.84	-8.11
-0.03	-0.11	0.86	0.18	-25.73	-5.34
0	-0.1	0.89	0.44	-19.91	-3.85
0.01	-0.1	0.87	-0.47	-13.62	-3.69
-0.02	-0.08	0.85	-3.65	-9.6	-3.16
-0.03	-0.09	0.83	-4.76	-18.6	-6.18
-0.04	-0.1	0.86	-4.37	-27.89	-8.46
-0.05	-0.11	0.87	-5.11	-33.22	-7.89
-0.02	-0.11	0.88	-4.81	-37.91	-7.34
0.01	-0.11	0.88	-3.1	-37.24	-4.76
0.04	-0.11	0.9	-2.9	-29.15	-0.96
0.09	-0.09	0.89	-3.1	-18.64	-0.84
0.08	-0.09	0.87	-4.93	-11.34	-1.21
0.06	-0.08	0.85	-7.07	-8.9	-2.61
0.06	-0.08	0.83	-10.55	-11.85	-4.18
