,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0,-4.96,-3.21,-0.12,0.15,-0.07,1.03
1,-4.84,-4.00,-0.70,0.15,-0.06,1.04
2,-4.49,-4.11,-1.51,0.15,-0.06,1.04
3,-3.92,-3.47,-2.38,0.15,-0.07,1.04
4,-3.83,-2.84,-3.01,0.14,-0.06,1.03
5,-4.34,-1.97,-2.93,0.15,-0.07,1.05
6,-4.37,-0.31,-3.04,0.14,-0.07,1.04
7,-5.08,0.79,-2.87,0.15,-0.07,1.05
8,-4.85,0.73,-2.93,0.14,-0.07,1.05
9,-4.98,0.79,-2.81,0.13,-0.07,1.06
10,-4.81,1.18,-2.49,0.14,-0.07,1.06
11,-4.95,2.35,-2.40,0.14,-0.08,1.06
12,-4.95,2.98,-2.73,0.14,-0.08,1.05
13,-4.79,3.15,-3.47,0.13,-0.08,1.05
14,-4.96,2.87,-3.71,0.12,-0.07,1.06
15,-5.10,2.05,-3.82,0.12,-0.07,1.06
16,-5.28,1.68,-3.80,0.11,-0.08,1.07
17,-4.82,2.17,-4.09,0.12,-0.08,1.07
18,-4.41,2.70,-4.43,0.12,-0.08,1.07
19,-3.95,3.04,-4.90,0.11,-0.08,1.08
20,-3.45,4.37,-5.01,0.10,-0.08,1.07
21,-3.30,4.69,-5.13,0.10,-0.09,1.05
22,-3.13,5.19,-5.27,0.09,-0.09,1.05
23,-2.98,5.36,-5.37,0.09,-0.09,1.05
24,-2.96,5.01,-5.42,0.08,-0.09,1.05
25,-3.08,5.01,-4.29,0.07,-0.09,1.05
26,-3.31,6.46,-3.16,0.07,-0.08,1.04
27,-3.51,7.68,-2.53,0.08,-0.09,1.05
28,-3.36,8.18,-2.18,0.09,-0.09,1.04
29,-2.92,8.50,-1.91,0.07,-0.09,1.04
30,-2.96,7.68,-1.27,0.06,-0.09,1.03
31,-3.18,6.99,-0.64,0.06,-0.08,1.03
32,-3.77,6.73,-0.29,0.06,-0.09,1.02
33,-3.98,6.40,0.12,0.07,-0.08,1.02
34,-4.20,6.12,0.35,0.06,-0.08,1.01
35,-4.56,5.44,0.67,0.06,-0.08,1.01
36,-5.25,5.02,0.82,0.05,-0.08,0.99
37,-6.11,4.69,0.79,0.06,-0.08,1.00
38,-7.22,3.80,0.69,0.06,-0.08,0.99
39,-7.92,1.79,-0.12,0.06,-0.09,0.99
40,-8.52,-0.41,-0.53,0.05,-0.09,1.00
41,-9.19,-1.74,-0.58,0.05,-0.09,1.00
42,-9.63,-2.38,-0.18,0.05,-0.10,1.00
43,-9.95,-2.15,0.63,0.05,-0.10,1.00
44,-10.02,-1.57,1.86,0.06,-0.10,1.00
45,-10.20,-1.16,3.15,0.05,-0.09,1.01
46,-10.23,-0.11,4.05,0.06,-0.10,1.02
47,-10.56,0.58,4.95,0.07,-0.09,1.01
48,-10.84,1.13,5.53,0.09,-0.09,1.01
49,-11.51,1.62,5.31,0.10,-0.09,1.01
50,-11.44,2.38,4.52,0.11,-0.10,1.01
51,-11.53,1.57,3.19,0.12,-0.11,1.02
52,-11.57,-0.46,1.51,0.11,-0.11,1.03
53,-11.79,-2.46,0.52,0.10,-0.12,1.02
