,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0,-8.24,-8.55,-1.28,0.18,0.01,1.07
1,-8.79,-8.46,-1.19,0.19,-0.00,1.08
2,-9.04,-8.85,-0.95,0.19,-0.00,1.11
3,-8.31,-8.21,-0.73,0.18,-0.00,1.14
4,-8.75,-8.41,1.36,0.18,0.01,1.19
5,-7.11,-8.50,0.37,0.19,0.01,1.21
6,-3.15,-3.28,0.61,0.21,-0.01,1.24
7,1.57,-2.53,1.18,0.19,-0.01,1.28
8,4.20,-4.69,0.61,0.19,-0.00,1.26
9,6.32,-2.98,1.77,0.20,0.00,1.26
10,8.89,-3.69,2.12,0.22,-0.00,1.28
11,11.73,-4.00,2.76,0.20,-0.00,1.27
12,14.00,-3.39,2.95,0.20,0.00,1.28
13,16.61,-2.87,3.05,0.22,-0.01,1.26
14,17.91,-2.76,2.81,0.23,-0.00,1.24
15,19.33,-0.89,2.41,0.25,0.01,1.21
16,19.77,1.80,1.95,0.25,0.00,1.21
17,20.89,3.53,2.09,0.24,-0.00,1.19
18,21.86,6.09,2.61,0.24,-0.00,1.19
19,22.09,3.31,0.95,0.23,0.01,1.20
20,22.34,4.90,0.60,0.26,0.02,1.20
21,24.26,7.66,0.60,0.26,0.01,1.18
22,25.82,7.63,-0.37,0.27,0.01,1.20
23,27.88,9.94,-0.14,0.26,0.03,1.21
24,28.99,11.60,-0.31,0.27,0.03,1.18
25,33.28,14.02,0.23,0.26,0.03,1.18
26,34.23,12.21,-1.18,0.23,0.03,1.19
27,35.54,11.40,-0.49,0.23,0.03,1.18
28,37.65,13.48,-1.37,0.24,0.03,1.17
29,39.07,14.26,-0.89,0.23,0.03,1.16
30,39.56,16.55,-1.36,0.23,0.04,1.15
31,40.08,18.98,-1.28,0.24,0.04,1.13
32,42.08,19.82,-1.89,0.24,0.04,1.12
33,43.51,18.67,-2.67,0.23,0.05,1.11
34,43.60,22.02,-2.17,0.24,0.05,1.08
35,42.24,20.46,-2.87,0.21,0.06,1.07
36,43.07,19.59,-2.87,0.21,0.07,1.05
37,43.36,19.40,-3.66,0.21,0.06,1.03
38,42.99,17.05,-3.98,0.21,0.08,1.03
39,39.89,17.53,-4.93,0.21,0.08,1.02
40,36.35,21.88,-4.00,0.22,0.10,1.02
41,34.49,17.85,-5.69,0.19,0.09,0.99
42,37.02,18.20,-4.89,0.21,0.09,0.97
43,34.63,16.76,-6.40,0.19,0.10,0.98
44,33.36,25.05,-3.82,0.23,0.11,0.96
45,34.18,9.66,-6.73,0.15,0.11,1.01
46,36.14,1.08,-7.89,0.18,0.11,1.00
47,36.29,4.37,-7.21,0.21,0.12,0.99
48,33.50,8.99,-6.95,0.20,0.13,1.03
49,31.83,9.48,-6.81,0.17,0.13,1.04
50,30.76,10.37,-7.15,0.17,0.13,1.02
51,29.48,14.31,-6.44,0.16,0.13,1.01
52,29.80,15.37,-5.86,0.16,0.13,1.00
53,29.08,16.09,-5.71,0.15,0.13,1.00
54,29.01,15.59,-5.19,0.13,0.13,1.01
55,26.98,11.48,-5.82,0.14,0.13,1.01
56,22.96,11.42,-5.95,0.13,0.15,1.02
57,21.44,11.45,-5.95,0.12,0.14,1.02
58,20.52,12.27,-5.34,0.13,0.15,1.00
59,20.05,12.60,-5.24,0.15,0.16,1.02
60,19.68,12.38,-5.42,0.15,0.16,1.02
61,19.13,11.40,-5.40,0.14,0.16,1.03
62,17.85,10.70,-5.74,0.14,0.17,1.03
63,17.33,9.56,-5.71,0.14,0.17,1.03
64,15.83,7.79,-5.98,0.14,0.19,1.02
65,15.50,6.76,-6.08,0.13,0.18,1.02
66,14.72,5.15,-6.05,0.14,0.19,1.03
67,15.88,4.89,-6.29,0.14,0.19,1.03
68,14.08,3.97,-6.49,0.15,0.19,1.03
69,16.18,3.73,-6.35,0.14,0.19,1.03
70,15.85,4.03,-5.91,0.15,0.19,1.03
71,17.60,1.95,-6.17,0.14,0.19,1.03
72,16.85,1.39,-6.46,0.14,0.20,1.04
73,17.50,2.12,-6.27,0.13,0.19,1.03
74,17.31,1.01,-6.38,0.13,0.19,1.03
75,18.03,3.19,-6.23,0.15,0.20,1.04
76,19.76,2.67,-6.32,0.15,0.20,1.03
77,18.60,2.35,-6.23,0.14,0.21,1.03
78,18.93,2.24,-6.11,0.14,0.21,1.03
79,18.53,0.29,-5.98,0.13,0.22,1.04
80,19.07,-1.07,-6.17,0.14,0.22,1.04
81,19.63,-2.00,-6.43,0.13,0.22,1.05
82,21.04,-3.13,-6.44,0.14,0.23,1.05
83,21.37,-2.98,-6.67,0.14,0.22,1.04
84,21.68,-4.06,-7.27,0.14,0.22,1.05
85,21.57,-3.76,-7.36,0.14,0.23,1.04
86,21.88,-4.23,-7.73,0.14,0.22,1.03
87,22.53,-4.43,-7.95,0.13,0.22,1.03
88,22.70,-4.67,-7.73,0.14,0.23,1.03
89,22.37,-5.86,-8.24,0.13,0.23,1.03
90,22.02,-5.85,-7.97,0.14,0.23,1.04
91,21.54,-6.76,-8.20,0.14,0.24,1.05
92,20.92,-6.78,-8.27,0.14,0.24,1.06
93,21.77,-4.49,-7.68,0.14,0.24,1.06
94,22.08,-3.15,-7.42,0.14,0.24,1.04
95,23.10,-1.31,-7.02,0.14,0.24,1.06
96,23.92,-0.31,-6.92,0.13,0.24,1.05
97,23.82,1.16,-7.15,0.13,0.25,1.06
98,24.27,3.30,-7.11,0.14,0.25,1.07
99,24.38,5.97,-6.82,0.14,0.25,1.06
100,24.84,6.53,-6.98,0.14,0.25,1.06
101,25.60,7.73,-6.66,0.15,0.26,1.05
102,26.17,8.60,-6.85,0.15,0.26,1.04
103,26.52,8.14,-7.05,0.15,0.27,1.06
104,27.48,7.80,-7.05,0.14,0.27,1.05
105,27.39,6.78,-7.83,0.14,0.26,1.03
106,28.58,7.42,-7.37,0.14,0.27,1.04
107,28.31,5.34,-7.89,0.14,0.27,1.05
108,28.93,5.04,-7.59,0.14,0.27,1.03
109,29.42,5.18,-7.56,0.13,0.28,1.03
110,29.57,4.38,-7.88,0.12,0.28,1.03
111,29.85,3.63,-7.80,0.12,0.29,1.02
112,29.27,3.04,-7.98,0.12,0.29,1.01
113,29.65,3.19,-7.98,0.12,0.29,1.01
114,29.53,3.62,-7.65,0.13,0.30,1.00
115,29.76,2.14,-7.94,0.12,0.30,1.01
116,30.06,-0.31,-7.97,0.11,0.30,1.01
117,29.62,-1.04,-7.91,0.11,0.31,0.99
118,29.71,-2.70,-7.98,0.11,0.31,1.02
119,28.82,-4.08,-8.08,0.13,0.31,1.02
120,28.73,-3.97,-8.35,0.13,0.32,1.02
121,29.89,-4.26,-8.85,0.13,0.33,1.03
122,28.72,-3.91,-9.04,0.13,0.33,1.03
123,28.15,-3.50,-10.09,0.11,0.34,1.04
124,28.40,0.49,-9.54,0.14,0.33,1.03
125,28.99,2.56,-9.85,0.14,0.33,1.02
126,28.31,4.12,-9.98,0.13,0.33,1.00
127,28.11,4.21,-10.41,0.12,0.34,1.01
128,27.69,4.70,-10.41,0.12,0.34,1.00
129,27.44,4.76,-10.98,0.12,0.34,1.00
130,26.46,4.60,-10.85,0.12,0.34,1.01
131,25.80,3.01,-11.36,0.12,0.34,1.02
132,26.23,3.56,-11.40,0.11,0.35,1.00
133,25.80,3.34,-11.36,0.12,0.34,1.00
134,24.96,4.75,-11.05,0.12,0.36,1.01
135,24.69,6.49,-10.55,0.12,0.35,1.01
136,26.21,5.97,-10.46,0.10,0.35,1.00
137,26.63,6.29,-10.17,0.10,0.35,1.00
138,28.38,5.66,-10.00,0.10,0.35,1.00
139,29.42,5.77,-9.48,0.10,0.36,1.01
140,28.56,3.44,-10.15,0.10,0.36,1.01
141,29.69,2.61,-9.94,0.10,0.37,1.00
142,30.89,3.08,-9.50,0.11,0.37,0.99
143,30.95,1.65,-9.76,0.09,0.36,0.98
144,30.98,0.95,-9.73,0.10,0.37,0.96
145,30.08,0.90,-9.65,0.09,0.38,0.98
146,29.71,1.76,-9.54,0.10,0.39,0.97
147,29.37,2.98,-9.74,0.10,0.40,0.97
148,30.67,2.53,-10.18,0.10,0.39,0.95
149,30.26,2.73,-9.77,0.10,0.39,0.96
150,29.57,2.12,-10.49,0.10,0.40,0.96
151,29.71,3.22,-10.23,0.11,0.40,0.96
152,28.76,3.25,-10.27,0.10,0.41,0.96
153,28.75,3.85,-10.23,0.10,0.41,0.97
154,29.50,5.28,-9.88,0.11,0.41,0.96
155,28.64,6.03,-9.65,0.11,0.42,0.97
156,29.08,5.34,-10.09,0.09,0.41,0.97
157,29.15,6.03,-10.12,0.11,0.42,0.97
158,29.01,5.60,-10.34,0.10,0.42,0.96
159,29.47,4.79,-10.55,0.09,0.42,0.95
160,29.51,4.14,-10.47,0.09,0.43,0.95
161,29.91,3.42,-10.81,0.09,0.43,0.93
162,29.48,3.05,-10.61,0.09,0.43,0.95
163,29.01,1.47,-11.07,0.09,0.43,0.94
164,30.05,0.49,-11.18,0.09,0.43,0.94
165,29.30,-1.19,-11.25,0.08,0.44,0.93
166,32.95,-2.87,-12.38,0.05,0.44,0.96
167,28.98,-5.34,-12.09,0.07,0.43,0.93
168,27.50,-5.60,-11.94,0.08,0.44,0.93
169,27.77,-5.85,-11.63,0.08,0.45,0.93
170,30.05,-4.81,-11.13,0.08,0.45,0.92
171,27.07,-5.53,-11.50,0.05,0.46,0.96
172,28.24,-3.44,-10.60,0.07,0.45,0.91
173,28.61,-5.85,-10.20,0.06,0.46,0.92
174,29.11,-4.82,-10.09,0.05,0.47,0.90
175,28.27,-4.63,-9.16,0.07,0.47,0.93
176,28.56,-2.55,-9.45,0.10,0.47,0.92
177,27.45,0.02,-10.21,0.08,0.48,0.90
178,25.13,1.27,-10.00,0.08,0.49,0.92
179,28.38,6.89,-9.07,0.09,0.48,0.89
180,25.04,5.01,-9.50,0.07,0.49,0.91
181,24.85,6.06,-8.26,0.10,0.49,0.89
182,26.32,5.45,-8.96,0.09,0.49,0.89
183,27.97,5.74,-8.78,0.09,0.49,0.91
184,26.12,4.31,-9.48,0.08,0.50,0.91
185,24.64,5.30,-9.76,0.07,0.50,0.91
186,26.02,6.17,-8.76,0.09,0.51,0.90
187,26.31,8.31,-8.47,0.09,0.50,0.89
188,24.37,5.94,-9.19,0.06,0.52,0.91
189,24.05,6.50,-9.27,0.07,0.53,0.91
190,25.82,7.28,-9.45,0.07,0.52,0.88
191,25.30,7.02,-9.51,0.05,0.51,0.87
192,27.48,8.58,-9.42,0.06,0.51,0.85
193,23.80,5.59,-10.02,0.03,0.52,0.88
194,23.68,4.24,-9.68,0.05,0.53,0.87
195,24.43,1.10,-10.41,0.04,0.52,0.87
196,24.09,-0.75,-10.63,0.04,0.52,0.88
197,22.56,-3.30,-11.08,0.04,0.53,0.90
198,24.08,-3.15,-10.58,0.04,0.53,0.89
199,23.51,-8.60,-10.11,0.03,0.53,0.88
200,23.08,-5.36,-9.33,0.05,0.53,0.87
201,23.79,-4.90,-9.92,0.02,0.53,0.88
202,23.28,-2.73,-9.01,0.03,0.54,0.89
203,25.27,-1.95,-8.73,0.04,0.54,0.87
204,23.15,0.32,-7.95,0.06,0.56,0.88
205,23.98,2.69,-7.15,0.04,0.54,0.85
206,25.53,2.96,-7.88,0.02,0.54,0.87
207,23.68,3.66,-7.48,0.03,0.57,0.89
208,23.05,8.72,-6.46,0.05,0.57,0.88
209,25.37,10.69,-5.74,0.05,0.56,0.87
210,23.25,8.55,-6.58,0.05,0.57,0.87
211,22.63,13.68,-5.53,0.06,0.57,0.85
212,21.36,9.76,-7.08,0.03,0.57,0.86
213,21.42,10.63,-6.90,0.05,0.57,0.84
214,22.84,10.27,-6.32,0.05,0.58,0.84
215,24.67,12.69,-5.08,0.06,0.57,0.84
216,25.08,11.50,-5.16,0.05,0.58,0.85
217,24.72,10.90,-5.80,0.05,0.57,0.84
218,25.21,11.79,-5.57,0.06,0.58,0.85
219,24.43,9.47,-7.22,0.04,0.59,0.87
220,24.56,9.74,-6.08,0.04,0.57,0.85
221,25.10,15.42,-5.69,0.04,0.58,0.83
222,27.16,11.82,-6.64,0.03,0.58,0.82
223,27.13,11.82,-7.02,0.06,0.60,0.83
224,27.24,14.69,-6.14,0.07,0.61,0.83
225,27.40,15.15,-6.81,0.05,0.59,0.83
226,27.31,14.69,-7.48,0.04,0.60,0.84
227,26.52,13.31,-7.92,0.04,0.59,0.84
228,26.87,12.23,-8.35,0.04,0.59,0.85
229,26.96,13.10,-8.35,0.05,0.61,0.85
230,27.45,13.39,-8.52,0.05,0.61,0.85
231,28.23,13.02,-8.63,0.03,0.60,0.84
232,29.15,12.24,-8.41,0.03,0.60,0.82
233,29.63,10.89,-9.02,0.02,0.60,0.82
234,31.34,9.98,-8.79,0.01,0.61,0.82
235,32.35,8.76,-9.21,-0.01,0.61,0.81
236,33.53,7.69,-9.05,-0.02,0.61,0.81
237,34.55,5.60,-9.08,-0.02,0.61,0.79
238,32.73,4.02,-9.50,-0.01,0.62,0.79
239,32.99,3.91,-9.37,-0.02,0.62,0.78
240,31.34,4.67,-8.89,-0.01,0.62,0.79
241,29.95,6.76,-8.55,-0.00,0.63,0.79
242,28.81,11.60,-7.54,0.02,0.64,0.80
243,26.05,11.62,-7.89,-0.00,0.64,0.80
244,25.62,13.56,-7.48,-0.01,0.64,0.80
245,26.87,15.73,-7.13,-0.00,0.65,0.78
246,25.60,15.95,-7.27,-0.01,0.65,0.81
247,25.91,15.89,-7.92,0.00,0.65,0.78
248,26.75,17.45,-7.36,-0.00,0.65,0.78
249,28.18,17.53,-7.04,-0.01,0.65,0.78
250,29.28,16.49,-7.15,-0.01,0.66,0.78
251,29.62,15.07,-7.34,-0.01,0.66,0.77
252,29.10,14.08,-7.37,-0.01,0.66,0.78
253,29.44,13.25,-7.94,-0.01,0.66,0.78
254,29.48,12.81,-8.12,-0.02,0.67,0.78
255,27.62,12.03,-8.41,-0.02,0.67,0.79
256,28.15,11.53,-9.05,-0.01,0.67,0.77
257,28.43,13.40,-8.67,-0.01,0.67,0.76
258,27.40,12.87,-8.89,-0.02,0.67,0.78
259,27.76,14.06,-9.02,-0.01,0.67,0.77
260,29.16,15.31,-8.58,-0.03,0.67,0.75
261,30.34,15.51,-8.00,-0.03,0.68,0.73
262,28.20,16.20,-7.89,-0.04,0.68,0.74
263,28.90,17.39,-7.65,-0.04,0.68,0.75
264,31.33,18.93,-7.44,-0.05,0.68,0.73
265,28.66,18.60,-6.89,-0.05,0.69,0.73
266,29.40,18.66,-7.50,-0.05,0.69,0.73
267,29.40,19.24,-7.44,-0.05,0.69,0.72
268,28.69,19.51,-7.54,-0.05,0.70,0.72
269,28.72,20.95,-7.28,-0.03,0.70,0.72
270,27.50,20.20,-7.44,-0.03,0.70,0.72
271,27.21,20.38,-7.71,-0.05,0.71,0.72
272,28.12,18.52,-8.37,-0.06,0.70,0.70
273,28.61,18.40,-8.31,-0.05,0.71,0.71
274,26.35,16.34,-8.99,-0.04,0.71,0.71
275,27.11,16.17,-9.04,-0.04,0.71,0.71
276,26.75,16.26,-9.39,-0.05,0.71,0.70
277,28.38,14.05,-10.06,-0.06,0.71,0.70
278,27.54,13.82,-10.96,-0.05,0.72,0.70
279,28.95,12.72,-11.44,-0.04,0.71,0.69
280,27.37,14.27,-10.95,-0.05,0.73,0.70
281,29.28,16.03,-10.53,-0.07,0.72,0.69
282,28.67,17.16,-10.34,-0.08,0.73,0.70
283,27.83,17.60,-10.00,-0.09,0.73,0.68
284,27.89,20.03,-8.93,-0.08,0.74,0.66
285,27.79,21.21,-8.46,-0.08,0.74,0.66
286,27.73,22.67,-7.94,-0.08,0.73,0.66
287,26.75,21.68,-7.60,-0.11,0.74,0.66
288,26.09,18.96,-8.15,-0.10,0.73,0.66
289,24.84,16.14,-8.85,-0.11,0.74,0.67
290,24.14,12.73,-9.92,-0.11,0.74,0.69
291,23.69,10.70,-10.64,-0.10,0.74,0.68
292,22.76,7.74,-11.65,-0.11,0.74,0.70
293,22.98,5.62,-12.89,-0.10,0.72,0.67
294,23.39,5.89,-12.87,-0.10,0.74,0.68
295,19.47,7.91,-13.31,-0.10,0.75,0.70
296,17.16,8.89,-13.62,-0.11,0.75,0.69
297,16.63,9.82,-13.69,-0.10,0.75,0.67
298,19.45,11.92,-11.66,-0.11,0.76,0.66
299,20.06,14.38,-11.01,-0.10,0.76,0.66
300,20.70,15.69,-10.61,-0.11,0.76,0.65
301,21.83,14.55,-10.29,-0.13,0.76,0.66
302,23.31,15.82,-9.79,-0.12,0.77,0.65
303,21.85,18.31,-8.11,-0.11,0.77,0.65
304,22.02,18.85,-7.89,-0.10,0.76,0.65
305,22.85,18.58,-8.32,-0.10,0.76,0.65
306,23.30,18.23,-8.78,-0.11,0.76,0.64
307,23.51,13.97,-10.34,-0.13,0.76,0.66
308,23.34,9.11,-12.03,-0.13,0.76,0.65
309,23.33,4.31,-12.90,-0.14,0.77,0.64
310,24.09,0.24,-14.00,-0.14,0.77,0.64
311,24.35,-3.62,-15.57,-0.15,0.77,0.64
312,24.66,-6.53,-16.43,-0.15,0.77,0.64
313,24.66,-7.66,-17.01,-0.14,0.77,0.63
314,23.65,-7.01,-16.38,-0.15,0.77,0.63
315,23.65,-3.91,-15.50,-0.14,0.77,0.62
316,23.18,1.19,-13.39,-0.15,0.77,0.62
317,23.19,6.31,-11.59,-0.15,0.77,0.62
318,24.43,8.05,-11.54,-0.16,0.76,0.64
319,24.72,11.15,-11.28,-0.15,0.75,0.64
320,25.08,14.89,-9.97,-0.14,0.76,0.64
321,26.40,17.94,-8.79,-0.14,0.75,0.64
322,26.89,18.90,-8.64,-0.14,0.76,0.65
323,28.12,19.04,-8.09,-0.15,0.76,0.64
324,28.75,20.50,-7.01,-0.15,0.76,0.63
325,29.11,19.83,-7.02,-0.17,0.77,0.62
326,30.17,18.29,-7.47,-0.16,0.77,0.61
327,31.76,15.73,-8.31,-0.18,0.76,0.63
328,33.66,13.42,-9.53,-0.19,0.77,0.63
329,35.30,13.80,-9.13,-0.17,0.77,0.60
330,36.52,13.25,-8.81,-0.18,0.78,0.60
331,37.24,10.95,-9.40,-0.19,0.78,0.58
332,37.36,9.85,-9.24,-0.19,0.79,0.56
333,37.71,7.27,-9.85,-0.21,0.79,0.54
334,37.86,7.15,-9.89,-0.20,0.79,0.54
335,37.86,6.40,-9.91,-0.18,0.79,0.54
336,37.48,5.73,-10.70,-0.19,0.81,0.53
337,36.87,5.40,-10.87,-0.17,0.81,0.52
338,35.82,5.42,-10.78,-0.17,0.81,0.52
339,34.75,5.53,-11.04,-0.18,0.81,0.52
340,33.95,5.73,-10.69,-0.19,0.81,0.53
341,33.24,6.11,-10.89,-0.20,0.80,0.51
342,31.98,5.89,-11.19,-0.22,0.82,0.51
343,30.63,6.99,-10.49,-0.22,0.83,0.48
344,28.61,8.27,-9.56,-0.24,0.83,0.46
345,27.48,8.44,-8.46,-0.26,0.84,0.46
346,26.26,11.04,-6.93,-0.24,0.84,0.44
347,25.04,11.76,-6.24,-0.23,0.85,0.44
348,23.37,12.73,-5.22,-0.22,0.84,0.46
349,22.72,12.75,-5.27,-0.22,0.83,0.45
350,22.09,12.60,-5.45,-0.21,0.83,0.48
351,22.73,10.26,-6.63,-0.20,0.83,0.48
352,23.89,9.53,-7.07,-0.18,0.84,0.47
353,25.13,8.58,-7.30,-0.15,0.82,0.44
354,25.18,3.98,-9.85,-0.19,0.85,0.49
355,26.23,2.89,-10.99,-0.20,0.84,0.47
356,27.47,2.02,-10.92,-0.20,0.83,0.45
357,27.66,-1.60,-12.85,-0.21,0.83,0.47
358,27.25,-2.52,-12.90,-0.20,0.85,0.45
359,27.71,-2.49,-13.01,-0.21,0.84,0.44
360,28.11,-1.56,-12.29,-0.22,0.85,0.44
361,29.98,0.47,-10.84,-0.22,0.85,0.42
362,25.77,-0.84,-11.79,-0.22,0.86,0.42
363,23.73,4.87,-9.68,-0.21,0.86,0.39
364,22.18,7.44,-8.67,-0.22,0.86,0.41
365,19.74,9.57,-7.97,-0.23,0.87,0.40
366,16.70,12.31,-6.96,-0.23,0.87,0.40
367,11.50,14.00,-7.02,-0.23,0.88,0.40
368,5.77,14.61,-7.95,-0.25,0.88,0.40
369,4.38,14.89,-7.65,-0.26,0.88,0.39
370,3.45,13.44,-7.39,-0.26,0.87,0.37
