acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
-0.17,0.16,0.95,-6.26,0.81,-0.34,32.34
-0.18,0.15,0.95,-7.39,-1.25,-0.61,32.39
-0.18,0.13,0.96,-6.12,-1.91,-0.66,32.34
-0.18,0.1,0.97,-3.02,-1.73,0.12,32.29
-0.17,0.11,0.99,-0.41,0.35,1.25,32.44
-0.17,0.12,0.99,1.36,2.24,1.54,32.39
-0.18,0.14,0.97,0.79,3.31,1.28,32.25
-0.19,0.14,0.96,0.08,2.73,0.95,32.34
-0.19,0.14,0.96,-1.4,0.31,0.85,32.39
-0.17,0.14,0.96,-2.47,-1.21,0.93,32.48
-0.16,0.14,0.95,-2.75,-1.22,0.79,32.48
-0.15,0.13,0.95,-3.15,-0.06,0.47,32.39
-0.14,0.13,0.95,-3.3,0.67,-0.73,32.39
-0.15,0.14,0.94,-4.12,1.1,-1.44,32.34
-0.16,0.12,0.95,-3.97,1.82,-1.18,32.34
-0.17,0.1,0.97,-1.63,1.88,-1.36,32.34
-0.18,0.11,0.97,0.95,1.11,-1.79,32.39
-0.19,0.12,0.98,2.2,1.65,-1.21,32.39
-0.18,0.13,0.98,2.38,1.39,-1.44,32.34
-0.19,0.15,0.97,1.15,1.6,-1.73,32.39
-0.19,0.16,0.96,-0.99,1.47,-1.88,32.34
-0.19,0.17,0.96,-2.63,1.04,-1.83,32.44
-0.19,0.16,0.95,-2.93,0.64,-1.95,32.29
-0.19,0.15,0.95,-2.69,-0.05,-1.62,32.39
-0.19,0.15,0.97,-2.85,-0.34,-0.7,32.34
-0.18,0.15,0.96,-2.63,0.4,-0.43,32.48
-0.19,0.13,0.98,-0.64,0.7,0.11,32.34
-0.19,0.13,0.96,0.37,1.28,-0.23,32.29
-0.19,0.15,0.97,0.02,1.53,0.41,32.34
-0.19,0.16,0.96,-1.19,1.31,0.47,32.44
-0.18,0.15,0.96,-1.42,1.13,1.36,32.29
-0.18,0.14,0.96,-0.73,0.34,1.16,32.34
-0.18,0.16,0.96,-1.18,-1.6,0.75,32.39
-0.17,0.16,0.96,-2.03,-2.99,-0.12,32.29
-0.17,0.15,0.94,-3.28,-3.16,-0.52,32.34
-0.15,0.15,0.95,-3.22,-2.49,-0.31,32.44
-0.14,0.14,0.94,-3.13,-1.65,0.12,32.39
-0.15,0.15,0.94,-2.73,-0.46,-0.85,32.44
-0.14,0.15,0.94,-3.85,0.5,-0.93,32.39
-0.16,0.15,0.96,-4.0,0.24,-2.44,32.34
-0.17,0.13,0.96,-2.06,0.37,-3.16,32.34
-0.18,0.13,0.94,-2.06,0.58,-2.38,32.44
-0.19,0.13,0.96,-1.07,0.38,-2.55,32.44
-0.2,0.14,0.95,-1.76,-0.31,-2.56,32.39
-0.2,0.15,0.96,-3.15,-1.36,-2.27,32.34
-0.19,0.15,0.96,-4.46,-1.68,-2.0,32.34
-0.19,0.14,0.95,-4.93,-1.39,-1.45,32.39
-0.18,0.15,0.96,-5.59,-1.19,-1.05,32.39
-0.19,0.13,0.96,-5.63,-0.41,-0.95,32.39
-0.18,0.13,0.97,-4.44,-0.26,-1.07,32.34
-0.19,0.12,0.96,-3.6,-0.56,-1.53,32.39
-0.18,0.12,0.97,-2.66,-1.04,-1.76,32.39
-0.19,0.13,0.97,-1.68,-1.91,-2.7,32.34
-0.19,0.14,0.97,-1.97,-2.73,-2.35,32.34
-0.19,0.15,0.97,-2.7,-2.58,-1.13,32.34
-0.2,0.14,0.96,-2.92,-4.23,-0.99,32.39
-0.19,0.13,0.98,-2.55,-4.03,-0.72,32.29
-0.19,0.14,0.99,-2.23,-4.31,-0.99,32.34
-0.19,0.14,0.97,-2.38,-5.08,-1.04,32.34
-0.2,0.15,0.98,-3.1,-4.4,-1.1,32.39
-0.2,0.17,0.98,-3.69,-6.47,-2.02,32.29
