,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0,24.96,2.81,14.67,0.08,0.10,1.00
1,24.44,4.02,15.66,0.09,0.09,1.00
2,24.99,5.73,16.09,0.08,0.09,0.97
3,24.05,7.27,17.44,0.07,0.09,0.99
4,23.82,8.89,18.21,0.08,0.09,0.99
5,23.83,10.12,18.85,0.09,0.09,0.99
6,23.85,8.02,19.54,0.08,0.09,1.01
7,23.62,6.20,20.09,0.09,0.10,1.00
8,24.21,5.11,20.44,0.08,0.09,1.00
9,24.40,4.75,21.08,0.08,0.10,0.99
10,24.60,4.27,21.53,0.08,0.10,0.99
11,24.92,4.47,22.78,0.08,0.10,0.98
12,24.53,4.17,24.06,0.08,0.10,0.99
13,25.21,4.93,25.37,0.09,0.10,0.99
14,25.82,5.33,26.09,0.11,0.11,1.00
15,26.47,6.14,26.46,0.11,0.11,1.00
16,26.43,8.79,27.60,0.12,0.12,0.97
17,26.35,12.37,28.15,0.14,0.11,0.95
18,26.02,14.85,28.72,0.12,0.13,0.93
19,24.58,14.81,29.18,0.12,0.14,0.92
20,25.13,13.82,28.66,0.14,0.15,0.92
21,24.67,11.15,27.54,0.14,0.16,0.92
22,23.47,7.63,26.46,0.15,0.16,0.91
23,23.73,2.70,24.46,0.16,0.16,0.92
24,23.24,-0.38,22.81,0.17,0.16,0.94
25,22.40,-1.71,21.86,0.17,0.17,0.95
26,21.91,-2.90,21.45,0.16,0.16,0.95
27,21.24,-1.39,22.11,0.15,0.15,0.95
28,20.73,0.81,23.68,0.13,0.15,0.95
29,19.95,2.55,25.89,0.13,0.16,0.96
30,19.15,5.08,27.82,0.13,0.16,0.96
31,17.79,8.44,29.68,0.13,0.16,0.97
32,16.87,11.10,30.76,0.14,0.16,0.97
33,16.34,11.68,31.19,0.14,0.16,0.96
34,16.58,11.86,30.95,0.14,0.16,0.98
35,17.04,11.80,30.11,0.14,0.16,0.99
36,17.51,9.79,29.28,0.13,0.16,0.99
37,17.48,6.72,28.76,0.11,0.15,0.97
38,17.66,3.94,28.96,0.10,0.14,0.95
39,15.56,1.16,30.26,0.09,0.15,0.94
40,13.88,0.26,31.16,0.11,0.14,0.93
41,12.02,-1.69,32.26,0.11,0.14,0.94
42,9.80,-2.93,33.51,0.12,0.15,0.96
43,7.89,-2.52,35.31,0.13,0.15,0.96
44,5.54,-1.30,37.08,0.14,0.15,0.95
45,3.92,-0.18,38.66,0.16,0.15,0.95
46,2.70,2.46,39.69,0.19,0.15,0.95
47,0.79,5.10,39.97,0.20,0.15,0.95
48,-0.26,6.61,40.35,0.21,0.15,0.94
49,-0.64,6.61,40.76,0.20,0.15,0.95
50,-1.57,5.56,41.04,0.20,0.15,0.94
51,-2.73,4.12,40.92,0.21,0.14,0.96
52,-3.44,1.63,40.50,0.21,0.14,0.99
53,-4.02,-1.83,40.41,0.20,0.13,1.00
54,-4.87,-4.17,40.60,0.20,0.12,1.00
55,-5.91,-4.44,41.71,0.19,0.12,0.98
56,-6.18,-5.01,43.30,0.18,0.12,1.00
57,-6.26,-4.73,44.46,0.18,0.12,0.99
58,-6.61,-3.08,45.76,0.19,0.11,0.98
59,-7.71,-0.70,47.04,0.18,0.11,0.96
60,-9.37,1.57,48.79,0.18,0.12,0.95
61,-10.72,3.08,50.52,0.19,0.12,0.95
62,-12.56,3.31,52.15,0.21,0.12,0.95
63,-14.66,2.14,53.13,0.23,0.12,0.94
64,-17.27,0.49,53.92,0.25,0.13,0.96
65,-18.21,-1.68,53.97,0.27,0.13,0.96
66,-18.81,-3.44,53.68,0.28,0.12,0.98
67,-18.81,-3.54,52.89,0.29,0.12,0.97
68,-19.18,-3.02,52.46,0.29,0.11,0.96
69,-19.42,-2.73,52.24,0.29,0.10,0.96
70,-18.53,-2.90,51.60,0.28,0.10,0.98
71,-17.74,-2.23,51.07,0.27,0.10,0.97
72,-17.24,-3.80,50.69,0.27,0.08,0.96
73,-17.59,-4.11,50.56,0.27,0.08,0.96
74,-18.24,-4.03,50.79,0.25,0.08,0.95
75,-19.47,-3.16,51.62,0.25,0.09,0.94
76,-20.90,-2.87,52.55,0.24,0.09,0.93
77,-22.72,-1.95,53.42,0.25,0.08,0.93
78,-24.89,-3.22,54.55,0.24,0.09,0.94
79,-25.77,-1.85,55.65,0.26,0.07,0.94
80,-26.43,1.30,56.46,0.27,0.07,0.95
81,-26.06,-0.76,56.52,0.27,0.07,0.96
82,-24.53,-2.89,56.27,0.29,0.07,0.97
