,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0,-5.24,-11.37,-1.85,-0.03,-0.12,0.98
1,16.32,9.66,1.47,0.07,-0.29,1.01
2,14.58,8.38,3.82,0.03,-0.16,1.14
3,17.30,10.05,3.85,0.06,-0.19,1.10
4,20.53,8.85,3.28,0.03,-0.18,1.12
5,24.24,7.66,3.19,0.03,-0.21,1.14
6,26.38,9.19,3.74,0.04,-0.20,1.14
7,28.08,10.37,4.23,0.04,-0.20,1.14
8,30.24,9.92,4.70,0.05,-0.19,1.12
9,31.25,11.85,5.33,0.06,-0.17,1.11
10,28.67,12.06,5.22,0.06,-0.15,1.10
11,27.57,13.18,8.14,0.11,-0.21,1.07
12,30.26,14.56,5.80,0.09,-0.13,1.09
13,28.82,12.11,5.10,0.06,-0.13,1.08
14,26.23,13.91,5.08,0.05,-0.12,1.05
15,29.10,10.18,4.27,0.04,-0.14,1.02
16,30.72,11.34,4.58,0.05,-0.12,1.06
17,29.66,13.30,4.72,0.07,-0.11,1.07
18,30.98,12.12,4.29,0.06,-0.13,1.05
19,30.90,12.00,3.82,0.09,-0.13,1.09
20,33.21,13.33,3.22,0.12,-0.14,1.11
21,34.44,15.13,1.77,0.14,-0.16,1.13
22,36.18,19.71,0.92,0.14,-0.15,1.09
23,36.81,21.28,-0.14,0.10,-0.15,1.11
24,37.31,21.59,-1.05,0.10,-0.14,1.11
25,38.37,17.95,-2.06,0.03,-0.15,1.10
26,40.34,18.49,-1.19,0.03,-0.15,1.10
27,40.87,14.27,-1.95,0.01,-0.16,1.13
28,42.46,13.34,-1.37,0.01,-0.19,1.18
29,46.05,11.24,-1.13,-0.01,-0.22,1.20
30,50.31,10.50,0.02,-0.02,-0.25,1.24
31,55.07,10.53,1.25,-0.01,-0.27,1.29
32,60.99,9.86,2.38,-0.01,-0.30,1.32
33,68.49,11.95,3.63,0.01,-0.32,1.36
34,73.63,12.32,5.36,-0.03,-0.34,1.40
35,80.81,12.27,7.68,-0.04,-0.34,1.43
36,86.02,16.41,10.90,-0.02,-0.34,1.46
37,86.11,20.20,13.77,-0.01,-0.31,1.52
38,101.19,29.08,19.22,0.01,-0.34,1.58
39,104.52,35.91,23.54,0.09,-0.31,1.62
40,122.76,48.21,24.08,0.11,-0.40,1.49
41,113.71,52.78,28.64,0.14,-0.29,1.55
42,125.36,58.09,28.53,0.20,-0.28,1.47
43,136.76,59.92,26.09,0.15,-0.15,1.46
44,148.11,64.02,25.76,0.20,-0.14,1.47
45,158.64,63.33,22.93,0.20,-0.11,1.50
46,160.15,60.44,20.15,0.24,-0.03,1.50
47,174.85,70.27,19.11,0.30,-0.04,1.45
48,186.03,74.81,15.10,0.31,-0.06,1.41
49,196.41,79.40,10.72,0.35,-0.02,1.44
50,205.28,95.88,10.56,0.37,0.02,1.40
51,214.55,107.04,8.20,0.31,0.05,1.38
52,224.26,116.90,7.19,0.26,0.12,1.25
53,228.23,119.39,4.89,0.14,0.20,1.10
54,238.21,100.58,1.36,-0.01,0.30,0.92
55,223.74,70.99,-3.54,-0.10,0.49,0.71
56,208.58,49.53,-4.49,-0.03,0.58,0.71
57,206.02,33.10,-9.44,-0.00,0.66,0.52
58,196.17,27.30,-13.65,0.05,0.86,0.44
59,188.44,29.68,-16.98,0.11,0.87,0.30
60,177.37,37.63,-17.02,0.11,0.96,0.20
61,173.08,33.22,-20.46,0.06,0.93,0.19
62,146.43,30.75,-25.24,-0.02,0.96,0.25
63,143.83,41.76,-30.61,0.05,0.93,0.12
64,140.87,48.37,-34.92,-0.06,0.93,0.18
65,135.10,51.08,-40.44,-0.18,0.91,0.17
66,122.06,42.63,-41.71,-0.34,0.94,0.16
67,104.66,40.96,-41.89,-0.35,0.96,0.08
68,90.21,29.95,-42.52,-0.47,0.91,0.14
69,80.12,37.05,-38.58,-0.42,0.94,0.04
70,69.40,28.85,-39.59,-0.48,0.86,0.12
71,58.24,29.39,-37.37,-0.52,0.83,0.18
72,53.30,28.31,-36.21,-0.55,0.75,0.22
73,45.42,27.45,-33.60,-0.59,0.71,0.25
74,37.10,28.90,-29.60,-0.64,0.65,0.29
75,27.85,31.05,-25.73,-0.67,0.58,0.30
76,19.05,30.98,-18.75,-0.76,0.54,0.36
77,12.15,30.73,-11.80,-0.79,0.43,0.47
78,6.38,31.48,-5.76,-0.80,0.34,0.55
79,3.07,29.18,0.09,-0.85,0.26,0.61
80,2.27,26.37,7.50,-0.92,0.20,0.66
81,0.43,21.07,15.02,-0.96,0.17,0.70
82,-2.81,16.85,23.82,-0.99,0.15,0.71
83,-6.43,11.01,32.84,-1.04,0.13,0.74
84,-10.38,3.54,41.39,-1.07,0.09,0.73
85,-9.73,-11.74,48.75,-1.12,0.07,0.80
86,-9.80,-22.09,57.95,-1.08,0.05,0.81
87,-12.44,-28.90,66.49,-1.00,0.06,0.84
88,-13.36,-35.10,74.06,-0.94,0.03,0.91
89,-14.41,-35.92,81.92,-0.83,0.01,0.97
90,-14.23,-36.87,87.69,-0.79,-0.03,1.03
91,-14.09,-43.08,91.86,-0.72,-0.05,1.10
92,-13.94,-44.09,95.83,-0.68,-0.08,1.27
93,-6.78,-37.97,102.69,-0.61,-0.19,1.36
94,-2.03,-30.95,110.56,-0.46,-0.14,1.30
95,4.76,-23.79,115.51,-0.35,-0.15,1.32
96,12.44,-19.88,117.47,-0.28,-0.15,1.35
97,17.73,-15.74,120.69,-0.27,-0.09,1.30
98,21.51,-15.53,123.08,-0.24,-0.09,1.24
99,24.41,-15.82,125.53,-0.20,-0.06,1.26
100,27.08,-13.48,128.50,-0.11,-0.02,1.23
101,29.21,-8.92,130.60,-0.01,0.01,1.19
102,30.99,-5.31,130.14,0.08,0.05,1.17
103,32.11,-1.08,129.01,0.15,0.08,1.14
104,33.11,5.51,128.11,0.21,0.10,1.13
105,32.92,11.97,126.84,0.25,0.12,1.11
106,33.24,17.86,126.15,0.27,0.12,1.11
107,33.16,22.31,125.48,0.28,0.10,1.12
108,33.80,25.05,125.02,0.28,0.08,1.13
109,35.01,25.86,125.02,0.27,0.07,1.12
110,36.05,26.35,125.85,0.31,0.06,1.14
111,38.37,28.44,127.10,0.36,0.03,1.16
112,41.98,31.91,127.79,0.42,0.02,1.16
113,45.56,35.13,127.66,0.45,0.04,1.13
114,47.40,38.44,127.39,0.49,0.09,1.07
115,48.67,37.89,125.07,0.52,0.14,1.02
116,47.83,38.99,123.13,0.54,0.21,0.94
117,45.83,38.69,121.62,0.54,0.25,0.88
118,44.87,41.82,120.20,0.57,0.28,0.88
119,40.75,40.14,118.75,0.56,0.31,0.87
120,42.99,36.82,117.82,0.54,0.36,0.84
121,43.50,35.45,115.24,0.59,0.35,0.84
122,40.47,33.76,113.15,0.64,0.42,0.84
123,39.28,31.76,108.60,0.69,0.46,0.82
124,38.50,28.41,104.55,0.72,0.49,0.80
125,37.48,27.85,98.47,0.78,0.54,0.78
126,37.04,28.12,92.05,0.82,0.58,0.74
127,33.94,27.56,84.76,0.83,0.63,0.70
128,30.96,26.56,78.64,0.82,0.66,0.69
129,29.13,25.59,72.69,0.81,0.68,0.70
130,26.58,24.43,66.14,0.81,0.69,0.71
131,27.10,18.23,58.81,0.75,0.73,0.64
132,27.60,12.40,52.03,0.75,0.71,0.75
133,27.86,4.79,47.15,0.73,0.74,0.77
134,28.76,7.82,43.01,0.79,0.75,0.78
135,27.51,6.20,39.25,0.74,0.85,0.81
136,27.59,3.36,33.24,0.76,0.85,0.75
137,33.16,4.84,29.11,0.84,0.95,0.69
138,31.15,2.75,20.67,0.85,1.03,0.71
139,29.76,-0.26,12.46,0.80,1.01,0.71
140,29.45,-5.50,3.88,0.81,1.05,0.69
141,17.04,-4.26,-2.78,0.87,1.07,0.72
142,26.73,-14.55,-14.26,0.75,1.11,0.70
143,27.37,-19.18,-24.41,0.76,1.10,0.66
144,27.15,-24.78,-32.53,0.76,1.14,0.67
145,32.31,-27.30,-42.56,0.76,1.10,0.66
146,32.20,-27.82,-50.55,0.72,1.15,0.62
147,34.78,-27.10,-57.21,0.71,1.18,0.56
148,36.87,-29.27,-63.68,0.68,1.19,0.50
149,34.73,-27.02,-70.70,0.68,1.23,0.51
150,35.27,-31.02,-78.84,0.61,1.23,0.46
151,35.74,-32.73,-86.17,0.57,1.25,0.40
152,33.39,-38.53,-92.56,0.51,1.24,0.40
153,31.15,-42.03,-97.65,0.47,1.26,0.34
154,33.25,-44.84,-103.95,0.47,1.24,0.34
155,33.21,-49.92,-110.40,0.37,1.24,0.33
156,31.92,-53.21,-115.44,0.32,1.26,0.27
157,28.89,-55.45,-119.24,0.28,1.27,0.27
158,27.74,-60.11,-123.82,0.23,1.26,0.25
159,23.34,-61.16,-125.79,0.16,1.28,0.28
160,24.70,-58.23,-126.12,0.13,1.23,0.24
161,21.57,-61.48,-128.17,0.09,1.23,0.23
162,20.69,-63.59,-129.92,0.05,1.25,0.17
163,19.37,-63.33,-131.62,0.04,1.25,0.21
164,20.24,-70.46,-134.23,0.01,1.23,0.18
165,19.66,-66.55,-134.38,0.01,1.20,0.25
166,19.07,-65.22,-134.75,-0.00,1.18,0.25
167,18.05,-65.02,-136.82,0.00,1.15,0.24
168,18.43,-60.23,-138.58,-0.00,1.10,0.24
169,18.69,-58.09,-140.18,-0.06,1.07,0.23
170,17.76,-55.97,-140.38,-0.13,1.05,0.23
171,16.89,-54.99,-139.91,-0.20,1.02,0.21
172,16.23,-56.66,-139.15,-0.31,1.00,0.19
173,14.38,-56.70,-135.71,-0.37,0.97,0.20
174,12.26,-56.52,-130.64,-0.42,0.97,0.18
175,8.08,-55.44,-125.71,-0.43,0.96,0.17
176,4.12,-54.34,-121.33,-0.45,0.94,0.17
177,1.74,-54.90,-117.88,-0.49,0.91,0.24
178,-2.21,-51.25,-112.40,-0.48,0.90,0.21
179,-7.10,-48.05,-108.20,-0.48,0.91,0.20
180,-10.70,-46.96,-106.05,-0.49,0.87,0.24
181,-14.40,-50.29,-104.67,-0.52,0.83,0.27
182,-18.17,-51.51,-102.11,-0.51,0.82,0.27
183,-23.21,-53.79,-101.10,-0.46,0.82,0.28
184,-29.65,-55.68,-100.43,-0.52,0.78,0.33
185,-32.40,-46.17,-95.73,-0.56,0.72,0.45
186,-36.61,-36.12,-90.44,-0.51,0.73,0.41
187,-41.30,-34.26,-87.89,-0.53,0.71,0.39
188,-45.28,-32.05,-84.96,-0.59,0.67,0.40
189,-49.79,-26.08,-80.12,-0.59,0.65,0.44
190,-54.03,-27.19,-77.10,-0.62,0.60,0.50
191,-57.39,-22.93,-72.15,-0.62,0.54,0.55
192,-61.54,-17.86,-67.37,-0.61,0.46,0.67
193,-61.83,-8.41,-61.07,-0.58,0.44,0.66
194,-62.56,-3.34,-56.92,-0.65,0.41,0.69
195,-63.98,-2.43,-52.58,-0.72,0.36,0.72
196,-55.85,-2.38,-47.11,-0.83,0.23,0.75
197,-66.00,-1.76,-39.92,-0.87,0.28,0.85
198,-67.74,-4.23,-30.31,-0.93,0.34,0.81
199,-69.44,-8.26,-21.33,-0.95,0.24,0.84
200,-69.18,-5.40,-11.25,-0.96,0.20,0.89
201,-69.11,-4.78,-1.86,-0.93,0.19,0.93
202,-73.71,-3.11,6.43,-0.88,0.20,0.89
203,-76.76,0.81,13.56,-0.86,0.19,0.90
204,-79.05,3.30,21.39,-0.87,0.17,0.93
205,-80.58,6.15,29.25,-0.86,0.13,0.97
206,-81.13,5.19,35.83,-0.91,0.10,1.00
207,-80.67,-2.41,43.02,-0.98,0.06,1.04
208,-79.56,-10.24,52.09,-1.00,0.04,1.07
209,-76.03,-19.53,63.40,-1.02,-0.00,1.11
210,-75.68,-27.33,77.08,-0.95,-0.06,1.17
211,-70.58,-33.56,87.89,-0.86,-0.06,1.23
212,-62.75,-39.04,97.59,-0.73,-0.09,1.30
213,-54.81,-35.83,106.66,-0.58,-0.08,1.31
214,-48.12,-32.34,113.37,-0.46,-0.07,1.33
215,-46.35,-31.40,117.91,-0.35,-0.03,1.41
216,-37.08,-13.40,125.62,-0.18,-0.04,1.29
217,-36.79,-18.66,125.19,-0.27,-0.06,1.26
218,-34.47,-26.84,125.73,-0.20,-0.01,1.45
219,-28.49,-15.10,128.75,-0.03,-0.06,1.38
220,-26.27,-11.92,130.29,-0.08,-0.04,1.44
221,-17.56,-12.18,135.83,-0.06,-0.08,1.51
222,-10.99,-5.02,140.00,0.02,-0.08,1.50
223,-1.82,-15.59,139.68,-0.00,-0.07,1.51
224,4.60,-11.47,141.91,0.16,-0.04,1.49
225,9.18,-7.47,143.73,0.27,-0.01,1.41
226,10.02,-0.70,142.67,0.37,0.03,1.42
227,10.60,7.01,141.39,0.40,-0.03,1.46
228,18.55,16.47,139.60,0.45,-0.01,1.42
229,22.29,28.15,139.69,0.46,0.04,1.36
230,26.00,31.53,136.32,0.41,0.03,1.33
231,26.23,27.22,134.66,0.37,0.06,1.30
232,28.96,22.92,134.92,0.42,0.07,1.26
233,31.39,25.37,135.68,0.44,0.09,1.23
234,30.09,33.63,137.48,0.54,0.12,1.23
235,33.85,28.35,133.08,0.54,0.11,1.23
236,38.76,35.19,133.94,0.61,0.15,1.18
237,40.58,38.95,132.37,0.66,0.15,1.15
238,39.73,42.96,129.31,0.73,0.19,1.09
239,38.87,47.65,124.84,0.80,0.22,1.04
