acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
-0.47,-0.12,0.85,-4.27,-3.28,-2.31,30.55
-0.47,-0.14,0.87,-2.53,-2.47,-1.98,30.51
-0.45,-0.12,0.86,-1.56,-1.73,-2.47,30.65
-0.44,-0.12,0.84,-0.41,-0.35,-3.3,30.51
-0.45,-0.11,0.85,-0.23,0.11,-4.66,30.6
-0.46,-0.11,0.87,0.52,-0.69,-4.96,30.51
-0.47,-0.11,0.86,0.44,-0.81,-4.96,30.51
-0.46,-0.11,0.86,1.21,0.14,-4.64,30.55
-0.48,-0.11,0.85,1.28,0.17,-3.83,30.51
-0.48,-0.11,0.85,1.92,0.6,-2.61,30.51
-0.48,-0.1,0.85,2.24,0.21,-2.87,30.51
-0.49,-0.09,0.84,2.11,-0.17,-3.71,30.55
-0.5,-0.09,0.85,2.44,-1.1,-3.83,30.51
-0.51,-0.09,0.85,2.98,-1.91,-3.31,30.41
-0.51,-0.08,0.84,2.6,-3.33,-2.23,30.55
-0.5,-0.07,0.84,2.58,-3.4,-1.42,30.55
-0.5,-0.06,0.84,2.95,-3.45,-0.95,30.55
-0.47,-0.07,0.83,2.26,-3.25,0.03,30.51
-0.46,-0.05,0.85,0.98,-2.09,0.29,30.55
-0.47,-0.05,0.85,0.81,-1.31,0.34,30.55
-0.48,-0.05,0.84,-0.38,-1.57,0.03,30.46
-0.46,-0.06,0.85,-1.42,-1.97,0.09,30.55
-0.48,-0.06,0.85,-2.49,-2.27,-0.21,30.51
-0.47,-0.07,0.85,-2.99,-2.41,-0.26,30.55
-0.46,-0.06,0.86,-3.13,-1.91,-0.21,30.51
-0.46,-0.08,0.85,-3.27,-1.57,-0.03,30.55
-0.45,-0.08,0.85,-3.37,-1.24,0.35,30.51
-0.45,-0.08,0.85,-4.06,-0.67,-0.55,30.6
-0.48,-0.08,0.85,-3.92,-1.21,-0.84,30.55
-0.48,-0.1,0.86,-4.63,-1.44,-0.64,30.51
-0.48,-0.09,0.86,-4.4,-1.69,0.93,30.46
-0.47,-0.1,0.87,-3.57,-1.28,0.99,30.51
-0.46,-0.1,0.87,-2.37,-1.21,0.98,30.51
-0.46,-0.09,0.86,-2.98,-1.13,0.84,30.55
-0.47,-0.09,0.86,-2.92,-0.6,0.18,30.65
-0.47,-0.09,0.86,-3.57,-0.55,-0.32,30.55
-0.48,-0.1,0.87,-3.34,-1.69,-0.87,30.41
-0.49,-0.11,0.87,-1.91,-2.4,-0.73,30.6
-0.48,-0.11,0.87,-0.2,-2.78,-0.32,30.6
-0.47,-0.1,0.86,0.21,-2.43,0.99,30.51
-0.46,-0.09,0.86,-0.08,-2.03,2.61,30.46
-0.46,-0.08,0.85,-0.64,-1.86,2.06,30.6
-0.46,-0.08,0.86,-0.61,-2.23,0.66,30.51
-0.45,-0.08,0.85,-1.54,-2.11,-0.6,30.51
-0.45,-0.08,0.84,-1.68,-0.37,-0.56,30.6
-0.44,-0.08,0.85,-2.34,0.69,-1.05,30.55
-0.45,-0.08,0.86,-2.17,1.16,-2.14,30.55
-0.48,-0.09,0.85,-2.26,0.78,-2.46,30.46
-0.49,-0.09,0.86,-2.87,0.15,-2.32,30.51
-0.49,-0.09,0.86,-2.79,-0.67,-0.7,30.51
-0.5,-0.1,0.88,-2.11,-1.25,0.27,30.55
-0.49,-0.1,0.87,-1.45,-2.35,0.34,30.51
-0.47,-0.1,0.86,0.34,-2.98,0.17,30.6
-0.46,-0.1,0.87,1.76,-3.02,-0.4,30.6
-0.45,-0.09,0.86,1.1,-2.58,-1.31,30.51
-0.44,-0.09,0.85,0.6,-2.23,-1.86,30.51
-0.46,-0.09,0.85,0.27,-2.73,-2.56,30.6
-0.47,-0.09,0.85,-0.82,-3.22,-1.94,30.55
-0.47,-0.09,0.87,-0.87,-3.95,-2.08,30.6
-0.47,-0.11,0.87,0.63,-3.69,-1.39,30.55
-0.46,-0.1,0.87,1.22,-3.79,-1.45,30.6
