,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0,124.93,11.89,7.80,-0.12,0.15,1.16
1,131.22,18.40,8.58,-0.12,0.17,1.13
2,137.56,21.44,10.69,-0.13,0.20,1.08
3,138.44,27.33,11.27,-0.11,0.26,1.03
4,135.27,32.79,12.23,-0.10,0.30,0.96
5,129.77,37.45,11.11,-0.13,0.35,0.91
6,128.02,37.80,12.85,-0.08,0.38,0.86
7,123.86,38.47,12.24,-0.10,0.41,0.83
8,116.08,44.14,9.92,-0.09,0.45,0.76
9,108.49,45.65,8.85,-0.09,0.48,0.70
10,99.33,46.26,7.82,-0.09,0.51,0.65
11,87.54,50.02,6.46,-0.10,0.54,0.60
12,76.09,46.96,6.31,-0.14,0.57,0.58
13,61.02,51.56,6.53,-0.08,0.61,0.49
14,49.39,49.25,5.30,-0.13,0.59,0.50
15,37.47,46.17,5.92,-0.16,0.60,0.46
16,26.73,42.98,6.89,-0.16,0.61,0.46
17,15.04,42.20,4.61,-0.15,0.61,0.44
18,-0.03,42.40,3.16,-0.14,0.63,0.39
19,-14.32,39.80,-0.02,-0.13,0.66,0.37
20,-32.90,41.66,0.40,-0.10,0.69,0.32
21,-52.50,38.98,-4.02,-0.13,0.69,0.29
22,-69.08,40.12,-6.89,-0.14,0.68,0.28
23,-87.68,39.36,-9.60,-0.15,0.66,0.27
24,-102.00,35.77,-13.42,-0.15,0.64,0.29
25,-122.90,28.43,-16.47,-0.21,0.62,0.31
26,-144.85,21.57,-21.19,-0.20,0.64,0.31
27,-167.83,11.50,-25.01,-0.21,0.61,0.29
28,-195.47,6.85,-32.18,-0.20,0.60,0.30
29,-223.83,2.89,-37.83,-0.18,0.55,0.29
30,-245.08,-1.76,-38.85,-0.17,0.46,0.34
31,-267.48,-10.20,-40.20,-0.25,0.33,0.41
32,-284.84,-14.09,-38.35,-0.29,0.20,0.49
33,-294.17,-13.02,-32.85,-0.31,0.07,0.62
34,-301.36,-10.35,-29.30,-0.39,-0.04,0.72
35,-297.47,-10.23,-16.78,-0.44,-0.22,0.93
36,-285.66,-20.60,8.27,-0.59,-0.33,1.14
