acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
-0.29,0.31,0.86,-8.0,1.6,-5.65,33.24
-0.28,0.28,0.86,-8.08,1.59,-5.6,33.28
-0.29,0.29,0.86,-7.77,2.72,-5.45,33.28
-0.29,0.27,0.88,-5.85,2.95,-5.11,33.14
-0.28,0.25,0.89,-2.95,4.73,-5.1,33.24
-0.3,0.27,0.9,-1.95,5.83,-4.76,33.24
-0.3,0.29,0.87,-2.08,6.76,-4.9,33.24
-0.3,0.3,0.88,-3.33,7.37,-4.24,33.33
-0.31,0.3,0.88,-5.39,6.73,-4.02,33.24
-0.33,0.28,0.86,-6.99,4.43,-4.12,33.28
-0.32,0.27,0.87,-8.56,1.92,-3.08,33.28
-0.31,0.25,0.88,-7.94,-0.34,-3.25,33.38
-0.32,0.23,0.88,-5.97,-2.23,-2.89,33.24
-0.31,0.22,0.89,-3.48,-3.3,-3.34,33.33
-0.3,0.23,0.88,-3.63,-3.08,-2.66,33.28
-0.3,0.26,0.87,-5.13,-2.84,-2.7,33.28
-0.29,0.25,0.86,-7.27,-2.21,-2.99,33.28
-0.3,0.24,0.89,-8.09,-1.39,-3.04,33.24
-0.3,0.23,0.91,-8.03,-0.41,-2.23,33.28
-0.3,0.22,0.93,-6.23,-1.68,-1.54,33.19
-0.31,0.23,0.93,-6.63,-3.98,-1.57,33.24
-0.3,0.23,0.93,-6.9,-5.86,-1.48,33.24
-0.31,0.22,0.95,-6.55,-7.86,-0.96,33.28
-0.32,0.2,0.97,-5.48,-9.28,-0.02,33.19
-0.32,0.2,0.98,-4.0,-10.56,1.33,33.24
-0.3,0.2,0.96,-2.63,-10.55,3.01,33.28
-0.29,0.21,0.95,-1.8,-10.9,4.55,33.38
-0.29,0.22,0.93,-1.82,-13.92,5.24,33.33
-0.25,0.23,0.92,-1.71,-15.68,5.48,33.24
-0.24,0.24,0.91,-2.11,-17.6,4.82,33.28
-0.22,0.24,0.92,-1.5,-20.56,4.52,33.28
-0.19,0.24,0.92,-0.53,-19.54,2.9,33.28
-0.17,0.25,0.92,0.85,-17.42,1.6,33.24
-0.15,0.26,0.92,0.9,-13.74,-0.11,33.24
-0.15,0.28,0.9,-0.21,-10.41,-1.86,33.19
-0.15,0.28,0.92,-0.4,-6.76,-3.74,33.24
-0.16,0.27,0.93,-0.08,-2.23,-4.95,33.19
-0.17,0.27,0.93,1.16,0.81,-5.8,33.28
-0.18,0.27,0.92,1.63,3.85,-6.87,33.33
-0.22,0.3,0.9,0.81,3.98,-7.63,33.38
-0.23,0.29,0.89,-0.27,2.99,-7.3,33.33
-0.24,0.29,0.88,-0.92,0.84,-7.08,33.24
-0.24,0.27,0.89,-0.52,-0.11,-6.66,33.24
-0.25,0.26,0.89,0.66,-1.16,-6.7,33.28
-0.26,0.26,0.89,1.68,-2.5,-6.75,33.24
-0.26,0.26,0.88,1.74,-2.06,-5.39,33.24
-0.26,0.27,0.88,1.01,-1.01,-4.05,33.24
-0.26,0.26,0.87,0.06,0.87,-2.84,33.24
-0.25,0.27,0.87,-0.76,1.3,-2.4,33.28
-0.27,0.26,0.88,-1.82,1.5,-2.49,33.19
-0.27,0.26,0.87,-2.96,3.13,-1.89,33.28
-0.27,0.27,0.87,-3.63,4.38,-1.76,33.28
-0.27,0.25,0.87,-4.76,4.5,-1.42,33.19
-0.28,0.22,0.91,-2.78,6.11,-0.35,33.24
-0.29,0.21,0.92,0.5,6.63,0.82,33.24
-0.29,0.23,0.91,2.67,5.42,1.89,33.28
-0.3,0.24,0.92,3.19,6.58,4.38,33.28
-0.3,0.25,0.93,2.87,6.78,4.63,33.38
-0.3,0.26,0.93,3.22,5.5,4.66,33.19
-0.3,0.27,0.91,2.05,2.35,4.64,33.24
-0.3,0.29,0.91,0.03,2.17,4.61,33.28
-0.28,0.29,0.9,-2.58,2.03,4.82,33.28
-0.28,0.29,0.89,-5.18,0.38,3.56,33.33
-0.27,0.28,0.91,-6.17,-1.44,2.76,33.28
-0.26,0.24,0.92,-4.14,-2.49,1.4,33.28
-0.27,0.24,0.92,-2.29,-3.25,1.3,33.28
-0.26,0.23,0.93,-1.01,-1.83,1.94,33.28
-0.26,0.25,0.91,0.79,-0.29,1.71,33.28
-0.26,0.26,0.91,0.2,0.47,1.68,33.14
-0.26,0.27,0.88,-1.5,-0.32,2.02,33.24
-0.27,0.27,0.89,-4.03,-0.4,2.79,33.33
-0.27,0.27,0.9,-5.97,-1.8,3.11,33.24
-0.26,0.27,0.9,-6.49,-2.63,3.31,33.14
-0.26,0.24,0.93,-5.97,-2.9,2.9,33.24
-0.25,0.23,0.94,-4.73,-3.47,3.3,33.14
-0.24,0.24,0.93,-3.92,-4.37,2.26,33.19
-0.24,0.24,0.93,-2.55,-4.53,1.19,33.28
-0.23,0.24,0.95,-0.85,-3.8,0.79,33.28
-0.23,0.25,0.92,-1.05,-2.55,-0.35,33.28
-0.24,0.25,0.92,-0.79,-0.06,-0.32,33.24
-0.25,0.24,0.92,-0.43,0.6,-0.55,33.33
-0.26,0.25,0.91,-0.6,-0.43,-0.49,33.24
-0.25,0.25,0.91,-0.35,-1.74,-0.31,33.24
-0.24,0.26,0.91,-0.27,-2.32,-1.16,33.28
-0.24,0.25,0.91,-1.16,-2.78,-1.83,33.28
-0.23,0.26,0.91,-1.66,-2.32,-2.72,33.24
-0.23,0.26,0.92,-1.66,-0.96,-3.27,33.19
-0.25,0.26,0.91,-1.05,0.79,-3.37,33.19
-0.25,0.25,0.9,-0.11,1.22,-3.27,33.19
-0.26,0.26,0.9,-0.41,-0.4,-3.19,33.28
-0.26,0.27,0.9,-1.36,-1.31,-3.19,33.28
-0.25,0.26,0.89,-0.23,-0.9,-2.79,33.33
-0.25,0.26,0.89,0.9,-1.91,-3.24,33.33
-0.25,0.26,0.88,0.46,-1.79,-3.76,33.28
-0.25,0.27,0.88,0.35,-1.05,-3.98,33.24
-0.26,0.28,0.88,-0.63,-0.43,-3.98,33.33
-0.26,0.26,0.91,-1.59,-0.73,-3.73,33.24
-0.27,0.26,0.9,-0.5,0.49,-3.54,33.28
-0.28,0.26,0.92,-0.76,0.7,-2.56,33.19
-0.29,0.27,0.91,-0.67,0.56,-1.89,33.28
-0.28,0.27,0.89,-1.07,0.69,-1.42,33.28
-0.28,0.27,0.87,-2.17,-0.38,-1.57,33.14
-0.28,0.28,0.89,-3.04,0.09,-1.42,33.28
-0.27,0.27,0.89,-3.57,-0.06,-0.52,33.19
-0.27,0.26,0.9,-3.65,-0.24,0.12,33.28
-0.28,0.25,0.9,-2.72,-0.53,0.44,33.09
-0.26,0.25,0.91,-2.21,-0.69,0.73,33.28
-0.26,0.25,0.92,-1.77,-1.27,0.23,33.28
-0.27,0.25,0.91,-1.65,-1.1,0.15,33.28
-0.25,0.27,0.92,-3.16,0.09,0.12,33.33
-0.25,0.26,0.91,-4.5,1.66,-0.34,33.24
-0.25,0.27,0.92,-6.17,2.73,-0.63,33.33
-0.25,0.27,0.92,-7.45,4.35,-0.93,33.28
-0.26,0.26,0.94,-7.16,4.78,-1.37,33.28
-0.26,0.25,0.96,-6.81,3.4,-2.21,33.28
-0.26,0.24,0.99,-5.19,0.52,-3.77,33.28
-0.26,0.24,1.01,-1.91,-3.18,-4.55,33.28
-0.26,0.24,1.03,-0.46,-6.72,-4.76,33.38
-0.23,0.22,1.08,5.53,-5.71,-4.5,33.24
-0.23,0.23,1.09,12.47,-7.82,-4.09,33.24
-0.22,0.25,1.12,14.81,-11.16,-4.96,33.24
-0.25,0.3,1.11,11.6,-11.85,-4.87,33.28
-0.25,0.33,1.1,9.27,-14.96,-4.6,33.28
-0.25,0.36,1.07,7.37,-19.86,-3.62,33.28
-0.24,0.37,1.06,4.21,-23.79,-3.24,33.24
-0.22,0.39,1.04,0.0,-27.05,-2.52,33.24
-0.22,0.42,1.01,-7.36,-28.9,-0.98,33.28
-0.21,0.44,0.98,-21.66,-29.33,1.11,33.24
-0.22,0.49,0.91,-43.97,-28.09,4.05,33.28
-0.21,0.48,0.89,-62.31,-31.53,7.05,33.28
-0.22,0.4,0.93,-68.58,-43.85,5.73,33.24
-0.2,0.31,1.01,-64.72,-56.14,1.94,33.28
-0.19,0.24,1.05,-61.11,-66.64,-4.23,33.33
-0.19,0.22,1.03,-61.27,-72.95,-9.39,33.33
-0.19,0.25,1.02,-62.21,-78.81,-12.64,33.24
-0.19,0.25,1.0,-61.45,-79.83,-18.85,33.28
-0.1,0.21,0.99,-51.16,-65.37,-21.54,33.19
-0.17,0.25,0.88,-38.41,-38.67,-14.53,33.24
-0.09,0.3,0.92,-42.53,-9.15,-8.03,33.28
-0.23,0.24,0.96,-54.4,-5.92,-4.03,33.24
-0.22,0.27,0.96,-70.14,8.69,6.4,33.19
-0.23,0.22,0.99,-73.6,-8.55,6.76,33.28
-0.23,0.12,1.08,-63.86,-38.03,-0.2,33.28
-0.19,0.04,1.12,-57.28,-82.18,-13.07,33.28
-0.1,0.03,1.12,-54.34,-104.14,-19.44,33.33
-0.01,0.03,1.1,-46.78,-105.68,-21.88,33.19
0.05,0.04,1.13,-28.72,-92.31,-24.43,33.28
0.12,0.1,1.09,-11.54,-61.04,-22.73,33.28
0.13,0.14,1.03,2.9,-30.93,-18.93,33.28
0.07,0.19,0.99,-2.47,-10.09,-15.13,33.28
0.02,0.21,0.97,-15.54,-6.05,-12.6,33.24
-0.02,0.21,1.01,-39.88,-20.79,-8.09,33.14
-0.02,0.28,0.95,-49.6,-37.66,-31.4,33.33
-0.09,0.15,0.94,-38.43,-51.1,-53.59,33.24
-0.12,0.07,1.05,-41.28,-76.49,-48.58,33.28
-0.01,0.07,1.06,-51.57,-73.31,-37.39,33.24
0.0,0.07,1.06,-51.02,-58.58,-34.53,33.33
-0.01,0.05,0.99,-41.77,-39.69,-29.5,33.33
0.05,0.03,1.01,-31.73,-26.75,-23.42,33.28
0.06,0.05,1.03,-27.22,-11.54,-21.05,33.19
0.05,0.07,0.99,-23.07,1.98,-21.65,33.28
0.02,0.09,0.95,-25.13,4.53,-20.32,33.38
0.0,0.11,0.92,-22.46,-4.73,-22.31,33.28
0.01,0.15,0.89,-22.21,-15.04,-27.31,33.28
0.04,0.15,0.86,-23.11,-21.63,-31.16,33.19
0.04,0.14,0.86,-23.95,-22.98,-35.6,33.28
0.07,0.04,0.93,-17.56,-25.51,-33.74,33.28
0.01,0.02,0.97,-8.99,-27.98,-36.15,33.28
-0.02,0.01,0.95,-0.84,-33.36,-36.09,33.33
-0.02,-0.0,0.98,-1.97,-37.94,-33.1,33.24
-0.04,0.03,0.95,-2.93,-38.34,-30.4,33.24
0.0,0.05,0.91,-6.75,-33.77,-23.13,33.33
0.02,0.08,0.87,-12.82,-27.04,-20.47,33.24
0.08,0.09,0.82,-14.53,-14.32,-20.75,33.24
0.12,0.1,0.79,-17.13,-0.24,-24.81,33.24
0.1,0.11,0.74,-26.34,14.53,-25.97,33.28
0.07,0.08,0.7,-35.31,27.91,-23.71,33.24
0.05,0.04,0.72,-41.68,36.03,-20.75,33.28
0.02,-0.01,0.71,-45.62,41.8,-16.47,33.28
0.0,-0.04,0.71,-51.37,41.98,-11.83,33.24
-0.0,-0.05,0.71,-61.24,36.63,-13.08,33.38
-0.04,-0.06,0.74,-67.8,24.44,-15.28,33.19
-0.04,-0.11,0.76,-66.35,3.24,-16.56,33.42
0.01,-0.18,0.81,-56.76,-17.76,-20.12,33.24
0.06,-0.26,0.8,-41.63,-32.24,-25.42,33.24
0.1,-0.26,0.74,-36.11,-32.17,-29.97,33.19
0.12,-0.22,0.65,-42.67,-20.0,-32.95,33.14
0.1,-0.2,0.64,-52.7,-8.15,-34.72,33.24
0.07,-0.19,0.67,-57.98,-3.82,-37.97,33.24
0.04,-0.22,0.71,-53.59,-11.74,-41.02,33.24
0.04,-0.22,0.73,-50.78,-23.88,-44.93,33.28
0.02,-0.22,0.73,-54.24,-37.89,-47.65,33.28
0.05,-0.23,0.75,-59.69,-47.8,-47.88,33.24
0.06,-0.26,0.79,-63.69,-56.09,-48.61,33.28
0.1,-0.28,0.81,-65.01,-61.89,-49.71,33.28
0.13,-0.3,0.86,-61.01,-72.34,-50.52,33.24
0.16,-0.31,0.89,-60.41,-82.4,-48.32,33.28
0.22,-0.36,0.94,-65.07,-85.79,-45.05,33.38
0.33,-0.37,1.02,-71.89,-77.05,-42.14,33.33
0.36,-0.41,1.07,-72.2,-63.4,-42.08,33.19
0.41,-0.44,1.15,-67.6,-39.48,-45.39,33.28
0.4,-0.47,1.22,-52.49,-17.24,-54.41,33.33
0.36,-0.49,1.24,-40.85,7.71,-58.67,33.19
0.26,-0.51,1.25,-30.32,28.2,-58.56,33.28
0.16,-0.48,1.27,-26.49,43.91,-53.31,33.24
0.05,-0.47,1.25,-15.51,50.27,-43.74,33.24
