,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0,18.15,-19.54,13.97,-0.43,-0.46,1.57
1,35.53,-18.02,21.79,-0.40,-0.47,1.58
2,52.98,-13.33,28.09,-0.37,-0.46,1.60
3,70.00,-5.63,31.74,-0.33,-0.46,1.59
4,85.83,1.36,34.00,-0.32,-0.44,1.54
5,100.35,6.12,35.94,-0.30,-0.42,1.52
6,115.21,6.21,37.37,-0.31,-0.39,1.47
7,132.43,3.31,37.31,-0.34,-0.38,1.41
8,145.18,4.17,39.08,-0.31,-0.36,1.40
9,159.95,0.23,41.22,-0.34,-0.34,1.36
10,175.66,-3.07,44.87,-0.33,-0.33,1.29
11,192.63,-3.69,48.40,-0.30,-0.33,1.27
12,208.98,-3.28,52.18,-0.29,-0.31,1.22
13,225.31,1.82,57.47,-0.25,-0.29,1.15
14,238.99,7.97,62.81,-0.23,-0.25,1.05
15,249.77,15.69,66.69,-0.19,-0.19,0.95
16,256.95,21.65,69.66,-0.17,-0.14,0.83
17,260.64,25.18,71.16,-0.15,-0.08,0.73
18,261.24,29.62,71.31,-0.11,0.00,0.61
19,255.95,35.25,68.66,-0.07,0.08,0.51
20,246.09,42.06,65.11,-0.02,0.15,0.40
21,235.42,48.14,61.34,0.01,0.22,0.33
22,223.77,55.05,57.71,0.05,0.28,0.22
23,209.73,61.33,52.84,0.08,0.35,0.13
24,194.44,66.31,48.12,0.10,0.38,0.06
25,179.39,70.43,42.56,0.12,0.42,-0.02
26,162.12,73.79,33.48,0.11,0.47,-0.05
27,142.03,80.43,24.26,0.12,0.51,-0.16
28,117.73,82.67,13.74,0.09,0.56,-0.23
29,96.87,85.44,9.31,0.08,0.59,-0.25
30,74.53,81.30,3.69,0.03,0.60,-0.31
31,53.92,74.21,-3.28,-0.01,0.61,-0.34
32,30.52,66.92,-9.54,-0.01,0.63,-0.38
33,6.17,56.20,-17.74,-0.04,0.62,-0.45
34,-16.87,45.37,-23.21,-0.03,0.63,-0.47
35,-41.85,32.95,-30.89,-0.05,0.61,-0.46
36,-66.96,16.89,-40.78,-0.05,0.58,-0.46
37,-93.56,9.53,-46.87,-0.00,0.61,-0.49
38,-126.15,10.47,-53.74,-0.00,0.62,-0.49
39,-159.73,2.35,-62.38,-0.05,0.59,-0.46
