acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
-0.08,0.13,1.0,-1.89,2.85,-2.08,31.82
-0.09,0.13,0.98,-1.68,2.14,-1.74,31.87
-0.08,0.15,0.98,-0.76,1.66,-1.89,31.87
-0.09,0.15,0.98,-1.88,1.92,-1.13,31.92
-0.08,0.16,0.98,-2.73,2.5,-0.82,31.92
-0.08,0.15,0.97,-3.88,2.32,-1.04,31.92
-0.09,0.15,0.97,-4.34,2.09,-1.21,31.92
-0.1,0.16,0.97,-4.12,1.25,-1.83,31.97
-0.09,0.16,0.97,-3.69,0.84,-2.34,31.97
-0.11,0.15,0.98,-3.69,1.89,-2.12,31.97
-0.11,0.13,1.0,-1.37,2.2,-1.62,31.92
-0.11,0.13,1.0,0.58,2.46,-0.32,31.92
-0.12,0.15,0.99,2.15,1.51,0.09,31.97
-0.11,0.16,0.99,2.61,0.08,-0.11,31.92
-0.11,0.19,0.96,1.57,-0.89,-0.75,32.01
-0.1,0.2,0.95,-1.44,-1.59,-0.46,32.01
-0.09,0.2,0.96,-4.44,-0.27,-0.08,32.01
-0.1,0.19,0.95,-5.85,0.17,-0.06,31.97
-0.09,0.18,0.96,-6.38,0.06,-0.87,31.92
-0.09,0.17,0.97,-6.02,-0.34,-1.33,31.92
-0.09,0.16,0.97,-5.73,0.84,-1.91,31.97
-0.1,0.15,0.99,-4.63,0.43,-1.97,31.92
-0.1,0.15,0.99,-2.82,0.84,-1.3,31.92
-0.1,0.15,0.99,-1.21,0.56,-1.05,31.92
-0.1,0.16,0.99,-0.5,0.66,-1.13,32.01
-0.11,0.16,0.97,-1.22,0.52,-0.82,31.92
-0.1,0.17,0.98,-1.71,0.61,-0.27,31.97
-0.1,0.16,0.97,-2.37,1.63,0.03,31.97
-0.1,0.17,0.98,-3.15,2.26,0.14,31.92
-0.11,0.17,0.97,-3.73,2.34,-0.46,32.06
-0.1,0.16,0.98,-3.92,2.32,-1.19,31.97
-0.1,0.15,0.97,-3.54,1.74,-1.48,31.97
-0.12,0.14,0.98,-1.65,0.38,-2.21,31.97
-0.12,0.13,1.0,1.04,-1.27,-2.44,32.01
-0.12,0.14,1.0,2.35,-2.21,-2.23,32.01
-0.13,0.16,0.98,1.88,-2.17,-0.78,32.01
-0.11,0.17,0.97,0.66,-1.11,0.0,31.97
-0.11,0.19,0.96,-1.86,0.15,0.56,31.92
-0.1,0.2,0.94,-4.84,2.06,1.24,31.97
-0.11,0.2,0.94,-7.57,2.49,1.22,32.01
-0.11,0.18,0.96,-8.21,1.74,0.35,32.06
-0.11,0.15,0.96,-7.8,1.25,0.11,32.01
-0.11,0.13,0.99,-6.49,-0.87,-0.79,32.01
-0.1,0.13,1.0,-3.51,-1.13,0.21,32.01
-0.1,0.14,1.0,-1.25,-0.53,0.17,31.92
-0.1,0.16,0.99,-1.31,1.15,0.98,31.97
-0.1,0.17,0.99,-2.43,1.6,0.99,31.97
-0.11,0.18,0.98,-3.31,0.75,0.46,31.87
-0.12,0.18,0.98,-4.29,-0.58,0.46,32.01
-0.12,0.17,0.98,-4.2,-1.51,0.29,32.01
-0.11,0.15,0.99,-3.22,-1.83,0.14,31.92
-0.11,0.15,0.98,-2.43,-2.56,0.44,32.01
-0.09,0.16,0.98,-2.73,-2.78,0.31,31.97
-0.08,0.14,0.99,-1.02,-2.75,-0.73,31.97
-0.08,0.14,0.98,0.09,-2.6,-1.04,32.01
-0.09,0.16,0.97,-0.26,-1.21,-0.95,32.01
-0.09,0.16,0.97,-1.05,-0.23,-0.78,32.01
-0.09,0.16,0.96,-2.18,1.69,-0.58,31.92
-0.1,0.17,0.96,-3.76,1.65,0.0,31.92
-0.11,0.15,0.96,-4.44,0.92,0.31,31.97
-0.11,0.15,0.96,-4.37,0.08,-0.72,32.01
-0.11,0.15,0.96,-5.02,0.31,-0.35,31.92
-0.1,0.15,0.97,-4.81,0.41,-0.52,32.01
-0.1,0.14,0.97,-4.06,1.31,-0.87,31.87
-0.11,0.14,0.98,-2.37,1.1,-2.0,31.97
-0.12,0.14,0.97,-1.59,-0.29,-1.66,31.97
-0.12,0.13,0.97,-1.15,0.08,0.32,31.97
-0.13,0.13,1.0,0.69,0.44,1.28,32.01
-0.13,0.14,0.99,2.03,-1.42,1.11,31.92
-0.12,0.15,0.98,1.98,-2.6,2.17,32.06
-0.1,0.17,0.98,1.19,-1.98,1.68,31.92
-0.09,0.18,0.97,-0.61,-1.27,0.85,31.82
-0.08,0.18,0.97,-2.79,0.18,1.05,31.97
-0.09,0.18,0.96,-4.2,0.73,0.66,31.92
-0.09,0.17,0.97,-4.53,0.5,0.46,31.87
-0.09,0.14,0.98,-3.22,0.46,-0.17,32.01
-0.11,0.14,0.99,-2.96,1.01,-0.2,31.92
-0.1,0.13,1.01,-1.16,0.93,0.37,31.92
-0.11,0.14,0.99,1.6,0.09,-0.27,31.97
-0.11,0.15,0.99,2.35,1.79,1.07,31.92
-0.11,0.16,0.98,1.22,1.66,1.71,32.01
-0.1,0.18,0.97,-0.03,0.9,1.21,32.01
-0.11,0.17,0.97,-1.11,-0.2,0.96,32.01
-0.1,0.17,0.96,-2.29,-1.28,1.19,31.87
-0.1,0.16,0.97,-3.19,-1.56,1.3,31.97
-0.09,0.15,0.97,-2.92,-1.01,0.37,31.97
-0.09,0.16,0.96,-2.58,-0.99,0.2,31.87
-0.08,0.15,0.98,-1.89,-1.42,0.18,32.01
-0.09,0.15,0.98,-1.02,-1.8,-0.69,31.92
-0.08,0.15,0.98,-0.99,-2.0,-0.85,31.92
-0.07,0.15,0.98,-0.58,-1.68,-1.07,31.97
-0.06,0.16,0.99,-0.84,-0.43,-1.27,31.97
-0.06,0.15,0.98,-1.34,0.38,-2.29,32.01
-0.08,0.16,0.98,-1.59,0.24,-4.34,31.97
-0.08,0.16,0.97,-2.35,0.06,-4.26,31.97
-0.08,0.15,0.98,-1.48,2.08,-4.41,31.87
-0.09,0.15,0.99,-0.37,3.36,-5.42,31.97
-0.1,0.11,1.01,3.05,1.27,-6.43,32.01
-0.08,0.11,1.03,6.49,2.99,-5.66,31.97
-0.09,0.13,1.0,8.72,7.57,-4.49,31.92
-0.11,0.16,1.0,9.48,8.75,-5.34,31.87
-0.12,0.17,0.99,9.47,5.8,-8.58,31.92
-0.12,0.17,0.98,9.5,3.82,-10.18,31.87
-0.12,0.19,0.96,8.4,1.71,-10.75,31.87
-0.12,0.19,0.95,5.51,2.46,-9.33,31.97
-0.12,0.19,0.96,3.45,3.47,-8.02,31.92
-0.13,0.17,0.96,3.3,3.34,-8.5,31.97
-0.14,0.16,0.99,4.69,2.52,-8.44,31.92
-0.14,0.15,0.98,5.31,1.74,-8.31,31.97
-0.15,0.16,0.98,6.21,2.78,-6.66,31.92
-0.13,0.16,0.97,5.6,6.76,-3.22,31.97
-0.15,0.17,0.97,4.55,4.76,-0.06,32.01
-0.15,0.17,0.97,4.61,2.08,-0.24,31.97
-0.15,0.18,0.95,4.24,0.53,-0.32,31.92
-0.14,0.19,0.96,2.72,-1.53,0.31,31.97
-0.13,0.19,0.96,1.79,-0.37,0.29,31.92
-0.12,0.18,0.97,1.28,-0.21,0.96,31.97
-0.12,0.18,0.96,0.26,1.74,1.04,31.92
-0.12,0.18,0.96,-0.29,1.36,1.18,31.87
-0.13,0.18,0.96,-0.21,-0.73,0.47,32.01
-0.13,0.17,0.98,2.24,-3.37,-0.27,31.97
-0.11,0.13,1.0,5.44,-4.6,-0.55,31.97
-0.1,0.15,0.98,7.13,-3.33,-0.85,32.01
-0.09,0.16,0.98,7.85,0.58,0.35,31.92
-0.1,0.18,0.98,7.31,2.69,-0.15,31.97
-0.11,0.2,0.96,6.66,3.05,-0.66,31.92
-0.12,0.21,0.95,4.79,1.88,-0.79,31.97
-0.12,0.2,0.96,3.63,-0.05,-0.24,31.92
-0.13,0.19,0.96,3.57,-0.82,-0.92,32.01
-0.13,0.18,0.96,3.73,-0.08,0.52,32.01
-0.13,0.18,0.97,3.21,0.43,1.04,32.01
-0.14,0.18,0.98,3.45,-0.32,1.45,31.92
-0.15,0.18,0.97,4.18,-2.9,0.79,31.92
-0.14,0.18,0.96,4.75,-4.92,1.54,31.97
-0.14,0.18,0.97,5.48,-5.15,2.47,32.01
-0.12,0.19,0.96,5.76,-4.0,2.37,31.87
-0.13,0.19,0.97,5.98,-3.74,2.14,31.92
-0.15,0.2,0.97,6.35,-5.02,1.57,31.97
-0.13,0.21,0.96,5.83,-6.66,1.83,31.92
-0.11,0.21,0.96,4.96,-7.36,2.32,32.06
-0.09,0.21,0.97,4.6,-6.81,2.05,31.92
-0.09,0.22,0.96,4.78,-7.08,0.29,31.97
-0.1,0.21,0.98,5.15,-8.38,-1.39,32.01
-0.09,0.22,0.96,4.89,-7.02,-1.94,32.01
-0.09,0.23,0.96,4.14,-5.74,-2.17,32.01
-0.1,0.24,0.96,3.22,-3.59,-2.5,31.87
-0.1,0.25,0.95,1.92,-1.94,-2.12,31.87
-0.12,0.25,0.93,0.79,-1.83,-1.45,31.97
-0.12,0.25,0.93,0.11,-2.55,-0.23,31.97
-0.13,0.23,0.93,1.24,-4.81,0.37,31.92
-0.12,0.23,0.94,2.85,-5.98,-0.53,31.97
-0.12,0.25,0.93,3.6,-7.04,-1.21,31.97
-0.11,0.25,0.94,2.75,-8.15,-0.72,31.97
-0.1,0.26,0.93,1.54,-6.66,-0.75,31.87
-0.09,0.25,0.94,0.98,-5.13,-0.06,32.01
-0.09,0.27,0.94,0.27,-4.41,-1.24,31.92
-0.1,0.26,0.93,-0.03,-4.99,-2.82,31.92
-0.12,0.27,0.92,-2.44,-5.76,-3.54,31.92
-0.11,0.27,0.93,-4.46,-4.2,-2.56,31.87
-0.12,0.27,0.93,-6.27,-3.98,-1.68,31.97
-0.11,0.25,0.93,-8.05,-5.08,-0.72,31.97
-0.11,0.24,0.96,-7.86,-7.31,-1.63,31.92
-0.1,0.22,0.97,-6.2,-7.82,-2.34,31.92
-0.08,0.2,0.98,-3.45,-4.79,-2.09,31.97
