acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
-0.26,0.39,0.84,-14.9,1.66,7.01,32.81
-0.24,0.38,0.85,-14.27,3.13,6.44,32.81
-0.25,0.36,0.85,-14.37,1.79,3.94,32.91
-0.26,0.36,0.86,-14.95,-1.73,0.96,32.81
-0.27,0.34,0.87,-15.22,-4.89,-0.92,32.91
-0.27,0.33,0.88,-15.66,-6.0,-1.69,32.81
-0.28,0.33,0.89,-15.88,-5.79,-1.34,32.86
-0.28,0.33,0.9,-15.66,-4.63,0.05,32.81
-0.28,0.31,0.9,-14.87,-2.4,2.21,32.86
-0.28,0.29,0.93,-12.93,-2.85,1.45,32.77
-0.27,0.29,0.92,-11.62,-2.46,1.39,32.81
-0.26,0.3,0.91,-10.89,-2.38,1.22,32.91
-0.25,0.29,0.92,-9.63,-0.81,2.14,32.77
-0.24,0.3,0.93,-8.6,-0.23,1.21,32.86
-0.23,0.3,0.91,-7.3,1.97,1.36,32.81
-0.24,0.3,0.92,-6.89,0.76,0.93,32.77
-0.25,0.3,0.93,-6.29,0.64,0.92,32.86
-0.25,0.3,0.92,-4.72,1.51,1.44,32.72
-0.24,0.31,0.93,-4.11,2.75,1.62,32.86
-0.23,0.32,0.91,-2.56,4.38,2.63,32.91
-0.24,0.32,0.91,-2.12,3.36,2.27,32.77
-0.25,0.33,0.91,-1.69,1.57,1.31,32.91
-0.26,0.34,0.9,-2.72,0.95,1.22,32.77
-0.24,0.35,0.89,-2.46,1.07,1.18,32.81
-0.25,0.34,0.9,-2.05,1.33,1.15,32.86
-0.24,0.34,0.9,-0.92,0.24,0.98,32.91
-0.25,0.33,0.91,0.29,0.81,0.18,32.86
-0.25,0.33,0.9,0.92,1.54,0.21,32.91
-0.24,0.34,0.9,2.35,1.85,0.29,32.81
-0.25,0.34,0.89,3.19,2.84,-0.61,32.86
-0.26,0.35,0.88,2.72,2.2,-1.21,32.91
-0.26,0.36,0.88,2.26,1.21,-0.37,32.86
-0.26,0.36,0.88,2.03,1.47,0.15,32.91
-0.26,0.36,0.87,0.84,0.99,0.14,32.81
-0.25,0.36,0.85,-0.17,2.34,0.26,32.81
-0.26,0.36,0.87,-1.48,1.08,-0.12,32.81
-0.27,0.36,0.88,-1.22,0.81,-0.15,32.81
-0.27,0.36,0.87,-1.71,0.27,-0.31,32.91
-0.27,0.35,0.89,-1.04,-1.18,-0.23,32.86
-0.26,0.34,0.9,-0.03,-0.6,-1.08,32.81
-0.26,0.34,0.85,-0.82,0.27,-0.66,32.91
-0.26,0.35,0.86,-2.12,1.53,0.09,32.91
-0.25,0.35,0.87,-2.37,1.16,0.73,32.86
-0.25,0.35,0.86,-2.72,1.83,1.11,32.81
-0.26,0.35,0.87,-3.69,1.44,1.11,32.77
-0.25,0.35,0.86,-4.78,0.58,1.02,32.81
-0.25,0.35,0.88,-5.66,-0.14,0.53,32.77
-0.24,0.35,0.86,-6.0,-1.21,0.4,32.77
-0.25,0.35,0.87,-6.55,-0.05,0.61,32.95
-0.24,0.35,0.88,-6.58,0.52,0.58,32.86
-0.24,0.35,0.89,-5.44,-0.73,0.43,32.91
-0.23,0.35,0.9,-4.66,-1.89,-1.21,32.81
-0.25,0.34,0.89,-4.29,-3.22,-1.79,32.91
-0.23,0.35,0.89,-3.83,-3.65,-1.97,32.86
-0.23,0.35,0.89,-3.82,-2.4,-2.4,32.86
-0.24,0.34,0.88,-3.82,-1.69,-2.11,32.81
-0.25,0.35,0.88,-3.62,0.32,-0.85,32.86
-0.25,0.36,0.88,-4.49,0.56,-0.79,32.81
-0.25,0.35,0.88,-4.6,0.21,-0.56,32.81
-0.25,0.36,0.87,-5.37,-0.61,-0.98,32.81
-0.25,0.35,0.88,-5.73,-2.79,-2.14,32.91
-0.24,0.35,0.89,-5.1,-2.0,-2.52,32.86
-0.25,0.34,0.9,-4.44,-2.05,-2.35,32.77
-0.25,0.34,0.9,-2.32,-1.31,-2.53,32.91
-0.24,0.34,0.9,-0.56,0.99,-2.4,32.81
-0.24,0.34,0.89,-0.09,2.5,-3.22,32.91
-0.25,0.34,0.89,-0.44,3.05,-3.44,32.91
-0.25,0.35,0.88,-0.66,3.5,-2.95,32.91
-0.27,0.34,0.88,-1.27,2.47,-3.25,32.86
-0.28,0.33,0.87,-1.22,2.14,-3.05,32.86
-0.29,0.33,0.89,-1.51,0.9,-3.37,32.86
-0.28,0.33,0.89,-0.85,1.6,-3.53,32.86
-0.3,0.31,0.89,0.27,0.31,-3.79,32.86
-0.29,0.32,0.89,0.72,0.61,-3.1,32.81
-0.28,0.33,0.89,1.53,1.56,-2.37,32.86
-0.28,0.33,0.9,3.04,2.7,-2.0,32.91
-0.28,0.32,0.89,3.53,3.42,-1.69,32.95
-0.28,0.34,0.89,3.22,2.63,-1.51,32.81
-0.29,0.34,0.88,2.05,1.27,-1.62,32.86
-0.29,0.34,0.87,1.22,0.96,-2.09,33.0
-0.3,0.34,0.86,0.99,-0.49,-2.4,32.86
-0.3,0.34,0.86,0.05,0.11,-1.85,32.86
-0.3,0.35,0.87,-0.75,-0.14,-0.95,32.81
-0.29,0.33,0.88,-0.5,-0.6,0.4,32.77
-0.29,0.34,0.9,-0.27,-1.74,1.04,32.81
-0.27,0.35,0.88,0.84,-0.72,0.63,32.81
-0.28,0.34,0.89,1.39,-0.69,-0.03,32.86
-0.27,0.34,0.87,2.31,-2.23,-0.95,32.86
-0.27,0.35,0.87,2.29,-0.67,-0.76,32.86
-0.28,0.36,0.88,2.56,-0.46,-0.12,32.86
-0.27,0.35,0.88,3.69,-1.28,0.18,32.95
-0.26,0.36,0.89,3.95,-1.86,-0.47,32.91
-0.27,0.37,0.87,3.76,-1.91,-1.02,32.86
-0.27,0.37,0.88,3.27,-1.89,-0.84,32.86
-0.27,0.37,0.86,3.71,-1.94,0.0,32.86
-0.27,0.37,0.85,3.86,-0.27,0.69,32.81
-0.26,0.38,0.85,2.6,-0.24,1.08,32.86
-0.26,0.39,0.84,1.37,1.57,1.05,32.86
-0.26,0.39,0.84,-0.02,0.38,0.44,32.86
-0.27,0.39,0.84,-0.93,-1.71,-0.99,32.81
-0.26,0.39,0.83,-1.95,-2.2,-2.29,32.91
-0.27,0.39,0.83,-3.4,-3.1,-2.43,32.86
-0.28,0.38,0.82,-4.09,-3.8,-2.32,32.86
-0.27,0.38,0.82,-5.3,-3.44,-1.76,32.81
-0.27,0.39,0.82,-7.59,-3.51,-2.38,32.91
-0.26,0.39,0.81,-9.07,-4.21,-1.86,32.77
-0.24,0.39,0.81,-10.76,-4.58,-2.14,32.86
-0.23,0.38,0.79,-12.02,-4.35,-3.89,32.91
-0.21,0.4,0.76,-14.49,-3.51,-6.52,32.81
-0.21,0.41,0.77,-18.14,-5.48,-10.17,32.86
-0.24,0.42,0.76,-21.3,-9.05,-11.21,32.77
-0.24,0.42,0.76,-24.24,-12.34,-10.76,32.86
-0.23,0.43,0.76,-28.02,-15.79,-12.47,32.86
-0.23,0.42,0.74,-30.81,-20.75,-14.17,32.81
-0.22,0.39,0.74,-33.85,-25.83,-15.8,32.91
-0.21,0.39,0.75,-39.89,-34.0,-16.35,32.86
-0.16,0.35,0.75,-44.37,-38.56,-12.6,32.81
-0.15,0.37,0.8,-49.25,-44.92,-9.68,32.81
-0.14,0.4,0.83,-50.38,-46.92,-6.11,32.81
-0.1,0.45,0.84,-51.74,-44.02,-0.05,32.81
-0.09,0.48,0.85,-56.17,-37.25,8.4,32.81
-0.05,0.52,0.85,-61.85,-28.35,16.99,32.86
-0.02,0.52,0.83,-65.05,-26.03,19.05,32.86
0.01,0.51,0.77,-70.95,-19.48,20.56,32.86
-0.01,0.52,0.74,-81.74,-10.84,16.27,32.81
0.01,0.48,0.75,-90.11,-8.64,11.05,32.81
-0.04,0.45,0.78,-98.46,-11.77,7.73,32.77
-0.1,0.39,0.84,-107.51,-21.66,7.98,32.91
-0.12,0.37,0.9,-117.25,-19.83,17.19,32.81
-0.16,0.29,0.92,-118.44,-16.2,28.5,32.81
-0.18,0.22,1.01,-118.41,-9.69,43.98,32.77
-0.2,0.11,1.1,-108.72,-5.92,54.69,32.86
-0.19,0.03,1.18,-93.74,-6.38,54.21,32.81
-0.2,-0.01,1.23,-77.82,-15.01,43.63,32.72
-0.22,-0.05,1.22,-62.9,-24.85,30.41,32.81
-0.26,-0.04,1.2,-53.07,-43.08,12.24,32.77
-0.25,-0.04,1.22,-50.56,-63.95,3.6,32.81
-0.27,0.0,1.15,-44.23,-86.5,-13.01,32.86
-0.22,-0.0,1.12,-37.57,-96.7,-25.47,32.81
-0.21,0.02,1.12,-32.37,-91.16,-25.19,32.86
-0.16,0.03,1.1,-29.95,-74.84,-16.89,32.91
-0.07,0.05,1.06,-33.11,-48.47,-2.32,32.81
-0.04,0.07,1.04,-35.83,-26.69,6.18,32.72
-0.0,0.08,1.0,-38.44,-14.78,5.51,32.77
0.0,0.08,0.97,-42.31,-10.31,-4.85,32.77
0.01,0.08,0.95,-48.61,-16.41,-23.31,32.81
0.03,0.09,0.93,-58.02,-29.88,-50.21,32.81
-0.07,0.07,0.87,-67.07,-64.6,-73.5,32.81
-0.04,0.09,0.9,-69.44,-68.72,-83.82,32.81
-0.11,0.02,0.89,-66.5,-73.07,-80.21,32.86
-0.14,-0.06,0.94,-65.31,-76.02,-62.99,32.86
-0.14,-0.02,0.92,-62.69,-65.39,-46.18,32.77
-0.04,-0.09,0.99,-66.63,-29.31,-23.65,32.81
-0.05,-0.09,1.0,-69.11,-3.8,-15.45,32.77
-0.05,-0.06,0.97,-66.64,5.85,-15.83,32.91
-0.04,-0.06,0.95,-68.95,0.17,-22.84,32.81
-0.02,-0.06,0.91,-70.55,-14.17,-35.63,32.81
-0.01,-0.07,0.93,-67.45,-39.22,-53.94,32.86
0.04,-0.08,0.92,-60.6,-52.03,-65.79,32.91
0.08,-0.14,0.94,-52.14,-60.29,-72.23,32.77
0.08,-0.13,0.96,-43.57,-53.21,-77.02,32.81
0.09,-0.13,0.95,-41.45,-50.66,-75.57,32.81
0.14,-0.14,0.95,-39.83,-45.34,-67.95,32.95
0.13,-0.17,0.93,-40.47,-46.9,-62.03,32.77
0.16,-0.16,0.9,-43.57,-44.43,-58.79,32.91
0.16,-0.17,0.88,-46.35,-32.06,-53.74,32.72
0.15,-0.19,0.9,-45.51,-22.43,-49.6,32.72
0.13,-0.17,0.87,-43.21,-11.97,-41.97,32.81
0.14,-0.21,0.91,-34.67,-4.08,-33.34,32.91
