,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0,-19.48,-23.53,4.21,0.10,-0.34,0.97
1,-18.05,-21.30,6.08,0.13,-0.35,0.96
2,-18.63,-19.19,5.13,0.13,-0.36,0.94
3,-20.31,-18.20,5.62,0.11,-0.33,0.96
4,-20.73,-18.38,6.66,0.12,-0.35,0.94
5,-20.41,-16.00,6.70,0.14,-0.35,0.95
6,-22.05,-11.48,6.40,0.14,-0.36,0.87
7,-26.20,-12.32,4.82,0.09,-0.31,0.97
8,-24.29,-11.22,7.62,0.11,-0.34,0.95
9,-25.76,-10.66,7.30,0.11,-0.34,0.90
10,-26.81,-13.94,6.84,0.08,-0.34,0.94
11,-26.21,-14.69,7.60,0.11,-0.37,0.94
12,-26.89,-14.35,7.33,0.12,-0.36,0.91
13,-29.08,-17.21,5.82,0.09,-0.34,0.96
14,-27.95,-18.72,6.82,0.12,-0.36,0.93
15,-29.37,-19.92,6.32,0.12,-0.36,0.93
16,-28.81,-21.01,5.21,0.12,-0.38,0.93
17,-28.75,-20.66,4.87,0.13,-0.38,0.95
18,-29.21,-21.86,5.07,0.13,-0.40,0.95
19,-29.25,-20.87,6.34,0.12,-0.39,0.94
20,-28.95,-19.01,6.66,0.13,-0.40,0.93
21,-29.10,-16.29,7.37,0.14,-0.40,0.93
22,-28.98,-13.65,7.66,0.15,-0.40,0.91
23,-30.29,-11.24,8.24,0.15,-0.39,0.92
24,-30.84,-9.95,8.63,0.14,-0.40,0.90
25,-32.29,-6.76,8.82,0.14,-0.39,0.89
26,-34.60,-10.93,9.19,0.08,-0.34,0.97
27,-32.50,-7.11,11.05,0.17,-0.38,0.88
28,-33.05,-8.53,7.37,0.12,-0.41,0.87
29,-33.10,-9.80,7.80,0.12,-0.42,0.87
30,-33.39,-11.42,8.12,0.14,-0.43,0.87
31,-35.15,-11.74,7.85,0.14,-0.43,0.87
32,-35.92,-13.21,7.91,0.13,-0.43,0.86
33,-36.53,-12.73,7.98,0.13,-0.44,0.84
34,-38.52,-13.25,8.27,0.11,-0.44,0.85
35,-39.76,-13.37,9.22,0.13,-0.45,0.85
36,-40.99,-15.39,8.72,0.12,-0.45,0.86
37,-42.00,-15.47,9.53,0.14,-0.46,0.87
38,-42.76,-15.51,9.76,0.15,-0.48,0.86
39,-43.18,-16.21,9.22,0.14,-0.47,0.89
40,-43.40,-15.68,8.99,0.16,-0.48,0.88
41,-44.12,-15.16,8.69,0.15,-0.48,0.88
42,-44.82,-14.75,8.37,0.15,-0.49,0.87
43,-45.60,-13.47,8.34,0.16,-0.49,0.86
44,-43.68,-9.27,6.44,0.16,-0.51,0.85
45,-45.27,-4.73,6.56,0.21,-0.52,0.83
46,-48.72,-13.08,6.18,0.11,-0.51,0.87
47,-47.76,-7.86,8.18,0.19,-0.50,0.84
48,-48.78,-10.67,5.15,0.14,-0.51,0.89
49,-52.63,-8.96,7.89,0.14,-0.48,0.88
50,-48.11,-12.87,3.54,0.13,-0.55,0.90
51,-48.27,-10.82,5.63,0.16,-0.55,0.91
52,-50.78,-10.46,4.89,0.18,-0.52,0.91
53,-47.53,-10.96,4.38,0.15,-0.57,0.91
54,-48.23,-7.05,5.76,0.19,-0.55,0.90
55,-47.68,-5.60,4.95,0.16,-0.56,0.92
56,-48.55,-1.24,6.41,0.18,-0.56,0.88
57,-49.68,0.08,6.70,0.17,-0.57,0.90
58,-49.10,2.32,6.93,0.16,-0.59,0.85
59,-48.21,4.50,6.67,0.16,-0.59,0.87
60,-47.65,5.34,6.70,0.14,-0.59,0.88
61,-46.66,4.21,7.30,0.13,-0.59,0.89
62,-45.25,2.58,7.95,0.11,-0.61,0.90
63,-44.55,1.80,7.47,0.13,-0.61,0.89
64,-44.06,1.16,7.05,0.14,-0.61,0.88
65,-42.99,0.17,6.34,0.15,-0.62,0.87
66,-41.73,0.52,5.11,0.15,-0.63,0.89
67,-40.56,2.17,6.49,0.16,-0.62,0.88
68,-39.31,1.08,6.21,0.14,-0.63,0.88
69,-39.01,-1.18,5.66,0.13,-0.62,0.86
70,-39.59,-0.06,5.80,0.15,-0.63,0.84
71,-39.76,-0.34,5.66,0.14,-0.63,0.84
72,-40.78,-1.33,5.11,0.14,-0.62,0.85
73,-41.36,-1.65,4.87,0.16,-0.62,0.85
74,-41.48,-1.13,4.26,0.17,-0.63,0.85
75,-41.50,-0.82,3.37,0.17,-0.64,0.86
76,-40.35,-0.37,2.47,0.18,-0.65,0.88
77,-39.42,1.48,1.66,0.18,-0.66,0.87
78,-38.35,3.36,1.47,0.17,-0.65,0.85
79,-38.44,5.22,1.22,0.16,-0.65,0.84
80,-38.82,6.90,1.53,0.16,-0.65,0.81
81,-39.80,7.39,1.51,0.16,-0.65,0.82
82,-40.70,5.83,2.17,0.16,-0.65,0.81
83,-41.02,6.29,1.50,0.16,-0.66,0.80
84,-42.47,7.80,1.19,0.17,-0.65,0.79
85,-42.85,6.24,0.90,0.15,-0.67,0.80
86,-42.37,5.74,0.58,0.15,-0.67,0.81
87,-41.76,5.15,0.06,0.14,-0.68,0.81
88,-40.64,4.32,-0.02,0.14,-0.69,0.81
89,-40.29,4.09,-0.26,0.15,-0.68,0.81
90,-40.11,4.50,-0.53,0.15,-0.69,0.79
91,-40.58,5.24,-0.44,0.15,-0.70,0.80
92,-41.24,6.49,-0.50,0.15,-0.70,0.78
93,-41.79,6.89,-0.72,0.15,-0.70,0.79
