,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0,0.99,5.86,-1.66,0.08,-0.12,1.11
1,2.12,5.95,-2.05,0.09,-0.12,1.08
2,3.16,5.66,-1.97,0.08,-0.12,1.06
3,3.05,5.73,-1.92,0.07,-0.11,1.04
4,2.20,5.89,-1.71,0.07,-0.10,1.04
5,0.82,5.66,-1.40,0.06,-0.11,1.04
6,-0.79,4.73,-1.11,0.07,-0.11,1.05
7,-1.07,4.89,-0.20,0.08,-0.12,1.04
8,-0.61,4.69,0.02,0.08,-0.12,1.07
9,-0.38,5.91,-0.02,0.10,-0.11,1.08
10,0.29,8.35,-0.26,0.12,-0.11,1.09
11,1.04,11.05,-0.61,0.15,-0.11,1.10
12,2.17,12.35,-2.93,0.17,-0.11,1.10
13,5.15,17.04,-4.70,0.19,-0.13,1.11
14,7.28,19.97,-7.19,0.17,-0.12,1.11
15,8.53,21.25,-10.43,0.17,-0.12,1.08
16,10.03,21.25,-15.21,0.13,-0.13,1.06
17,11.74,13.62,-21.36,0.02,-0.14,1.05
18,15.19,-0.12,-26.85,-0.11,-0.18,1.03
19,19.83,-22.08,-31.88,-0.25,-0.20,1.01
20,24.05,-49.51,-35.30,-0.40,-0.22,0.97
21,27.62,-79.80,-34.15,-0.47,-0.18,0.92
22,27.36,-105.79,-28.56,-0.49,-0.18,0.90
23,24.99,-129.94,-22.55,-0.44,-0.15,0.90
24,19.80,-145.66,-15.69,-0.34,-0.14,0.91
25,14.17,-151.77,-8.75,-0.23,-0.15,0.94
26,10.20,-149.92,-3.18,-0.11,-0.18,0.99
27,11.18,-141.97,0.96,-0.02,-0.22,1.03
28,12.02,-132.89,3.50,0.04,-0.24,1.09
29,14.72,-119.69,7.60,0.07,-0.28,1.13
30,18.98,-108.53,11.83,0.08,-0.33,1.13
31,21.53,-100.99,16.56,0.07,-0.33,1.12
32,22.81,-96.76,22.08,0.03,-0.33,1.11
33,23.18,-94.44,29.79,0.01,-0.32,1.08
34,23.19,-90.79,39.08,0.02,-0.31,1.03
35,23.56,-86.50,50.24,0.05,-0.28,0.99
36,21.98,-80.31,63.50,0.11,-0.23,0.96
37,19.19,-70.37,76.53,0.24,-0.21,0.96
38,16.49,-55.24,88.44,0.41,-0.19,0.96
39,15.27,-38.27,98.95,0.59,-0.15,0.98
40,14.03,-17.86,103.31,0.77,-0.14,1.02
41,12.02,5.66,101.54,0.99,-0.12,1.06
42,13.08,26.17,90.66,1.18,-0.11,1.11
43,15.13,51.92,72.99,1.31,-0.08,1.14
44,18.14,73.16,52.02,1.40,-0.03,1.15
45,21.47,92.99,30.14,1.36,0.02,1.07
46,21.57,114.17,10.58,1.31,0.08,1.01
47,20.82,125.16,-7.79,1.20,0.12,0.95
48,15.57,133.82,-25.66,1.07,0.16,0.84
49,5.16,136.85,-40.78,0.89,0.18,0.83
50,1.86,133.39,-54.76,0.65,0.15,0.79
51,-5.76,122.89,-65.69,0.44,0.12,0.77
52,-11.89,105.01,-74.17,0.20,0.10,0.78
53,-14.37,80.27,-79.24,-0.03,0.04,0.78
54,-11.65,50.89,-84.84,-0.26,-0.05,0.83
55,-9.27,17.51,-85.27,-0.45,-0.14,0.87
56,-8.27,-12.85,-78.55,-0.59,-0.21,0.93
57,-10.64,-36.34,-63.89,-0.67,-0.26,0.98
58,-12.02,-62.17,-43.53,-0.70,-0.35,1.08
59,-14.23,-78.89,-17.79,-0.64,-0.41,1.14
60,-13.79,-87.22,8.69,-0.59,-0.48,1.20
61,-10.32,-93.92,33.01,-0.49,-0.51,1.24
62,-8.52,-88.79,55.01,-0.33,-0.52,1.28
63,-4.82,-74.76,73.85,-0.18,-0.50,1.31
64,5.71,-63.77,88.95,-0.04,-0.47,1.34
65,15.53,-51.62,101.04,0.10,-0.42,1.34
66,21.65,-37.19,109.15,0.28,-0.36,1.31
67,21.51,-24.20,112.73,0.48,-0.30,1.31
68,22.12,-6.70,110.90,0.67,-0.23,1.31
69,26.84,9.25,102.40,0.79,-0.20,1.30
70,30.40,26.38,90.11,0.90,-0.15,1.30
71,36.92,33.05,73.95,0.96,-0.10,1.28
72,41.22,44.70,58.09,0.99,-0.02,1.18
73,43.04,59.28,43.79,0.99,0.07,1.11
74,41.73,70.99,30.27,0.95,0.11,1.03
75,38.67,83.10,18.40,0.90,0.19,0.95
76,30.14,93.69,6.89,0.85,0.22,0.88
77,24.31,102.06,-5.40,0.75,0.24,0.82
78,18.26,104.92,-20.92,0.59,0.23,0.75
79,14.05,98.12,-38.11,0.36,0.18,0.70
80,12.53,76.61,-53.30,0.06,0.14,0.67
81,9.07,42.46,-64.02,-0.24,0.10,0.66
82,11.42,3.01,-67.98,-0.42,0.03,0.68
83,6.38,-36.63,-64.08,-0.54,-0.04,0.71
84,1.74,-64.06,-52.79,-0.54,-0.11,0.76
85,-6.82,-77.47,-36.27,-0.52,-0.18,0.76
86,-13.10,-84.84,-16.20,-0.44,-0.27,0.87
87,-18.27,-89.15,5.42,-0.40,-0.31,0.96
88,-19.76,-79.01,29.19,-0.30,-0.34,1.04
89,-17.88,-73.01,52.00,-0.24,-0.36,1.12
90,-19.25,-60.84,74.37,-0.11,-0.34,1.20
91,-12.49,-54.87,93.42,0.03,-0.31,1.26
92,-4.06,-48.27,108.90,0.17,-0.30,1.31
93,1.79,-31.60,120.15,0.43,-0.24,1.34
94,3.77,-14.95,125.13,0.64,-0.17,1.31
95,8.95,3.05,123.07,0.84,-0.08,1.27
96,7.77,19.30,110.79,1.00,-0.03,1.27
97,8.69,35.83,90.32,1.14,0.03,1.24
98,13.28,47.53,64.58,1.18,0.08,1.24
99,19.24,56.00,37.62,1.18,0.11,1.22
100,22.96,64.84,12.61,1.15,0.17,1.16
101,22.46,80.17,-6.03,1.08,0.21,1.08
102,18.56,99.37,-18.40,1.05,0.21,1.04
103,15.54,119.76,-28.26,0.95,0.18,0.99
104,12.21,133.40,-39.88,0.79,0.14,0.96
105,15.02,137.40,-53.30,0.57,0.08,0.92
106,14.46,129.48,-66.96,0.33,0.03,0.89
107,18.92,108.92,-79.42,0.05,-0.02,0.85
108,22.46,78.95,-86.93,-0.17,-0.04,0.79
109,22.46,47.53,-90.00,-0.36,-0.06,0.76
110,22.15,16.55,-89.33,-0.47,-0.08,0.74
111,18.58,-8.95,-83.86,-0.54,-0.13,0.74
112,12.24,-26.85,-72.61,-0.58,-0.16,0.75
113,6.34,-36.96,-56.49,-0.61,-0.20,0.77
114,1.92,-41.33,-38.32,-0.60,-0.23,0.82
115,-1.86,-43.59,-19.66,-0.58,-0.27,0.84
116,-6.03,-43.56,-2.00,-0.55,-0.31,0.88
117,-11.76,-40.84,13.45,-0.52,-0.34,0.92
118,-14.47,-40.26,27.45,-0.50,-0.37,0.97
119,-13.76,-40.81,41.71,-0.48,-0.38,1.00
120,-13.79,-39.97,58.00,-0.45,-0.35,1.04
121,-11.69,-38.95,73.51,-0.39,-0.31,1.07
122,-7.30,-38.89,89.08,-0.31,-0.26,1.11
123,-6.40,-41.53,100.96,-0.22,-0.24,1.12
124,-5.74,-44.95,109.51,-0.08,-0.20,1.14
125,-6.55,-45.07,113.63,0.09,-0.14,1.18
126,-3.47,-42.60,112.85,0.29,-0.10,1.22
127,-1.02,-38.37,107.44,0.47,-0.08,1.26
128,3.71,-33.66,97.71,0.64,-0.04,1.29
129,7.94,-26.02,82.76,0.77,-0.02,1.30
130,6.78,-13.42,67.76,0.91,0.03,1.33
131,12.18,-0.11,52.79,0.96,0.04,1.32
132,15.57,14.34,40.06,0.97,0.08,1.29
133,19.19,26.64,29.34,0.96,0.12,1.27
134,22.15,34.03,19.48,0.93,0.15,1.22
135,22.44,34.43,10.38,0.89,0.17,1.19
136,19.89,38.82,1.19,0.87,0.19,1.13
137,18.75,42.50,-8.61,0.83,0.19,1.09
138,19.71,38.98,-21.08,0.73,0.18,1.08
139,21.86,31.95,-34.11,0.64,0.15,1.04
140,24.66,23.28,-47.62,0.54,0.13,1.01
141,27.02,13.56,-60.08,0.41,0.10,0.97
142,28.26,1.15,-71.16,0.26,0.07,0.93
143,28.67,-11.57,-78.70,0.13,0.05,0.90
144,26.18,-24.02,-82.85,0.01,0.02,0.88
145,26.26,-31.33,-84.26,-0.09,-0.02,0.86
146,19.79,-41.65,-82.95,-0.21,-0.06,0.86
147,17.39,-42.85,-77.34,-0.26,-0.11,0.85
148,12.44,-41.05,-68.05,-0.33,-0.17,0.87
149,9.50,-37.27,-57.60,-0.37,-0.22,0.86
150,4.43,-31.01,-44.06,-0.42,-0.26,0.85
151,1.28,-22.93,-29.15,-0.50,-0.29,0.88
152,-3.13,-14.47,-13.27,-0.51,-0.32,0.86
153,-6.90,-9.98,2.61,-0.56,-0.33,0.89
154,-10.11,-9.13,20.02,-0.62,-0.32,0.91
155,-11.94,-13.68,39.08,-0.65,-0.33,0.93
156,-13.91,-19.07,58.72,-0.62,-0.30,0.97
157,-14.17,-26.99,76.67,-0.52,-0.29,1.02
158,-12.85,-32.99,89.86,-0.42,-0.28,1.05
159,-11.44,-38.41,100.90,-0.26,-0.24,1.09
160,-10.60,-40.34,107.16,-0.13,-0.18,1.12
161,-5.98,-42.70,114.17,0.05,-0.19,1.15
162,-1.16,-37.25,119.22,0.25,-0.09,1.22
163,-0.52,-32.58,120.44,0.44,-0.05,1.26
164,4.21,-25.95,118.38,0.63,-0.01,1.26
165,7.39,-18.08,114.32,0.77,0.04,1.30
166,7.92,-15.85,104.52,0.94,0.09,1.33
167,10.47,-9.92,90.93,1.11,0.12,1.34
168,12.96,-1.05,73.91,1.22,0.14,1.34
169,18.40,6.63,55.10,1.30,0.18,1.34
170,24.02,15.15,35.04,1.32,0.22,1.33
171,27.42,26.02,16.46,1.32,0.25,1.24
172,26.00,40.38,0.56,1.26,0.29,1.20
173,24.24,50.56,-12.17,1.19,0.31,1.15
174,24.27,57.33,-25.05,1.09,0.30,1.09
175,23.04,61.02,-36.96,0.98,0.31,1.04
176,24.08,58.32,-49.92,0.84,0.27,1.01
177,23.42,46.61,-62.44,0.69,0.25,0.98
178,25.74,34.06,-74.70,0.55,0.21,0.95
179,27.65,17.92,-87.24,0.42,0.15,0.93
180,28.84,5.18,-96.99,0.31,0.12,0.91
181,31.02,-4.27,-103.63,0.20,0.09,0.87
182,29.18,-10.17,-106.89,0.09,0.06,0.85
183,24.27,-15.89,-107.45,-0.02,0.02,0.85
184,21.50,-17.04,-105.63,-0.15,-0.03,0.84
185,16.50,-16.06,-100.26,-0.27,-0.09,0.83
186,12.29,-17.59,-91.83,-0.41,-0.15,0.84
187,7.56,-14.56,-80.81,-0.51,-0.21,0.82
188,3.69,-15.98,-67.04,-0.62,-0.27,0.87
189,1.69,-17.88,-51.48,-0.69,-0.33,0.88
190,0.23,-20.69,-34.44,-0.74,-0.39,0.91
191,-2.53,-22.15,-16.84,-0.76,-0.44,0.94
192,-4.85,-18.92,1.71,-0.78,-0.48,0.93
193,-7.80,-15.07,20.40,-0.78,-0.50,0.93
194,-10.11,-12.60,38.61,-0.79,-0.51,0.95
195,-11.88,-13.40,57.68,-0.79,-0.49,0.95
196,-13.16,-15.57,77.36,-0.75,-0.46,0.96
197,-13.18,-19.45,95.71,-0.66,-0.41,0.98
198,-13.36,-25.10,109.86,-0.52,-0.37,0.99
199,-13.02,-31.97,122.92,-0.36,-0.32,1.03
200,-12.37,-36.75,133.39,-0.17,-0.27,1.05
201,-11.30,-37.18,141.48,0.04,-0.22,1.09
202,-11.15,-34.24,145.51,0.26,-0.17,1.10
203,-8.41,-30.08,147.27,0.46,-0.12,1.14
204,-4.27,-23.18,146.38,0.65,-0.06,1.19
205,-5.63,-15.92,142.96,0.84,-0.00,1.21
206,-2.98,-10.32,135.01,1.01,0.05,1.25
207,-3.07,-6.85,124.00,1.19,0.10,1.28
208,3.11,-6.64,107.98,1.31,0.13,1.31
209,10.76,-9.89,89.24,1.43,0.10,1.33
210,6.64,-7.94,65.66,1.46,0.21,1.30
211,12.00,1.69,45.36,1.54,0.24,1.29
212,14.70,2.79,24.44,1.53,0.30,1.27
213,16.96,13.92,6.85,1.58,0.35,1.24
214,18.81,25.57,-9.51,1.58,0.38,1.21
215,19.02,38.31,-24.58,1.57,0.42,1.17
216,13.27,58.11,-41.39,1.53,0.42,1.13
217,6.90,70.00,-57.01,1.42,0.37,1.10
218,1.25,87.11,-71.97,1.31,0.35,1.05
219,-1.33,95.13,-87.54,1.16,0.27,1.01
220,-4.53,98.17,-104.75,0.97,0.19,1.00
221,3.47,96.98,-122.82,0.72,0.07,0.98
222,3.88,88.98,-140.08,0.52,-0.01,0.96
