,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0,1.39,-2.17,6.05,-0.05,0.22,1.06
1,3.04,-5.59,6.75,-0.05,0.20,1.10
2,6.78,-9.01,7.85,-0.06,0.18,1.14
3,11.39,-11.65,8.35,-0.05,0.18,1.18
4,16.26,-14.98,6.96,-0.05,0.16,1.21
5,22.72,-19.42,4.95,-0.05,0.14,1.28
6,32.06,-25.89,4.37,-0.08,0.12,1.32
7,46.40,-31.44,4.12,-0.08,0.10,1.39
8,60.37,-31.01,1.97,-0.05,0.08,1.43
9,73.94,-22.73,-2.00,-0.02,0.07,1.47
10,94.69,-28.52,-1.25,-0.07,0.12,1.51
11,112.75,-27.65,-2.26,0.01,0.12,1.46
12,124.52,-18.85,-3.48,0.04,0.16,1.41
13,134.46,-11.63,-2.44,0.05,0.22,1.34
14,142.26,-4.84,-1.94,0.06,0.25,1.29
15,151.45,4.79,-1.82,0.08,0.27,1.28
16,158.35,9.47,-4.21,0.07,0.30,1.19
17,162.66,12.17,-6.46,0.10,0.33,1.12
18,167.15,17.15,-9.91,0.09,0.36,1.08
19,174.81,21.39,-13.33,0.08,0.35,1.04
20,185.91,22.34,-15.66,0.07,0.34,1.01
21,198.29,20.73,-18.12,0.05,0.34,0.97
22,202.67,30.17,-22.00,0.06,0.35,0.85
23,203.39,28.89,-24.05,0.03,0.39,0.74
24,196.69,29.19,-25.45,0.01,0.43,0.60
25,185.04,28.09,-25.01,0.00,0.49,0.44
26,170.85,24.20,-22.31,-0.02,0.53,0.30
27,147.02,24.53,-23.24,-0.04,0.61,0.14
28,138.47,12.95,-18.73,-0.09,0.64,-0.03
29,99.92,13.16,-22.46,0.04,0.73,-0.22
30,67.34,11.71,-23.40,-0.01,0.83,-0.39
31,7.77,46.93,-35.05,0.19,0.91,-0.58
32,-20.00,26.14,-28.34,-0.10,0.81,-0.52
33,-56.76,5.15,-23.42,-0.18,0.85,-0.58
34,-108.92,-0.34,-18.14,-0.16,0.82,-0.60
35,-163.51,6.84,-14.55,-0.08,0.77,-0.55
36,-185.37,-12.50,-5.07,-0.12,0.59,-0.33
37,-218.37,-5.42,-3.85,-0.11,0.57,-0.18
38,-254.52,-9.54,1.54,-0.12,0.56,-0.17
39,-294.03,-18.43,7.82,-0.15,0.57,-0.11
40,-331.33,-44.03,20.00,-0.20,0.50,0.04
41,-389.34,-30.12,12.37,0.07,0.35,0.08
42,-392.52,-47.95,27.48,-0.10,0.25,0.32
43,-406.49,-65.16,37.92,0.03,0.14,0.56
44,-399.36,-81.07,45.59,0.07,-0.07,0.93
