,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0,-2.85,-20.20,0.33,-0.24,1.01,"31.92[0m
"
1,-12.08,-3.83,-20.35,0.34,-0.24,1.00
2,-11.57,-3.56,-20.11,0.34,-0.24,0.99
3,-11.13,-4.24,-19.91,0.33,-0.25,0.99
4,-11.57,-3.39,-18.26,0.36,-0.21,0.99
5,-12.69,0.12,-17.79,0.39,-0.21,0.97
6,-14.03,7.18,-16.84,0.42,-0.21,0.96
7,-16.02,13.95,-17.04,0.42,-0.21,0.97
8,-17.62,21.83,-17.05,0.44,-0.22,0.95
9,-19.01,24.43,-17.97,0.40,-0.22,0.97
10,-19.37,23.21,-20.61,0.38,-0.24,0.95
11,-20.99,20.98,-24.53,0.37,-0.23,0.95
12,-21.92,15.25,-29.37,0.34,-0.23,0.96
13,-21.98,10.92,-33.45,0.34,-0.25,0.95
14,-22.09,6.92,-36.64,0.34,-0.25,0.97
15,-20.23,3.57,-38.14,0.33,-0.27,0.99
16,-18.32,1.68,-38.02,0.34,-0.27,0.98
17,-16.47,0.87,-36.79,0.34,-0.26,0.98
18,-13.74,0.76,-36.66,0.37,-0.27,0.97
19,-13.25,2.95,-35.98,0.38,-0.25,0.95
20,-14.76,7.15,-34.75,0.39,-0.25,0.96
21,-15.80,17.21,-29.80,0.42,-0.26,0.95
22,-19.15,31.50,-25.11,0.45,-0.27,0.98
23,-20.49,46.95,-21.53,0.46,-0.30,0.99
24,-20.49,56.61,-21.56,0.41,-0.31,1.02
25,-18.92,62.34,-23.22,0.36,-0.32,1.02
26,-17.62,61.73,-26.49,0.28,-0.33,1.02
27,-16.79,55.95,-31.37,0.22,-0.32,1.00
28,-16.00,45.07,-35.89,0.16,-0.29,0.99
29,-14.85,27.88,-40.96,0.09,-0.29,0.99
30,-13.48,12.29,-43.97,0.09,-0.29,0.98
31,-12.67,0.15,-47.22,0.13,-0.28,0.99
32,-12.90,-7.39,-48.84,0.18,-0.28,0.98
33,-13.59,-7.36,-47.30,0.23,-0.29,1.01
34,-13.11,-1.88,-43.18,0.27,-0.30,1.00
35,-13.18,6.12,-39.92,0.30,-0.30,1.02
36,-13.42,15.56,-36.61,0.32,-0.31,1.01
37,-14.37,25.21,-33.73,0.32,-0.31,1.02
38,-15.53,36.15,-29.47,0.32,-0.30,1.01
39,-17.40,47.45,-26.87,0.33,-0.31,1.02
40,-17.44,55.85,-26.11,0.29,-0.31,1.03
41,-16.17,56.72,-27.25,0.23,-0.32,1.02
42,-13.66,51.40,-31.04,0.17,-0.33,1.02
43,-12.17,40.84,-36.11,0.12,-0.32,1.02
44,-10.47,25.04,-41.04,0.08,-0.30,1.02
45,-8.69,7.19,-47.10,0.06,-0.32,1.03
46,-7.25,-5.88,-50.99,0.09,-0.32,1.04
47,-5.53,-13.80,-51.37,0.12,-0.33,1.04
48,-3.28,-20.34,-50.75,0.15,-0.33,1.05
49,-1.85,-21.34,-48.14,0.17,-0.33,1.04
50,-2.85,-12.84,-42.98,0.25,-0.31,1.04
51,-4.90,-0.34,-38.23,0.28,-0.30,1.03
52,-7.01,11.88,-35.28,0.29,-0.29,1.01
53,-10.49,19.73,-34.52,0.27,-0.28,1.00
54,-13.74,25.45,-33.89,0.25,-0.26,0.99
55,-15.73,27.11,-35.54,0.22,-0.28,0.98
56,-17.33,24.05,-37.69,0.18,-0.28,0.97
57,-15.83,14.14,-40.81,0.12,-0.32,1.01
58,-13.50,3.44,-42.29,0.14,-0.32,1.02
59,-11.39,-3.45,-43.19,0.17,-0.32,1.02
60,-9.33,-6.09,-44.76,0.22,-0.32,1.02
61,-7.68,-5.95,-44.41,0.26,-0.30,1.02
62,-6.41,-1.44,-42.67,0.28,-0.30,1.01
63,-5.77,6.05,-39.56,0.31,-0.29,0.99
64,-6.14,16.64,-34.53,0.33,-0.29,0.98
65,-7.54,24.14,-31.77,0.31,-0.28,0.99
66,-7.33,30.85,-29.50,0.32,-0.29,0.98
67,-9.69,38.17,-28.47,0.32,-0.27,0.98
68,-11.79,43.16,-28.18,0.29,-0.27,0.97
69,-13.51,43.76,-29.76,0.24,-0.28,0.98
70,-14.55,37.60,-34.00,0.18,-0.29,0.98
71,-14.55,26.89,-37.98,0.13,-0.29,0.97
72,-15.18,13.36,-42.05,0.10,-0.28,0.97
73,-15.01,-0.64,-46.27,0.10,-0.29,0.97
74,-15.77,-11.31,-48.66,0.15,-0.27,0.97
75,-16.05,-14.20,-48.53,0.20,-0.28,0.97
76,-15.48,-13.83,-47.01,0.24,-0.29,0.98
77,-13.08,-9.37,-43.07,0.29,-0.33,1.00
78,-10.98,-2.47,-40.87,0.32,-0.33,1.04
79,-8.95,7.47,-37.62,0.36,-0.33,1.01
80,-7.40,16.89,-35.15,0.34,-0.32,1.02
81,-7.10,23.47,-34.09,0.31,-0.31,1.00
82,-9.19,26.21,-33.83,0.27,-0.28,0.98
83,-10.72,27.34,-33.42,0.25,-0.27,0.95
84,-13.69,26.32,-34.20,0.23,-0.26,0.95
85,-16.09,19.33,-37.56,0.20,-0.27,0.94
86,-17.91,10.89,-42.17,0.20,-0.27,0.95
87,-20.17,2.73,-46.72,0.19,-0.27,0.96
88,-21.36,-4.70,-49.02,0.21,-0.28,0.96
89,-22.06,-6.79,-49.40,0.25,-0.30,0.97
90,-21.88,-6.78,-48.41,0.26,-0.30,0.97
91,-20.98,-4.63,-46.41,0.28,-0.31,0.98
92,-19.74,-0.34,-44.05,0.31,-0.32,1.00
93,-19.30,5.50,-41.85,0.32,-0.31,0.99
94,-19.27,12.87,-41.36,0.34,-0.32,0.99
95,-19.34,18.43,-41.86,0.32,-0.33,1.00
96,-18.60,22.02,-41.95,0.29,-0.34,1.01
97,-17.82,22.56,-43.10,0.26,-0.36,1.01
98,-16.92,18.81,-44.61,0.22,-0.36,1.01
99,-15.40,13.33,-46.37,0.20,-0.36,1.00
100,-14.87,8.24,-47.77,0.19,-0.35,1.01
101,-14.05,3.95,-47.95,0.21,-0.34,1.00
102,-13.62,1.21,-48.55,0.23,-0.34,1.00
103,-13.53,0.72,-47.80,0.25,-0.34,1.00
104,-13.31,2.90,-45.98,0.28,-0.33,0.99
105,-13.60,6.49,-45.05,0.31,-0.33,1.00
106,-14.90,11.57,-44.69,0.33,-0.33,0.99
107,-17.22,17.18,-43.37,0.31,-0.34,1.00
108,-18.00,22.90,-41.08,0.29,-0.36,1.01
109,-17.88,27.63,-40.49,0.27,-0.38,1.01
110,-18.02,30.15,-40.47,0.23,-0.38,1.03
111,-17.48,30.37,-41.89,0.22,-0.39,1.02
112,-17.37,30.52,-43.02,0.21,-0.38,1.02
113,-16.99,27.98,-45.33,0.18,-0.39,1.02
114,-15.57,21.39,-48.38,0.15,-0.40,1.03
115,-13.95,12.96,-51.22,0.14,-0.39,1.02
116,-11.86,6.44,-51.74,0.13,-0.38,1.03
117,-10.78,2.87,-51.16,0.16,-0.37,1.03
118,-9.56,0.76,-49.91,0.19,-0.37,1.00
119,-8.90,2.32,-47.95,0.21,-0.37,1.01
120,-7.31,5.04,-44.05,0.23,-0.37,1.02
121,-5.95,8.75,-41.30,0.26,-0.37,1.01
122,-6.35,16.34,-38.50,0.29,-0.35,1.01
123,-8.47,24.14,-36.90,0.29,-0.35,1.00
