,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0,1.97,-3.71,4.87,0.09,-0.15,1.05
1,1.94,-3.82,4.99,0.08,-0.16,1.06
2,1.80,-4.60,4.95,0.09,-0.15,1.04
3,1.47,-4.55,4.95,0.08,-0.15,1.05
4,1.15,-4.18,5.05,0.09,-0.15,1.05
5,-0.64,-2.69,5.13,0.09,-0.14,1.04
6,0.17,-2.82,5.50,0.08,-0.15,1.04
7,-0.12,-2.82,5.79,0.08,-0.15,1.05
8,0.00,-2.60,5.65,0.08,-0.15,1.05
9,-0.06,-2.24,6.40,0.07,-0.16,1.06
10,0.06,-2.53,6.47,0.08,-0.16,1.06
11,0.17,-2.52,6.73,0.09,-0.15,1.05
12,-0.32,-2.85,6.79,0.09,-0.16,1.05
13,-0.52,-3.25,6.75,0.09,-0.15,1.06
14,-1.16,-3.42,6.75,0.10,-0.15,1.06
15,-0.20,-3.54,7.27,0.10,-0.16,1.06
16,0.92,-2.76,7.36,0.10,-0.15,1.07
17,1.30,-2.47,7.21,0.10,-0.16,1.07
18,1.48,-1.37,6.93,0.10,-0.16,1.07
19,2.00,-0.08,7.01,0.10,-0.16,1.07
20,2.44,0.66,6.73,0.11,-0.15,1.07
21,2.58,1.37,6.81,0.10,-0.16,1.07
22,2.52,1.74,6.95,0.10,-0.15,1.07
23,2.61,2.20,6.67,0.10,-0.15,1.06
24,2.73,3.28,6.55,0.10,-0.15,1.07
25,2.99,3.68,6.50,0.09,-0.15,1.05
26,3.31,3.40,7.10,0.08,-0.15,1.06
27,3.01,2.76,7.15,0.08,-0.15,1.05
28,2.79,1.85,7.21,0.07,-0.15,1.05
29,2.46,0.93,7.47,0.07,-0.16,1.06
30,2.50,0.18,8.18,0.07,-0.16,1.06
31,2.56,-0.98,8.21,0.07,-0.16,1.06
32,2.76,-1.07,8.29,0.07,-0.16,1.06
33,2.78,-1.39,8.23,0.08,-0.16,1.06
34,2.96,-0.61,8.87,0.08,-0.16,1.04
35,3.13,-0.11,9.76,0.08,-0.16,1.04
36,3.28,0.82,9.51,0.11,-0.16,1.06
37,2.75,1.48,9.42,0.11,-0.15,1.04
38,2.47,1.71,9.13,0.12,-0.16,1.03
39,2.26,1.45,9.21,0.13,-0.15,1.03
40,1.98,0.82,8.63,0.14,-0.16,1.04
41,1.33,-1.36,7.69,0.15,-0.16,1.03
42,1.10,-2.64,7.05,0.17,-0.16,1.05
43,0.70,-0.79,6.67,0.21,-0.15,0.99
44,0.58,-3.80,5.69,0.22,-0.17,1.04
45,0.17,-2.70,5.10,0.24,-0.14,1.05
46,-0.12,-1.56,3.01,0.26,-0.15,1.02
47,-3.65,-0.56,2.85,0.29,-0.16,1.05
48,-3.76,1.28,-0.06,0.32,-0.16,1.06
49,-1.69,2.79,-0.75,0.36,-0.16,1.05
50,-3.53,5.34,-3.47,0.40,-0.12,1.06
51,-3.21,7.69,-7.50,0.41,-0.15,1.04
52,-3.95,10.87,-11.27,0.42,-0.14,1.06
53,-0.69,12.79,-15.10,0.42,-0.16,1.07
54,1.94,8.38,-17.34,0.40,-0.18,1.08
55,2.37,10.84,-20.32,0.42,-0.14,0.98
56,2.95,6.58,-24.20,0.37,-0.18,1.05
57,3.34,4.92,-26.89,0.38,-0.17,1.05
58,3.21,4.66,-29.94,0.37,-0.18,1.04
59,2.98,3.89,-32.58,0.36,-0.19,1.04
60,2.89,2.87,-34.93,0.34,-0.19,1.04
61,2.84,3.63,-36.69,0.32,-0.19,1.03
62,2.70,4.37,-38.37,0.32,-0.20,1.03
63,3.05,5.01,-39.59,0.30,-0.21,1.04
64,2.90,6.21,-40.29,0.29,-0.21,1.05
65,3.22,7.47,-40.84,0.28,-0.21,1.04
66,3.71,8.24,-41.59,0.28,-0.20,1.04
67,4.02,10.15,-42.87,0.29,-0.21,1.04
68,3.82,11.36,-44.73,0.28,-0.21,1.05
69,3.65,12.52,-46.35,0.26,-0.21,1.05
70,3.37,13.30,-47.85,0.26,-0.20,1.03
71,2.49,13.97,-49.47,0.25,-0.20,1.02
72,2.14,14.60,-51.39,0.23,-0.20,1.03
73,1.77,14.23,-52.81,0.21,-0.21,1.04
74,1.98,13.13,-53.40,0.19,-0.21,1.03
75,2.31,14.05,-53.89,0.18,-0.21,1.03
76,2.53,14.11,-54.44,0.16,-0.20,1.04
77,2.52,14.18,-55.13,0.15,-0.21,1.04
78,2.64,14.09,-54.99,0.14,-0.20,1.03
