,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0,27.37,2.34,31.34,0.10,0.08,0.96
1,27.10,1.94,31.44,0.10,0.07,0.96
2,27.01,2.32,32.20,0.10,0.07,0.95
3,26.84,2.96,32.85,0.11,0.07,0.94
4,26.49,2.34,33.47,0.11,0.07,0.95
5,26.18,-0.08,33.79,0.11,0.08,0.97
6,25.71,-2.02,34.18,0.12,0.08,0.96
7,24.56,-1.27,35.04,0.13,0.08,0.95
8,23.25,-0.08,36.00,0.13,0.08,0.95
9,21.34,0.27,36.90,0.14,0.08,0.95
10,21.40,0.61,37.86,0.14,0.08,0.97
11,22.08,-0.20,38.67,0.15,0.08,0.99
12,22.70,1.04,38.84,0.17,0.08,1.00
13,23.18,3.71,39.57,0.18,0.08,1.00
14,23.95,5.76,39.98,0.18,0.08,0.98
15,24.58,8.00,40.56,0.18,0.08,0.97
16,25.53,9.36,41.07,0.18,0.09,0.95
17,26.24,8.24,41.13,0.18,0.09,0.96
18,29.77,9.18,40.08,0.21,0.05,0.95
19,28.03,-4.02,38.58,0.18,0.07,0.94
20,34.84,5.07,36.49,0.27,0.06,0.87
21,26.02,1.16,35.85,0.22,0.10,0.98
22,26.37,-11.59,34.73,0.19,0.08,0.99
23,24.55,-14.14,33.22,0.22,0.06,0.96
24,24.89,-10.66,32.21,0.23,0.04,0.97
25,27.45,-4.20,32.24,0.25,0.09,0.94
26,20.69,-8.23,34.00,0.18,0.09,1.00
27,21.27,-4.93,35.62,0.22,0.05,0.96
28,21.18,1.92,37.36,0.22,0.05,0.99
29,22.15,5.10,39.22,0.21,0.06,0.99
30,30.41,7.71,37.80,0.21,0.02,0.99
31,24.46,9.79,42.24,0.21,0.13,0.97
32,24.60,9.01,43.44,0.22,0.08,0.99
33,25.73,7.94,43.24,0.23,0.09,0.97
34,26.35,9.44,42.26,0.26,0.09,0.96
35,35.21,10.47,38.27,0.27,0.01,0.92
36,25.21,7.80,39.60,0.28,0.12,0.93
37,22.52,5.27,38.55,0.28,0.10,0.93
38,20.35,5.02,36.98,0.29,0.10,0.91
39,18.24,4.44,36.05,0.27,0.11,0.91
40,20.38,3.57,33.40,0.27,0.07,0.90
41,12.43,1.91,34.96,0.26,0.13,0.91
42,9.02,-3.15,35.44,0.25,0.11,0.92
43,6.56,-2.90,36.14,0.26,0.13,0.92
44,3.69,-1.21,36.98,0.27,0.14,0.91
45,0.41,0.06,38.03,0.27,0.15,0.89
46,-2.38,1.42,38.72,0.27,0.14,0.90
47,-4.60,2.78,39.36,0.28,0.13,0.90
48,-6.58,3.80,39.31,0.28,0.15,0.91
49,-9.63,4.72,39.19,0.29,0.14,0.92
50,-13.37,3.04,38.75,0.29,0.14,0.93
51,-15.86,1.19,38.40,0.28,0.12,0.93
52,-18.29,-0.99,38.63,0.27,0.11,0.95
53,-20.50,-4.69,38.73,0.27,0.10,0.97
54,-22.29,-12.27,39.34,0.26,0.09,0.98
55,-22.95,-12.61,40.35,0.27,0.08,0.99
56,-23.15,-6.60,41.74,0.29,0.09,0.99
57,-23.48,-2.52,43.27,0.28,0.09,1.00
58,-24.26,-0.95,44.75,0.27,0.08,1.00
59,-24.72,0.93,46.82,0.27,0.08,0.97
60,-24.64,4.14,48.64,0.27,0.08,0.97
61,-25.01,8.89,50.11,0.29,0.07,0.98
62,-25.77,12.20,50.90,0.30,0.07,0.96
63,-26.95,13.01,51.04,0.31,0.08,0.96
64,-28.02,14.44,50.53,0.33,0.08,0.96
65,-29.54,13.89,49.94,0.33,0.08,0.98
66,-30.41,11.95,49.31,0.32,0.08,1.00
67,-30.27,8.20,48.63,0.32,0.08,0.99
68,-29.88,5.27,47.85,0.33,0.06,0.99
69,-29.79,3.11,46.95,0.33,0.06,1.00
70,-28.79,2.56,46.08,0.34,0.05,1.01
71,-27.62,1.74,45.68,0.33,0.05,1.01
72,-27.08,1.19,44.87,0.35,0.04,1.01
73,-25.94,1.39,44.55,0.33,0.04,1.00
74,-24.69,0.61,44.44,0.31,0.04,1.01
75,-24.38,-1.07,44.58,0.30,0.03,1.00
76,-24.06,-2.79,44.43,0.31,0.04,1.00
77,-24.90,-3.88,44.20,0.31,0.03,0.98
78,-26.21,-6.15,44.21,0.29,0.04,0.97
79,-27.28,-8.67,44.75,0.29,0.03,0.96
80,-28.55,-7.94,45.31,0.29,0.03,0.99
81,-28.85,-2.21,46.61,0.32,0.04,0.97
82,-28.11,2.46,47.21,0.33,0.03,0.99
83,-27.63,4.85,47.15,0.33,0.04,1.00
84,-28.15,5.51,46.84,0.34,0.03,0.98
85,-27.76,0.00,46.20,0.32,0.03,1.01
86,-27.10,-2.98,45.36,0.34,0.04,1.00
87,-27.24,-0.02,44.85,0.35,0.03,0.95
88,-27.54,-1.33,44.02,0.33,0.02,0.95
89,-28.17,0.70,43.63,0.35,0.03,0.93
90,-28.60,9.19,43.48,0.34,0.02,0.93
91,-29.50,11.21,42.37,0.33,0.00,0.95
92,-30.17,3.77,40.66,0.31,-0.00,0.96
93,-30.55,-5.94,39.10,0.31,-0.01,0.96
94,-30.58,-11.98,38.15,0.31,-0.02,0.97
95,-30.89,-11.25,38.05,0.30,-0.02,0.97
96,-31.69,-8.26,38.21,0.30,-0.02,0.97
97,-32.11,-5.30,38.67,0.30,-0.03,0.97
98,-31.83,-2.23,39.34,0.30,-0.04,0.96
99,-31.86,-1.04,39.97,0.31,-0.03,0.96
100,-31.91,3.10,40.75,0.32,-0.03,0.96
101,-32.63,5.40,40.69,0.32,-0.04,0.98
102,-33.77,6.84,40.82,0.34,-0.04,0.99
103,-33.68,6.70,40.66,0.34,-0.05,0.97
104,-32.66,5.04,39.95,0.36,-0.04,0.99
105,-32.61,4.29,38.38,0.37,-0.04,0.99
106,-32.23,4.29,36.63,0.38,-0.05,0.96
107,-33.22,4.60,34.79,0.39,-0.05,0.97
108,-33.60,5.25,33.19,0.38,-0.05,0.94
109,-34.61,6.63,31.76,0.38,-0.06,0.93
110,-35.82,7.08,30.60,0.36,-0.06,0.93
111,-37.24,7.31,29.57,0.35,-0.08,0.93
112,-38.55,8.41,28.38,0.35,-0.08,0.93
113,-40.00,8.27,27.47,0.35,-0.09,0.94
114,-40.90,7.30,26.50,0.33,-0.10,0.94
115,-41.77,6.82,25.77,0.32,-0.10,0.94
116,-42.60,5.11,24.60,0.32,-0.12,0.94
117,-43.79,4.46,24.31,0.31,-0.12,0.94
118,-45.56,5.13,23.27,0.31,-0.14,0.95
119,-46.66,6.40,22.56,0.31,-0.14,0.96
120,-47.74,7.88,22.14,0.31,-0.15,0.97
121,-46.93,2.84,20.64,0.30,-0.16,0.99
122,-46.15,4.02,19.89,0.31,-0.17,1.00
123,-45.10,2.79,19.08,0.32,-0.17,1.00
124,-44.70,4.56,18.90,0.32,-0.18,1.00
125,-45.07,10.61,18.72,0.33,-0.19,0.99
126,-45.97,17.65,18.70,0.33,-0.19,0.99
127,-46.43,20.26,18.12,0.33,-0.20,1.00
128,-46.58,21.80,17.37,0.33,-0.22,1.01
129,-46.81,22.46,16.09,0.34,-0.21,1.01
130,-47.02,23.04,14.87,0.34,-0.22,1.00
131,-47.83,22.87,13.91,0.34,-0.23,1.00
132,-48.41,22.64,13.39,0.33,-0.25,1.01
133,-48.87,22.18,12.35,0.34,-0.25,1.02
134,-49.59,21.30,11.07,0.34,-0.25,1.01
135,-49.91,19.05,9.42,0.35,-0.26,1.02
136,-50.66,17.48,7.69,0.35,-0.27,1.02
137,-50.66,16.99,6.53,0.35,-0.28,1.02
138,-50.56,17.07,5.60,0.34,-0.29,1.04
139,-50.23,17.01,4.14,0.34,-0.29,1.05
140,-49.91,16.90,2.89,0.34,-0.30,1.06
141,-48.72,18.02,1.42,0.35,-0.31,1.06
142,-46.76,18.99,-0.08,0.33,-0.32,1.06
143,-46.47,18.64,-1.07,0.32,-0.32,1.05
144,-45.13,19.02,-2.44,0.31,-0.34,1.06
145,-44.93,19.16,-3.11,0.30,-0.33,1.03
146,-45.36,20.17,-3.94,0.31,-0.34,1.04
147,-45.82,21.40,-4.93,0.30,-0.35,1.03
148,-45.50,20.96,-5.92,0.30,-0.35,1.03
149,-45.31,18.96,-6.87,0.30,-0.36,1.05
150,-44.34,15.71,-7.50,0.29,-0.36,1.04
151,-42.95,14.32,-8.35,0.29,-0.37,1.04
152,-41.57,12.20,-5.68,0.25,-0.39,1.04
153,-41.04,3.60,1.85,0.17,-0.40,1.03
154,-41.22,-5.53,10.93,0.10,-0.41,1.01
155,-38.56,-1.50,19.74,0.10,-0.30,1.03
156,-39.83,-7.86,20.43,0.25,-0.43,1.00
157,-41.86,-1.33,18.93,0.32,-0.40,1.01
158,-42.58,2.41,13.74,0.37,-0.40,1.04
159,-43.91,3.27,4.32,0.37,-0.41,1.07
160,-42.56,2.32,-2.05,0.35,-0.41,1.09
161,-40.93,1.60,-8.02,0.33,-0.42,1.07
162,-40.50,3.53,-13.79,0.33,-0.42,1.04
163,-42.05,8.02,-17.69,0.30,-0.42,1.02
164,-43.66,11.50,-20.40,0.28,-0.43,1.01
165,-44.49,11.50,-23.04,0.27,-0.43,1.03
