acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
-0.09,-0.01,0.98,-1.82,-2.38,2.47,31.97
-0.08,-0.01,0.98,-1.63,-2.44,2.23,32.01
-0.07,-0.01,0.98,-1.94,-2.0,2.17,32.01
-0.08,-0.01,0.99,-2.49,-1.3,1.88,31.97
-0.07,-0.01,0.99,-2.76,-1.63,1.21,31.97
-0.07,-0.01,1.0,-2.75,-2.27,0.66,31.92
-0.07,-0.02,0.99,-2.85,-0.93,1.04,31.92
-0.06,-0.03,1.0,-2.6,0.03,0.9,31.97
-0.08,-0.03,1.0,-2.43,0.32,1.27,31.92
-0.08,-0.04,0.99,-1.21,-1.01,0.2,32.01
-0.08,-0.03,1.0,-0.78,-1.24,-0.73,32.01
-0.07,-0.02,1.0,-0.37,-0.41,-0.79,32.01
-0.07,-0.02,1.0,-0.27,0.4,-1.04,31.92
-0.08,-0.02,0.99,-0.2,0.08,-1.39,32.06
-0.08,-0.02,0.99,-0.35,0.0,-1.22,31.92
-0.09,-0.03,1.0,0.32,-0.55,-1.56,32.01
-0.1,-0.03,1.0,1.08,-1.36,-0.98,32.01
-0.09,-0.03,0.99,2.12,-1.39,-0.58,32.06
-0.09,-0.02,0.98,2.73,-2.31,-1.3,31.97
-0.09,-0.02,0.98,2.81,-1.39,-1.11,32.01
-0.09,-0.0,0.98,2.41,-2.0,-1.01,32.01
-0.09,0.0,0.98,1.85,-1.39,-1.05,31.97
-0.09,-0.01,0.97,1.48,-0.96,-1.15,31.92
-0.09,0.0,0.97,0.75,-0.58,-1.71,31.97
-0.09,0.01,0.99,0.05,-0.61,-1.31,32.01
-0.09,-0.01,0.99,0.24,-0.9,-1.76,31.92
-0.09,0.0,0.98,0.49,-1.01,-1.07,31.97
-0.1,-0.0,0.99,0.35,-0.4,-0.14,31.92
-0.09,0.0,0.99,0.69,-0.08,0.27,31.87
-0.08,0.01,0.98,0.38,0.11,-0.49,31.92
-0.08,0.02,0.98,-0.34,-0.64,-1.33,31.97
-0.08,0.02,0.98,-0.67,-0.84,-2.24,31.97
-0.09,0.01,0.98,-1.13,-0.38,-1.6,32.01
-0.09,0.02,0.98,-1.79,0.23,-0.56,31.92
-0.08,0.01,1.0,-1.3,0.11,-0.4,32.01
-0.09,0.01,1.0,-0.82,-0.89,-1.25,31.97
-0.1,0.01,0.99,-1.05,-2.2,-1.34,32.01
-0.1,-0.0,0.99,-1.24,-2.14,-0.85,32.01
-0.09,0.0,1.0,-0.55,-1.89,-1.01,31.92
-0.09,0.01,0.99,-0.27,-2.17,-0.96,31.92
-0.08,0.01,0.99,-0.26,-1.83,-0.64,32.11
-0.08,0.0,0.98,-0.17,-1.15,-1.53,31.97
-0.08,0.02,0.97,-1.39,-0.7,-1.37,31.97
-0.08,0.03,0.98,-2.29,-0.38,-1.57,31.92
-0.08,0.01,0.97,-2.27,-1.15,-2.58,31.92
-0.08,0.0,0.98,-2.26,-1.21,-2.73,32.01
-0.09,0.0,0.98,-1.95,-0.89,-1.69,32.06
-0.09,0.0,0.99,-1.68,0.85,-0.58,31.97
-0.08,0.01,0.99,-1.71,1.42,-0.69,31.97
-0.08,0.02,0.98,-2.58,1.16,-0.63,32.01
-0.09,0.03,0.98,-3.42,1.79,-0.6,31.92
-0.09,0.02,0.97,-4.43,2.32,-1.25,32.01
-0.1,0.02,0.98,-5.51,1.24,-0.87,31.92
-0.1,-0.0,0.98,-4.76,-0.29,-1.65,32.01
-0.1,-0.01,1.0,-3.65,-0.14,-1.05,32.01
-0.1,-0.01,0.99,-2.64,0.23,-0.26,31.92
-0.11,0.0,0.99,-3.02,-0.17,0.0,31.92
-0.1,0.01,0.98,-4.32,-0.15,0.47,31.92
-0.1,0.01,0.98,-4.27,-0.52,1.16,31.92
-0.09,0.01,0.98,-4.56,0.32,0.93,32.01
-0.08,-0.01,1.0,-3.89,0.44,0.95,32.01
-0.09,-0.02,1.01,-2.56,0.06,-0.34,32.01
