,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0,10.46,-3.76,15.37,0.20,0.05,1.01
1,10.11,-2.75,16.31,0.20,0.05,1.02
2,10.17,-2.37,17.16,0.20,0.05,1.02
3,10.14,-1.16,18.40,0.19,0.04,1.03
4,10.73,0.60,19.45,0.19,0.04,1.03
5,13.54,3.22,19.56,0.20,0.02,1.03
6,10.31,-4.02,21.45,0.18,0.05,1.03
7,9.22,1.39,22.00,0.22,0.04,1.02
8,8.93,1.53,22.08,0.21,0.05,1.03
9,8.63,-1.28,22.11,0.20,0.06,1.02
10,9.45,-3.13,22.05,0.20,0.06,1.03
11,9.94,-4.58,22.14,0.21,0.06,1.04
12,10.46,-5.42,21.59,0.22,0.06,1.04
13,10.99,-5.22,21.02,0.21,0.06,1.04
14,11.30,-5.15,20.99,0.21,0.06,1.04
15,11.42,-4.02,20.92,0.20,0.06,1.02
16,10.99,-3.39,21.40,0.20,0.06,1.02
17,10.47,-3.28,22.09,0.19,0.06,1.02
18,9.57,-3.56,22.61,0.19,0.06,1.02
19,9.01,-4.76,23.73,0.19,0.06,1.01
20,8.41,-5.36,25.25,0.19,0.06,1.01
21,8.15,-4.76,26.40,0.19,0.06,1.02
22,7.77,-3.85,27.08,0.19,0.06,1.01
23,7.60,-2.37,27.65,0.20,0.05,1.01
24,7.53,-1.42,28.20,0.19,0.06,1.01
25,7.68,-1.08,28.79,0.19,0.06,1.01
26,7.92,-1.85,29.07,0.19,0.05,1.02
27,7.95,-2.72,29.37,0.19,0.06,1.00
28,7.69,-4.05,29.65,0.20,0.06,1.01
29,7.51,-5.30,29.50,0.21,0.06,1.01
30,7.30,-6.08,29.57,0.21,0.06,0.99
31,7.08,-6.55,29.89,0.22,0.07,1.00
32,7.08,-5.82,30.00,0.22,0.06,1.00
33,7.15,-4.02,30.89,0.22,0.06,1.00
34,6.78,-2.76,31.94,0.22,0.06,1.00
35,7.01,-1.97,32.60,0.23,0.06,0.99
36,6.40,-0.63,33.28,0.23,0.05,0.99
37,5.88,0.64,33.97,0.23,0.05,0.98
38,5.13,1.30,34.76,0.22,0.05,0.98
39,4.58,1.10,35.13,0.22,0.05,0.98
40,3.48,0.93,35.95,0.22,0.05,0.96
41,2.96,0.56,36.31,0.22,0.04,0.98
42,2.12,-0.82,36.90,0.23,0.04,0.99
43,1.56,-1.11,37.08,0.24,0.04,0.98
44,1.22,-1.10,36.78,0.25,0.04,0.97
45,0.84,-1.69,36.53,0.26,0.04,0.98
46,0.26,-1.22,36.49,0.26,0.03,0.98
47,0.09,-1.01,36.56,0.26,0.04,0.98
48,0.35,-0.70,36.63,0.26,0.04,0.99
49,0.52,0.27,36.90,0.27,0.04,0.98
50,0.34,1.68,37.05,0.28,0.03,0.98
51,0.72,2.61,37.50,0.26,0.04,0.98
52,1.22,3.83,37.94,0.26,0.04,0.99
53,0.23,6.06,38.17,0.27,0.04,0.98
54,-0.85,7.48,38.82,0.26,0.04,0.96
55,-1.62,7.88,38.69,0.26,0.04,0.97
56,-2.53,6.69,38.75,0.26,0.04,0.96
57,-3.39,6.03,38.78,0.26,0.04,0.96
58,-4.23,4.82,38.27,0.27,0.03,0.97
59,-5.16,2.20,37.85,0.28,0.03,0.98
60,-5.39,2.11,37.08,0.28,0.04,0.98
61,-5.65,4.76,36.44,0.28,0.03,0.97
62,-5.91,4.18,36.26,0.26,0.02,0.98
63,-5.98,2.90,36.50,0.26,0.02,1.00
64,-5.60,2.20,36.98,0.25,0.01,1.00
65,-5.98,4.03,38.37,0.26,0.01,0.99
66,-7.01,5.91,39.21,0.27,0.01,0.99
67,-6.92,7.07,39.34,0.28,0.01,1.00
68,-7.34,9.97,39.33,0.30,0.01,1.00
69,-7.40,12.89,39.47,0.29,0.01,0.99
70,-7.71,13.33,39.71,0.27,0.00,0.99
71,-7.83,12.84,40.26,0.26,0.01,0.98
72,-8.11,12.50,40.53,0.26,0.01,0.98
73,-8.73,12.23,40.64,0.27,0.01,0.99
74,-8.99,12.06,40.15,0.28,0.01,0.99
75,-8.92,11.56,39.22,0.28,0.00,1.00
76,-9.04,10.70,38.40,0.28,0.01,0.99
77,-9.16,9.80,37.73,0.26,-0.00,0.99
78,-9.10,9.13,37.66,0.26,-0.00,0.98
79,-9.37,8.82,37.48,0.24,-0.01,0.99
80,-9.42,8.55,37.57,0.26,-0.01,1.00
81,-8.99,7.27,37.07,0.25,-0.01,0.99
82,-8.50,4.11,36.82,0.24,-0.01,1.00
83,-7.50,1.76,36.84,0.22,-0.02,1.01
84,-7.11,2.26,37.01,0.22,-0.02,0.99
85,-7.86,3.33,37.82,0.22,-0.02,0.99
86,-8.34,4.81,37.82,0.22,-0.03,0.98
87,-9.07,6.34,37.97,0.22,-0.03,0.98
88,-9.39,7.22,38.38,0.22,-0.03,0.98
89,-9.60,8.21,39.13,0.21,-0.04,0.98
90,-10.35,9.18,39.51,0.21,-0.03,0.98
91,-11.05,9.13,40.11,0.20,-0.04,0.96
92,-11.24,6.87,39.57,0.22,-0.03,0.97
93,-11.39,4.47,39.10,0.22,-0.04,0.96
94,-11.85,2.32,38.26,0.23,-0.04,0.97
95,-12.50,0.99,37.36,0.24,-0.05,0.96
96,-13.56,-0.61,36.79,0.24,-0.05,0.96
97,-14.72,-1.74,36.27,0.25,-0.05,0.96
98,-15.25,-1.88,36.09,0.26,-0.05,0.97
99,-15.34,-0.49,36.47,0.25,-0.07,0.98
100,-15.16,2.49,36.61,0.26,-0.08,0.99
101,-15.48,3.83,37.36,0.25,-0.08,0.99
102,-15.65,4.66,37.82,0.25,-0.09,0.99
103,-15.21,4.66,38.03,0.25,-0.08,1.00
104,-14.49,5.74,37.95,0.25,-0.08,1.00
105,-13.73,4.66,37.40,0.25,-0.10,1.00
106,-12.15,2.53,36.44,0.24,-0.10,1.01
107,-11.91,1.66,35.53,0.26,-0.10,0.99
108,-12.53,1.27,34.27,0.25,-0.10,0.98
109,-13.27,0.38,33.77,0.25,-0.11,0.98
110,-14.52,-0.31,33.36,0.25,-0.12,0.98
111,-15.77,-0.66,33.36,0.24,-0.12,0.98
112,-16.99,-0.03,33.44,0.23,-0.12,0.98
113,-17.86,0.11,33.63,0.24,-0.12,0.98
114,-17.98,-0.38,33.33,0.24,-0.12,0.98
115,-17.51,-0.63,32.79,0.25,-0.12,1.00
116,-16.61,-1.60,31.77,0.25,-0.13,1.00
117,-15.50,-2.55,30.87,0.25,-0.13,1.02
118,-14.27,-2.00,30.93,0.24,-0.14,1.01
119,-14.41,-1.82,31.40,0.22,-0.14,0.99
120,-14.73,-1.27,31.97,0.21,-0.14,0.99
121,-14.58,-0.58,32.98,0.22,-0.13,0.99
122,-14.52,0.58,33.44,0.21,-0.13,0.98
123,-15.44,1.27,34.00,0.22,-0.13,0.97
124,-16.66,1.94,34.50,0.23,-0.13,0.96
125,-18.95,1.02,34.38,0.23,-0.13,0.94
126,-20.66,1.19,34.37,0.24,-0.14,0.96
127,-22.11,2.50,34.38,0.24,-0.14,0.96
128,-23.18,3.21,34.69,0.23,-0.15,0.97
129,-23.94,3.89,35.11,0.24,-0.15,0.98
130,-24.35,4.17,35.77,0.24,-0.14,0.98
131,-24.56,5.76,35.80,0.25,-0.14,0.97
132,-24.69,6.69,35.56,0.26,-0.15,0.96
133,-24.60,6.14,35.10,0.26,-0.14,0.97
134,-24.34,6.05,33.95,0.26,-0.15,0.97
135,-24.99,5.47,32.64,0.26,-0.16,0.96
136,-26.09,3.94,31.65,0.27,-0.17,0.96
137,-27.18,2.23,30.55,0.27,-0.18,0.97
138,-27.30,-0.03,29.88,0.26,-0.18,0.99
139,-27.19,-1.77,29.53,0.25,-0.19,1.00
140,-27.30,-1.77,29.57,0.26,-0.20,1.00
141,-27.56,-0.98,30.20,0.25,-0.21,0.99
142,-27.33,1.98,30.90,0.26,-0.21,1.03
143,-26.24,4.60,31.63,0.26,-0.20,1.01
144,-26.08,7.05,31.76,0.26,-0.21,1.01
145,-26.35,8.49,32.35,0.25,-0.21,1.00
146,-26.66,9.16,32.76,0.24,-0.21,0.99
147,-27.22,9.30,33.31,0.24,-0.21,0.98
148,-28.43,10.09,33.68,0.25,-0.22,0.97
149,-30.37,13.34,33.30,0.27,-0.22,0.98
150,-32.24,15.28,32.81,0.27,-0.23,0.95
151,-33.59,15.22,32.06,0.27,-0.24,0.98
152,-33.62,15.57,31.69,0.27,-0.24,0.99
153,-34.20,15.48,31.73,0.26,-0.25,0.99
154,-34.18,16.15,31.65,0.25,-0.25,0.98
155,-34.66,16.49,31.80,0.26,-0.26,0.99
156,-35.02,18.46,31.30,0.26,-0.26,0.98
157,-35.59,20.20,31.18,0.26,-0.26,0.98
158,-36.21,21.85,30.98,0.26,-0.26,0.97
159,-36.64,22.23,30.76,0.25,-0.26,0.97
160,-36.76,23.21,30.78,0.24,-0.28,0.96
161,-37.22,24.29,31.28,0.23,-0.27,0.97
162,-37.89,25.04,31.68,0.22,-0.27,0.95
163,-38.66,26.92,32.05,0.23,-0.28,0.96
164,-38.85,28.02,32.17,0.21,-0.28,0.95
165,-39.13,28.84,31.77,0.22,-0.30,0.97
166,-40.27,31.11,31.45,0.22,-0.30,0.95
167,-39.15,26.03,30.70,0.20,-0.30,0.97
168,-39.24,29.63,28.81,0.22,-0.31,0.96
169,-40.17,22.15,27.77,0.19,-0.33,0.96
170,-40.50,19.50,27.13,0.20,-0.33,0.96
171,-41.45,23.71,26.08,0.20,-0.34,0.96
172,-42.31,23.97,25.01,0.20,-0.36,0.98
173,-41.88,21.22,24.17,0.19,-0.36,1.02
174,-40.73,17.94,22.79,0.20,-0.40,1.06
175,-39.33,13.21,21.85,0.20,-0.40,1.06
176,-38.82,13.88,21.74,0.20,-0.41,1.05
177,-39.44,15.88,21.92,0.19,-0.42,1.05
178,-38.43,18.92,22.32,0.20,-0.42,1.09
179,-36.96,21.34,22.31,0.20,-0.41,1.09
180,-34.81,23.42,22.20,0.20,-0.43,1.10
181,-33.04,26.37,22.37,0.19,-0.43,1.09
182,-31.50,31.36,22.93,0.18,-0.42,1.08
183,-30.32,35.94,23.30,0.18,-0.42,1.08
184,-29.37,39.95,23.16,0.18,-0.42,1.07
185,-28.76,43.44,22.89,0.17,-0.43,1.05
186,-28.11,45.05,22.17,0.14,-0.42,1.03
187,-27.63,44.09,21.60,0.14,-0.43,1.02
188,-27.98,41.80,20.92,0.12,-0.43,1.01
189,-28.32,39.53,19.91,0.11,-0.44,1.00
190,-28.66,36.78,19.27,0.10,-0.44,1.01
191,-28.21,32.47,18.40,0.09,-0.44,1.02
192,-27.95,29.11,17.76,0.09,-0.44,1.01
193,-26.92,25.37,16.79,0.08,-0.44,1.02
194,-26.29,21.30,16.05,0.08,-0.45,1.01
195,-26.26,18.05,14.81,0.09,-0.45,1.02
196,-25.24,15.42,13.53,0.09,-0.46,1.02
197,-24.81,13.45,12.66,0.08,-0.46,1.02
198,-24.64,11.79,12.08,0.08,-0.46,1.01
199,-23.92,10.50,11.74,0.07,-0.46,1.00
200,-22.89,8.35,11.50,0.06,-0.45,1.01
201,-22.41,4.93,11.53,0.04,-0.46,1.00
202,-22.85,1.97,11.65,0.05,-0.46,0.98
203,-23.24,0.29,11.65,0.05,-0.45,0.98
204,-23.65,-0.55,11.60,0.05,-0.45,0.98
205,-24.14,-2.32,11.28,0.07,-0.45,0.98
206,-24.92,-3.13,10.27,0.09,-0.45,0.98
207,-25.97,-2.90,8.92,0.10,-0.45,0.96
208,-26.63,-1.92,6.81,0.11,-0.46,0.97
209,-27.56,-0.44,5.15,0.11,-0.46,0.96
210,-28.37,0.12,3.56,0.10,-0.46,0.96
211,-28.49,1.25,3.24,0.08,-0.46,0.97
212,-28.99,2.90,2.53,0.07,-0.47,0.96
213,-29.21,2.84,2.37,0.07,-0.47,0.95
214,-30.70,3.11,1.59,0.09,-0.48,0.94
215,-32.43,4.95,0.40,0.10,-0.49,0.93
216,-34.26,3.57,-0.06,0.09,-0.50,0.93
217,-34.82,-1.08,-0.17,0.09,-0.50,0.94
218,-36.43,-2.87,-1.39,0.12,-0.51,0.94
219,-37.18,-3.24,-3.40,0.15,-0.51,0.96
220,-36.76,-2.75,-5.95,0.15,-0.52,0.97
221,-36.00,-2.24,-7.47,0.13,-0.52,0.99
222,-35.44,-0.60,-7.74,0.11,-0.53,0.97
223,-35.54,3.16,-7.15,0.10,-0.55,0.95
224,-36.96,5.54,-5.47,0.07,-0.55,0.95
225,-37.76,8.09,-3.33,0.07,-0.56,0.94
226,-38.61,8.73,-1.37,0.07,-0.57,0.95
227,-39.51,10.12,-1.21,0.10,-0.56,0.94
228,-40.14,12.79,-1.94,0.12,-0.57,0.96
229,-39.73,13.71,-3.08,0.13,-0.57,0.96
230,-40.05,17.24,-5.19,0.15,-0.57,0.96
231,-39.89,21.57,-7.69,0.16,-0.57,0.97
232,-38.50,21.80,-9.63,0.14,-0.58,0.98
233,-36.06,20.32,-10.41,0.13,-0.58,0.98
234,-34.05,21.10,-13.19,0.16,-0.58,0.97
235,-32.66,20.75,-15.66,0.16,-0.59,0.97
236,-32.31,16.82,-16.12,0.13,-0.60,0.95
237,-34.03,16.31,-16.40,0.15,-0.61,0.94
238,-36.11,18.12,-17.02,0.14,-0.62,0.94
239,-37.57,19.22,-17.40,0.14,-0.63,0.97
240,-37.11,21.33,-17.11,0.14,-0.64,0.99
241,-35.56,25.42,-16.87,0.15,-0.64,1.02
242,-32.50,28.66,-17.21,0.15,-0.65,1.03
243,-30.35,31.83,-17.04,0.14,-0.65,1.04
244,-27.83,37.04,-17.01,0.16,-0.65,1.03
245,-25.07,45.92,-18.15,0.18,-0.64,1.02
246,-22.02,51.10,-19.89,0.16,-0.64,1.04
247,-19.65,55.15,-22.70,0.16,-0.65,1.03
248,-16.14,57.40,-24.82,0.14,-0.65,1.04
249,-12.95,56.67,-26.58,0.11,-0.64,1.05
250,-10.34,56.60,-29.11,0.10,-0.65,1.01
251,-9.40,53.68,-31.30,0.09,-0.64,0.99
252,-10.34,52.24,-34.58,0.11,-0.64,0.95
253,-11.51,50.08,-37.92,0.09,-0.62,0.95
254,-12.56,46.50,-40.32,0.07,-0.62,0.95
255,-13.08,42.70,-41.36,0.04,-0.62,0.96
256,-12.32,43.91,-41.57,0.04,-0.63,0.97
257,-10.55,45.51,-40.84,0.01,-0.63,1.01
258,-8.26,45.24,-37.69,-0.03,-0.64,1.03
259,-6.31,48.43,-31.91,-0.07,-0.66,1.03
260,-4.52,55.10,-25.60,-0.06,-0.66,1.04
261,-2.66,62.85,-20.09,-0.04,-0.67,1.05
262,1.45,68.58,-15.51,-0.05,-0.66,1.09
263,7.77,71.79,-12.21,-0.02,-0.67,1.14
264,14.34,77.11,-11.56,0.03,-0.66,1.15
265,21.02,82.02,-14.31,0.05,-0.65,1.14
266,26.44,83.91,-18.14,0.06,-0.64,1.12
267,30.41,85.02,-22.44,0.04,-0.63,1.07
268,32.85,82.37,-27.04,0.01,-0.61,1.01
269,33.85,74.37,-30.64,-0.02,-0.60,0.97
270,31.82,65.88,-34.02,-0.05,-0.59,0.92
271,27.47,57.60,-36.55,-0.06,-0.58,0.90
272,22.21,56.69,-38.50,-0.06,-0.56,0.88
273,19.40,60.05,-39.71,-0.05,-0.56,0.88
274,19.16,54.89,-40.11,-0.09,-0.56,0.91
275,19.76,47.40,-40.61,-0.09,-0.55,0.93
276,20.20,45.31,-39.54,-0.09,-0.54,0.95
277,20.87,43.11,-37.91,-0.11,-0.55,0.96
278,21.89,42.69,-35.25,-0.10,-0.54,0.97
279,22.09,47.56,-31.82,-0.10,-0.55,0.95
280,21.82,56.23,-28.44,-0.08,-0.55,0.93
281,22.34,62.93,-26.46,-0.06,-0.54,0.94
282,22.50,68.43,-27.15,-0.03,-0.54,0.95
283,22.78,72.89,-29.07,-0.02,-0.54,0.95
284,22.79,73.95,-31.34,-0.02,-0.53,0.96
285,15.91,73.07,-30.72,-0.05,-0.49,0.94
286,22.92,81.18,-38.00,-0.01,-0.62,0.90
287,21.95,68.81,-40.40,-0.11,-0.51,0.91
288,20.61,60.40,-42.00,-0.11,-0.53,0.89
289,17.40,58.31,-43.25,-0.11,-0.51,0.87
290,14.38,51.18,-44.95,-0.13,-0.51,0.90
291,13.07,42.27,-45.97,-0.12,-0.52,0.92
292,13.44,38.64,-46.84,-0.13,-0.53,0.94
293,15.04,34.99,-45.71,-0.16,-0.53,0.98
294,17.34,30.78,-43.98,-0.17,-0.52,0.98
295,20.05,29.16,-41.42,-0.16,-0.52,0.98
296,20.90,32.21,-40.52,-0.12,-0.51,0.96
297,21.42,37.16,-41.04,-0.10,-0.51,0.95
298,22.21,39.59,-43.40,-0.08,-0.51,0.97
299,23.69,38.26,-46.11,-0.09,-0.51,0.97
300,25.15,35.57,-48.87,-0.10,-0.52,0.97
301,25.22,35.54,-51.79,-0.10,-0.53,0.95
302,26.15,34.32,-54.82,-0.12,-0.54,0.96
303,26.20,29.50,-56.38,-0.16,-0.53,0.97
304,23.30,21.92,-54.24,-0.19,-0.52,0.97
305,28.17,24.46,-56.43,-0.16,-0.63,0.95
306,28.58,18.55,-55.36,-0.21,-0.51,0.97
307,29.92,16.17,-53.62,-0.20,-0.53,0.96
308,29.77,20.47,-51.42,-0.20,-0.51,0.96
309,30.79,23.69,-49.30,-0.20,-0.51,0.98
310,32.61,22.73,-46.93,-0.23,-0.51,1.01
311,34.55,23.71,-45.33,-0.22,-0.52,1.01
312,35.91,25.54,-44.67,-0.20,-0.52,1.01
313,37.69,25.07,-45.54,-0.20,-0.51,1.02
314,39.28,25.24,-47.22,-0.18,-0.51,1.02
315,41.28,24.08,-49.68,-0.17,-0.50,1.02
316,42.96,21.94,-52.47,-0.17,-0.51,1.01
317,43.33,19.24,-55.16,-0.18,-0.52,1.01
318,43.83,15.18,-56.24,-0.20,-0.51,0.99
319,43.54,9.60,-56.79,-0.22,-0.52,0.98
320,42.44,5.65,-57.40,-0.20,-0.51,0.98
321,41.69,4.03,-58.34,-0.19,-0.50,0.98
322,41.60,2.08,-57.89,-0.21,-0.50,1.02
323,42.27,0.82,-56.56,-0.22,-0.50,1.04
324,43.66,3.24,-55.18,-0.21,-0.50,1.05
325,44.76,6.50,-53.27,-0.21,-0.50,1.05
326,46.60,11.18,-51.53,-0.21,-0.50,1.07
327,48.58,15.24,-49.74,-0.23,-0.50,1.07
328,50.14,16.03,-48.20,-0.24,-0.48,1.07
329,51.56,16.09,-47.18,-0.23,-0.47,1.05
