acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
-0.06,-0.17,0.94,-13.05,-6.05,8.58,32.77
-0.04,-0.17,0.95,-13.4,-6.63,10.14,32.86
-0.04,-0.19,0.96,-12.79,-8.06,9.83,32.67
-0.03,-0.19,0.96,-13.82,-7.77,9.91,32.72
-0.01,-0.2,0.97,-13.07,-7.71,9.48,32.77
-0.01,-0.22,0.97,-13.19,-7.62,8.4,32.72
-0.0,-0.24,0.97,-12.63,-6.85,8.02,32.72
-0.0,-0.24,0.97,-12.03,-5.08,7.44,32.86
-0.02,-0.25,0.97,-11.6,-5.76,6.64,32.62
-0.01,-0.27,0.97,-11.18,-5.62,5.98,32.77
0.0,-0.27,0.97,-10.05,-4.47,6.15,32.81
0.02,-0.28,0.97,-9.4,-3.69,6.09,32.67
0.02,-0.31,0.97,-7.88,-1.51,5.42,32.81
0.02,-0.32,0.96,-6.26,-1.02,3.98,32.72
0.02,-0.34,0.96,-4.93,-1.24,2.67,32.72
0.02,-0.35,0.97,-3.69,-2.03,1.3,32.81
0.02,-0.34,0.97,-1.85,-1.25,0.6,32.72
0.02,-0.34,0.98,0.2,0.49,0.37,32.72
0.02,-0.34,0.99,2.52,1.76,-0.12,32.72
0.01,-0.33,1.0,5.62,2.26,-0.72,32.77
0.01,-0.33,1.01,8.98,1.36,-1.07,32.81
0.01,-0.3,0.98,9.76,5.22,0.11,32.77
0.01,-0.29,0.97,11.88,5.36,0.08,32.72
0.0,-0.29,0.95,12.21,5.44,0.15,32.77
0.01,-0.28,0.96,10.96,5.3,-0.72,32.72
0.01,-0.28,0.96,11.19,2.9,-1.95,32.81
0.02,-0.26,0.96,11.68,1.31,-3.08,32.81
0.02,-0.26,0.97,12.02,1.82,-3.51,32.86
0.03,-0.23,0.97,13.63,3.19,-3.95,32.77
0.02,-0.21,0.99,14.81,3.53,-3.95,32.77
0.02,-0.2,0.96,15.88,3.45,-4.35,32.77
0.02,-0.18,0.97,15.77,3.57,-5.13,32.67
0.02,-0.17,0.95,16.43,3.19,-6.02,32.67
0.02,-0.15,0.95,15.66,4.47,-6.63,32.72
0.02,-0.14,0.94,14.52,2.89,-7.85,32.62
0.02,-0.13,0.93,13.11,3.6,-8.72,32.72
