,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0,-8.49,-0.92,1.98,0.12,-0.14,0.95
1,-9.01,-0.72,2.34,0.13,-0.13,0.96
2,-9.85,-0.70,2.35,0.14,-0.14,0.96
3,-10.35,-1.45,1.88,0.14,-0.14,0.96
4,-10.44,-2.23,0.99,0.15,-0.13,0.96
5,-10.76,-3.04,-0.38,0.16,-0.13,0.97
6,-10.18,-3.18,-1.60,0.15,-0.14,0.96
7,-9.97,-0.99,-2.38,0.16,-0.15,0.96
8,-9.91,-0.46,-2.85,0.14,-0.17,0.98
9,-9.33,-3.54,-3.62,0.13,-0.17,0.98
10,-9.89,-4.52,-3.51,0.12,-0.17,0.99
11,-11.76,-0.44,-2.35,0.13,-0.17,0.98
12,-12.64,3.54,-0.81,0.12,-0.17,0.99
13,-12.69,2.03,-0.61,0.10,-0.18,1.00
14,-12.46,-0.08,-0.92,0.11,-0.19,0.99
15,-12.40,0.85,-0.82,0.11,-0.19,0.99
16,-12.78,0.61,-0.69,0.11,-0.20,1.00
17,-12.89,-0.55,-0.50,0.12,-0.20,1.02
18,-12.78,-0.95,-0.17,0.12,-0.20,1.02
19,-12.67,-1.33,-0.20,0.13,-0.19,1.02
20,-12.75,-2.05,-0.11,0.13,-0.20,1.02
21,-12.92,-1.97,0.31,0.13,-0.20,1.01
22,-12.81,-1.30,0.69,0.13,-0.19,1.00
23,-13.16,-1.34,0.98,0.13,-0.20,1.00
24,-13.47,-1.07,0.72,0.13,-0.20,0.98
25,-13.56,-0.66,0.95,0.12,-0.19,0.98
26,-14.05,-1.88,1.42,0.11,-0.20,0.97
27,-15.13,-2.15,1.86,0.11,-0.19,0.96
28,-16.05,-1.63,2.34,0.12,-0.19,0.96
29,-17.15,-2.11,2.50,0.12,-0.19,0.96
30,-17.91,-2.89,2.49,0.13,-0.19,0.97
31,-18.41,-3.10,2.58,0.13,-0.19,0.98
32,-18.96,-3.13,2.58,0.14,-0.20,0.98
33,-19.37,-3.51,2.34,0.14,-0.20,0.97
34,-19.77,-3.92,2.23,0.14,-0.20,0.98
35,-20.26,-3.60,2.14,0.15,-0.21,0.98
36,-20.55,-4.12,1.65,0.13,-0.21,0.99
37,-20.37,-5.08,1.25,0.13,-0.22,0.99
38,-20.90,-4.53,0.90,0.15,-0.23,0.99
39,-20.72,-2.63,0.96,0.14,-0.23,1.00
40,-20.26,-1.36,0.73,0.14,-0.23,1.02
41,-19.89,-0.41,1.11,0.13,-0.25,1.02
42,-19.86,-0.79,1.80,0.12,-0.24,1.02
43,-19.82,-2.02,2.78,0.11,-0.25,1.03
44,-20.03,-1.83,4.37,0.12,-0.26,1.02
45,-20.60,-1.63,5.44,0.12,-0.25,1.02
46,-20.67,-0.23,6.31,0.13,-0.25,1.03
47,-20.31,1.69,6.79,0.13,-0.26,1.02
48,-19.88,2.84,6.70,0.15,-0.26,1.03
49,-19.15,3.62,6.18,0.15,-0.26,1.04
50,-18.69,3.76,5.28,0.16,-0.26,1.03
51,-18.08,3.47,4.76,0.14,-0.26,1.03
52,-18.00,2.93,5.05,0.13,-0.26,1.03
53,-17.88,1.80,5.07,0.13,-0.27,1.03
54,-17.53,2.49,4.95,0.13,-0.28,1.04
55,-16.82,3.51,4.66,0.12,-0.28,1.03
56,-15.83,3.63,4.90,0.10,-0.29,1.03
57,-14.70,5.16,5.18,0.10,-0.28,1.03
58,-14.85,7.22,6.17,0.09,-0.27,1.01
59,-15.10,7.98,6.87,0.07,-0.27,1.00
60,-15.42,8.26,7.63,0.07,-0.26,1.00
61,-16.15,8.66,8.73,0.06,-0.26,0.98
62,-16.93,8.35,9.31,0.06,-0.27,0.98
63,-17.51,7.05,10.11,0.06,-0.25,0.97
64,-18.46,5.21,11.18,0.06,-0.26,0.96
65,-19.56,4.38,11.89,0.06,-0.26,0.97
