,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0,1.30,-2.49,-12.31,0.28,-0.21,1.03
1,1.07,-2.46,-12.56,0.29,-0.21,1.02
2,0.52,-1.22,-12.69,0.29,-0.21,1.02
3,0.46,0.34,-12.64,0.29,-0.21,1.02
4,0.47,1.05,-12.58,0.29,-0.21,1.02
5,0.35,2.76,-12.70,0.31,-0.21,1.02
6,0.58,4.43,-12.85,0.31,-0.20,1.02
7,0.23,4.81,-13.54,0.31,-0.20,1.02
8,0.27,5.25,-14.02,0.33,-0.20,1.01
9,0.67,6.11,-14.52,0.32,-0.20,1.00
10,0.55,5.48,-15.44,0.33,-0.20,1.00
11,0.50,5.48,-16.12,0.33,-0.20,0.99
12,0.20,5.15,-17.36,0.35,-0.20,0.98
13,-0.03,5.15,-18.46,0.35,-0.19,0.97
14,-0.96,4.35,-19.50,0.35,-0.19,0.98
15,-1.24,4.08,-20.50,0.34,-0.20,0.97
16,-2.24,3.56,-21.34,0.33,-0.20,0.98
17,-2.82,2.72,-21.89,0.33,-0.20,0.97
18,-3.25,3.54,-22.02,0.34,-0.20,0.98
19,-3.16,5.28,-22.12,0.34,-0.20,0.98
20,-3.28,7.56,-22.17,0.34,-0.20,0.98
21,-3.86,8.81,-22.56,0.35,-0.19,0.99
22,-4.03,9.92,-23.02,0.35,-0.19,0.98
23,-4.32,10.81,-23.89,0.35,-0.20,0.98
24,-4.64,10.44,-24.55,0.34,-0.20,0.98
25,-4.52,9.18,-25.60,0.34,-0.20,1.00
26,-4.44,8.52,-26.60,0.33,-0.20,1.01
27,-4.31,7.97,-27.28,0.32,-0.21,1.01
28,-3.86,6.35,-28.05,0.31,-0.21,1.02
29,-3.57,4.69,-28.69,0.30,-0.22,1.02
30,-4.52,2.98,-29.54,0.30,-0.22,1.02
31,-4.60,2.47,-29.86,0.28,-0.21,1.03
32,-4.96,2.49,-30.08,0.29,-0.22,1.02
33,-5.33,3.63,-30.15,0.29,-0.22,1.03
34,-5.62,7.01,-29.89,0.30,-0.22,1.05
35,-5.65,9.88,-30.35,0.31,-0.22,1.04
36,-5.05,10.49,-30.92,0.32,-0.22,1.05
37,-4.92,10.81,-31.42,0.29,-0.23,1.04
38,-5.02,9.86,-32.35,0.29,-0.23,1.05
39,-4.64,8.14,-33.05,0.28,-0.24,1.05
40,-4.09,6.55,-33.77,0.28,-0.24,1.07
41,-3.44,4.38,-34.31,0.27,-0.25,1.07
42,-2.78,2.55,-34.78,0.25,-0.24,1.08
43,-2.00,1.62,-34.49,0.25,-0.24,1.08
44,-1.73,0.87,-34.75,0.25,-0.24,1.06
45,-1.71,1.01,-34.63,0.25,-0.23,1.06
46,-2.37,1.56,-34.73,0.26,-0.23,1.05
47,-2.58,3.25,-34.55,0.27,-0.23,1.03
48,-2.78,4.05,-34.52,0.26,-0.23,1.03
49,-2.72,6.61,-33.80,0.26,-0.23,1.02
50,-2.75,7.33,-33.73,0.27,-0.23,1.01
51,-2.03,8.99,-33.21,0.27,-0.24,1.01
52,-2.08,8.11,-32.89,0.26,-0.23,0.99
53,-1.51,5.98,-33.40,0.26,-0.23,1.01
54,-1.30,4.09,-33.68,0.26,-0.22,1.00
55,-2.11,1.42,-34.35,0.25,-0.23,1.00
56,-2.12,1.56,-34.24,0.26,-0.23,1.01
57,-2.41,-0.27,-34.58,0.25,-0.22,1.02
58,-3.24,-1.50,-34.64,0.25,-0.22,1.01
59,-3.77,-2.03,-34.67,0.26,-0.21,1.01
60,-3.97,-0.03,-33.88,0.27,-0.21,1.01
61,-4.02,1.92,-33.60,0.28,-0.21,1.00
62,-4.17,2.40,-33.31,0.27,-0.21,1.01
63,-4.70,1.19,-33.73,0.28,-0.20,1.03
64,-4.44,0.49,-33.88,0.28,-0.20,1.02
65,-3.80,0.40,-33.89,0.28,-0.20,1.01
66,-3.60,0.06,-34.24,0.27,-0.20,1.01
67,-3.97,-0.96,-34.35,0.27,-0.20,1.00
68,-4.95,-2.56,-34.67,0.26,-0.20,1.02
69,-4.44,-2.11,-34.43,0.26,-0.21,1.01
70,-4.02,-3.68,-34.73,0.27,-0.20,1.02
71,-3.94,-4.32,-34.56,0.26,-0.19,1.02
72,-4.61,-7.53,-35.27,0.26,-0.19,1.02
73,-5.15,-9.68,-35.79,0.27,-0.19,1.02
