,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0,32.76,9.95,5.94,0.01,0.18,1.03
1,32.95,9.30,6.34,0.00,0.19,1.03
2,32.23,8.17,5.85,0.01,0.19,1.01
3,31.28,8.00,5.48,0.02,0.20,0.99
4,30.05,7.62,4.95,0.02,0.20,1.00
5,28.82,7.56,5.24,0.02,0.20,1.00
6,27.63,8.53,4.90,0.03,0.20,1.01
7,27.37,9.80,4.85,0.04,0.20,1.02
8,27.07,11.56,4.49,0.03,0.19,1.03
9,26.87,11.85,4.73,0.01,0.20,1.04
10,27.15,11.37,4.64,-0.00,0.20,1.04
11,27.33,10.78,4.99,-0.01,0.20,1.04
12,27.60,9.19,5.16,-0.01,0.21,1.04
13,27.92,8.55,5.51,-0.01,0.21,1.04
14,28.58,8.03,5.44,-0.01,0.22,1.04
15,29.04,7.92,5.51,-0.01,0.21,1.04
16,29.31,7.62,5.59,-0.00,0.23,1.02
17,29.45,7.73,5.73,-0.00,0.23,1.02
18,29.05,7.31,5.68,-0.01,0.23,1.01
19,28.96,7.47,6.14,-0.00,0.24,1.01
20,28.41,7.36,7.01,-0.01,0.25,1.00
21,27.66,7.60,7.74,0.00,0.26,1.01
22,27.01,9.10,8.03,0.01,0.27,1.00
23,26.44,10.35,7.85,0.02,0.27,1.00
24,26.06,10.87,7.85,0.02,0.27,1.01
25,25.80,10.78,8.17,0.02,0.26,1.02
26,25.95,9.59,7.73,0.01,0.26,1.03
27,26.14,7.37,6.66,0.01,0.25,1.04
28,26.72,4.73,5.59,0.02,0.24,1.05
29,27.11,2.85,5.18,0.02,0.24,1.05
30,27.24,2.46,4.61,0.03,0.24,1.05
31,27.47,2.84,4.08,0.02,0.25,1.06
32,27.83,4.46,3.80,0.03,0.25,1.06
33,28.31,6.21,3.57,0.02,0.25,1.07
34,28.93,7.92,4.09,-0.00,0.26,1.07
35,29.82,8.46,4.78,-0.01,0.26,1.07
36,30.76,8.15,5.68,-0.03,0.25,1.07
37,31.54,8.06,6.05,-0.02,0.26,1.09
38,32.58,7.85,6.70,-0.02,0.26,1.09
39,33.45,8.64,6.69,-0.00,0.26,1.08
40,34.70,9.83,6.24,0.00,0.26,1.08
41,35.44,10.20,5.91,-0.01,0.26,1.10
42,36.18,9.54,5.53,-0.02,0.27,1.09
43,36.90,9.33,5.50,-0.03,0.27,1.09
44,37.69,8.38,5.62,-0.03,0.28,1.08
45,38.38,8.20,5.92,-0.04,0.29,1.07
46,39.13,8.05,6.29,-0.02,0.29,1.06
47,39.74,8.41,6.09,-0.03,0.30,1.06
48,40.03,8.89,6.47,-0.04,0.30,1.06
49,40.32,9.63,6.67,-0.02,0.30,1.04
50,40.67,10.27,6.63,-0.02,0.31,1.03
51,41.19,10.46,6.67,-0.03,0.31,1.04
52,41.80,10.49,6.87,-0.03,0.32,1.03
53,42.43,10.49,6.82,-0.04,0.32,1.02
54,42.09,9.98,7.40,-0.03,0.33,1.02
55,41.98,9.59,7.62,-0.04,0.34,1.00
56,42.24,10.06,7.91,-0.03,0.34,1.02
57,42.05,10.29,8.02,-0.04,0.35,1.01
58,42.17,10.85,8.27,-0.03,0.35,1.01
59,42.37,10.95,8.46,-0.03,0.36,1.00
60,42.58,11.15,8.69,-0.03,0.36,1.00
61,42.84,10.37,8.43,-0.03,0.36,1.00
62,43.10,9.34,8.66,-0.04,0.37,1.01
63,43.82,9.62,8.89,-0.03,0.37,1.00
64,44.73,10.73,8.61,-0.02,0.38,0.99
65,45.39,11.68,8.44,-0.02,0.39,0.99
66,45.66,12.72,8.37,-0.02,0.39,0.97
67,45.71,12.56,8.20,-0.03,0.40,0.96
68,45.24,12.11,8.02,-0.03,0.41,0.95
69,45.16,11.16,8.15,-0.04,0.41,0.96
70,45.33,10.23,8.43,-0.04,0.41,0.96
71,44.92,9.89,8.20,-0.02,0.42,0.95
72,44.37,10.08,8.38,-0.02,0.43,0.95
73,44.15,10.90,8.52,-0.03,0.44,0.94
74,44.12,12.00,8.49,-0.02,0.45,0.94
75,43.85,12.67,8.75,-0.02,0.46,0.94
76,43.48,12.21,8.84,-0.03,0.46,0.94
77,43.07,11.73,8.58,-0.03,0.47,0.94
78,42.84,11.02,8.55,-0.04,0.48,0.94
79,42.63,9.97,8.92,-0.04,0.49,0.94
80,42.08,9.05,8.64,-0.05,0.51,0.93
81,41.68,8.18,8.34,-0.05,0.51,0.94
