acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
-0.68,-0.18,0.65,-1.85,-3.04,-6.85,32.72
-0.66,-0.16,0.64,-2.78,-3.63,-7.95,32.67
-0.67,-0.15,0.63,-2.9,-4.17,-7.89,32.62
-0.68,-0.15,0.63,-3.76,-4.92,-8.12,32.67
-0.67,-0.14,0.62,-5.13,-3.19,-7.44,32.72
-0.68,-0.13,0.64,-7.92,-3.16,-6.9,32.72
-0.68,-0.15,0.65,-7.59,-4.14,-6.47,32.67
-0.67,-0.16,0.65,-5.94,-6.35,-7.85,32.81
-0.67,-0.17,0.66,-5.13,-7.69,-8.93,32.77
-0.66,-0.18,0.66,-4.46,-6.58,-9.79,32.62
-0.66,-0.18,0.66,-4.56,-5.22,-9.92,32.67
-0.68,-0.17,0.65,-5.36,-3.94,-8.9,32.77
-0.67,-0.18,0.64,-5.47,-3.15,-6.75,32.72
-0.68,-0.17,0.64,-6.29,-1.71,-4.03,32.77
-0.69,-0.18,0.66,-7.3,-2.26,-2.49,32.72
-0.71,-0.18,0.65,-7.6,-4.56,-1.83,32.77
-0.69,-0.19,0.64,-8.63,-6.96,-1.8,32.72
-0.7,-0.2,0.65,-10.44,-11.15,-2.2,32.81
-0.68,-0.22,0.64,-12.15,-11.73,-2.98,32.81
-0.68,-0.25,0.66,-12.09,-14.41,-3.36,32.77
-0.68,-0.26,0.68,-10.85,-15.53,-3.08,32.86
-0.66,-0.29,0.69,-7.74,-13.33,-1.45,32.81
-0.66,-0.28,0.68,-6.58,-10.37,0.34,32.72
-0.66,-0.28,0.7,-5.34,-8.87,0.55,32.86
-0.66,-0.28,0.7,-5.3,-6.78,1.22,32.81
-0.66,-0.26,0.69,-4.9,-6.66,1.48,32.72
-0.65,-0.26,0.68,-4.89,-6.87,2.26,32.72
-0.64,-0.25,0.71,-4.41,-8.21,1.92,32.77
-0.63,-0.26,0.71,-3.36,-9.13,0.56,32.67
-0.62,-0.26,0.7,-2.69,-9.48,-0.44,32.72
-0.6,-0.26,0.69,-2.08,-8.84,-0.78,32.77
-0.59,-0.25,0.69,-1.63,-8.85,0.38,32.72
-0.56,-0.25,0.68,-0.66,-6.41,-0.15,32.86
-0.55,-0.22,0.69,0.43,-2.98,-0.84,32.72
-0.56,-0.22,0.67,0.43,-0.58,-1.8,32.81
-0.56,-0.19,0.66,-1.07,0.81,-2.14,32.77
-0.57,-0.18,0.67,-1.83,0.72,-2.38,32.77
-0.59,-0.18,0.67,-2.82,0.24,-3.04,32.72
-0.58,-0.2,0.67,-3.13,-0.73,-4.26,32.81
-0.6,-0.2,0.69,-3.37,-1.4,-4.55,32.72
-0.59,-0.2,0.68,-4.21,0.61,-4.32,32.77
-0.6,-0.22,0.69,-3.3,0.18,-4.44,32.77
-0.61,-0.22,0.7,-1.73,0.14,-4.87,32.81
-0.61,-0.21,0.7,-0.69,-0.44,-5.31,32.81
-0.62,-0.21,0.71,0.4,0.84,-5.4,32.72
-0.63,-0.21,0.69,1.1,1.18,-4.98,32.67
-0.64,-0.19,0.7,0.05,1.65,-3.48,32.77
-0.65,-0.2,0.69,-0.14,1.82,-2.47,32.86
-0.65,-0.2,0.68,-1.51,2.43,-1.57,32.81
-0.64,-0.21,0.69,-2.41,0.84,-1.66,32.72
-0.64,-0.21,0.69,-1.56,-0.99,-2.81,32.81
-0.63,-0.21,0.67,-1.53,-0.34,-2.27,32.81
-0.63,-0.21,0.67,-1.89,-0.41,-2.46,32.81
-0.62,-0.2,0.66,-3.11,1.8,-1.39,32.72
-0.62,-0.2,0.66,-3.37,2.41,-0.84,32.77
-0.62,-0.21,0.66,-2.89,2.56,-0.72,32.77
-0.62,-0.2,0.67,-3.01,2.11,-1.34,32.67
-0.63,-0.21,0.66,-3.39,1.5,-1.54,32.81
