acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
-0.28,-0.07,0.95,-3.02,-3.66,0.08,30.79
-0.27,-0.07,0.96,-2.7,-3.5,-0.95,30.69
-0.27,-0.06,0.95,-2.79,-2.46,-1.51,30.65
-0.28,-0.07,0.95,-2.75,-1.24,-0.81,30.79
-0.28,-0.07,0.95,-2.58,-0.6,-0.29,30.79
-0.28,-0.07,0.95,-2.79,-0.5,-0.49,30.74
-0.28,-0.07,0.95,-1.4,-0.06,-1.08,30.69
-0.29,-0.07,0.95,-0.85,0.12,-1.97,30.74
-0.3,-0.06,0.95,-0.47,-0.03,-2.26,30.74
-0.29,-0.06,0.96,0.29,0.17,-3.02,30.69
-0.3,-0.05,0.96,0.52,0.67,-3.22,30.69
-0.3,-0.05,0.95,1.62,0.72,-3.33,30.69
-0.3,-0.05,0.94,2.17,0.63,-3.83,30.65
-0.31,-0.04,0.93,2.23,1.07,-3.37,30.65
-0.32,-0.03,0.93,1.4,2.17,-2.11,30.65
-0.33,-0.02,0.93,0.26,3.21,-0.32,30.79
-0.34,-0.03,0.94,-0.32,2.43,-0.09,30.69
-0.34,-0.02,0.93,-0.61,1.01,-0.49,30.69
-0.33,-0.02,0.93,-1.48,-0.47,-0.53,30.74
-0.32,-0.02,0.94,-2.41,-0.38,-0.82,30.69
-0.3,-0.04,0.93,-3.27,0.32,-1.01,30.74
-0.3,-0.04,0.94,-3.28,0.37,-1.21,30.74
-0.31,-0.05,0.93,-2.56,1.08,-1.02,30.69
-0.31,-0.05,0.94,-0.78,0.63,-1.25,30.69
-0.31,-0.04,0.94,0.18,0.5,-1.19,30.79
-0.32,-0.04,0.92,-0.41,0.49,-0.27,30.69
-0.31,-0.04,0.92,-1.11,1.05,1.01,30.79
-0.31,-0.03,0.92,-1.59,0.35,1.56,30.69
-0.3,-0.04,0.93,-1.8,-0.46,0.9,30.79
-0.29,-0.06,0.94,-1.22,-0.96,-0.17,30.69
-0.28,-0.05,0.94,-1.01,-0.92,-0.55,30.65
-0.27,-0.05,0.93,-0.76,0.93,-0.55,30.79
-0.28,-0.03,0.94,-1.31,1.24,-1.11,30.69
-0.29,-0.03,0.93,-2.35,0.46,-2.21,30.74
-0.29,-0.03,0.93,-3.07,0.78,-1.89,30.74
-0.29,-0.03,0.94,-3.59,1.11,-1.98,30.69
-0.31,-0.03,0.95,-4.32,0.46,-1.8,30.69
-0.31,-0.04,0.94,-3.8,-0.27,-1.47,30.74
-0.32,-0.04,0.94,-3.07,-1.33,-1.85,30.65
-0.31,-0.04,0.95,-2.5,-1.34,-2.0,30.69
-0.3,-0.04,0.96,-1.83,0.27,-1.11,30.69
-0.31,-0.03,0.95,-1.57,0.89,-0.89,30.79
-0.32,-0.04,0.95,-0.73,0.32,-0.99,30.69
-0.34,-0.04,0.95,-0.6,-1.91,-2.09,30.69
