,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0,-5.44,8.81,-16.00,0.28,-0.09,1.05
1,-4.56,9.10,-16.84,0.28,-0.10,1.06
2,-3.80,8.84,-17.51,0.28,-0.10,1.07
3,-2.58,9.22,-18.18,0.28,-0.10,1.09
4,-1.48,9.36,-19.08,0.28,-0.10,1.08
5,-0.79,8.18,-20.43,0.28,-0.10,1.09
6,-0.63,6.53,-21.30,0.26,-0.10,1.08
7,-0.03,5.15,-22.14,0.26,-0.10,1.07
8,0.40,2.92,-22.72,0.27,-0.10,1.05
9,1.33,2.44,-23.51,0.27,-0.11,1.04
10,-0.96,-1.85,-24.82,0.26,-0.09,1.05
11,-0.38,-2.82,-25.54,0.26,-0.11,1.05
12,0.14,-3.80,-25.68,0.26,-0.11,1.05
13,-0.73,-5.85,-26.61,0.26,-0.10,1.05
14,-0.26,-6.31,-27.37,0.26,-0.11,1.05
15,-0.82,-5.39,-28.06,0.26,-0.10,1.06
16,-1.74,-3.73,-28.64,0.27,-0.09,1.06
17,-2.03,-1.74,-29.48,0.26,-0.10,1.06
18,-2.89,1.10,-30.35,0.26,-0.09,1.06
19,-3.56,3.37,-30.92,0.26,-0.08,1.06
20,-4.37,5.74,-32.02,0.27,-0.09,1.07
21,-4.47,7.31,-33.07,0.26,-0.09,1.07
22,-4.93,7.24,-33.98,0.25,-0.09,1.07
23,-4.82,7.04,-34.76,0.25,-0.11,1.06
24,-5.01,5.71,-35.66,0.25,-0.10,1.07
25,-5.28,3.76,-36.40,0.26,-0.10,1.08
26,-5.47,1.54,-37.47,0.25,-0.10,1.09
27,-5.15,0.05,-38.47,0.25,-0.11,1.08
28,-4.58,-1.04,-39.27,0.24,-0.11,1.09
29,-4.26,-3.59,-40.20,0.23,-0.11,1.08
30,-4.20,-5.13,-41.28,0.23,-0.12,1.07
31,-4.63,-5.76,-42.02,0.24,-0.12,1.07
32,-4.66,-5.65,-42.69,0.24,-0.13,1.06
33,-5.10,-4.89,-43.71,0.24,-0.13,1.05
34,-5.37,-3.79,-44.37,0.24,-0.14,1.03
35,-6.72,-3.79,-44.67,0.22,-0.13,1.04
36,-6.38,-4.87,-44.87,0.20,-0.14,1.06
37,-5.15,-3.65,-44.11,0.20,-0.14,1.07
38,-3.86,-2.29,-43.56,0.20,-0.13,1.07
39,-2.93,-1.02,-43.36,0.20,-0.14,1.07
40,-1.97,-0.43,-43.89,0.20,-0.14,1.07
41,-1.24,-0.38,-44.40,0.20,-0.13,1.06
42,-1.08,-0.61,-45.19,0.20,-0.13,1.06
43,-0.87,-0.73,-45.85,0.20,-0.13,1.05
44,-0.89,-3.27,-46.23,0.19,-0.13,1.05
45,-0.52,-5.05,-45.77,0.19,-0.14,1.05
46,-0.06,-6.55,-45.30,0.20,-0.14,1.04
47,0.50,-8.05,-45.15,0.20,-0.14,1.05
48,0.41,-9.56,-45.19,0.21,-0.14,1.05
49,0.72,-11.91,-45.22,0.20,-0.14,1.04
50,0.35,-14.14,-45.37,0.19,-0.13,1.04
51,-0.12,-15.60,-45.36,0.20,-0.13,1.03
52,-1.15,-15.88,-44.41,0.19,-0.13,1.03
53,-1.66,-15.82,-44.34,0.19,-0.13,1.03
54,-2.24,-14.49,-43.88,0.21,-0.12,1.04
55,-2.23,-12.38,-43.77,0.22,-0.13,1.04
56,-2.34,-9.51,-43.82,0.22,-0.12,1.04
57,-2.47,-7.13,-43.65,0.23,-0.13,1.03
58,-2.99,-5.05,-43.25,0.21,-0.12,1.04
59,-2.63,-5.50,-43.19,0.21,-0.12,1.03
60,-2.15,-4.84,-43.04,0.21,-0.12,1.04
61,-2.67,-4.34,-42.82,0.21,-0.10,1.04
62,-3.27,-4.81,-42.85,0.21,-0.11,1.04
63,-3.53,-5.28,-42.61,0.22,-0.12,1.03
64,-4.50,-5.01,-42.56,0.23,-0.11,1.03
65,-4.76,-5.60,-42.67,0.23,-0.11,1.03
66,-4.95,-5.56,-42.37,0.23,-0.11,1.03
67,-4.95,-4.73,-41.98,0.24,-0.09,1.03
68,-4.75,-5.05,-41.97,0.23,-0.09,1.05
69,-4.66,-5.01,-41.71,0.23,-0.10,1.03
70,-4.87,-4.47,-41.50,0.23,-0.10,1.03
71,-5.51,-4.23,-41.33,0.23,-0.09,1.03
72,-5.77,-4.34,-41.40,0.23,-0.09,1.03
73,-6.18,-3.83,-41.30,0.25,-0.10,1.02
74,-6.55,-2.66,-41.36,0.24,-0.10,1.03
75,-6.79,-1.63,-41.42,0.25,-0.10,1.03
76,-6.34,-2.24,-41.53,0.23,-0.11,1.04
77,-5.25,-1.71,-40.99,0.23,-0.11,1.05
78,-5.08,-2.46,-40.90,0.23,-0.11,1.06
79,-4.67,-3.97,-40.92,0.23,-0.10,1.06
80,-4.17,-3.95,-41.15,0.24,-0.09,1.05
81,-4.08,-3.15,-41.13,0.24,-0.10,1.04
82,-4.61,-2.41,-41.07,0.23,-0.10,1.04
83,-5.22,-2.95,-41.22,0.23,-0.10,1.02
84,-5.16,-2.78,-41.68,0.24,-0.10,1.02
85,-5.42,-1.31,-41.42,0.24,-0.10,1.03
