,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0,9.19,-11.82,0.31,-0.07,0.95,"30.22[0m
"
1,-9.83,7.39,-12.49,0.29,-0.07,0.96
2,-9.40,4.49,-13.30,0.28,-0.08,0.98
3,-8.81,2.81,-13.50,0.27,-0.08,0.99
4,-8.20,2.35,-13.40,0.27,-0.08,1.00
5,-7.88,2.00,-12.92,0.26,-0.09,0.99
6,-7.01,1.25,-12.40,0.25,-0.09,1.00
7,-7.34,1.18,-12.20,0.26,-0.09,0.99
8,-6.82,3.02,-11.19,0.26,-0.10,0.98
9,-6.55,1.98,-11.07,0.26,-0.09,0.97
10,-6.67,1.86,-10.24,0.26,-0.08,0.98
11,-7.65,1.53,-10.11,0.25,-0.07,0.97
12,-8.66,0.87,-9.57,0.25,-0.07,0.95
13,-9.44,1.36,-8.87,0.26,-0.06,0.95
14,-10.29,2.76,-8.23,0.27,-0.05,0.95
15,-11.47,4.66,-8.12,0.27,-0.06,0.95
16,-12.67,7.95,-7.86,0.27,-0.05,0.94
17,-13.98,9.83,-7.53,0.26,-0.05,0.94
18,-13.73,8.32,-7.22,0.24,-0.06,0.94
19,-14.64,5.59,-6.87,0.24,-0.06,0.93
20,-14.82,5.05,-6.73,0.24,-0.06,0.94
21,-15.22,3.13,-6.58,0.24,-0.07,0.95
22,-15.15,2.46,-6.60,0.25,-0.07,0.95
23,-15.13,4.20,-6.27,0.26,-0.08,0.95
24,-15.31,4.98,-6.03,0.26,-0.08,0.95
25,-15.57,4.02,-5.76,0.25,-0.08,0.94
26,-16.14,2.52,-5.88,0.24,-0.08,0.94
27,-16.67,2.66,-5.47,0.25,-0.09,0.94
28,-17.04,2.69,-5.30,0.24,-0.09,0.92
29,-18.08,2.37,-5.15,0.24,-0.09,0.93
30,-18.70,1.44,-4.81,0.23,-0.09,0.91
31,-19.63,0.56,-4.52,0.23,-0.09,0.92
32,-20.81,-0.29,-4.14,0.24,-0.09,0.92
33,-21.98,-0.37,-3.63,0.25,-0.10,0.92
34,-23.28,0.14,-3.30,0.26,-0.10,0.93
35,-24.20,1.42,-2.79,0.26,-0.11,0.93
36,-23.97,2.44,-2.56,0.24,-0.09,0.90
37,-23.98,-0.43,-2.85,0.27,-0.11,1.01
38,-22.81,-1.33,-2.87,0.25,-0.12,1.01
39,-13.04,4.50,-1.18,0.28,-0.14,0.95
40,-10.84,13.77,0.53,0.28,-0.11,0.96
41,-16.23,16.64,0.60,0.26,-0.13,1.01
42,-21.54,15.11,0.58,0.25,-0.12,0.98
43,-23.47,11.07,0.43,0.24,-0.12,0.96
44,-23.04,9.39,0.26,0.24,-0.12,0.94
45,-24.44,18.41,2.08,0.26,-0.12,0.93
46,-27.25,24.05,3.13,0.24,-0.13,0.93
47,-27.57,21.31,3.18,0.23,-0.15,0.96
48,-27.59,14.40,2.03,0.22,-0.15,0.99
49,-27.51,9.45,1.13,0.22,-0.16,1.00
50,-25.15,4.29,0.18,0.21,-0.16,1.02
51,-22.89,0.29,-0.15,0.21,-0.17,1.05
52,-20.14,-1.07,-0.09,0.22,-0.17,1.05
53,-19.66,-1.69,0.12,0.21,-0.18,1.05
54,-19.42,-2.52,0.08,0.21,-0.18,1.05
55,-19.98,-2.47,1.04,0.21,-0.17,1.05
56,-21.33,-2.53,2.15,0.20,-0.17,1.05
57,-21.37,0.12,3.66,0.22,-0.18,1.06
58,-22.82,1.68,4.46,0.22,-0.17,1.05
59,-23.16,3.71,4.92,0.24,-0.18,1.06
60,-23.10,4.60,5.51,0.24,-0.18,1.05
61,-22.66,4.69,5.76,0.23,-0.19,1.06
62,-22.09,3.85,5.86,0.23,-0.18,1.04
63,-21.48,2.76,5.86,0.24,-0.18,1.04
64,-20.53,2.23,5.53,0.24,-0.19,1.05
65,-22.12,1.01,4.72,0.25,-0.18,1.05
66,-21.94,2.41,5.08,0.24,-0.19,1.04
67,-20.89,3.71,5.51,0.23,-0.19,1.04
68,-22.43,1.22,5.59,0.20,-0.18,1.05
69,-21.63,1.89,6.21,0.21,-0.20,1.06
70,-21.66,3.44,6.84,0.20,-0.20,1.05
71,-20.40,4.69,7.27,0.20,-0.21,1.05
72,-20.61,2.76,7.42,0.19,-0.21,1.06
73,-18.40,3.16,8.24,0.17,-0.21,1.04
74,-18.12,2.23,8.81,0.19,-0.22,1.04
75,-18.41,2.02,9.24,0.19,-0.21,1.02
76,-18.55,2.44,9.80,0.18,-0.21,1.01
77,-17.19,3.18,10.75,0.19,-0.23,1.00
78,-19.85,1.21,11.25,0.17,-0.21,1.02
79,-19.33,2.55,13.04,0.18,-0.22,1.00
80,-19.59,5.74,14.35,0.19,-0.22,1.00
81,-20.35,8.47,15.07,0.21,-0.23,0.99
82,-21.40,10.53,16.11,0.21,-0.22,1.00
83,-21.53,11.65,16.95,0.19,-0.22,1.02
84,-21.34,11.69,17.51,0.20,-0.23,1.03
85,-20.63,11.68,17.95,0.19,-0.22,1.04
86,-19.63,12.87,18.64,0.21,-0.23,1.05
87,-18.17,13.37,18.72,0.20,-0.23,1.07
88,-16.53,13.36,18.78,0.19,-0.23,1.06
89,-15.39,12.15,19.16,0.18,-0.23,1.07
90,-13.77,9.44,19.18,0.18,-0.24,1.04
91,-13.22,9.37,19.40,0.18,-0.24,1.03
92,-13.37,9.28,19.47,0.19,-0.24,1.02
93,-14.05,7.13,19.54,0.18,-0.24,1.01
94,-14.78,5.40,19.30,0.17,-0.24,1.00
95,-14.90,4.55,19.40,0.18,-0.26,1.00
96,-15.39,5.59,20.08,0.16,-0.26,1.00
97,-16.85,7.54,21.01,0.16,-0.26,1.02
98,-16.29,9.74,22.26,0.16,-0.27,1.00
99,-17.18,8.72,22.87,0.15,-0.27,1.03
100,-16.73,5.77,23.63,0.14,-0.27,1.04
101,-16.43,4.11,24.52,0.14,-0.27,1.04
102,-16.34,4.14,25.45,0.14,-0.26,1.04
103,-17.11,4.79,26.17,0.15,-0.26,1.04
104,-17.73,4.49,26.73,0.15,-0.26,1.02
105,-18.52,5.33,28.03,0.16,-0.27,1.02
106,-18.69,6.63,29.21,0.16,-0.27,1.01
107,-18.50,6.43,30.23,0.17,-0.27,1.01
108,-18.11,5.76,30.95,0.17,-0.27,1.01
109,-17.37,6.15,31.57,0.18,-0.26,1.02
110,-17.30,7.73,31.88,0.19,-0.26,1.02
111,-16.60,7.04,32.09,0.19,-0.27,1.03
