acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
-0.52,0.04,0.84,2.96,6.55,-22.27,30.84
-0.51,0.07,0.89,-0.46,9.57,-19.27,30.88
-0.55,0.07,0.86,-1.88,9.18,-15.76,30.88
-0.56,0.07,0.88,-4.67,9.07,-11.33,30.88
-0.57,0.07,0.87,-7.07,6.69,-5.19,30.84
-0.59,0.06,0.87,-7.77,3.11,0.0,30.88
-0.59,0.06,0.87,-8.35,-0.63,2.64,30.93
-0.56,0.05,0.89,-8.72,-4.5,3.15,30.84
-0.52,0.03,0.89,-7.34,-4.44,1.68,30.84
-0.51,0.03,0.89,-5.82,-4.31,-0.31,30.98
-0.51,0.02,0.89,-5.48,-4.75,-0.35,30.84
-0.5,0.02,0.88,-5.28,-3.66,0.85,30.84
-0.49,0.02,0.87,-4.69,-2.92,1.08,30.84
-0.48,0.01,0.86,-3.8,-3.68,0.03,30.79
-0.47,0.01,0.85,-3.31,-4.14,-0.52,30.88
-0.46,-0.01,0.86,-3.48,-5.08,-0.87,30.79
-0.45,-0.01,0.86,-2.38,-4.4,-1.08,30.93
-0.46,-0.01,0.86,-1.82,-2.5,-0.89,30.88
-0.46,-0.02,0.87,-1.1,-2.72,-0.89,30.79
-0.45,-0.02,0.87,-0.9,-1.77,-2.21,30.93
-0.45,-0.01,0.86,-1.16,-0.34,-2.9,30.88
-0.45,-0.01,0.84,-1.63,-0.53,-3.74,30.79
-0.44,-0.02,0.86,-1.01,-0.9,-4.27,30.79
-0.45,-0.02,0.86,-0.52,-0.15,-4.12,30.93
-0.46,-0.01,0.85,0.44,0.21,-4.34,30.98
-0.45,-0.01,0.84,-0.6,1.5,-4.08,30.84
-0.46,0.0,0.84,-1.92,2.23,-3.68,30.79
-0.46,-0.01,0.84,-2.24,2.61,-3.68,30.69
-0.46,-0.0,0.85,-1.05,2.05,-5.1,30.88
-0.47,0.0,0.84,0.21,1.22,-5.8,30.88
-0.48,0.01,0.84,1.15,1.48,-5.65,30.93
-0.5,0.02,0.84,1.05,1.66,-4.21,30.88
-0.5,0.03,0.83,0.24,2.44,-2.84,30.84
-0.5,0.04,0.84,-1.08,2.58,-2.09,30.88
-0.5,0.04,0.85,-1.86,1.77,-1.71,30.88
-0.51,0.04,0.85,-1.76,0.79,-1.97,30.79
-0.52,0.03,0.86,-0.11,-1.19,-2.32,30.93
-0.51,0.03,0.87,0.93,-3.33,-1.44,30.88
-0.5,0.05,0.86,1.8,-3.31,-1.42,30.84
-0.5,0.05,0.87,1.02,-2.84,-1.86,30.84
-0.49,0.06,0.87,0.02,-1.97,-1.59,30.84
-0.48,0.06,0.85,-1.05,-0.95,-1.42,30.88
-0.46,0.07,0.85,-3.07,-0.08,-0.95,30.93
-0.47,0.07,0.84,-4.76,0.17,-1.4,30.93
-0.47,0.05,0.85,-6.21,-0.93,-0.5,30.84
-0.49,0.03,0.85,-5.86,-1.6,0.64,30.84
-0.5,0.03,0.87,-5.71,-2.5,1.89,30.93
-0.52,0.02,0.86,-5.16,-3.63,1.91,30.88
-0.51,0.01,0.86,-4.18,-4.6,1.59,30.88
-0.5,-0.01,0.88,-2.69,-4.37,1.91,30.88
-0.48,-0.01,0.87,-0.29,-3.57,1.56,30.88
-0.46,0.0,0.86,0.26,-2.56,1.3,31.02
-0.45,0.01,0.85,-0.34,-0.49,1.63,30.84
-0.45,0.02,0.83,-1.57,1.08,1.63,31.02
-0.44,0.02,0.83,-3.04,1.92,0.7,30.88
-0.44,0.02,0.82,-4.9,1.07,-0.32,30.84
-0.44,0.03,0.83,-6.9,-0.11,-0.21,30.93
-0.45,0.01,0.83,-7.44,-0.58,-1.1,30.84
-0.46,-0.0,0.84,-7.24,-0.61,-1.34,30.88
-0.46,-0.01,0.85,-6.98,0.15,-1.71,30.93
-0.47,0.0,0.86,-6.6,0.92,-2.11,30.93
-0.49,-0.01,0.87,-6.2,1.1,-2.44,30.84
-0.51,-0.01,0.88,-5.89,0.75,-2.23,30.93
-0.51,-0.01,0.87,-5.1,-0.64,-1.57,30.88
-0.5,0.0,0.87,-4.53,-0.55,-1.54,30.84
-0.5,0.01,0.88,-3.91,0.15,-1.3,30.84
-0.51,-0.01,0.87,-2.89,-0.37,-0.53,30.84
-0.5,-0.02,0.9,-0.58,-0.96,-0.06,30.88
-0.5,-0.02,0.89,2.14,-1.36,0.15,30.88
-0.49,-0.0,0.88,3.6,-1.21,0.96,30.88
-0.48,0.01,0.89,3.05,-1.39,1.08,30.88
-0.47,0.01,0.88,2.6,-1.08,0.7,30.93
-0.46,0.02,0.87,1.8,-0.2,0.4,30.88
-0.45,0.02,0.85,1.28,0.5,-0.38,30.93
-0.46,0.02,0.85,2.15,0.38,-0.81,30.88
-0.46,0.01,0.86,3.01,0.73,-0.79,30.93
-0.46,0.02,0.86,2.98,1.19,-0.89,30.88
-0.47,0.02,0.86,2.87,0.81,-1.8,30.84
-0.48,0.02,0.86,2.44,0.85,-1.6,30.79
-0.5,0.01,0.86,2.58,-1.07,-1.16,30.84
-0.5,0.01,0.87,3.88,-2.09,-1.63,30.93
-0.48,0.01,0.87,4.87,-0.14,-0.61,30.93
-0.48,0.03,0.84,3.97,2.32,-0.41,30.88
-0.48,0.04,0.86,2.55,3.31,-0.27,30.84
-0.48,0.04,0.83,1.1,2.66,0.14,30.88
-0.48,0.05,0.83,0.0,2.05,0.55,30.88
-0.48,0.06,0.82,-1.62,1.5,-0.5,30.93
-0.49,0.04,0.81,-2.06,0.67,-1.01,30.88
-0.49,0.03,0.85,-2.31,-0.84,-1.3,30.88
-0.5,0.03,0.83,-1.69,-2.03,-1.53,30.88
-0.51,0.02,0.83,-0.73,-2.05,-1.36,30.84
