acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
-0.06,0.17,0.94,4.64,1.27,-0.15,32.95
-0.05,0.19,0.91,4.89,3.69,-0.37,33.05
-0.06,0.2,0.91,4.6,5.45,-1.37,33.0
-0.08,0.2,0.91,3.34,5.94,-3.13,32.86
-0.09,0.21,0.9,2.4,6.55,-3.4,32.91
-0.11,0.22,0.92,1.19,6.46,-3.11,32.95
-0.13,0.22,0.92,0.4,5.91,-2.47,33.0
-0.13,0.22,0.93,0.17,4.2,-1.83,33.0
-0.14,0.22,0.94,0.24,3.42,-0.82,32.95
-0.13,0.23,0.93,0.38,2.81,-0.47,32.91
-0.13,0.23,0.94,-0.49,3.47,0.08,32.95
-0.14,0.24,0.93,-2.15,4.76,0.85,32.91
-0.16,0.23,0.93,-2.96,3.68,0.92,33.05
-0.17,0.2,0.95,-3.47,1.54,0.84,32.91
-0.18,0.21,0.96,-3.98,-0.52,2.31,32.95
-0.18,0.2,0.96,-4.37,-2.23,2.96,32.95
-0.18,0.2,0.95,-4.9,-2.82,3.62,32.95
-0.19,0.21,0.96,-6.47,-3.69,4.9,32.95
-0.18,0.19,0.97,-7.76,-5.11,5.69,33.0
-0.17,0.17,0.99,-9.01,-5.86,7.62,33.0
-0.16,0.15,1.0,-9.19,-7.11,8.44,32.91
-0.14,0.11,1.04,-7.82,-7.53,8.43,33.0
-0.12,0.09,1.06,-4.78,-7.89,6.5,32.91
-0.1,0.07,1.07,-1.3,-7.6,5.04,32.91
-0.09,0.06,1.04,2.98,-6.52,4.92,33.0
-0.08,0.08,1.04,5.62,-4.5,5.13,32.86
-0.08,0.09,1.02,7.22,-2.15,5.42,32.91
-0.06,0.1,0.99,7.77,-0.09,5.97,32.86
-0.06,0.12,0.97,8.06,2.03,5.65,32.91
-0.05,0.14,0.95,7.79,2.23,4.08,33.0
-0.05,0.15,0.94,6.58,1.69,2.63,32.91
-0.05,0.16,0.92,6.03,1.65,0.79,32.95
-0.04,0.16,0.93,5.15,0.15,0.02,32.91
-0.04,0.16,0.94,4.63,-0.92,-1.13,32.91
-0.03,0.17,0.94,5.16,-1.4,-2.72,33.0
-0.02,0.17,0.94,5.18,-1.77,-4.2,32.91
-0.02,0.18,0.93,6.18,-0.56,-5.07,32.86
-0.02,0.2,0.94,6.61,1.97,-5.28,32.95
-0.03,0.22,0.92,6.12,3.37,-6.31,33.0
-0.06,0.25,0.91,4.84,4.73,-7.73,33.05
-0.07,0.25,0.92,2.11,4.7,-8.06,33.0
-0.1,0.26,0.92,-0.69,2.21,-8.85,33.0
-0.11,0.26,0.92,-3.24,0.81,-9.21,32.95
-0.12,0.26,0.94,-4.41,-1.5,-10.2,33.05
-0.13,0.24,0.95,-4.9,-3.66,-10.56,32.91
-0.12,0.22,0.96,-3.62,-3.02,-9.83,33.0
-0.13,0.21,0.98,0.03,-0.58,-8.26,32.91
-0.13,0.21,0.97,2.23,0.66,-6.79,32.91
-0.15,0.23,0.96,3.16,0.53,-5.97,32.95
-0.16,0.24,0.96,2.05,0.66,-5.01,33.0
-0.16,0.24,0.95,0.02,0.76,-3.65,32.86
-0.17,0.24,0.96,-1.44,0.09,-2.53,32.91
-0.15,0.21,0.97,-1.59,-2.37,-2.17,32.91
-0.14,0.2,0.98,-1.33,-3.51,-1.08,33.05
-0.13,0.19,0.98,0.37,-1.88,0.43,32.95
-0.13,0.2,0.99,1.8,-0.5,1.86,32.91
-0.12,0.2,0.97,2.79,1.71,3.47,32.95
-0.12,0.21,0.97,3.04,1.22,3.39,32.95
-0.11,0.21,0.94,2.18,-0.18,2.7,33.0
-0.1,0.22,0.94,1.37,-1.47,2.27,32.86
-0.09,0.21,0.94,1.8,-1.6,1.37,32.91
-0.07,0.19,0.96,3.01,-0.06,0.5,32.86
-0.07,0.19,0.96,4.37,0.32,0.24,33.0
-0.08,0.2,0.94,4.81,0.05,-0.21,32.95
-0.07,0.2,0.93,4.95,0.12,0.09,32.91
-0.07,0.21,0.93,4.6,1.44,0.82,32.95
-0.06,0.21,0.93,4.78,2.43,0.63,32.91
-0.06,0.22,0.92,4.56,2.08,-0.79,32.95
-0.07,0.23,0.92,3.65,1.24,-2.46,33.0
-0.06,0.24,0.92,2.84,1.62,-4.06,33.05
-0.06,0.24,0.9,1.42,4.5,-5.11,32.91
-0.08,0.23,0.93,-0.38,5.79,-5.92,32.95
-0.1,0.23,0.94,-1.88,7.07,-6.95,33.05
-0.12,0.22,0.95,-1.6,6.12,-6.64,33.05
-0.14,0.22,0.95,-1.92,4.18,-6.78,32.86
-0.15,0.23,0.96,-2.02,3.18,-7.27,32.95
-0.17,0.23,0.95,-1.05,0.5,-7.04,32.81
-0.16,0.24,0.94,-1.39,-0.34,-5.68,33.0
-0.17,0.25,0.94,-3.3,-1.11,-3.48,33.05
-0.18,0.25,0.95,-4.32,-3.04,-2.02,32.91
-0.16,0.24,0.94,-5.28,-4.27,-1.76,32.91
-0.16,0.24,0.93,-6.7,-5.57,-1.1,32.91
-0.15,0.22,0.94,-6.34,-4.32,-0.9,32.95
-0.14,0.2,0.97,-4.18,-1.95,1.15,32.95
-0.14,0.19,0.97,-1.4,0.43,3.05,32.95
-0.15,0.2,0.96,0.81,0.75,3.62,33.0
-0.14,0.22,0.96,1.68,-0.27,3.53,33.0
-0.14,0.22,0.93,0.35,-1.13,2.78,32.91
-0.12,0.23,0.93,-2.35,-2.0,2.73,32.91
-0.1,0.22,0.93,-4.24,-2.12,2.64,32.91
-0.1,0.21,0.94,-6.44,-1.68,2.35,32.91
-0.09,0.21,0.93,-8.78,-2.35,1.74,33.0
-0.09,0.19,0.95,-8.98,-3.39,1.45,33.0
-0.1,0.19,0.97,-7.15,-2.87,1.1,32.91
-0.08,0.17,0.98,-3.98,-1.56,0.81,32.95
-0.07,0.16,0.98,-0.49,-0.12,-0.98,33.05
-0.08,0.16,0.99,1.95,1.71,-1.73,33.0
-0.09,0.19,0.98,2.84,3.21,-2.46,33.05
-0.09,0.21,0.97,2.2,3.54,-3.34,32.91
-0.1,0.23,0.96,-0.06,2.14,-3.33,32.95
-0.12,0.23,0.95,-2.49,0.78,-3.89,32.95
-0.12,0.23,0.96,-4.43,-2.06,-4.26,33.05
-0.12,0.23,0.95,-4.92,-3.77,-4.31,32.95
-0.11,0.22,0.96,-4.2,-3.47,-3.36,32.91
-0.11,0.21,0.96,-2.5,-2.43,-2.27,33.0
-0.12,0.2,0.95,-1.05,-1.36,-1.3,32.95
-0.12,0.22,0.95,0.75,0.64,-0.99,33.05
-0.13,0.24,0.94,0.41,0.82,-0.44,33.0
-0.13,0.25,0.92,-1.05,0.63,-0.67,33.05
-0.14,0.26,0.92,-3.45,-0.58,-1.28,32.95
-0.14,0.25,0.93,-6.15,-1.59,-0.37,33.0
-0.14,0.24,0.93,-8.21,-2.05,1.39,33.0
-0.14,0.23,0.95,-9.47,-2.75,2.14,33.0
-0.15,0.22,0.96,-9.39,-2.6,1.98,33.0
-0.13,0.19,0.99,-6.06,-1.63,0.52,33.05
-0.14,0.18,1.0,-3.4,-3.15,-0.37,32.95
-0.15,0.19,1.01,-2.58,-4.89,0.17,33.0
-0.16,0.2,1.01,-1.79,-8.73,0.27,33.0
-0.15,0.2,1.02,-2.52,-10.93,1.79,32.86
-0.13,0.2,1.02,-4.66,-12.31,3.59,33.0
-0.12,0.19,1.03,-6.85,-14.96,4.72,33.0
-0.1,0.19,1.03,-7.01,-16.44,4.12,33.05
-0.1,0.18,1.02,-6.44,-16.37,2.75,33.05
-0.08,0.17,1.03,-6.64,-18.29,-0.47,33.0
-0.07,0.15,1.04,-2.99,-20.5,-5.37,32.95
-0.06,0.11,1.05,3.53,-26.09,-10.67,32.91
-0.02,0.1,1.05,6.5,-29.36,-10.11,32.91
0.01,0.09,1.04,5.28,-21.79,-2.82,32.95
0.01,0.11,1.03,2.27,-10.52,3.3,33.05
0.0,0.13,1.03,2.78,-7.42,2.98,33.0
-0.03,0.15,1.02,2.35,-8.89,1.08,33.0
-0.02,0.18,0.98,-0.49,-10.27,1.42,32.95
-0.05,0.19,0.97,-6.23,-14.46,0.52,32.91
-0.04,0.2,0.97,-10.23,-21.05,-0.7,32.91
-0.03,0.2,0.98,-14.14,-24.52,-1.79,33.0
-0.0,0.2,0.96,-19.83,-24.79,-2.63,32.91
0.0,0.19,0.97,-21.27,-29.04,-6.26,33.0
0.01,0.18,0.99,-18.6,-31.71,-13.13,33.05
0.0,0.15,0.97,-16.11,-35.27,-18.5,32.95
0.0,0.17,0.97,-18.38,-39.18,-18.26,33.05
0.01,0.14,0.98,-19.25,-42.9,-16.7,33.05
0.03,0.11,0.99,-18.64,-44.9,-14.43,33.09
0.03,0.12,0.99,-19.51,-36.96,-11.66,32.91
0.02,0.15,0.95,-19.33,-27.76,-8.41,32.95
-0.01,0.19,0.95,-21.36,-22.29,-5.51,32.95
-0.02,0.2,0.92,-24.31,-20.03,-3.33,32.95
-0.04,0.21,0.91,-30.37,-20.95,-1.28,32.95
-0.04,0.22,0.9,-37.13,-23.21,0.27,33.05
-0.03,0.24,0.89,-43.31,-21.89,0.5,33.0
-0.05,0.21,0.92,-47.27,-21.54,-1.83,33.0
-0.05,0.17,0.93,-47.76,-22.61,-3.16,33.05
-0.05,0.13,0.96,-46.93,-30.06,-5.07,32.91
-0.05,0.1,0.99,-43.86,-35.69,-9.07,32.95
-0.06,0.1,1.01,-42.4,-39.86,-11.8,33.05
-0.06,0.09,0.99,-41.25,-47.88,-10.41,33.0
-0.03,0.08,1.0,-42.85,-56.21,-7.45,33.0
0.01,0.07,1.0,-44.9,-60.46,-5.37,32.91
0.02,0.08,1.0,-45.57,-61.92,-4.14,33.0
0.0,0.08,1.0,-45.3,-60.89,-4.95,32.95
0.02,0.08,0.98,-45.3,-59.13,-2.49,33.0
0.05,0.05,0.99,-44.41,-59.37,0.64,32.95
0.07,0.03,1.01,-41.59,-62.52,1.31,33.05
0.12,0.0,1.03,-41.59,-63.94,-0.87,32.91
0.14,-0.01,1.02,-45.59,-61.86,-5.33,33.05
0.16,-0.01,0.98,-50.87,-57.89,-12.81,32.95
0.18,-0.02,0.99,-52.75,-55.77,-17.98,33.09
0.21,-0.04,0.98,-56.6,-52.31,-19.62,32.91
0.24,-0.04,0.97,-57.66,-45.98,-19.69,32.95
0.26,-0.07,1.09,-48.63,-55.91,-23.34,32.95
0.27,-0.11,1.12,-37.1,-63.36,-30.49,33.0
0.29,-0.13,1.1,-29.05,-64.43,-32.99,32.95
0.33,-0.15,1.12,-27.07,-67.36,-29.59,32.86
0.33,-0.15,1.13,-24.26,-62.61,-30.27,33.0
0.34,-0.13,1.09,-15.5,-44.82,-32.26,32.91
0.31,-0.11,1.05,-10.4,-32.7,-31.13,32.95
0.31,-0.07,1.02,-13.04,-27.57,-27.34,33.09
0.28,-0.05,0.96,-19.13,-30.5,-21.19,32.91
0.32,-0.01,0.91,-24.21,-30.92,-20.44,32.95
0.33,-0.01,0.9,-23.54,-26.44,-23.5,33.0
0.31,0.02,0.86,-25.88,-25.56,-28.4,33.0
0.33,0.03,0.85,-22.12,-11.45,-24.24,33.0
0.31,0.01,0.84,-22.05,-3.94,-24.41,32.91
0.24,0.02,0.82,-23.11,3.31,-26.41,32.95
0.25,0.03,0.84,-20.0,10.87,-23.6,33.0
0.17,0.05,0.78,-21.33,15.69,-19.77,32.95
0.16,0.08,0.77,-22.26,19.15,-15.34,33.0
0.15,0.09,0.75,-23.15,16.75,-13.04,32.95
0.16,0.08,0.76,-26.41,8.75,-13.95,32.95
0.15,0.07,0.76,-33.44,-1.71,-17.08,32.86
0.19,0.07,0.77,-36.96,-9.45,-18.7,33.09
0.21,0.04,0.8,-35.69,-11.65,-21.05,32.95
0.25,0.02,0.87,-32.0,-8.81,-22.92,33.05
0.26,-0.0,0.9,-28.56,-2.26,-24.11,33.05
0.25,-0.01,0.94,-23.54,2.2,-26.02,32.95
0.23,-0.01,0.94,-22.79,3.02,-29.1,32.91
0.21,0.0,0.95,-24.55,0.92,-28.38,32.95
0.17,0.02,0.96,-28.05,-2.67,-25.62,32.95
0.18,0.02,0.94,-29.98,-6.05,-20.37,32.95
0.19,0.03,0.96,-31.45,-5.39,-15.76,33.0
0.22,0.0,0.98,-28.34,-3.51,-14.81,33.05
0.23,-0.02,0.99,-25.02,-1.82,-14.75,33.0
0.22,-0.02,0.99,-20.35,1.95,-14.49,32.91
0.22,-0.04,1.01,-15.15,7.83,-13.65,32.95
0.2,-0.03,0.99,-12.32,10.96,-12.26,32.95
0.17,-0.03,0.99,-12.76,10.52,-8.78,32.95
0.14,-0.04,0.96,-13.79,9.74,-4.08,33.0
0.13,-0.04,0.96,-14.37,7.86,0.87,33.0
