acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
-0.58,0.05,0.82,-13.95,-0.66,-0.66,30.88
-0.58,0.05,0.82,-14.58,-2.41,-0.6,31.07
-0.58,0.03,0.83,-14.32,-2.24,-0.61,30.93
-0.57,0.02,0.85,-13.66,-2.43,-0.9,30.88
-0.58,0.0,0.85,-11.54,-1.91,-1.04,30.93
-0.57,-0.01,0.86,-8.67,0.95,0.56,30.88
-0.58,-0.01,0.84,-8.67,-3.73,-1.31,30.98
-0.57,0.01,0.87,-6.93,-4.73,-1.65,31.02
-0.55,0.0,0.81,-4.69,-6.61,-0.76,30.93
-0.55,0.0,0.83,-5.5,-7.28,-0.89,30.88
-0.56,-0.01,0.82,-5.25,-8.4,-1.45,30.88
-0.54,-0.02,0.81,-4.05,-7.95,-2.35,30.93
-0.56,-0.02,0.83,-3.27,-8.4,-3.37,30.88
-0.53,-0.03,0.81,-2.47,-6.47,-3.21,30.93
-0.53,-0.03,0.79,-1.53,-5.01,-3.86,30.93
-0.52,-0.02,0.79,-0.31,-2.09,-3.79,30.79
-0.53,-0.01,0.77,0.12,-1.16,-4.58,30.93
-0.54,-0.01,0.8,-0.17,-0.7,-4.82,30.93
-0.55,-0.01,0.79,-0.53,-0.55,-5.66,31.07
-0.55,-0.01,0.79,-0.87,-0.87,-5.74,30.93
-0.56,-0.02,0.79,-0.67,-1.8,-4.27,30.88
-0.56,-0.01,0.79,-0.49,-1.07,-3.79,30.84
-0.53,-0.01,0.79,-0.21,1.02,-3.74,31.02
-0.52,-0.0,0.8,-0.21,2.09,-4.66,30.93
-0.53,0.0,0.8,0.06,2.49,-6.2,30.93
-0.55,-0.01,0.8,0.92,2.35,-6.49,30.98
-0.57,-0.01,0.81,1.56,1.63,-6.24,30.98
-0.58,0.0,0.81,2.12,1.27,-5.51,30.98
-0.58,0.02,0.81,2.05,0.47,-3.82,30.88
-0.58,0.02,0.8,1.44,-0.87,-2.95,30.98
-0.55,0.03,0.81,1.5,-1.45,-2.46,30.84
-0.54,0.04,0.8,1.97,-0.84,-2.78,30.93
-0.53,0.03,0.8,2.37,1.21,-1.42,30.93
-0.54,0.03,0.81,3.1,2.63,-0.98,30.98
-0.53,0.04,0.8,3.3,3.19,-1.89,30.93
-0.55,0.06,0.78,2.31,2.55,-2.85,30.88
-0.55,0.06,0.8,0.78,1.4,-3.25,30.98
-0.56,0.06,0.8,-0.47,0.81,-2.7,30.98
-0.55,0.06,0.79,-1.34,-0.17,-3.04,31.02
-0.56,0.06,0.8,-2.52,-0.44,-1.92,30.88
-0.54,0.06,0.8,-3.08,0.7,-0.27,30.98
-0.55,0.06,0.8,-3.65,1.85,0.78,30.98
-0.56,0.06,0.8,-3.51,1.74,0.58,30.98
-0.57,0.06,0.79,-4.11,0.85,-0.72,30.88
-0.57,0.06,0.8,-4.73,0.73,-0.93,31.02
-0.57,0.05,0.8,-4.6,0.47,-0.96,30.93
-0.57,0.04,0.8,-4.64,1.27,-0.31,31.02
-0.58,0.04,0.79,-5.19,2.55,0.41,30.88
-0.58,0.04,0.79,-5.56,3.76,1.44,31.02
-0.59,0.04,0.8,-5.88,2.56,1.15,30.98
-0.57,0.03,0.79,-5.91,1.5,1.16,31.02
-0.57,0.02,0.8,-6.35,0.27,0.63,30.98
-0.56,0.02,0.8,-6.38,0.9,0.12,30.93
-0.57,0.01,0.8,-7.13,1.91,0.76,30.88
-0.57,-0.0,0.8,-6.92,2.03,2.14,30.93
-0.57,-0.01,0.8,-6.58,2.03,2.5,30.84
-0.58,-0.01,0.8,-5.76,0.75,2.49,30.93
-0.58,-0.02,0.8,-4.85,-0.6,1.65,30.93
-0.56,-0.02,0.8,-4.18,0.08,2.02,30.93
-0.54,-0.01,0.78,-4.43,1.05,1.27,30.93
-0.54,-0.02,0.8,-3.73,1.88,-0.32,30.88
-0.53,-0.02,0.81,-3.25,2.09,-2.11,31.02
-0.54,-0.03,0.81,-3.3,2.75,-3.01,30.93
-0.55,-0.03,0.81,-2.37,2.44,-3.91,30.93
-0.57,-0.03,0.81,-1.37,2.21,-4.55,30.88
-0.58,-0.03,0.82,0.17,1.53,-3.1,30.88
-0.58,-0.03,0.81,1.5,-0.11,-1.16,30.98
-0.59,-0.02,0.81,2.66,-2.15,0.26,30.98
-0.58,-0.01,0.81,3.98,-4.26,-0.56,30.98
-0.56,0.01,0.81,4.44,-4.46,-2.35,30.88
-0.57,0.02,0.79,3.5,-5.54,-2.87,30.98
-0.57,0.02,0.8,2.31,-4.92,-2.95,30.98
-0.57,0.01,0.8,2.56,-2.89,-2.47,30.93
-0.6,0.02,0.79,2.73,-2.87,-3.01,30.93
-0.59,0.02,0.8,3.08,-2.24,-2.27,30.93
-0.59,0.03,0.8,4.15,-2.76,-2.55,30.93
-0.58,0.04,0.78,4.2,-1.91,-2.2,30.98
-0.57,0.05,0.77,2.27,-1.6,-1.65,30.88
-0.57,0.05,0.77,0.23,-0.95,-0.58,30.98
-0.56,0.05,0.77,-0.6,-0.64,-0.6,30.88
-0.57,0.04,0.77,-1.24,-1.83,-1.36,30.98
-0.56,0.04,0.76,-2.09,-2.52,-1.37,30.98
-0.56,0.05,0.77,-3.01,-3.34,-1.4,30.88
-0.56,0.05,0.77,-4.29,-2.95,-1.25,30.93
-0.56,0.04,0.76,-6.03,-2.95,-1.76,30.93
-0.55,0.02,0.78,-6.67,-2.38,-1.56,30.98
-0.54,0.02,0.79,-7.11,-1.59,-1.89,30.98
-0.54,0.02,0.78,-7.79,-1.27,-1.71,30.98
-0.55,0.01,0.8,-7.42,-1.36,-1.88,30.98
-0.55,0.0,0.79,-7.1,-0.43,-1.18,30.84
-0.56,0.0,0.8,-7.07,0.7,-1.1,30.93
-0.56,0.01,0.82,-6.49,1.15,-1.44,30.93
-0.57,0.0,0.82,-6.72,1.63,-0.9,30.93
-0.57,0.01,0.81,-7.45,0.79,-0.17,30.88
-0.56,0.0,0.82,-6.7,0.72,-0.6,30.88
-0.55,0.0,0.82,-6.79,0.47,-1.74,30.88
-0.55,-0.01,0.83,-6.92,-2.35,-2.56,30.98
-0.54,-0.03,0.82,-5.21,-2.95,-2.64,30.88
-0.54,-0.02,0.84,-3.04,-5.4,-3.69,30.98
-0.54,-0.03,0.83,-1.15,-6.27,-4.81,30.93
-0.54,-0.02,0.84,0.72,-6.92,-5.54,30.98
-0.55,-0.02,0.84,1.25,-7.5,-5.15,30.98
-0.55,-0.02,0.83,1.62,-6.75,-4.21,30.93
-0.56,-0.01,0.82,2.37,-6.06,-4.47,30.93
-0.56,-0.01,0.84,2.35,-5.86,-6.49,30.98
-0.56,-0.0,0.83,2.47,-4.69,-7.77,30.88
-0.58,-0.01,0.83,2.41,-5.5,-9.22,30.88
-0.57,-0.01,0.84,2.9,-6.32,-10.85,31.02
-0.58,-0.01,0.85,2.9,-7.25,-12.2,30.98
-0.57,-0.01,0.83,3.94,-8.06,-13.88,30.93
-0.56,-0.02,0.83,3.77,-6.69,-17.11,31.07
-0.56,-0.02,0.84,5.1,-5.77,-22.7,30.93
-0.53,-0.03,0.84,6.99,-5.05,-31.48,30.88
-0.53,-0.03,0.84,7.91,-5.91,-42.26,30.84
-0.55,-0.02,0.82,6.85,-13.33,-57.53,30.98
-0.51,0.01,0.82,6.43,-21.98,-71.45,30.98
-0.49,-0.01,0.81,6.95,-27.65,-84.72,30.93
-0.48,-0.01,0.8,4.98,-33.13,-94.61,30.93
-0.5,-0.03,0.78,3.63,-39.05,-101.27,30.93
-0.53,-0.07,0.8,4.43,-44.93,-106.87,31.02
-0.54,-0.1,0.88,12.24,-52.95,-112.38,30.98
-0.56,-0.09,0.81,12.55,-62.82,-124.93,31.02
-0.6,-0.08,0.87,9.82,-79.15,-133.37,30.98
-0.64,-0.08,0.88,2.75,-91.59,-139.3,30.93
-0.68,-0.09,0.9,-0.31,-111.31,-139.8,30.93
-0.65,-0.14,0.95,1.82,-127.37,-135.97,30.93
-0.58,-0.16,1.02,8.37,-137.21,-128.87,30.98
-0.49,-0.11,1.06,11.27,-136.26,-114.5,30.98
-0.4,-0.07,1.05,11.34,-129.4,-99.45,30.93
-0.32,-0.03,1.04,11.28,-122.87,-89.13,30.98
-0.26,-0.03,1.05,16.64,-118.98,-82.7,30.98
-0.23,-0.09,1.11,36.37,-116.64,-80.06,30.93
-0.18,-0.09,1.05,50.24,-108.08,-71.54,30.88
-0.14,-0.12,0.98,50.92,-106.09,-62.72,30.93
-0.09,-0.15,0.96,45.11,-103.5,-57.47,30.88
-0.07,-0.13,0.92,29.98,-100.56,-53.13,30.98
-0.07,-0.14,0.92,16.47,-104.15,-47.42,30.93
-0.05,-0.19,0.99,14.72,-110.84,-43.44,30.88
-0.04,-0.21,1.04,21.15,-109.5,-47.07,30.93
-0.07,-0.21,1.02,26.75,-110.76,-50.05,30.98
-0.06,-0.2,1.0,27.76,-115.88,-47.39,30.98
-0.05,-0.2,0.99,27.62,-116.21,-39.92,30.93
-0.01,-0.16,0.95,26.78,-104.26,-28.63,30.98
0.05,-0.12,0.93,24.02,-87.47,-19.01,31.02
0.06,-0.14,0.89,10.26,-79.05,-10.96,30.93
0.1,-0.13,0.9,-7.37,-80.99,-8.05,30.84
0.09,-0.12,0.92,-27.68,-78.93,-8.93,30.88
0.1,-0.12,0.97,-40.4,-64.66,-11.34,30.88
0.07,-0.13,0.97,-47.5,-50.9,-9.51,30.88
0.01,-0.18,1.01,-53.07,-58.31,-3.53,30.88
0.05,-0.27,1.14,-35.74,-61.79,4.34,30.98
0.04,-0.28,1.22,-10.17,-33.8,1.82,30.88
0.01,-0.23,1.18,9.04,-1.08,-0.9,30.98
-0.01,-0.17,1.06,17.54,15.42,5.02,30.93
-0.02,-0.12,0.98,14.21,16.29,13.73,30.88
0.03,-0.06,0.94,4.24,17.37,19.07,30.93
-0.0,-0.04,0.88,-6.7,14.64,16.69,30.93
0.0,-0.02,0.89,-20.4,7.69,9.3,30.98
-0.03,-0.01,0.87,-30.4,-4.75,-2.34,30.93
-0.05,-0.02,0.87,-39.04,-21.69,-12.69,30.93
-0.08,-0.1,0.94,-39.74,-32.89,-16.29,30.88
-0.07,-0.16,1.02,-34.24,-32.03,-12.11,30.88
-0.07,-0.22,1.06,-21.02,-26.41,-6.75,30.84
-0.06,-0.22,1.06,-8.21,-15.94,3.62,30.93
-0.03,-0.19,1.04,-4.43,-11.68,13.89,30.88
-0.01,-0.16,1.01,-6.37,-2.87,18.7,30.98
0.04,-0.11,0.95,-9.04,-0.15,19.71,31.02
0.11,-0.08,0.92,-10.52,3.63,17.91,30.93
0.13,-0.05,0.9,-14.4,5.94,9.69,30.88
0.1,-0.05,0.89,-20.26,5.28,-0.76,30.93
0.04,-0.07,0.88,-26.2,1.53,-9.1,30.98
