acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
-0.53,0.07,0.84,-5.1,-4.67,-0.56,30.55
-0.52,0.07,0.84,-4.37,-3.36,-0.2,30.69
-0.53,0.06,0.84,-4.23,-2.75,0.29,30.6
-0.52,0.06,0.84,-4.63,-2.66,-0.06,30.6
-0.51,0.07,0.83,-4.49,-3.1,-0.61,30.69
-0.53,0.07,0.84,-5.13,-4.08,-0.43,30.65
-0.52,0.07,0.84,-5.33,-5.02,-1.07,30.65
-0.52,0.06,0.85,-4.7,-5.45,-1.91,30.69
-0.52,0.06,0.85,-4.17,-5.94,-1.25,30.69
-0.51,0.05,0.85,-3.21,-6.34,-1.82,30.65
-0.49,0.04,0.85,-2.24,-5.24,-1.4,30.74
-0.47,0.05,0.85,-2.18,-4.2,-1.86,30.65
-0.46,0.05,0.84,-2.12,-3.19,-2.35,30.6
-0.46,0.05,0.86,-2.2,-2.41,-3.21,30.69
-0.47,0.04,0.85,-2.49,-2.06,-3.37,30.6
-0.48,0.03,0.85,-2.35,-1.76,-3.71,30.65
-0.48,0.03,0.86,-1.6,-1.54,-4.26,30.84
-0.49,0.04,0.85,-0.93,-1.34,-4.26,30.84
-0.5,0.03,0.86,-0.67,-2.15,-3.45,30.6
-0.49,0.03,0.87,0.2,-2.38,-3.53,30.69
-0.49,0.04,0.87,1.25,-2.09,-3.53,30.69
-0.48,0.04,0.87,2.5,-1.44,-3.5,30.69
-0.49,0.06,0.87,3.39,-0.14,-2.79,30.65
-0.48,0.07,0.85,4.03,1.19,-2.35,30.65
-0.49,0.08,0.85,3.68,1.24,-2.43,30.69
-0.5,0.09,0.83,3.07,0.27,-2.67,30.65
-0.5,0.09,0.83,2.06,-0.99,-3.04,30.69
-0.5,0.1,0.83,2.18,-2.17,-3.01,30.65
-0.5,0.1,0.82,1.73,-2.37,-2.52,30.74
-0.5,0.1,0.82,1.45,-2.27,-2.35,30.79
-0.48,0.11,0.8,0.81,-1.77,-1.77,30.69
-0.49,0.11,0.79,-0.21,-1.34,-1.68,30.69
-0.49,0.12,0.79,-1.6,-1.53,-1.65,30.69
-0.48,0.11,0.78,-3.51,-2.2,-1.47,30.69
-0.49,0.1,0.79,-5.39,-2.98,-1.85,30.65
-0.5,0.11,0.79,-6.92,-3.62,-2.12,30.65
-0.5,0.1,0.79,-8.38,-3.68,-1.85,30.6
-0.5,0.08,0.81,-9.39,-3.45,-1.73,30.6
-0.5,0.07,0.83,-9.34,-3.63,-1.71,30.69
-0.5,0.06,0.83,-9.28,-4.17,-2.09,30.65
-0.5,0.05,0.84,-8.89,-4.21,-2.06,30.65
-0.51,0.04,0.85,-8.4,-4.82,-1.47,30.65
-0.5,0.04,0.86,-8.09,-4.14,-0.52,30.69
-0.49,0.04,0.84,-7.57,-3.13,-0.55,30.6
-0.49,0.05,0.85,-7.13,-2.69,0.08,30.69
-0.49,0.04,0.85,-6.73,-2.03,-0.31,30.79
-0.48,0.05,0.85,-6.69,-1.27,-0.52,30.69
-0.48,0.05,0.86,-6.66,-1.66,-0.95,30.65
-0.47,0.04,0.85,-5.86,-1.51,-1.73,30.74
-0.48,0.03,0.87,-4.61,-1.44,-1.45,30.6
-0.48,0.03,0.86,-3.82,-0.75,-0.52,30.69
-0.48,0.04,0.86,-3.6,0.29,-1.28,30.79
-0.48,0.04,0.86,-3.97,0.66,-2.06,30.69
-0.49,0.04,0.86,-4.58,0.32,-2.37,30.6
-0.5,0.03,0.87,-4.6,1.21,-1.65,30.65
-0.49,0.03,0.87,-4.47,1.48,-1.37,30.65
-0.49,0.03,0.87,-3.39,1.6,-1.73,30.74
-0.49,0.03,0.87,-3.24,1.74,-1.82,30.6
-0.49,0.03,0.85,-0.43,2.15,-0.85,30.6
-0.5,0.04,0.88,-0.26,2.9,-0.41,30.6
-0.5,0.03,0.87,1.76,2.52,-0.92,30.65
-0.5,0.04,0.86,2.24,2.81,-0.64,30.69
-0.49,0.04,0.86,2.21,2.5,-0.64,30.65
-0.49,0.05,0.86,2.09,2.2,-0.89,30.69
-0.49,0.05,0.86,1.8,1.8,-0.92,30.74
-0.49,0.06,0.84,1.59,2.72,-0.76,30.6
-0.49,0.06,0.84,1.22,2.44,-0.87,30.55
-0.49,0.05,0.84,1.27,2.24,-0.96,30.69
