acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
-0.14,0.33,0.96,-8.49,9.69,0.98,33.28
-0.16,0.31,0.96,-7.39,10.49,1.66,33.38
-0.16,0.31,0.95,-5.62,10.14,1.8,33.38
-0.17,0.3,0.94,-3.48,8.32,1.01,33.38
-0.17,0.31,0.94,-3.42,6.63,0.61,33.38
-0.2,0.3,0.92,-4.87,3.51,0.24,33.42
-0.19,0.3,0.93,-6.23,1.39,0.99,33.38
-0.19,0.28,0.93,-7.05,-1.16,1.47,33.33
-0.19,0.26,0.94,-7.8,-2.73,2.49,33.33
-0.19,0.25,0.95,-6.26,-3.92,4.4,33.33
-0.18,0.21,0.98,-4.14,-4.44,6.34,33.38
-0.17,0.21,0.99,-0.72,-4.35,7.65,33.38
-0.17,0.23,0.97,0.95,-5.5,8.08,33.38
-0.15,0.23,0.95,0.35,-8.03,8.14,33.33
-0.14,0.23,0.95,0.52,-10.92,7.34,33.42
-0.12,0.24,0.95,0.79,-12.0,6.75,33.38
-0.1,0.24,0.95,-0.08,-12.27,6.0,33.38
-0.09,0.23,0.94,-0.73,-9.51,5.88,33.33
-0.08,0.22,0.94,-0.84,-7.62,5.79,33.38
-0.07,0.22,0.94,-1.16,-6.72,5.85,33.28
-0.07,0.21,0.95,0.12,-5.85,5.68,33.38
-0.05,0.21,0.95,2.23,-5.76,5.85,33.33
-0.05,0.21,0.96,4.85,-6.61,4.78,33.38
-0.02,0.21,0.93,7.69,-7.56,3.01,33.33
-0.01,0.25,0.92,8.46,-6.84,0.78,33.33
0.0,0.28,0.9,6.84,-5.5,-1.85,33.28
0.01,0.3,0.88,4.14,-3.77,-4.81,33.33
0.01,0.31,0.88,2.41,-1.11,-6.52,33.28
-0.0,0.32,0.89,-0.64,2.95,-7.48,33.33
-0.02,0.32,0.9,-3.24,5.44,-8.09,33.33
-0.03,0.32,0.92,-4.79,7.48,-8.72,33.33
-0.06,0.32,0.94,-4.44,7.44,-9.48,33.42
-0.08,0.31,0.96,-4.37,6.23,-11.02,33.47
-0.1,0.31,0.98,-3.6,3.73,-11.28,33.33
-0.1,0.3,1.0,-1.11,3.08,-11.54,33.38
-0.12,0.31,0.99,0.7,2.32,-11.18,33.38
-0.14,0.33,0.99,0.7,2.47,-10.38,33.38
-0.15,0.32,1.0,1.1,2.63,-8.56,33.47
-0.17,0.33,0.99,0.56,2.26,-6.24,33.42
-0.17,0.32,0.99,0.2,1.92,-3.16,33.38
-0.17,0.33,0.97,-0.08,-0.03,-0.79,33.42
-0.16,0.33,0.97,0.63,-2.78,0.66,33.38
-0.14,0.34,0.95,0.47,-5.28,1.76,33.38
-0.11,0.33,0.94,0.95,-6.75,2.08,33.38
-0.09,0.3,0.96,3.36,-9.42,1.25,33.42
-0.09,0.29,0.94,6.09,-9.79,0.17,33.47
-0.09,0.31,0.94,6.46,-12.31,-0.82,33.42
-0.08,0.34,0.93,5.4,-10.37,-0.56,33.38
-0.08,0.35,0.92,2.79,-8.27,-0.32,33.38
-0.09,0.34,0.91,0.6,-7.6,0.52,33.38
-0.08,0.33,0.91,-0.5,-5.5,0.67,33.33
-0.08,0.32,0.9,0.31,-2.64,1.79,33.33
-0.08,0.33,0.9,-1.18,0.7,3.13,33.38
-0.08,0.33,0.89,-1.66,-0.38,2.23,33.33
-0.08,0.33,0.89,-2.98,-0.53,0.93,33.42
-0.08,0.32,0.88,-3.13,0.06,0.49,33.42
-0.09,0.3,0.88,-2.81,-0.43,0.67,33.28
-0.1,0.31,0.88,-2.66,-0.99,0.73,33.38
-0.11,0.32,0.89,-3.11,-1.34,1.04,33.38
-0.12,0.31,0.89,-3.95,-3.13,1.36,33.38
-0.12,0.32,0.9,-3.89,-4.08,2.73,33.38
-0.12,0.34,0.9,-3.98,-4.84,4.06,33.42
-0.12,0.35,0.9,-6.06,-6.23,4.95,33.42
-0.11,0.35,0.91,-9.02,-7.18,5.74,33.33
-0.1,0.34,0.92,-11.15,-6.47,5.88,33.28
-0.1,0.34,0.94,-12.87,-5.71,6.03,33.33
-0.09,0.33,0.97,-12.56,-4.02,6.95,33.38
-0.1,0.33,0.98,-13.13,-2.58,7.31,33.42
-0.11,0.32,0.98,-12.92,-2.5,8.03,33.33
-0.13,0.32,1.01,-11.98,-4.2,8.49,33.28
-0.11,0.31,1.03,-10.73,-5.66,9.37,33.38
-0.11,0.31,1.02,-8.92,-7.77,10.31,33.33
-0.11,0.31,1.03,-8.24,-10.63,11.5,33.42
-0.09,0.32,1.04,-6.2,-12.66,12.55,33.33
-0.08,0.33,1.03,-5.42,-15.01,13.04,33.38
-0.05,0.34,1.04,-5.47,-18.35,12.61,33.33
-0.05,0.34,1.05,-5.24,-21.3,10.89,33.28
-0.03,0.34,1.05,-6.29,-23.5,10.87,33.28
-0.03,0.37,1.05,-7.54,-23.33,11.45,33.33
-0.03,0.37,1.04,-8.11,-25.47,12.44,33.38
-0.0,0.41,1.05,-10.79,-26.87,14.17,33.33
-0.0,0.42,1.05,-14.11,-31.91,15.48,33.24
0.0,0.43,1.05,-19.42,-37.36,16.44,33.24
0.09,0.41,1.02,-19.71,-42.32,18.38,33.38
0.04,0.45,1.1,-31.08,-50.89,15.22,33.38
0.07,0.42,1.11,-37.27,-55.68,14.93,33.33
0.09,0.39,1.11,-34.53,-49.34,17.08,33.38
0.11,0.38,1.08,-33.47,-56.23,15.39,33.42
0.15,0.36,1.08,-27.57,-49.36,14.49,33.33
0.15,0.35,1.08,-15.88,-36.82,15.53,33.47
0.15,0.37,1.05,-6.69,-20.53,19.47,33.33
0.17,0.4,1.01,-6.23,-2.21,23.74,33.42
0.15,0.41,1.0,-13.16,6.99,25.15,33.42
0.15,0.41,0.97,-20.58,7.76,21.15,33.33
0.16,0.4,0.96,-29.01,2.17,14.67,33.42
0.15,0.4,0.95,-35.5,-8.81,5.21,33.42
0.15,0.36,0.96,-38.78,-16.78,-3.69,33.33
0.15,0.34,0.95,-38.92,-18.64,-7.85,33.38
0.15,0.32,0.93,-38.78,-15.91,-8.37,33.33
0.14,0.32,0.92,-39.94,-13.13,-8.44,33.28
0.15,0.31,0.9,-38.56,-9.42,-8.38,33.28
0.11,0.3,0.9,-37.85,-3.25,-4.58,33.38
0.07,0.28,0.93,-39.8,2.34,1.27,33.33
0.04,0.25,0.94,-39.73,4.34,6.05,33.38
0.02,0.23,0.96,-42.27,1.25,6.66,33.42
0.02,0.23,0.92,-47.21,-7.27,3.82,33.38
0.04,0.26,0.88,-51.63,-14.21,-2.06,33.38
0.06,0.28,0.84,-59.68,-21.76,-8.06,33.42
0.1,0.33,0.77,-71.86,-21.91,-10.18,33.42
0.05,0.38,0.68,-88.72,-24.99,-8.82,33.38
0.11,0.34,0.74,-105.73,-20.84,3.11,33.28
0.03,0.25,0.86,-141.88,-26.79,48.11,33.42
0.01,0.28,0.73,-183.6,-40.93,65.79,33.38
0.11,0.11,0.81,-194.73,-13.15,78.12,33.33
0.07,0.04,0.92,-180.89,-12.23,65.91,33.33
0.26,-0.06,1.01,-135.02,-5.39,42.78,33.33
0.28,-0.16,1.15,-83.69,1.36,20.14,33.38
0.28,-0.12,1.12,-43.02,24.12,1.86,33.33
0.22,-0.09,1.03,-15.31,63.88,-11.42,33.28
0.07,-0.08,1.0,-6.93,86.26,-13.82,33.38
-0.1,-0.05,0.98,-6.02,87.08,-12.64,33.33
-0.26,-0.07,0.96,2.26,71.91,-5.66,33.33
-0.33,-0.03,0.94,-4.31,44.0,0.06,33.42
-0.31,0.03,0.92,-7.8,12.63,5.62,33.38
-0.19,-0.02,0.87,-18.24,-4.21,1.28,33.28
-0.08,0.01,0.9,-32.76,-14.09,-7.31,33.33
-0.02,-0.05,0.94,-33.48,-25.69,-20.52,33.33
0.06,-0.12,1.02,-14.38,-22.47,-30.23,33.28
0.09,-0.18,0.94,2.38,-5.08,-40.78,33.33
0.03,-0.14,0.95,5.88,14.41,-47.62,33.33
-0.04,-0.15,0.91,6.46,25.77,-42.27,33.38
-0.11,-0.19,0.97,0.46,25.05,-30.81,33.24
-0.16,-0.18,0.98,-6.75,14.15,-25.54,33.38
-0.17,-0.12,0.91,-8.27,-3.73,-27.36,33.38
-0.13,-0.08,0.87,-11.92,-21.63,-32.69,33.38
-0.08,-0.04,0.81,-19.19,-28.69,-38.92,33.28
-0.02,0.01,0.75,-32.18,-30.93,-43.97,33.33
0.02,0.01,0.71,-48.69,-26.11,-46.26,33.28
0.06,-0.09,0.72,-53.08,-17.85,-48.61,33.28
0.06,-0.13,0.77,-57.66,-6.78,-52.56,33.38
0.02,-0.16,0.87,-54.14,3.94,-54.41,33.38
-0.02,-0.19,0.84,-54.14,0.66,-54.2,33.38
-0.07,-0.15,0.8,-51.28,9.11,-59.18,33.42
-0.07,-0.25,0.94,-32.84,0.03,-60.82,33.24
-0.07,-0.31,1.0,-25.65,-11.88,-55.15,33.24
-0.05,-0.3,1.0,-18.93,-28.6,-52.56,33.33
-0.01,-0.31,1.01,-7.8,-42.55,-52.09,33.38
-0.01,-0.31,0.98,4.56,-52.81,-52.2,33.28
0.02,-0.27,0.9,17.34,-62.58,-50.29,33.42
0.08,-0.24,0.87,30.0,-66.82,-43.54,33.28
0.14,-0.21,0.8,31.34,-64.18,-40.95,33.28
0.15,-0.16,0.73,23.19,-81.1,-43.85,33.38
0.25,-0.17,0.74,8.14,-99.8,-51.28,33.28
0.29,-0.16,0.73,-2.11,-99.05,-53.13,33.33
0.26,-0.18,0.73,-12.96,-96.41,-52.87,33.33
0.32,-0.22,0.78,-23.11,-84.37,-48.95,33.38
0.38,-0.25,0.88,-23.56,-68.15,-45.59,33.42
0.34,-0.25,0.9,-19.48,-46.0,-45.92,33.33
0.32,-0.21,0.9,-15.24,-23.86,-41.33,33.28
0.27,-0.21,0.91,-11.56,-9.74,-35.27,33.24
0.22,-0.19,0.9,-11.62,-9.39,-31.73,33.33
0.2,-0.19,0.92,-12.69,-18.76,-28.75,33.38
0.19,-0.18,0.9,-16.61,-31.92,-24.87,33.42
0.2,-0.19,0.95,-18.81,-45.19,-19.57,33.28
