,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0,6.82,-40.02,58.87,0.08,-0.35,1.38
1,12.43,-37.16,60.20,0.16,-0.35,1.41
2,17.39,-37.19,62.23,0.25,-0.37,1.47
3,22.60,-32.56,61.28,0.39,-0.38,1.49
4,31.31,-27.56,54.66,0.56,-0.37,1.51
5,41.19,-15.63,43.25,0.79,-0.33,1.49
6,50.73,6.26,26.95,0.96,-0.29,1.42
7,57.86,37.69,8.55,1.08,-0.23,1.32
8,60.55,74.73,-10.61,1.16,-0.16,1.22
9,66.43,122.98,-29.50,1.20,-0.11,1.11
10,69.25,172.75,-45.77,1.15,-0.11,1.00
11,74.53,223.82,-61.25,1.06,-0.13,0.89
12,83.56,264.40,-79.02,0.84,-0.19,0.78
13,88.87,288.98,-102.17,0.48,-0.22,0.59
14,97.45,303.59,-128.99,0.09,-0.20,0.31
15,108.44,284.44,-154.23,-0.41,-0.17,0.11
16,113.30,254.37,-165.45,-1.10,-0.11,-0.13
17,96.05,166.73,-174.24,-1.87,-0.08,-0.32
18,61.79,81.92,-154.20,-2.29,-0.05,-0.42
19,23.40,-2.11,-118.46,-2.61,-0.08,-0.37
20,-18.37,-81.21,-64.09,-2.74,-0.17,-0.30
21,-57.95,-142.95,1.63,-2.72,-0.25,-0.19
22,-88.93,-175.42,60.31,-2.46,-0.39,-0.12
23,-104.90,-205.85,115.15,-2.09,-0.54,0.23
24,-117.68,-221.76,159.24,-1.67,-0.59,0.41
25,-120.26,-218.05,199.45,-1.28,-0.54,0.60
26,-123.63,-206.96,226.49,-0.84,-0.50,0.68
27,-129.07,-186.58,243.57,-0.39,-0.51,0.85
28,-128.79,-168.26,254.24,0.02,-0.53,1.07
29,-123.07,-163.40,259.36,0.32,-0.55,1.37
30,-110.44,-170.95,252.63,0.68,-0.58,1.71
31,-102.23,-183.63,221.19,1.17,-0.59,2.04
32,-80.03,-185.02,175.07,1.77,-0.61,2.36
33,-53.45,-164.31,118.79,2.34,-0.60,2.57
34,-18.43,-115.91,66.46,2.78,-0.55,2.71
35,21.33,-50.95,17.88,3.05,-0.47,2.67
36,61.76,19.77,-24.00,3.14,-0.39,2.50
37,97.76,97.19,-61.40,3.11,-0.31,2.26
38,118.14,185.62,-94.81,3.04,-0.28,2.09
39,134.15,284.02,-129.94,2.89,-0.26,1.65
40,147.86,384.98,-164.81,2.66,-0.31,1.32
41,180.11,462.26,-200.67,2.15,-0.47,0.88
42,207.95,494.43,-243.57,1.35,-0.55,0.40
43,247.68,493.85,-287.42,0.34,-0.55,-0.28
44,250.72,442.02,-327.77,-0.87,-0.39,-0.98
45,222.98,338.82,-349.22,-2.06,-0.32,-1.45
46,174.26,183.69,-349.47,-2.92,-0.33,-1.53
47,122.41,15.18,-325.71,-3.48,-0.42,-1.45
48,52.41,-105.11,-266.69,-3.89,-0.46,-1.33
49,-12.67,-197.66,-151.31,-4.00,-0.58,-0.99
50,-68.37,-259.36,-23.95,-3.92,-0.69,-0.75
51,-100.32,-265.21,87.05,-3.24,-0.97,-0.32
52,-121.57,-267.47,154.47,-2.58,-1.33,0.13
53,-133.59,-254.29,197.63,-1.99,-1.40,0.48
54,-143.50,-205.47,232.87,-1.49,-1.19,0.52
55,-153.07,-143.19,265.92,-1.22,-0.81,0.46
56,-177.71,-97.36,304.44,-0.96,-0.52,0.45
57,-213.66,-68.02,343.53,-0.68,-0.36,0.48
58,-246.18,-64.43,375.44,-0.35,-0.30,0.64
59,-273.80,-59.15,388.50,0.22,-0.39,0.84
60,-280.50,-77.13,365.37,0.98,-0.59,1.47
61,-242.00,-114.05,296.20,1.86,-0.78,2.46
62,-176.76,-131.56,182.12,2.71,-0.79,2.93
63,-81.15,-134.69,70.92,3.11,-0.86,3.63
64,17.42,-118.63,-13.05,3.11,-0.79,3.65
65,94.69,-100.46,-69.33,2.75,-0.59,3.27
66,148.73,-63.05,-96.63,2.44,-0.39,2.73
67,178.27,2.21,-102.96,2.21,-0.23,2.35
