,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0,-3.22,0.64,0.22,-0.17,1.01,"30.93[0m
"
1,-0.24,-1.34,0.55,0.23,-0.16,1.01
2,-0.41,0.17,0.55,0.22,-0.16,1.00
3,-0.79,0.87,1.18,0.21,-0.16,0.99
4,-1.16,1.07,1.76,0.20,-0.16,0.98
5,-1.31,-0.05,2.52,0.19,-0.16,0.98
6,-1.88,-1.25,3.07,0.20,-0.16,0.97
7,-2.69,-2.26,3.05,0.20,-0.17,0.96
8,-3.95,-2.99,2.92,0.20,-0.17,0.93
9,-5.92,-4.00,2.53,0.21,-0.17,0.90
10,-8.14,-3.36,1.89,0.21,-0.16,0.90
11,-10.27,-2.84,2.23,0.19,-0.17,0.89
12,-11.94,-4.18,2.90,0.18,-0.17,0.88
13,-13.62,-4.85,4.03,0.17,-0.17,0.88
14,-15.28,-4.35,4.53,0.17,-0.16,0.87
15,-17.56,-4.26,5.11,0.18,-0.16,0.86
16,-19.88,-5.69,6.64,0.16,-0.16,0.84
17,-22.43,-8.82,7.48,0.17,-0.17,0.87
18,-25.47,-3.59,7.88,0.20,-0.18,0.86
19,-26.85,-1.44,8.52,0.20,-0.19,0.87
20,-28.95,-0.03,8.58,0.19,-0.19,0.86
21,-30.43,3.45,9.01,0.20,-0.19,0.85
22,-32.38,0.00,9.51,0.17,-0.19,0.85
23,-33.34,-2.44,9.69,0.19,-0.21,0.85
24,-34.98,-3.51,9.68,0.21,-0.21,0.86
25,-34.52,-5.08,8.75,0.22,-0.22,0.85
26,-30.31,-3.13,6.41,0.25,-0.21,0.84
27,-38.58,-5.66,7.31,0.22,-0.25,0.85
28,-39.76,-8.60,7.16,0.23,-0.24,0.88
29,-40.66,-7.40,7.07,0.23,-0.24,0.88
30,-34.34,-6.50,4.46,0.24,-0.33,0.89
31,-43.79,-4.14,7.57,0.22,-0.23,0.88
32,-44.67,-8.44,8.27,0.21,-0.26,0.91
33,-39.53,-5.94,6.56,0.23,-0.34,0.89
34,-47.57,-3.27,9.54,0.22,-0.27,0.88
35,-47.07,-5.42,10.61,0.20,-0.29,0.91
36,-46.27,-7.74,11.22,0.21,-0.28,0.91
37,-49.04,-9.42,11.47,0.24,-0.29,0.93
38,-44.96,-11.76,10.00,0.26,-0.33,0.94
39,-50.24,-9.79,9.97,0.27,-0.29,0.95
40,-50.46,-8.79,9.33,0.25,-0.32,0.97
41,-48.98,-5.69,8.37,0.26,-0.33,0.97
42,-50.58,-3.13,8.64,0.26,-0.32,0.98
43,-51.39,0.06,9.10,0.26,-0.33,0.99
44,-50.66,2.29,8.79,0.26,-0.35,0.99
45,-49.82,3.02,8.58,0.26,-0.35,0.98
46,-49.71,5.22,8.26,0.27,-0.36,0.98
47,-50.27,6.49,8.34,0.26,-0.36,0.97
48,-50.02,5.65,9.22,0.25,-0.37,0.96
49,-49.10,5.11,9.69,0.25,-0.37,0.95
50,-48.32,4.47,10.34,0.24,-0.37,0.95
51,-47.97,2.73,10.64,0.24,-0.38,0.94
52,-46.61,3.83,10.43,0.26,-0.39,0.92
53,-47.01,4.72,9.89,0.27,-0.38,0.90
54,-47.95,3.94,8.96,0.26,-0.41,0.89
55,-50.58,2.35,9.07,0.24,-0.41,0.87
56,-52.67,0.40,9.77,0.23,-0.41,0.88
57,-53.83,-1.83,9.94,0.25,-0.41,0.92
58,-54.18,-2.21,8.70,0.29,-0.41,0.93
59,-55.13,-0.89,7.51,0.30,-0.40,0.97
60,-54.35,2.31,5.69,0.31,-0.41,1.00
61,-52.67,4.26,4.72,0.29,-0.42,1.01
62,-50.76,5.91,4.31,0.27,-0.42,1.01
63,-48.15,7.63,4.43,0.26,-0.42,0.99
64,-46.02,7.77,4.50,0.25,-0.42,0.98
65,-44.15,7.36,5.02,0.23,-0.44,0.95
66,-44.55,4.79,5.40,0.23,-0.45,0.94
67,-44.53,3.05,4.98,0.25,-0.45,0.92
68,-43.91,1.24,3.76,0.26,-0.46,0.95
69,-44.12,1.21,2.52,0.27,-0.47,0.96
70,-44.27,2.09,1.15,0.27,-0.48,0.97
71,-44.15,2.02,0.23,0.25,-0.48,0.98
72,-44.15,2.35,-0.64,0.26,-0.49,0.98
73,-42.85,1.91,-0.92,0.24,-0.51,1.00
