acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
-0.25,0.09,0.94,0.4,-0.14,-0.15,32.2
-0.25,0.09,0.93,0.12,-0.73,-0.02,32.25
-0.25,0.08,0.93,-0.11,-0.63,-0.2,32.25
-0.25,0.1,0.91,-1.27,-0.66,0.15,32.34
-0.25,0.09,0.92,-2.52,0.32,0.75,32.25
-0.25,0.09,0.92,-3.5,0.2,0.67,32.29
-0.24,0.08,0.92,-3.37,-0.38,0.64,32.25
-0.25,0.06,0.95,-1.63,-0.67,0.0,32.25
-0.24,0.06,0.94,-0.69,-0.47,0.05,32.29
-0.24,0.08,0.94,-0.55,0.17,-0.11,32.34
-0.24,0.09,0.94,-1.01,0.58,-0.5,32.2
-0.24,0.1,0.94,-1.95,0.9,-0.93,32.39
-0.25,0.09,0.95,-2.11,0.58,-0.85,32.34
-0.25,0.09,0.94,-2.56,-0.56,-1.19,32.44
-0.25,0.09,0.94,-3.24,-1.24,-1.34,32.29
-0.25,0.08,0.96,-2.7,-0.7,-1.18,32.2
-0.24,0.07,0.96,-2.11,0.79,-0.99,32.25
-0.25,0.06,0.97,-0.12,0.49,-1.57,32.29
-0.26,0.07,0.96,0.61,0.43,-1.94,32.29
-0.26,0.08,0.96,0.21,0.81,-1.22,32.15
-0.26,0.1,0.95,-0.6,0.95,-0.69,32.29
-0.26,0.1,0.94,-1.57,1.07,-0.03,32.2
-0.27,0.1,0.93,-2.46,0.4,0.17,32.29
-0.26,0.1,0.94,-3.05,-0.21,-0.38,32.29
-0.26,0.09,0.93,-3.47,-0.14,0.08,32.25
-0.26,0.08,0.93,-3.42,-0.15,-0.23,32.39
-0.26,0.09,0.93,-2.87,-0.52,-0.17,32.25
-0.26,0.07,0.95,-1.01,-1.82,-0.87,32.29
-0.26,0.08,0.95,0.08,-1.45,-0.53,32.29
-0.24,0.09,0.94,-0.58,-0.11,0.35,32.29
-0.25,0.1,0.93,-1.37,0.82,-0.06,32.29
-0.25,0.09,0.93,-1.82,1.07,0.27,32.25
-0.25,0.09,0.94,-2.08,1.02,0.56,32.29
-0.24,0.09,0.94,-1.86,0.6,0.09,32.25
-0.25,0.09,0.94,-2.34,-0.11,-0.46,32.25
-0.25,0.08,0.95,-2.2,-0.9,-0.26,32.25
-0.25,0.08,0.94,-2.2,-1.1,-0.47,32.34
-0.25,0.09,0.93,-2.32,-0.76,-0.4,32.2
-0.24,0.09,0.93,-2.99,0.49,0.0,32.29
-0.24,0.08,0.94,-3.15,1.27,-0.15,32.25
-0.24,0.09,0.92,-3.45,0.63,-0.89,32.34
-0.26,0.09,0.94,-3.44,-0.85,-1.19,32.34
-0.26,0.08,0.94,-3.44,-2.6,-1.82,32.34
-0.25,0.08,0.94,-3.08,-3.02,-1.13,32.2
-0.24,0.07,0.96,-1.42,-2.08,-0.87,32.2
-0.24,0.08,0.96,-0.49,-0.06,-0.84,32.29
-0.25,0.09,0.94,-0.92,0.9,-0.98,32.34
-0.25,0.1,0.95,-2.38,1.02,-0.7,32.34
-0.26,0.1,0.94,-3.47,-0.03,-0.76,32.39
-0.26,0.09,0.94,-3.66,-1.79,-1.13,32.34
-0.25,0.08,0.95,-2.93,-2.46,-1.65,32.29
-0.24,0.08,0.95,-2.52,-1.4,-1.18,32.29
-0.25,0.09,0.95,-2.43,0.4,-0.61,32.25
-0.25,0.07,0.95,-1.89,2.43,-0.17,32.2
-0.25,0.08,0.94,-2.03,1.88,-0.84,32.2
-0.27,0.07,0.96,-0.81,-1.04,-1.07,32.29
-0.27,0.07,0.95,-0.52,-2.34,-0.93,32.29
-0.26,0.08,0.94,-0.73,-2.72,-0.73,32.25
-0.25,0.09,0.95,-1.77,-1.16,-0.15,32.25
-0.24,0.09,0.93,-2.93,0.31,-0.03,32.2
-0.26,0.09,0.93,-3.95,0.37,-0.47,32.25
-0.25,0.09,0.91,-4.81,-0.55,-0.27,32.25
-0.26,0.09,0.93,-4.69,-1.91,-0.93,32.29
-0.25,0.09,0.91,-5.53,-2.72,-0.7,32.29
-0.24,0.09,0.93,-6.24,-2.69,-0.72,32.29
-0.26,0.09,0.94,-6.75,-3.04,-0.58,32.15
-0.25,0.09,0.94,-6.84,-3.25,-0.7,32.34
-0.25,0.08,0.94,-6.73,-3.88,-0.75,32.29
-0.24,0.09,0.95,-5.82,-4.32,-1.18,32.29
-0.25,0.08,0.94,-4.93,-4.87,-1.39,32.25
-0.25,0.08,0.95,-4.29,-5.04,-2.05,32.34
-0.25,0.09,0.95,-3.66,-6.56,-3.01,32.39
-0.26,0.11,0.94,-4.85,-8.98,-3.8,32.2
-0.27,0.11,0.94,-5.69,-12.27,-4.72,32.39
-0.26,0.12,0.93,-7.19,-17.51,-6.09,32.29
-0.25,0.12,0.94,-9.21,-22.23,-7.42,32.25
-0.24,0.13,0.93,-10.4,-24.75,-8.7,32.39
-0.25,0.13,0.91,-12.53,-27.77,-10.11,32.39
-0.28,0.12,0.94,-14.34,-34.5,-13.05,32.29
-0.29,0.13,0.93,-17.42,-42.37,-14.49,32.25
-0.29,0.11,0.94,-21.85,-49.66,-16.37,32.34
-0.29,0.1,0.96,-25.5,-55.89,-17.77,32.29
-0.29,0.08,1.0,-28.52,-62.0,-19.08,32.25
-0.3,0.07,1.01,-31.86,-66.72,-20.41,32.25
-0.29,0.08,1.01,-36.89,-71.91,-20.93,32.2
-0.28,0.08,1.02,-44.32,-74.98,-19.51,32.29
-0.26,0.03,1.04,-51.42,-77.54,-19.18,32.34
-0.25,-0.03,1.09,-51.77,-79.97,-18.67,32.25
-0.24,-0.07,1.12,-54.14,-77.59,-15.19,32.34
-0.23,-0.08,1.15,-56.12,-71.54,-12.12,32.39
-0.22,-0.09,1.13,-60.67,-67.19,-7.31,32.25
-0.16,-0.14,1.15,-63.3,-59.02,-1.82,32.29
-0.1,-0.19,1.12,-64.84,-53.04,-1.19,32.29
-0.05,-0.19,1.08,-64.98,-51.08,-1.51,32.29
-0.0,-0.25,1.1,-60.14,-49.59,-4.56,32.15
0.01,-0.28,1.08,-57.22,-48.58,-6.58,32.29
0.01,-0.25,1.08,-56.53,-49.53,-5.73,32.29
0.01,-0.23,1.09,-55.57,-52.55,-6.95,32.29
0.02,-0.2,1.09,-57.11,-58.47,-11.07,32.34
