acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
-0.29,0.04,0.96,-3.91,-1.15,1.62,31.73
-0.29,0.04,0.96,-2.78,-1.01,1.65,31.82
-0.3,0.04,0.95,-1.42,-0.53,1.94,31.82
-0.3,0.04,0.96,-0.9,-0.2,1.89,31.82
-0.3,0.04,0.95,-1.07,-1.31,1.56,31.73
-0.3,0.04,0.96,-1.45,-2.49,1.21,31.92
-0.29,0.04,0.94,-1.73,-2.67,1.62,31.92
-0.29,0.04,0.94,-2.08,-2.09,2.87,31.87
-0.28,0.03,0.94,-1.51,-1.21,3.16,31.68
-0.26,0.02,0.95,0.26,-0.14,2.7,31.87
-0.27,0.02,0.94,1.74,0.17,1.97,31.92
-0.27,0.04,0.94,2.05,0.64,1.8,31.82
-0.26,0.03,0.94,1.98,1.16,1.79,31.92
-0.26,0.04,0.94,2.37,0.52,0.61,31.82
-0.27,0.04,0.94,2.46,-0.2,-0.08,31.78
-0.26,0.05,0.93,1.51,-0.67,-0.82,31.87
-0.26,0.06,0.95,0.53,-0.44,-1.3,31.78
-0.27,0.05,0.95,-0.06,0.24,-1.68,31.82
-0.27,0.04,0.96,-0.17,2.12,-1.04,31.82
-0.28,0.04,0.96,0.99,2.37,-0.76,31.92
-0.29,0.05,0.96,1.98,1.69,-1.05,31.87
-0.29,0.04,0.97,3.31,1.71,-1.13,31.82
-0.29,0.05,0.98,4.21,1.47,-1.85,31.87
-0.31,0.06,0.97,5.11,0.5,-2.49,31.82
-0.3,0.06,0.96,5.5,0.44,-1.95,31.78
-0.3,0.08,0.96,5.33,0.34,-1.36,31.82
-0.29,0.08,0.95,5.15,0.85,-1.1,31.97
-0.29,0.09,0.92,4.08,0.73,-0.69,31.82
-0.28,0.09,0.93,3.18,1.07,-0.81,31.87
-0.27,0.09,0.92,3.25,1.34,-0.76,31.82
-0.28,0.08,0.92,3.05,0.95,-0.9,31.87
-0.28,0.09,0.92,2.79,0.75,-1.33,31.92
-0.28,0.09,0.92,2.4,0.49,-1.21,31.78
-0.29,0.09,0.92,2.46,0.53,-1.66,31.82
-0.28,0.09,0.91,2.17,1.13,-1.01,31.78
-0.28,0.1,0.91,1.21,1.56,-0.58,31.92
-0.29,0.09,0.91,0.35,2.17,-0.46,31.92
-0.28,0.11,0.91,-0.61,1.86,0.21,31.92
-0.29,0.1,0.91,-1.59,1.34,-0.4,31.78
-0.29,0.1,0.92,-2.24,0.26,-0.64,31.78
-0.28,0.1,0.92,-2.2,0.12,-0.84,31.78
-0.28,0.09,0.92,-2.06,0.35,-0.47,31.82
-0.29,0.09,0.93,-1.31,0.55,-0.46,31.82
-0.3,0.08,0.94,-1.02,-0.11,-1.01,31.82
-0.3,0.09,0.93,-1.59,0.14,-0.82,31.82
-0.31,0.1,0.92,-3.51,0.46,0.31,31.82
-0.31,0.09,0.93,-3.86,0.47,0.63,31.97
-0.31,0.07,0.93,-4.14,-0.21,0.47,31.92
-0.31,0.08,0.93,-4.09,-0.63,0.2,31.92
-0.31,0.07,0.94,-3.94,-1.13,1.16,31.82
-0.31,0.06,0.93,-3.48,-0.55,1.59,31.87
-0.31,0.07,0.95,-2.82,-0.11,1.25,31.68
-0.3,0.08,0.93,-3.89,0.03,1.6,31.87
-0.3,0.08,0.93,-4.4,0.31,1.71,31.73
-0.3,0.06,0.95,-3.68,-0.75,1.47,31.87
-0.3,0.05,0.94,-2.84,-1.74,1.15,31.78
-0.3,0.05,0.95,-1.36,-1.65,1.77,31.87
-0.29,0.06,0.95,-0.43,-0.72,1.62,31.92
-0.28,0.07,0.95,-0.81,-0.73,1.47,31.82
-0.28,0.07,0.95,-0.81,-0.69,1.15,31.82
-0.28,0.07,0.94,-0.66,-0.44,1.63,31.73
-0.28,0.07,0.95,-0.64,-1.45,0.63,31.78
-0.26,0.08,0.95,-0.9,-0.75,-0.11,31.87
-0.26,0.08,0.95,-1.82,0.03,-0.31,31.97
-0.27,0.08,0.95,-2.32,1.24,-0.64,31.78
-0.28,0.07,0.95,-1.98,1.16,-1.08,31.87
-0.29,0.07,0.95,-1.21,0.12,-1.83,31.87
-0.3,0.07,0.94,-1.44,-1.18,-2.47,31.92
-0.29,0.07,0.94,-1.68,-0.93,-1.77,31.87
-0.3,0.07,0.94,-1.59,0.26,-1.24,31.87
-0.31,0.07,0.94,-1.18,0.05,-0.78,31.87
-0.29,0.08,0.94,-0.6,-0.31,-0.72,31.87
-0.29,0.08,0.93,-0.32,-0.47,-0.78,31.87
-0.28,0.09,0.92,-0.87,0.02,-0.56,31.82
