acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
-0.16,0.19,0.95,-5.22,3.02,0.05,33.19
-0.16,0.19,0.95,-4.29,1.97,0.32,33.24
-0.17,0.19,0.94,-3.79,1.22,0.49,33.24
-0.18,0.19,0.94,-3.79,1.16,0.75,33.28
-0.18,0.18,0.95,-3.74,1.6,2.12,33.24
-0.19,0.18,0.95,-3.47,0.56,3.51,33.09
-0.18,0.18,0.95,-3.59,-0.02,4.58,33.14
-0.18,0.18,0.96,-3.83,-1.15,5.01,33.14
-0.17,0.19,0.94,-4.63,-2.38,5.11,33.28
-0.17,0.19,0.94,-5.37,-2.26,5.59,33.28
-0.15,0.19,0.94,-6.17,-2.6,5.4,33.19
-0.15,0.18,0.95,-6.05,-2.73,5.1,33.19
-0.15,0.17,0.96,-5.74,-4.29,4.78,33.28
-0.16,0.17,0.96,-4.82,-4.15,5.16,33.28
-0.15,0.17,0.96,-4.85,-3.65,5.77,33.19
-0.14,0.17,0.96,-4.63,-3.28,6.27,33.19
-0.15,0.17,0.96,-4.84,-3.34,6.14,33.19
-0.15,0.17,0.98,-4.56,-4.24,5.92,33.14
-0.14,0.16,0.97,-4.89,-5.02,6.56,33.24
-0.15,0.15,0.98,-4.72,-6.02,7.07,33.14
-0.15,0.15,0.99,-5.48,-7.11,6.84,33.24
-0.13,0.15,0.99,-5.48,-7.34,7.34,33.24
-0.11,0.14,1.0,-3.63,-7.62,7.21,33.14
-0.1,0.14,1.0,-1.92,-7.44,6.72,33.24
-0.1,0.15,1.0,-1.36,-7.74,6.52,33.24
-0.1,0.17,0.99,-1.71,-8.06,5.57,33.19
-0.08,0.17,1.0,-1.98,-6.89,5.31,33.28
-0.08,0.17,0.98,-2.35,-7.66,4.99,33.28
-0.08,0.17,0.97,-2.32,-9.11,4.75,33.28
-0.06,0.16,0.99,-1.71,-9.25,3.66,33.24
-0.07,0.17,0.97,-1.08,-9.53,3.59,33.14
