acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
0.28,-0.2,0.93,0.06,-3.15,2.12,31.54
0.28,-0.21,0.93,-0.41,-3.65,1.63,31.64
0.27,-0.21,0.94,0.32,-4.14,0.9,31.59
0.28,-0.22,0.94,0.73,-3.31,0.96,31.64
0.26,-0.21,0.94,0.32,-3.16,1.08,31.49
0.26,-0.23,0.95,1.07,-4.05,1.11,31.64
0.27,-0.23,0.97,3.13,-4.46,0.14,31.68
0.27,-0.23,0.98,3.69,-5.86,-1.11,31.54
0.26,-0.23,0.97,3.71,-5.71,-0.98,31.64
0.26,-0.22,0.96,1.85,-4.63,-0.79,31.54
0.26,-0.21,0.97,0.11,-4.02,-0.02,31.64
0.27,-0.22,0.97,-1.04,-2.09,1.16,31.68
0.28,-0.22,0.97,-1.54,-0.55,1.02,31.68
0.27,-0.22,0.97,-2.31,0.41,0.81,31.59
0.26,-0.22,0.96,-3.56,1.01,0.66,31.54
0.26,-0.22,0.96,-4.5,-0.26,0.5,31.64
0.25,-0.23,0.96,-4.6,-2.49,0.61,31.64
0.26,-0.23,0.98,-3.21,-4.12,0.46,31.54
0.27,-0.23,0.98,-1.65,-4.89,-0.32,31.64
0.27,-0.24,0.98,2.05,-3.22,-0.73,31.64
0.27,-0.22,0.97,0.58,-1.56,-0.29,31.64
0.27,-0.21,0.94,-0.98,0.56,-0.64,31.54
0.27,-0.2,0.94,-3.47,-1.18,-0.9,31.68
0.28,-0.2,0.94,-5.66,-1.37,-0.98,31.54
0.28,-0.2,0.92,-6.69,-2.78,-0.73,31.54
0.3,-0.21,0.95,-6.12,-3.28,-2.38,31.54
0.3,-0.22,0.95,-3.22,-2.85,-3.1,31.68
0.29,-0.21,0.94,-2.18,-0.78,-3.4,31.59
0.28,-0.2,0.93,-2.53,-0.14,-3.82,31.54
0.28,-0.19,0.93,-2.52,-0.64,-4.46,31.54
0.28,-0.2,0.91,-3.6,-2.32,-5.19,31.64
0.27,-0.2,0.9,-4.43,-3.83,-5.05,31.59
0.29,-0.2,0.92,-5.51,-4.6,-4.82,31.59
0.29,-0.19,0.93,-5.27,-4.14,-5.07,31.54
0.29,-0.2,0.93,-5.13,-2.96,-4.87,31.64
0.29,-0.2,0.94,-4.4,-2.66,-5.91,31.59
0.3,-0.2,0.94,-3.69,-0.38,-5.82,31.59
0.29,-0.2,0.93,-3.53,0.89,-5.3,31.68
0.29,-0.22,0.94,-2.35,1.42,-6.17,31.59
0.29,-0.2,0.93,-1.97,1.18,-6.95,31.68
0.28,-0.21,0.92,-1.73,1.18,-7.71,31.54
0.27,-0.21,0.93,-1.57,1.18,-7.62,31.64
0.26,-0.2,0.93,-1.77,1.4,-6.98,31.64
0.26,-0.2,0.94,-1.54,1.5,-5.82,31.68
0.26,-0.21,0.95,-1.4,1.39,-5.16,31.59
0.26,-0.2,0.94,-1.37,0.78,-4.98,31.59
0.26,-0.2,0.93,-1.89,0.56,-4.67,31.59
0.27,-0.21,0.93,-2.85,0.66,-3.79,31.54
0.26,-0.2,0.92,-3.98,0.61,-3.37,31.54
0.27,-0.2,0.92,-4.63,0.56,-3.33,31.59
0.27,-0.22,0.93,-2.11,0.61,-3.37,31.68
0.28,-0.21,0.95,0.79,1.65,-3.95,31.64
0.28,-0.21,0.95,2.55,1.36,-3.77,31.54
0.28,-0.21,0.95,3.11,2.02,-3.4,31.68
0.28,-0.19,0.94,2.29,2.58,-3.39,31.64
0.27,-0.17,0.93,-0.23,2.46,-3.63,31.59
0.27,-0.18,0.92,-2.23,1.65,-3.68,31.59
0.27,-0.19,0.93,-2.4,0.21,-3.91,31.54
0.27,-0.2,0.95,-3.15,-1.31,-4.26,31.54
0.26,-0.22,0.96,-1.77,-2.43,-4.4,31.54
0.26,-0.21,0.98,-1.63,-2.98,-3.36,31.59
0.27,-0.21,0.98,-1.31,-2.2,-3.13,31.49
0.26,-0.22,0.96,-1.73,-3.19,-2.87,31.64
0.26,-0.21,0.97,-1.39,-3.48,-1.82,31.64
0.26,-0.22,0.96,-1.56,-4.08,-0.72,31.64
0.27,-0.2,0.96,-1.36,-4.4,-0.2,31.68
0.28,-0.2,0.96,-1.69,-5.05,0.03,31.68
0.28,-0.2,0.95,-3.15,-6.18,0.46,31.68
0.29,-0.21,0.95,-3.59,-6.96,0.12,31.68
0.29,-0.21,0.96,-4.15,-6.93,0.11,31.54
0.3,-0.21,0.95,-3.34,-6.2,0.7,31.64
0.29,-0.22,0.97,-1.34,-5.02,0.82,31.54
0.3,-0.22,0.97,1.62,-3.28,0.03,31.59
0.3,-0.21,0.95,3.04,-2.56,-0.82,31.64
0.29,-0.2,0.94,2.5,-1.62,-0.75,31.54
0.29,-0.2,0.93,0.32,-1.39,0.41,31.73
0.28,-0.19,0.91,-2.5,-2.78,0.7,31.59
0.3,-0.18,0.89,-4.87,-4.96,-0.18,31.64
0.3,-0.19,0.91,-6.26,-5.6,-1.77,31.49
0.31,-0.21,0.92,-7.36,-3.94,-1.3,31.59
0.3,-0.22,0.93,-6.67,-1.86,-0.76,31.59
0.29,-0.22,0.93,-6.12,-1.07,-0.95,31.54
0.29,-0.23,0.95,-5.98,-1.28,-1.31,31.54
0.28,-0.22,0.94,-5.97,-1.47,-1.07,31.59
0.29,-0.22,0.94,-6.47,-1.59,-1.4,31.68
0.29,-0.22,0.93,-6.99,-0.76,-2.2,31.68
0.27,-0.22,0.93,-7.63,-0.79,-2.43,31.73
0.25,-0.22,0.94,-8.12,0.27,-2.38,31.64
0.24,-0.22,0.94,-8.46,-0.55,-1.57,31.73
0.23,-0.22,0.94,-8.53,-2.18,-0.98,31.64
0.25,-0.23,0.96,-8.63,-4.29,-0.44,31.59
0.26,-0.23,0.95,-8.06,-5.1,-0.09,31.68
0.28,-0.24,0.97,-6.43,-4.6,0.24,31.68
0.29,-0.24,0.97,-4.92,-2.92,-0.18,31.68
0.29,-0.24,0.97,-3.16,-2.03,-0.18,31.59
0.28,-0.24,0.96,-0.52,-0.79,-0.69,31.54
0.27,-0.22,0.95,-2.5,-0.41,-0.12,31.54
0.27,-0.21,0.93,-3.89,-0.96,0.43,31.64
0.27,-0.21,0.94,-4.87,-1.33,1.04,31.64
0.29,-0.2,0.93,-5.56,-1.45,1.4,31.64
0.29,-0.21,0.94,-5.3,-0.32,0.73,31.73
0.29,-0.22,0.94,-3.34,1.66,-0.05,31.59
0.28,-0.22,0.94,-2.49,3.4,0.24,31.59
0.26,-0.21,0.92,-2.15,3.62,1.56,31.64
0.26,-0.2,0.91,-2.53,2.6,2.64,31.59
0.28,-0.19,0.91,-2.06,1.74,2.75,31.64
0.29,-0.2,0.9,-1.19,1.94,2.21,31.68
0.3,-0.19,0.9,-0.95,3.97,2.2,31.73
0.31,-0.17,0.88,-0.98,6.08,1.89,31.59
0.3,-0.17,0.87,-1.63,6.29,1.89,31.64
0.3,-0.17,0.85,-3.51,6.89,1.77,31.68
0.29,-0.17,0.86,-5.77,5.88,1.18,31.64
0.28,-0.17,0.87,-7.24,4.35,1.25,31.68
0.29,-0.18,0.88,-8.73,3.04,0.47,31.73
0.3,-0.18,0.88,-8.29,2.34,-0.5,31.59
0.3,-0.19,0.89,-8.38,1.83,-1.21,31.59
0.32,-0.2,0.91,-7.19,4.46,-1.05,31.64
0.32,-0.21,0.93,-7.36,8.76,0.27,31.54
0.31,-0.21,0.93,-7.66,12.18,1.56,31.68
0.3,-0.21,0.93,-9.04,12.6,0.66,31.54
0.28,-0.21,0.93,-9.36,8.47,-1.69,31.54
