,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
0,-2.38,-3.98,0.17,-0.31,1.10,"31.68[0m
"
1,7.36,-3.24,-4.70,0.16,-0.32,1.11
2,8.05,-3.51,-6.03,0.18,-0.33,1.10
3,9.02,-3.08,-6.17,0.17,-0.33,1.10
4,9.77,-1.59,-6.17,0.17,-0.32,1.10
5,10.66,-0.46,-6.38,0.17,-0.32,1.10
6,11.51,1.69,-6.06,0.17,-0.31,1.07
7,11.92,3.40,-5.34,0.17,-0.31,1.07
8,12.64,4.03,-5.25,0.15,-0.30,1.06
9,13.76,3.95,-5.18,0.14,-0.30,1.06
10,15.04,2.21,-4.84,0.12,-0.31,1.06
11,15.71,-0.58,-4.87,0.11,-0.31,1.06
12,15.59,-3.50,-5.24,0.11,-0.30,1.06
13,15.27,-6.43,-7.18,0.13,-0.30,1.07
14,15.25,-6.56,-7.91,0.16,-0.29,1.06
15,14.99,-5.36,-8.23,0.17,-0.29,1.06
16,14.85,-4.53,-8.70,0.18,-0.29,1.08
17,15.27,-2.70,-8.63,0.20,-0.29,1.07
18,14.84,-1.31,-9.18,0.20,-0.28,1.07
19,14.73,0.38,-9.28,0.21,-0.28,1.07
20,14.34,1.11,-9.37,0.20,-0.27,1.07
21,14.61,2.38,-9.69,0.20,-0.27,1.06
22,14.27,2.63,-10.00,0.18,-0.28,1.07
23,15.27,3.18,-9.42,0.18,-0.29,1.07
24,15.92,3.71,-8.53,0.16,-0.29,1.08
25,17.25,4.29,-7.51,0.15,-0.30,1.09
26,18.53,2.43,-7.39,0.14,-0.30,1.11
27,20.84,2.58,-6.81,0.16,-0.30,1.10
28,21.01,3.27,-7.19,0.15,-0.28,1.10
29,21.56,3.18,-7.73,0.15,-0.27,1.10
30,21.74,3.88,-7.47,0.16,-0.26,1.08
31,21.11,4.95,-8.21,0.16,-0.25,1.09
32,21.07,4.90,-7.77,0.14,-0.25,1.08
33,21.05,3.79,-7.97,0.12,-0.25,1.09
34,20.93,1.34,-8.44,0.12,-0.25,1.10
35,20.78,-2.60,-10.35,0.12,-0.25,1.12
36,21.42,-4.27,-11.24,0.13,-0.25,1.11
37,20.85,-6.27,-11.94,0.13,-0.24,1.12
38,21.05,-6.79,-12.21,0.14,-0.25,1.12
39,21.30,-5.02,-11.63,0.15,-0.25,1.14
40,22.49,-1.94,-9.74,0.16,-0.27,1.14
41,24.20,-0.38,-8.23,0.15,-0.27,1.15
42,25.79,-1.11,-7.77,0.15,-0.28,1.16
43,28.26,-1.04,-7.91,0.17,-0.28,1.18
44,30.20,-2.20,-8.32,0.16,-0.28,1.18
45,32.35,-2.89,-8.58,0.17,-0.28,1.18
