acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,temp
-0.45,-0.04,0.93,0.09,2.2,-0.75,30.46
-0.48,-0.04,0.91,1.4,2.31,-0.58,30.46
-0.48,-0.03,0.9,1.68,1.33,-1.02,30.55
-0.49,-0.03,0.89,1.37,-0.49,-1.24,30.46
-0.49,-0.02,0.89,0.69,-1.77,-1.36,30.55
-0.49,-0.01,0.88,-0.29,-2.24,-0.47,30.46
-0.49,-0.02,0.87,-0.89,-2.37,0.05,30.51
-0.48,-0.02,0.86,-1.36,-2.9,0.49,30.51
-0.47,-0.02,0.86,-1.54,-3.74,-0.11,30.46
-0.45,-0.03,0.85,-2.21,-3.98,-0.56,30.51
-0.45,-0.04,0.85,-1.68,-2.76,-0.37,30.46
-0.44,-0.03,0.83,-2.44,-2.4,-1.04,30.51
-0.45,-0.03,0.84,-3.68,-2.9,-1.73,30.55
-0.44,-0.03,0.84,-4.61,-2.99,-2.2,30.51
-0.44,-0.04,0.86,-4.73,-2.78,-2.4,30.55
-0.44,-0.06,0.87,-3.22,-2.11,-2.66,30.51
-0.45,-0.05,0.87,-1.63,-1.25,-2.67,30.46
-0.45,-0.04,0.88,-1.3,-0.67,-2.69,30.51
-0.45,-0.03,0.88,-1.77,-0.76,-2.47,30.46
-0.46,-0.03,0.88,-2.64,-1.36,-2.15,30.51
-0.45,-0.02,0.88,-3.02,-2.75,-2.7,30.51
-0.44,-0.02,0.88,-2.9,-3.22,-2.75,30.46
-0.43,-0.02,0.88,-2.73,-1.8,-2.21,30.51
-0.43,-0.02,0.88,-2.73,-0.14,-1.82,30.51
-0.44,-0.03,0.87,-1.8,-0.27,-2.63,30.41
-0.45,-0.03,0.88,-0.6,-1.79,-3.22,30.46
-0.46,-0.02,0.87,0.0,-3.28,-3.31,30.41
-0.45,-0.02,0.87,0.69,-2.61,-3.48,30.41
-0.45,-0.01,0.87,0.41,-0.99,-2.38,30.51
-0.46,-0.0,0.86,0.15,0.43,-1.18,30.46
-0.48,0.0,0.86,-0.23,-0.17,-0.56,30.51
-0.47,0.0,0.85,-0.82,-1.88,-0.99,30.46
-0.46,0.0,0.85,-0.49,-3.11,-0.98,30.55
-0.46,-0.0,0.85,-0.63,-4.18,-1.18,30.55
-0.45,-0.01,0.85,-1.01,-3.15,-0.53,30.41
-0.44,-0.01,0.85,-1.3,-2.15,0.15,30.46
-0.44,0.0,0.85,-2.23,-1.01,0.4,30.51
-0.44,-0.0,0.85,-3.02,-0.79,0.5,30.46
-0.45,-0.01,0.85,-3.5,-1.45,0.11,30.51
