acce_x	 acce_y	 acce_z	gyro_x	gyro_y	gyro_z
0	-0.03	0.9	-5.31	-2.29	-1.11
-0.01	-0.03	0.89	-4.81	-2.52	-0.73
0	-0.02	0.91	-5.54	-2.52	0.09
0.01	-0.02	0.92	-6.4	-1.88	0.21
0.01	-0.03	0.93	-7.51	-2.46	0.02
0.03	-0.04	0.92	-8.29	-0.31	0.24
0.03	-0.04	0.94	-8.58	1.34	0.73
0.02	-0.04	0.95	-7.8	0.21	0.31
0.01	-0.04	0.94	-5.94	0.26	-0.44
0.01	-0.04	0.94	-4.38	-0.08	-0.21
0.02	-0.04	0.92	-2.55	-0.17	-0.21
0.01	-0.04	0.93	-1.88	-1.42	-0.34
0.02	-0.04	0.9	-2.37	-0.31	-0.84
0	-0.02	0.92	-3.69	-0.5	-0.55
0.02	-0.03	0.92	-4.82	-0.56	-0.82
0.02	-0.03	0.92	-6.61	-0.26	-0.66
0.03	-0.03	0.92	-7.44	-0.12	-1.05
0.02	-0.02	0.93	-7.74	-0.75	-1.5
0.02	-0.03	0.95	-7.68	-2.41	-1.91
0.02	-0.05	0.97	-6.53	-4.14	-2.73
0.03	-0.03	0.97	-5.85	-3.5	-1.73
0.05	-0.03	0.99	-5.53	-0.35	-2.44
0.05	0	1.01	-4.61	2.5	-1.88
0.06	-0.03	1.01	-4.24	2.69	-2.95
0.07	-0.03	1.04	-4.24	3.66	-4.6
0.07	-0.02	1.06	-3.4	8.99	-5.94
0.03	-0.02	1.06	-2.87	10.78	-7.66
0	-0.01	1.06	-1.51	10	-7.25
-0.01	0.07	1.1	-3.57	12.31	-8.53
-0.02	0	1.11	-3.22	11.34	-9.24
-0.07	0	1.16	-2.56	6.02	-7.79
-0.1	0	1.18	-3.56	1.3	-5.04
-0.1	0	1.19	-3.27	-0.29	-2.18
-0.09	-0.01	1.24	-3.76	-0.15	-0.18
-0.08	-0.01	1.28	-2.75	-3.18	0.66
-0.04	-0.02	1.28	-1.42	-4.44	-0.27
-0.02	-0.02	1.28	1.05	-3.94	-0.9
0	-0.03	1.25	4.5	-6.14	-1.56
0.02	-0.02	1.25	7.77	-10.12	-3.69
0.01	-0.01	1.26	10.58	-13.02	-4.75
0	0.01	1.24	12.82	-12.61	-5.56
-0.01	0.01	1.21	14.53	-11.01	-4.76
-0.04	0.01	1.2	14.93	-9.45	-3.82
-0.05	0.01	1.18	14.11	-9.28	-2.43
-0.04	0.01	1.17	12.98	-9.68	-1.02
-0.04	0.02	1.17	10.87	-14.79	0.03
-0.03	0.03	1.13	10.34	-16.78	-0.95
-0.05	0.04	1.07	10.18	-17.68	-1.92
-0.1	0.05	1.04	9.13	-21.98	-2.29
-0.11	0.05	1.01	7.73	-22.23	0.14
-0.15	0.05	1.02	4.99	-24.23	1.97
-0.13	0.04	1.02	0.31	-27.97	6.38
-0.06	0.05	1.05	-5.97	-25.73	9.05
-0.08	0.06	1.01	-12.12	-32.58	9.15
-0.01	0.03	0.96	-15.13	-36.5	7.86
-0.05	0.01	0.97	-15.66	-37.97	6.17
-0.07	0.01	0.96	-13.56	-38.18	5.59
-0.11	-0.02	0.94	-9.91	-38.79	6.35
-0.09	-0.03	0.95	-8.58	-33.15	6.35
-0.13	0	0.98	-6.32	-29.68	5.47
-0.1	0.01	0.93	-2.63	-38.18	8.41
-0.05	0.04	0.92	-2.98	-38.95	9.79
0	0.01	0.91	-3.13	-36.2	8.31
-0.02	-0.02	0.92	-0.85	-35.82	7.82
-0.03	-0.01	0.95	2.11	-35.82	7.5
0.02	-0.02	0.91	4.53	-29.66	5.01
-0.05	-0.02	0.92	8.26	-31.24	1.63
-0.1	-0.01	0.9	13.24	-44.56	1.31
-0.05	0	0.88	16.18	-48.64	1.24
-0.01	0.04	0.86	18.52	-47.31	0.46
0.02	0.04	0.84	20.29	-44.5	1.86
0.05	0.04	0.86	19.62	-38.5	1.18
0.05	0.03	0.84	19.65	-38.41	1.22
0.04	0.02	0.84	19.92	-36.87	-1.15
0	0.01	0.84	19.68	-42.69	1.02
0.02	0.02	0.82	19.01	-44.21	0.79
-0.01	0.03	0.81	18.61	-49.6	1.02
0	0.04	0.8	17.18	-50.17	3.74
0.05	0.04	0.8	15.62	-41.79	6.24
0.04	0.04	0.79	14.31	-36.15	9.98
0.04	0.04	0.78	13.1	-33.85	13.53
0.09	0.04	0.78	12.31	-26.87	14.5
0.14	0.03	0.81	12.11	-15.13	11.86
0.12	0.03	0.79	12.2	-11.15	10.52
0.09	0.01	0.78	13.76	-14.63	11.5
0.07	0.02	0.77	15.36	-16.08	14.58
0.1	0.03	0.76	15.89	-18.03	18.69
0.13	0.05	0.76	15.86	-21.1	17.56
0.11	0.05	0.75	17.08	-26.35	18.89
0.13	0.05	0.73	15.39	-23.74	21.57
0.14	0.07	0.73	12.61	-23.19	23.21
0.17	0.07	0.72	10.15	-23.34	25.47
0.2	0.07	0.72	7.69	-16.27	24.58
0.17	0.07	0.7	5.97	-14.58	25.74
0.12	0.07	0.69	4.69	-16.35	28.95
0.12	0.06	0.67	2.72	-17.44	35.33
0.16	0.09	0.67	-0.53	-15.28	37.25
0.19	0.07	0.65	-1.66	-17.69	37.74
0.23	0.08	0.66	-4.12	-14.99	37.31
0.25	0.08	0.65	-6.98	-9.08	36.29
0.22	0.07	0.62	-8.27	-8.06	38.2
0.22	0.09	0.58	-10.08	-6.12	42.53
0.24	0.08	0.55	-13.27	-1.3	42.84
0.24	0.09	0.54	-17.28	-3.91	40.81
0.25	0.1	0.54	-21.79	-9.13	39.42
0.31	0.09	0.54	-27.07	-10.27	39.62
0.43	0.09	0.59	-33.44	-4.11	37.1
0.51	0.06	0.65	-35.25	7.21	30.41
0.5	0.03	0.67	-33.76	14.64	24.6
0.42	0.02	0.67	-33.25	17.3	21.27
0.37	0.02	0.66	-33.69	18.84	18.92
0.26	-0.01	0.64	-33.69	10.66	15.82
0.18	-0.04	0.61	-32.24	-1.19	19.44
0.19	-0.02	0.58	-34.18	-1.5	30.29
0.35	-0.01	0.59	-38.84	11.08	37.59
0.5	-0.05	0.67	-39.01	26.2	36.09
0.59	-0.06	0.74	-35.54	38.24	27.04
0.59	-0.08	0.78	-30.9	39.3	15.31
0.52	-0.1	0.84	-27.66	37.73	5.48
0.39	-0.11	0.85	-26.61	31.48	5.07
0.25	-0.12	0.79	-25.77	19.45	15.56
0.19	-0.09	0.7	-25.42	10.37	28.23
0.16	-0.07	0.6	-24.44	6.08	36.78
0.27	-0.04	0.52	-27.18	4.53	42.81
0.48	-0.04	0.6	-27.97	9.63	34.02
0.54	-0.07	0.73	-21.69	12.17	17.31
0.48	-0.09	0.78	-16.46	3.86	2.87
0.35	-0.1	0.8	-18.18	-4.06	-2.93
0.27	-0.13	0.79	-20.96	1.44	-0.31
0.13	-0.15	0.72	-20.89	14.15	14.53
0.05	-0.14	0.69	-22.09	13.22	37.45
0.15	-0.12	0.62	-22.37	10.26	56.12
0.35	-0.09	0.64	-17.54	13.51	58.21
0.47	-0.05	0.65	-15.05	8.52	47.04
0.52	-0.06	0.66	-15.86	2.21	31.39
0.5	-0.09	0.68	-18.02	-0.4	15.53
0.42	-0.13	0.68	-17.54	3.73	4.03
0.29	-0.17	0.68	-15.53	13.85	2.69
0.19	-0.14	0.63	-13.44	35.25	18.96
0.22	-0.11	0.68	-20.03	39.34	42.44
0.38	-0.1	0.77	-18.18	27.34	51.82
0.47	-0.13	0.83	-14.12	9.88	46.41
0.46	-0.18	0.84	-7.16	2.64	40.6
0.35	-0.2	0.83	0.37	-3.56	39.31
0.26	-0.19	0.79	6.06	-2.78	43.45
0.27	-0.18	0.72	6.67	12.37	46.79
0.22	-0.1	0.66	3.53	18.84	46
0.24	-0.02	0.56	-9.22	17.28	43.4
0.31	0	0.57	-19.68	8.66	39.89
0.43	-0.05	0.7	-21.45	7.44	33.59
0.51	-0.1	0.83	-10.7	10.11	26.6
0.48	-0.16	0.88	4.52	21.83	23.79
0.4	-0.18	0.91	16.93	48.43	28.11
0.22	-0.17	0.89	22.58	60.63	39.15
0.09	-0.09	0.78	9.44	52.31	54.58
0.1	-0.04	0.67	-9.57	38.38	64.38
0.15	0.01	0.62	-22.34	19.31	65.01
0.3	0	0.6	-32.73	2.31	61.16
0.45	-0.06	0.71	-29.42	-9.68	46.4
0.49	-0.14	0.82	-18.23	-17.1	29.69
0.47	-0.2	0.89	-6.55	-17.28	15.08
0.32	-0.24	0.91	0.67	-5.86	8.02
0.15	-0.27	0.93	-1.45	1.86	15.27
0.09	-0.19	0.92	-7.39	17.89	29.54
0.21	-0.11	0.89	-8.53	59.8	36.69
-0.06	0	0.65	-21.39	39.02	53.37
0.27	0	0.53	-35.83	58.82	58.29
0.42	0.02	0.56	-38.63	59.82	42.05
0.37	-0.12	0.71	-39.69	30.64	19.71
0.32	-0.25	0.82	-30.38	12.98	9.4
0.28	-0.29	0.87	-16.46	33.07	15.31
0.24	-0.25	0.9	-12.41	72.82	30.52
0.21	-0.18	0.9	-18.43	90.32	37.65
0.2	-0.13	0.93	-26.98	81.33	30.44
0.13	-0.11	0.81	-31.19	32.27	28.96
0.04	-0.14	0.75	-41.5	23.22	14.79
0.09	-0.16	0.72	-39.04	13.68	15.92
0.15	-0.2	0.81	-35.4	9.71	15.53
0.19	-0.26	0.9	-29.56	22.87	15.18
0.21	-0.34	0.94	-8.49	43.94	15.02
0.05	-0.25	1	1.21	50.78	17.16
0	-0.2	0.97	-15.11	30.67	16.96
0.02	-0.19	0.86	-25.91	14.34	10.18
0.03	-0.15	0.77	-39.88	-1.5	9.27
0.15	-0.2	0.77	-43.8	10.18	12.72
0.2	-0.24	0.84	-35.22	28.5	16.79
0.18	-0.26	0.99	-27.8	26.93	16.23
0.18	-0.28	1.14	-17.04	9.34	11.33
0.18	-0.31	1.25	-4.56	-19.44	1.13
0.14	-0.35	1.27	2.67	-46.58	-4.35
0.17	-0.31	1.2	0.99	-58.31	-6.6
0.24	-0.31	1.1	-8.21	-44.34	-1.01
0.44	-0.31	1.05	-2.06	8.21	8.06
0.58	-0.22	1	-9.65	75.86	5.68
0.44	-0.13	0.94	-23.47	101.15	-6
0.21	-0.16	0.89	-22.78	81.91	-18.4
0.01	-0.23	0.96	-13.21	43.85	-22.78
-0.12	-0.28	1.04	-2.5	1.54	-22.79
-0.15	-0.36	1.1	10.63	-29.4	-20.05
-0.18	-0.36	1.06	21.3	-49.31	-9.71
-0.03	-0.28	0.98	21.79	-45.88	6.43
0.32	-0.21	0.93	17.27	5.11	10.43
0.33	-0.14	0.92	11.39	21.77	3.6
0.3	-0.13	0.92	6.11	22.99	-7.27
0.21	-0.18	0.96	9.51	4.26	-14.79
0.09	-0.21	1.03	13.04	-20.63	-15.07
0.07	-0.27	1.05	20.38	-36.09	-8.93
0.17	-0.26	1.06	25.95	-27.15	4.52
0.38	-0.26	1.14	36.18	19.83	8.76
0.39	-0.23	1.14	39.44	61.54	5.65
0.33	-0.14	1.09	45.79	74.63	-5.82
0.3	-0.11	0.97	28.38	74.12	-19.53
0.19	-0.14	0.99	12	62.99	-29.34
-0.01	-0.18	1.05	3.11	29.42	-29.82
-0.07	-0.23	1.1	3.54	7.11	-25.34
-0.06	-0.22	1.13	8.02	-4.55	-20.5
0.06	-0.2	1.17	12.92	8.92	-20.27
0.19	-0.19	1.23	17.33	47.02	-23.77
0.15	-0.2	1.25	20.76	78.95	-29.57
0.09	-0.14	1.2	19.19	88.69	-35.77
0.07	-0.1	1.06	8.47	72.89	-44.31
-0.06	-0.09	1.02	-5.66	35.98	-49.94
-0.1	-0.12	1.04	-14.79	9.66	-49.68
-0.08	-0.1	1.06	-18.23	-9.95	-51.36
-0.05	-0.1	1.12	-20.2	-21.89	-59.11
-0.02	-0.14	1.21	-17.92	-10.6	-68.08
-0.1	-0.11	1.23	-12.92	-3.45	-72.46
-0.1	-0.11	1.17	-11.91	-4.76	-76.18
-0.11	-0.07	1.12	-14.52	-25.16	-80.03
-0.07	-0.1	1.14	-16.2	-44.63	-89.68
-0.11	-0.15	1.19	-12.85	-38.96	-93.28
-0.23	-0.18	1.27	-7.05	-26.14	-83.95
-0.2	-0.14	1.26	-3.92	-14.67	-67.02
-0.07	-0.1	1.21	-1.92	10.64	-59.57
-0.07	-0.06	1.14	-3.92	23.16	-57.22
-0.13	-0.05	1.07	-7.88	18.27	-55.1
-0.13	-0.04	1	-15.63	12.44	-51.47
-0.2	-0.06	1.02	-21.31	-6.31	-47.8
-0.24	-0.1	1.11	-22.82	-31.28	-42.46
-0.23	-0.13	1.18	-20.44	-50	-33.74
-0.11	-0.12	1.22	-20.29	-52.34	-26.46
0.02	-0.09	1.2	-21.91	-41.42	-26.63
0.03	-0.09	1.17	-25.02	-28.53	-28.49
0.02	-0.09	1.16	-24.14	-11.34	-29.71
-0.03	-0.11	1.1	-21.5	-3.04	-29.48
-0.09	-0.1	1.13	-19.42	-9.53	-29.59
-0.15	-0.13	1.12	-16.05	-20.26	-26.43
-0.14	-0.15	1.11	-17.15	-31.79	-24.02
-0.11	-0.15	1.11	-20.9	-38.9	-20.89
-0.07	-0.15	1.12	-23.74	-32.34	-21.39
-0.08	-0.14	1.13	-24.66	-34.35	-20.61
-0.08	-0.12	1.1	-22.06	-36.85	-18.49
-0.02	-0.12	1.03	-14.61	-28.61	-18.58
0.02	-0.11	0.95	-10.38	-28.15	-19.05
0.05	-0.11	0.9	-11.74	-21.15	-22.85
-0.01	-0.14	0.93	-13.54	-22.12	-25.05
-0.04	-0.17	1.02	-14.98	-22.82	-25.53
-0.08	-0.21	1.1	-12.56	-32.75	-23.56
-0.04	-0.2	1.1	-4.53	-32.41	-21.5
0.01	-0.2	1.04	5.31	-19.91	-19.51
0.06	-0.16	0.99	12.92	-13.27	-19.82
0.12	-0.12	0.91	13.97	-7.19	-23.15
0.12	-0.12	0.89	9.5	-0.78	-27.47
0.04	-0.15	0.92	2	2.05	-27.19
-0.03	-0.2	0.97	-2.87	-4.08	-26.17
-0.07	-0.23	1.01	-3.08	-4.64	-21.68
-0.12	-0.25	1.07	3.05	-22.18	-17.57
-0.03	-0.24	1.07	16.64	-24.6	-19.53
0.01	-0.2	1.04	28.78	-19.04	-17.77
0.08	-0.17	0.99	36.63	-2.56	-17.22
0.08	-0.14	0.95	42.79	7.18	-15.19
0.12	-0.14	0.92	42.76	16.46	-15.97
0.07	-0.17	0.92	40.75	23.63	-16.43
-0.01	-0.16	0.92	40.9	22.24	-17.11
-0.1	-0.16	0.87	42.06	13.22	-14.23
-0.11	-0.15	0.87	42.47	8.61	-10.49
-0.07	-0.13	0.84	38.64	17.19	-6.23
-0.01	-0.09	0.86	32.4	31.83	-5.98
0.02	-0.09	0.84	29.07	37.76	-4.92
0.08	-0.06	0.84	25.22	44.09	-2.79
0.17	-0.07	0.81	22.89	47.36	-8.49
0.14	-0.09	0.77	24.4	33.04	-16
0.02	-0.09	0.73	21.36	21.24	-15.69
-0.02	-0.07	0.76	16.44	9.6	-15.73
-0.05	-0.07	0.74	9.53	-11.66	-15.94
-0.04	-0.04	0.73	0.56	-6.15	-15.57
-0.06	-0.03	0.74	-7.4	-2.64	-17.3
-0.07	-0.04	0.74	-12.87	-1.39	-17.71
-0.07	-0.01	0.75	-19.48	-1.74	-17.82
-0.08	-0.03	0.76	-28.23	-1.77	-17.65
-0.1	-0.04	0.81	-32.47	-12.26	-16.11
-0.06	-0.06	0.81	-33.3	-16.03	-15.5
-0.02	-0.08	0.82	-35.19	-15.13	-16.75
-0.05	-0.09	0.83	-32.02	-20.18	-15.15
-0.03	-0.1	0.83	-27.01	-17.3	-13.18
-0.02	-0.09	0.82	-20.89	-13.82	-11.15
0	-0.06	0.8	-16.35	-13.47	-10.81
0.01	-0.06	0.8	-12.06	-11.71	-9.02
0.06	-0.05	0.8	-10.61	-6.34	-8.12
0.08	-0.08	0.82	-8.14	-8.85	-10.85
