acce_x	 acce_y	 acce_z	gyro_x	gyro_y	gyro_z
-0.03	-0.02	0.94	-4.79	-2.98	-0.7
0	-0.02	0.95	-5.33	-2.12	-1.18
-0.01	-0.01	0.97	-5.56	-1.88	-1.86
-0.01	-0.02	0.98	-5.62	-1.88	-1.15
0.01	-0.01	0.99	-5.51	-1.74	-2.15
0	-0.02	1.02	-4.18	-3.27	-3.6
-0.02	-0.02	1.04	-3.62	-4.08	-3.15
0.01	-0.01	1.09	-2.52	-0.56	-1.71
0.02	-0.02	1.12	-1.53	0.82	-2.7
0	0.01	1.12	0.03	1.71	-2.06
0.02	0.01	1.13	0.7	2.14	-2.44
0	-0.01	1.14	2.61	1.79	-3.65
-0.04	-0.01	1.15	4.64	1.15	-3.01
-0.03	-0.01	1.17	6.02	2.35	-4.05
-0.07	-0.01	1.17	7.62	-1.54	-3.79
-0.09	-0.01	1.16	8.37	-5.18	-3.33
-0.12	0	1.17	8.2	-8.32	-2.93
-0.15	0	1.19	8.79	-16.95	-1.47
-0.13	-0.01	1.22	9.39	-23.95	-1.05
-0.12	0	1.23	10.52	-21.98	0.37
-0.14	-0.01	1.24	11.6	-21.3	2.44
-0.14	0	1.23	12.9	-21.88	5.69
-0.12	0	1.2	14.34	-25.31	5.16
-0.14	0.01	1.18	16.26	-29.5	6.32
-0.13	0.02	1.19	17.73	-30	9.68
-0.09	0.03	1.19	18.23	-29.19	10.92
-0.11	0.02	1.17	18.89	-30.08	11.3
-0.11	0.08	1.16	18.5	-30.18	14.58
-0.09	0.01	1.17	16.5	-31.86	15.45
-0.06	0.02	1.19	17.18	-33.3	15.65
0.01	0.01	1.17	16.58	-38.95	12.38
0.02	0.03	1.17	19.28	-38.47	10.44
0.01	0.03	1.09	20.44	-36.14	10.46
0	0.05	1.04	22.61	-31.95	12.37
0.05	0.08	1	21.88	-28.66	13.54
0.1	0.09	0.98	19.36	-31.86	13.21
0.14	0.08	1	16.4	-32.12	9.04
0.1	0.06	1.01	15.24	-37.82	5.39
0.07	0.05	1.02	14.44	-43.92	2.5
0.03	0.04	1.03	11.56	-47.92	0.52
0.05	0.04	1.03	14.03	-48.56	-1.36
0.03	0.06	1.01	16.49	-46.99	-2.17
0.06	0.09	0.97	16.47	-37.28	-0.05
0.08	0.1	0.91	14.73	-23.05	0.5
0.1	0.09	0.83	11.54	-13.77	-1.22
0.06	0.06	0.86	7.66	-9.83	-1.98
0.04	0.04	0.87	5.56	-15.71	-2.87
0.04	0.02	0.95	6.15	-23.08	-5.07
0.01	0.03	0.98	10.15	-31.63	-6.82
-0.05	0.05	0.95	15.94	-34.21	-3.71
-0.07	0.06	0.86	20.03	-33.28	6.29
0.03	0.09	0.79	19.86	-22.26	11.05
0.07	0.09	0.76	19.88	-19.69	11.63
0.07	0.08	0.77	19.47	-21.54	8.2
0.05	0.07	0.78	20.66	-25.07	5.95
0.04	0.07	0.76	21.25	-30.76	4.06
0.03	0.05	0.75	21.02	-33.07	3.4
0.01	0.07	0.75	19.4	-29.15	7.28
-0.03	0.09	0.75	18.82	-24.21	13.19
-0.01	0.13	0.71	19.36	-21.82	20.2
0.06	0.14	0.68	15.86	-19.16	23.13
0.08	0.11	0.66	12.27	-11.66	22.02
0.03	0.1	0.7	11.62	-12.63	24.41
0.01	0.08	0.73	13.15	-17.51	26.64
0.01	0.09	0.72	12.69	-22.87	26.09
-0.03	0.1	0.71	12.72	-29.11	28.72
0	0.1	0.72	11.94	-31.56	34.31
0.02	0.12	0.75	13.54	-26.79	38.4
0.01	0.1	0.71	16.32	-24.17	43.89
0	0.1	0.69	16.05	-19.04	49.82
0.04	0.1	0.66	13.59	-14.47	55.39
0.1	0.1	0.66	14.98	-9.45	59.47
0.18	0.11	0.66	15.04	-9.83	59.36
0.3	0.13	0.71	11.5	-7.82	53.39
0.37	0.13	0.71	11.24	-3.53	46.66
0.4	0.12	0.69	11.66	2.06	38.7
0.29	0.14	0.68	2.6	2.26	33.5
0.16	0.09	0.6	9.77	-7.63	36.49
0.1	0.09	0.62	11.56	-18.6	44.7
0.11	0.08	0.69	10.76	-16.4	51.07
