acce_x	 acce_y	 acce_z	gyro_x	gyro_y	gyro_z
-0.08	-0.04	0.92	-2.52	3.54	2.84
-0.07	-0.03	0.92	-2.87	11.65	1.89
-0.08	-0.03	0.91	-4.55	12.41	1.45
-0.09	-0.03	0.89	-6.95	9.8	1.51
-0.1	-0.04	0.91	-8.38	5.95	1.57
-0.07	-0.06	0.93	-8.93	3.95	-0.24
-0.1	-0.05	0.94	-8.81	3.22	-1.02
-0.09	-0.04	0.95	-7.44	3.8	-0.92
-0.08	-0.05	0.95	-5.6	4.76	-1.45
-0.15	-0.05	0.92	-3.66	-1.36	1.8
-0.1	-0.04	0.9	-4.03	1.11	2.44
-0.1	-0.03	0.9	-4.09	1.95	1.77
-0.1	-0.04	0.91	-5.25	2.89	0.93
-0.12	-0.04	0.9	-7.3	2.73	1.44
-0.11	-0.04	0.91	-8.03	4.69	1.82
-0.09	-0.04	0.91	-8.43	4.4	0.98
-0.1	-0.04	0.9	-8.11	-0.67	0.37
-0.08	-0.04	0.9	-7.76	0.75	-0.37
-0.09	-0.04	0.91	-6.05	2.21	-1.05
-0.11	-0.04	0.89	-5.79	3.97	-1.04
-0.14	-0.04	0.88	-6.52	-0.2	0.81
-0.1	-0.04	0.87	-7.4	-0.38	-0.02
-0.1	-0.03	0.91	-8.4	-1.66	-1.39
-0.11	-0.05	0.89	-8.81	-0.7	0.29
-0.1	-0.05	0.9	-10.18	7.07	1.59
-0.09	-0.04	0.91	-9.76	3.21	1.39
-0.09	-0.06	0.92	-8.73	1.53	0.55
-0.1	-0.05	0.91	-7.57	1.45	1.73
-0.08	-0.04	0.91	-6.85	3.18	1.48
-0.08	-0.05	0.91	-5.37	2.34	0.79
-0.08	-0.05	0.91	-6.12	-0.06	-0.23
-0.07	-0.04	0.89	-5.97	1.07	-1.19
-0.08	-0.04	0.9	-6.99	3.95	-2.12
-0.08	-0.05	0.9	-6.99	5.24	-2.53
-0.09	-0.05	0.91	-7.02	5.16	-3.71
-0.13	-0.05	0.9	-6.27	2.43	-2.69
-0.14	-0.04	0.9	-6.26	2.79	-1.5
-0.14	-0.05	0.9	-6.79	0.4	0.09
-0.14	-0.04	0.9	-7.16	-2.7	1.92
-0.12	-0.03	0.91	-7.3	-2.34	2.78
-0.1	-0.04	0.89	-8.85	-3.36	2.34
-0.08	-0.04	0.91	-9.22	-2.11	1.01
-0.08	-0.05	0.93	-8.84	-0.2	-1.33
-0.09	-0.05	0.95	-7.21	-2.5	-3.1
-0.09	-0.06	0.96	-4.35	-6.76	-4.76
-0.12	-0.07	0.96	-1.57	-8.38	-5.51
-0.09	-0.06	0.91	0.81	-7.11	-4.55
-0.1	-0.04	0.9	0.5	-4.37	-3.15
-0.13	-0.05	0.89	0.26	-3.01	-1.13
-0.11	-0.05	0.91	-1.77	-0.55	-0.46
-0.09	-0.05	0.93	-2.58	-0.38	0.32
-0.08	-0.04	0.93	-2.75	1.39	-0.35
-0.09	-0.04	0.91	-2.41	5.1	0.21
-0.12	-0.04	0.89	-2.03	2.99	1.34
-0.1	-0.03	0.88	-0.99	0.31	1.6
-0.08	-0.02	0.87	-0.78	-0.43	0.76
-0.08	-0.03	0.87	-2.05	-0.56	0.06
-0.09	-0.02	0.87	-3.13	0.99	0.24
-0.08	-0.02	0.86	-5.18	1.1	-0.75
-0.1	-0.02	0.87	-6.98	1.11	-0.9
-0.1	-0.03	0.87	-8.79	0.49	-1.25
-0.1	-0.03	0.88	-9.5	1.19	-1.24
-0.1	-0.03	0.88	-9.62	2.21	-1.71
-0.11	-0.04	0.89	-9.65	0.02	-1.74
-0.1	-0.04	0.91	-9.77	-0.79	-1.95
-0.09	-0.04	0.92	-9.16	-0.14	-2.56
-0.09	-0.05	0.92	-8.12	0.34	-2.79
-0.08	-0.05	0.94	-7.77	1.18	-3.24
-0.07	-0.05	0.92	-6.56	3.56	-4.11
-0.11	-0.05	0.92	-6.24	1.79	-3.68
-0.11	-0.05	0.92	-6.41	0.18	-3.45
-0.11	-0.05	0.92	-5.33	0.69	-3.08
-0.1	-0.05	0.92	-5.15	1.56	-2.47
-0.1	-0.05	0.92	-5.37	1.13	-1.68
-0.08	-0.05	0.94	-5.73	2.06	-1.34
-0.08	-0.05	0.93	-5.27	1.74	-1.63
-0.09	-0.04	0.9	-5.66	0.78	-1.79
-0.09	-0.04	0.91	-5.98	0.82	-2.05
-0.11	-0.04	0.92	-5.34	1.36	-1.83
-0.11	-0.05	0.92	-5.44	1.79	-1.34
-0.12	-0.04	0.92	-5.08	2.4	-0.75
-0.12	-0.05	0.91	-4.4	2.95	-0.17
-0.11	-0.04	0.92	-4.17	1.92	0.75
-0.09	-0.04	0.9	-3.95	2.56	0.99
-0.09	-0.04	0.89	-4.53	2.44	0.17
-0.08	-0.05	0.89	-4.44	2.49	-0.53
-0.07	-0.04	0.89	-5.42	1.54	-1.48
-0.08	-0.04	0.89	-6.12	2.41	-2.09
-0.08	-0.04	0.89	-6.06	2.92	-2.72
-0.08	-0.04	0.91	-6.12	3.68	-3.85
-0.11	-0.05	0.91	-6.11	3.89	-4.37
-0.11	-0.05	0.91	-5.37	3.3	-3.4
-0.12	-0.05	0.92	-4.31	4.99	-2.29
-0.11	-0.04	0.91	-4.32	6.72	-1.76
-0.11	-0.05	0.91	-4.03	8.08	-1.16
-0.11	-0.05	0.9	-4.47	4.55	-0.03
-0.08	-0.05	0.91	-4.6	3.44	-0.64
-0.08	-0.05	0.91	-4.11	4.17	-1.53
-0.08	-0.05	0.89	-4.41	5.65	-2
-0.09	-0.05	0.9	-5.56	5.22	-2.61
-0.1	-0.04	0.9	-4.24	4.29	-2.55
-0.1	-0.05	0.89	-4.81	3.05	-1.91
-0.09	-0.05	0.9	-4.75	2.23	-1.5
-0.08	-0.04	0.92	-4.73	2.69	-2.06
-0.09	-0.04	0.91	-4.76	2.93	-2
-0.1	-0.03	0.9	-5.85	1.85	-1.94
-0.1	-0.04	0.91	-5.73	0.96	-2.26
-0.1	-0.04	0.9	-5.4	1.34	-2.76
-0.11	-0.03	0.88	-5.92	3.16	-2.84
-0.11	-0.03	0.88	-6.7	2.26	-2.76
-0.11	-0.03	0.92	-7.77	1.74	-3.24
-0.12	-0.05	0.93	-7.82	1.91	-2.32
-0.1	-0.05	0.93	-7.77	1.82	-1.28
-0.11	-0.05	0.95	-7.18	-0.12	-1.39
-0.1	-0.05	0.93	-5.42	0.34	-2.03
-0.1	-0.05	0.94	-4.03	-0.09	-2.7
-0.11	-0.04	0.93	-2.34	-1.21	-2.55
-0.12	-0.05	0.92	-1.28	0.78	-2.44
-0.12	-0.04	0.91	-1.1	1.76	-1.77
-0.12	-0.03	0.89	-1.74	0.93	-1.24
-0.12	-0.03	0.88	-3.18	-0.55	-1.15
-0.12	-0.03	0.89	-4.49	-0.7	-0.81
-0.11	-0.03	0.9	-6.12	-0.31	-0.41
-0.11	-0.04	0.91	-6.61	-0.79	-0.43
-0.11	-0.03	0.91	-5.83	-1.48	-0.46
-0.11	-0.04	0.9	-3.94	-0.92	-0.41
-0.11	-0.03	0.87	-2.46	1.22	-1.07
-0.12	-0.02	0.86	-2.6	-0.37	-1.08
-0.11	-0.02	0.87	-2.64	0	-1.02
-0.09	-0.02	0.89	-4.49	1.62	-1.74
-0.1	-0.03	0.89	-5.94	2.31	-2.56
-0.12	-0.03	0.88	-7.57	2.49	-2.02
-0.12	-0.02	0.87	-8.92	2.15	-1.47
-0.11	-0.03	0.89	-9.33	-0.95	-1.91
-0.12	-0.04	0.9	-9.01	-1.82	-2.46
-0.11	-0.03	0.92	-8.53	0.34	-1.47
-0.11	-0.04	0.91	-7.63	1.45	-1.21
-0.1	-0.04	0.93	-6.79	2.2	-1.54
-0.1	-0.03	0.91	-6.47	1.56	-2.17
-0.11	-0.04	0.93	-5.48	0.37	-2.73
-0.11	-0.04	0.93	-5.48	1.86	-2.69
-0.11	-0.04	0.93	-5.25	3.82	-1.83
-0.11	-0.04	0.94	-5.19	4.02	-2.02
-0.11	-0.04	0.92	-4.61	3.66	-2.08
-0.12	-0.04	0.94	-3.94	3.44	-2.29
-0.12	-0.04	0.93	-3.27	3.37	-2.18
-0.1	-0.03	0.92	-2.17	5.05	-1.95
-0.11	-0.03	0.92	-2.21	6.18	-1.57
-0.12	-0.03	0.91	-2.4	4.55	-0.87
-0.11	-0.03	0.9	-2.5	4.03	-0.89
-0.11	-0.03	0.89	-2.78	3.73	-0.84
-0.12	-0.02	0.88	-3.65	4.55	-0.53
-0.13	-0.02	0.88	-4.09	4.55	-0.32
-0.12	-0.02	0.87	-5.63	3.76	-1.1
-0.13	-0.02	0.88	-6.6	2.17	-1.56
-0.13	-0.01	0.88	-8.24	2.2	-1.65
-0.12	-0.01	0.88	-9.22	2.32	-1.62
-0.12	-0.02	0.88	-10.09	2.58	-1.22
-0.12	-0.01	0.88	-10.81	2.53	-1.3
-0.11	-0.02	0.89	-11.4	0.96	-2.09
-0.13	-0.03	0.9	-10.95	-0.81	-2.61
-0.14	-0.03	0.92	-10.82	-1.66	-1.94
-0.14	-0.04	0.92	-10.46	-0.66	-0.99
-0.14	-0.04	0.93	-9.89	0.34	-0.61
-0.13	-0.04	0.93	-8.69	1.01	-0.4
-0.15	-0.03	0.92	-7.88	-0.95	0.73
-0.13	-0.03	0.92	-6.21	-0.87	0.75
-0.12	-0.03	0.91	-5.08	0.56	0.67
-0.12	-0.02	0.88	-4.63	0.24	1.24
-0.11	-0.02	0.87	-5.47	-0.58	1.02
-0.1	-0.02	0.88	-5.76	-0.89	0.4
-0.1	-0.02	0.89	-6.24	0.31	-0.11
-0.1	-0.02	0.89	-7.6	-0.31	-0.47
-0.11	-0.03	0.9	-7.92	-2.08	-0.63
-0.12	-0.03	0.91	-7.89	-2.78	-0.23
-0.12	-0.04	0.91	-7.71	-2.08	0.47
-0.12	-0.04	0.92	-7.08	-1.3	0.9
-0.11	-0.04	0.93	-5.68	0.03	1.01
-0.1	-0.04	0.93	-4.53	0.93	0.08
-0.11	-0.04	0.92	-3.89	0.15	-0.64
-0.12	-0.03	0.93	-3.56	-1.82	-0.27
-0.12	-0.04	0.94	-2.47	-1.82	0.21
-0.12	-0.03	0.95	-2.75	0.21	-0.2
-0.12	-0.03	0.96	-2.56	-0.4	-0.44
-0.14	-0.04	0.95	-2.81	-1.62	0.32
-0.1	-0.04	0.99	-2.84	-1.18	-0.34
-0.12	-0.04	1.03	-1.33	-4.7	-0.6
-0.1	-0.04	1.04	0.67	-5.31	-1.28
-0.12	-0.04	1.06	2.78	-2.14	-1.42
-0.19	-0.05	1.08	5.86	-5.59	0.18
-0.21	-0.05	1.12	9.39	-11.19	2.78
-0.2	-0.03	1.12	11.76	-13.02	3.89
-0.21	-0.03	1.13	13.71	-18.58	5.04
-0.19	-0.01	1.11	13.57	-12.35	4.95
-0.23	-0.01	1.1	13.24	-12.52	6.17
-0.22	-0.02	1.1	11.91	-10.89	5.97
-0.25	-0.02	1.15	9.95	-12.17	6.7
-0.26	-0.02	1.17	10.96	-13.98	8.81
-0.28	-0.02	1.18	12.53	-15.53	12.03
