acce_x	 acce_y	 acce_z	gyro_x	gyro_y	gyro_z
0.14	0	0.9	-9.33	4.56	-0.64
0.12	0	0.89	-8.75	3.56	-1.13
0.11	0	0.91	-8.43	1.69	-0.46
0.13	0	0.91	-7.97	2.09	-0.15
0.11	0	0.91	-7.97	0.84	-0.05
0.11	0	0.91	-8.58	-0.58	0.93
0.12	0	0.91	-8.96	0.35	1.01
0.12	0	0.9	-9.1	0.47	0.63
0.12	0	0.91	-9.22	-0.35	0.32
0.11	-0.01	0.91	-8.61	-0.4	0.12
0.11	-0.01	0.94	-7.76	-1.39	0.18
0.09	-0.01	0.94	-6.64	-3.54	0.66
0.1	-0.01	0.95	-5.01	-5.3	1.08
0.09	-0.01	0.95	-4.09	-5.4	1.66
0.1	-0.01	0.93	-3.71	-5.19	2.81
0.13	-0.01	0.92	-2.64	-1.53	3.33
0.14	-0.01	0.91	-1.69	0.56	2.92
0.14	0.01	0.9	-1.8	-1.07	2.37
0.16	0.01	0.88	-2.75	-2.21	1.69
0.17	0.01	0.88	-3.4	-3.25	0.64
0.18	0	0.89	-4.23	-3.1	0.09
0.16	0	0.89	-4.47	-1.16	0.14
0.18	0	0.89	-4.37	1.24	-0.44
0.16	0	0.89	-4.55	0.99	-1.48
0.15	-0.01	0.88	-5.36	1.25	-2.02
0.13	0.01	0.88	-5.92	1.71	-1.56
0.15	0.01	0.89	-6.03	2.06	-2.24
0.14	0.01	0.91	-6.37	1.65	-2.52
0.13	0	0.92	-7.11	1.91	-2.24
0.13	0	0.93	-7.28	1.74	-1.71
0.14	-0.01	0.94	-7.24	1.74	-2.05
0.13	-0.01	0.95	-6.41	2.4	-1.82
0.12	-0.01	0.96	-4.6	3.25	-1.34
0.12	0	0.93	-3.83	2.26	-1.47
0.12	0.01	0.91	-4.06	0.23	-0.99
0.12	0.01	0.91	-3.98	1.27	-0.78
0.13	0	0.9	-4.98	0.12	-0.89
0.12	0	0.92	-4.58	-1.95	-0.72
0.12	0.01	0.93	-4.18	-3.02	0.32
0.13	0.01	0.92	-4.05	-1.34	0.78
0.13	0.01	0.92	-4.02	-2.2	0.63
0.14	0.01	0.91	-4.18	-2.38	0.26
0.14	0	0.92	-3.31	-1.01	0.15
0.12	0	0.92	-1.76	-1.59	0.18
0.13	0.01	0.9	-1.82	-1.22	-0.27
0.12	0.02	0.9	-2	-1.65	-0.73
0.12	0.02	0.9	-1.5	-3.24	-0.66
0.11	0.02	0.91	-1.8	-5.6	-0.14
0.12	0.01	0.92	-2.31	-4.61	0.47
0.12	0.01	0.91	-2.06	-4.85	0.53
0.11	0.02	0.9	-2.53	-6.58	1.74
0.13	0.02	0.89	-3.19	-0.63	2.35
0.13	0.02	0.88	-3.71	-1.07	2.03
0.11	0.02	0.88	-3.91	-2.31	2.06
0.12	0.03	0.86	-5.3	-2.78	1.76
0.12	0.03	0.88	-6.23	-4.56	1.86
0.13	0.03	0.88	-7.44	-6.46	1.51
0.15	0.03	0.87	-8.64	-4.35	1.45
0.13	0.03	0.9	-9.53	-4.11	1.44
0.11	0.02	0.91	-9.5	-4.08	3.1
0.12	0.02	0.92	-9.04	-5.27	4.46
0.13	0.02	0.92	-8.82	-6.47	5.01
0.12	0.02	0.93	-7.01	-9.28	5.24
0.1	0	0.94	-4.2	-13.97	6.27
0.07	0	0.92	-2.49	-24	8.99
0.1	0.01	0.89	-4.29	-38.87	11.02
0.18	0.04	0.88	-7.1	-38.99	7.91
0.18	0.03	0.9	-8.95	-33.94	6.27
0.2	0.03	0.9	-11.16	-25.57	6.18
0.24	0.02	0.92	-12.85	-11.45	5.25
0.19	0.01	0.93	-12.2	-3.66	5.91
0.22	0	0.92	-11.28	-0.38	5.82
0.2	-0.01	0.93	-10.11	-1.04	4.53
0.17	-0.01	0.94	-7.82	-6.82	4.7
0.12	-0.02	0.93	-6.7	-23.42	6.37
