acce_x	 acce_y	 acce_z	gyro_x	gyro_y	gyro_z
0.04	-0.07	0.91	-4.9	0.26	-0.67
0.06	-0.07	0.91	-5.37	-0.24	-0.85
0.06	-0.08	0.9	-6.27	-1.4	-0.76
0.05	-0.07	0.91	-6.87	-1.39	-0.82
0.06	-0.07	0.91	-7.25	-0.27	-1.1
0.05	-0.08	0.92	-7.31	0.4	-1.98
0.04	-0.08	0.9	-7.19	-0.37	-1.63
0.03	-0.08	0.91	-6.49	-0.89	-1.19
0.03	-0.08	0.91	-6.89	-0.47	-0.69
0.04	-0.09	0.91	-6.85	0.15	0.03
0.04	-0.08	0.92	-6.79	0.69	0.29
0.04	-0.08	0.92	-6.31	0.29	0.41
0.03	-0.08	0.9	-6.75	-0.41	0.67
0.04	-0.07	0.92	-7.04	-0.12	0.98
0.04	-0.08	0.91	-7.28	-0.15	1.11
0.04	-0.08	0.91	-7.36	-0.34	1.4
0.04	-0.09	0.9	-6.38	0.05	1.24
0.05	-0.08	0.9	-6.63	0.85	1.33
0.05	-0.08	0.92	-6.75	0.82	1.24
0.05	-0.08	0.92	-6.24	0.64	1.05
0.05	-0.08	0.92	-6.4	0.31	1.27
0.05	-0.08	0.92	-6.15	0.67	1.5
0.06	-0.09	0.92	-5.59	1.08	0.92
0.06	-0.08	0.92	-5.56	1.18	0.58
0.06	-0.08	0.9	-6.44	1.94	0.03
0.06	-0.07	0.9	-6.67	1.31	-0.23
0.05	-0.08	0.91	-7.11	1.4	-0.63
0.04	-0.09	0.92	-6.58	1.6	-0.49
0.05	-0.08	0.91	-6.46	1.45	-0.18
0.05	-0.08	0.92	-6.29	0.73	0.24
0.05	-0.09	0.91	-7.16	0.49	0.12
0.05	-0.08	0.92	-7.68	-0.03	-0.12
0.05	-0.08	0.92	-7.86	-0.26	-0.5
0.05	-0.08	0.93	-7.44	-0.09	-0.52
0.06	-0.09	0.93	-5.69	1.05	-0.98
0.05	-0.08	0.93	-5.39	1.13	-1.51
0.03	-0.08	0.92	-5.27	1.3	-1.07
0.03	-0.09	0.92	-5.86	0.55	-0.35
0.04	-0.08	0.91	-6.29	-0.79	0.12
0.04	-0.08	0.93	-6.02	-1.74	0.12
0.05	-0.08	0.94	-4.96	-1.18	0.06
0.05	-0.08	0.94	-4.47	-0.15	-0.02
0.06	-0.09	0.92	-3.92	1.15	-0.58
0.05	-0.08	0.91	-4.32	1.25	-0.84
0.03	-0.08	0.9	-4.64	0.14	-0.32
0.04	-0.09	0.88	-6.05	-1.18	0.26
0.04	-0.08	0.89	-7.08	-1.77	0.56
0.06	-0.08	0.91	-7.13	-0.93	0.37
0.06	-0.08	0.92	-6.66	0.38	0.05
0.06	-0.08	0.91	-6.18	1.27	-0.05
0.06	-0.08	0.9	-6.11	0.93	0
0.06	-0.08	0.89	-6.55	0.08	-0.53
0.05	-0.08	0.89	-6.99	-0.14	-0.98
0.05	-0.08	0.91	-7.48	-0.15	-0.76
0.06	-0.08	0.92	-7.62	0.5	-0.76
0.06	-0.09	0.91	-7.21	1.56	-0.81
0.05	-0.08	0.92	-7.28	2.38	-0.92
0.05	-0.08	0.91	-7.27	2.49	-0.92
0.05	-0.08	0.9	-7.83	1.21	-0.61
0.05	-0.09	0.91	-7.44	0.26	-0.49
0.04	-0.09	0.91	-7.33	0.08	-0.17
0.05	-0.08	0.92	-7.6	0.6	-0.43
0.06	-0.08	0.93	-8.02	1.13	-0.96
0.06	-0.08	0.94	-7.5	1.36	-1.04
0.04	-0.08	0.93	-6.37	1.3	-1.1
0.05	-0.09	0.93	-5.48	2.18	-0.93
0.03	-0.08	0.91	-5.4	1.91	-0.08
0.04	-0.08	0.9	-5.62	1.13	0.5
0.03	-0.08	0.91	-6.89	-0.7	1.02
0.05	-0.08	0.92	-8.11	-1.27	0.89
0.05	-0.08	0.92	-8.17	-0.63	-0.02
0.06	-0.09	0.94	-6.58	0.23	-0.09
0.05	-0.09	0.93	-5.54	0.61	0.18
0.05	-0.08	0.92	-4.44	0.73	0.02
