acce_x	 acce_y	 acce_z	gyro_x	gyro_y	gyro_z
0.14	-0.13	0.89	-6.78	2.58	-0.02
0.14	-0.13	0.9	-7.19	2.18	0.87
0.14	-0.12	0.91	-7.21	2.35	1.18
0.14	-0.12	0.92	-7.15	2.18	0.89
0.15	-0.12	0.92	-7.13	1.91	0.72
0.15	-0.12	0.92	-7.04	1.89	0.56
0.15	-0.12	0.91	-7.02	1.33	0.17
0.14	-0.13	0.91	-6.34	1.04	-0.4
0.13	-0.14	0.88	-6.24	0.79	-0.03
0.13	-0.13	0.89	-7.15	0.2	0.82
0.12	-0.12	0.89	-7.1	-0.72	1.15
0.13	-0.12	0.9	-7.34	-1.19	1.85
0.14	-0.12	0.91	-7.45	-0.99	1.92
0.15	-0.13	0.92	-6.56	0.02	1.16
0.15	-0.14	0.9	-6.32	0.47	0.34
0.14	-0.14	0.9	-6.52	-0.09	0.09
0.13	-0.14	0.88	-7.13	-0.95	0.38
0.12	-0.13	0.88	-7.56	-1.77	0.89
0.13	-0.14	0.88	-8.11	-2.27	1.25
0.13	-0.14	0.89	-7.85	-1.73	1.68
0.15	-0.14	0.9	-7.69	-1.1	1.48
0.15	-0.13	0.92	-7.62	-0.41	1.01
0.15	-0.14	0.91	-7.63	-0.66	0.67
0.14	-0.14	0.92	-7.57	-1.21	0.96
0.15	-0.13	0.92	-7.01	-1.33	0.92
0.15	-0.13	0.9	-6.85	-0.58	0.06
0.15	-0.13	0.9	-6.63	0.06	-0.63
0.14	-0.14	0.9	-6.66	0.24	-0.73
0.14	-0.14	0.91	-6.79	1.02	-0.58
0.14	-0.14	0.92	-5.98	1.01	-0.32
0.14	-0.13	0.93	-6.14	0.76	-0.11
0.14	-0.13	0.92	-6.38	1.28	-0.23
0.14	-0.13	0.92	-5.66	1.76	-0.55
0.13	-0.13	0.9	-5.89	1.33	-0.17
0.13	-0.13	0.9	-6.18	1.37	0.34
0.13	-0.13	0.89	-6.6	0.79	0.53
0.13	-0.13	0.89	-6.85	1.28	0.79
0.14	-0.14	0.9	-6.73	0.81	1.24
0.15	-0.13	0.91	-6.26	1.37	0.87
0.15	-0.13	0.91	-6.4	1.3	0.85
0.14	-0.13	0.91	-7.69	0.89	0.95
0.15	-0.14	0.91	-8.26	0.93	0.75
0.15	-0.14	0.91	-7.76	1.02	0.64
0.14	-0.14	0.9	-7.18	1.69	0.18
0.12	-0.14	0.91	-7.21	1.18	0.44
0.13	-0.14	0.9	-7.88	0.73	0.61
0.14	-0.14	0.91	-8.26	-0.32	0.76
0.15	-0.15	0.91	-7.48	0.73	1.01
0.15	-0.15	0.92	-5.86	0.76	0.6
0.15	-0.14	0.92	-5.76	1.3	0.4
0.14	-0.13	0.9	-5.89	0.14	0.26
0.15	-0.13	0.9	-7.69	-0.9	0.02
0.14	-0.14	0.89	-9.1	-1.27	0.34
0.14	-0.15	0.89	-8.29	-0.72	0.03
0.15	-0.15	0.9	-6.96	0	-0.26
0.15	-0.14	0.9	-5.86	0.81	-0.53
0.15	-0.14	0.91	-5.63	0.81	-0.49
0.14	-0.14	0.89	-6.81	-0.26	-0.12
0.14	-0.13	0.89	-8.11	-0.99	0
0.14	-0.13	0.9	-8.56	-1.6	0.31
0.14	-0.14	0.89	-7.54	-0.55	0.75
0.14	-0.14	0.89	-6.66	-0.58	0.64
0.15	-0.14	0.91	-5.62	0.37	0.49
0.13	-0.13	0.91	-5.92	-0.35	-0.29
0.14	-0.14	0.91	-6.15	-1.39	-0.03
0.14	-0.13	0.91	-6.34	-1.45	1.01
0.15	-0.13	0.92	-6.26	-0.96	1.15
0.14	-0.13	0.91	-6.21	-0.69	0.96
0.14	-0.13	0.9	-6.11	-0.35	0.82
0.14	-0.12	0.9	-6.17	-0.64	0.87
0.12	-0.14	0.9	-6.69	-0.87	1.16
0.14	-0.13	0.91	-6.44	-1.25	1.73
0.15	-0.14	0.93	-4.18	-0.27	1.62
0.15	-0.14	0.93	-3.24	-0.03	1.57
0.15	-0.13	0.91	-3.88	-0.02	1.1
0.15	-0.12	0.9	-5.18	0.12	0.84
0.14	-0.13	0.9	-6.69	0.53	1.24
0.14	-0.14	0.89	-6.73	0.05	1.34
0.14	-0.14	0.89	-6.79	0.12	2.08
0.14	-0.14	0.89	-6.64	-0.73	2.6
0.15	-0.14	0.9	-6	-0.29	2.43
0.15	-0.14	0.91	-5.21	0.15	2.05
0.16	-0.13	0.91	-5.22	0.52	1.31
0.16	-0.13	0.91	-5.65	0.4	0.69
