acce_x	 acce_y	 acce_z	gyro_x	gyro_y	gyro_z
0.08	0	0.92	-4.66	-0.26	-0.26
0.08	0.01	0.9	-6.52	1.04	-0.29
0.08	0.01	0.89	-7.53	1.1	-0.41
0.07	0.01	0.9	-8.52	0.44	-0.78
0.08	0	0.9	-8.87	-0.47	-0.52
0.08	0	0.92	-8.67	-1.33	-0.21
0.08	0	0.92	-8.76	-2.11	0.15
0.09	-0.01	0.93	-8.44	-2.67	-0.02
0.09	-0.01	0.95	-7.97	-1.54	-0.06
0.09	0	0.93	-7.5	0.06	-0.09
0.1	0	0.94	-7.02	2.06	-1.04
0.09	0	0.94	-7.77	3.08	-1.54
0.1	0	0.92	-8.05	4.08	-1.8
0.08	-0.01	0.91	-9.04	3.8	-1.79
0.07	-0.01	0.92	-9.37	2.38	-1.62
0.08	-0.01	0.92	-8.4	0.69	-1.56
0.08	-0.02	0.91	-8.2	-0.09	-0.61
0.09	-0.01	0.92	-7.66	0.52	-0.49
0.1	-0.01	0.9	-8.31	1.05	-1.07
0.1	-0.01	0.91	-9.34	1.16	-1.39
0.08	-0.01	0.9	-10.37	1.62	-1.42
0.08	0	0.89	-11.05	0.56	-0.41
0.08	-0.02	0.89	-11.19	-0.78	0
0.1	-0.02	0.9	-11.69	-2.34	0.23
0.1	-0.03	0.92	-10.67	-2.85	0.4
0.1	-0.02	0.91	-10.38	-2.67	0.14
0.1	-0.02	0.91	-10.56	-2.15	-0.41
0.1	-0.03	0.91	-10.64	-0.66	-1.22
0.09	-0.02	0.92	-10.08	1.01	-2.14
0.08	-0.02	0.91	-10.29	0.92	-1.94
0.08	-0.02	0.92	-9.82	0.73	-1.95
0.07	-0.02	0.93	-8.4	-0.58	-1.42
0.07	-0.02	0.94	-7.44	-1.28	-0.7
0.06	-0.02	0.94	-6.75	-1.48	-0.47
0.07	-0.01	0.93	-6.09	-0.15	-0.69
0.07	-0.01	0.92	-5.48	0.79	-0.95
0.06	-0.01	0.92	-6.2	1.74	-0.44
0.06	-0.01	0.91	-6.89	1.65	-0.02
0.06	-0.01	0.92	-6.81	2.41	0.5
0.05	-0.01	0.92	-6.75	2.7	1.71
0.06	-0.01	0.91	-6.52	3.18	2.35
0.06	-0.01	0.92	-6.09	1.86	2.09
0.06	-0.01	0.91	-5.92	1.63	2.14
0.06	0	0.9	-6.73	2.23	2.4
0.07	0	0.9	-7.5	3.33	2.2
0.07	0	0.9	-7.65	4.24	2.17
0.06	-0.01	0.9	-7.66	4.98	2.66
0.06	-0.01	0.89	-8.46	4.31	3.11
0.07	-0.01	0.9	-8.98	2.96	3.94
0.08	-0.02	0.9	-8.98	2.72	3.92
0.08	-0.02	0.9	-9.21	1.6	2.78
0.1	-0.01	0.91	-8.11	2.7	1.68
0.1	-0.01	0.9	-8.82	4.95	1.59
0.1	-0.02	0.91	-9.6	6.63	1.24
0.09	-0.03	0.91	-10.11	7.31	1.01
0.08	-0.03	0.9	-11.18	5.94	1.05
0.08	-0.03	0.92	-12.12	4.49	1.21
0.09	-0.03	0.92	-11.95	2.99	1.01
0.09	-0.03	0.93	-11.65	2.35	0.64
0.09	-0.04	0.93	-11.05	2.96	0
0.09	-0.04	0.91	-10.53	2.73	-0.47
0.08	-0.03	0.91	-11.07	2.17	-0.14
0.08	-0.04	0.93	-11.77	1.65	0.18
0.09	-0.03	0.92	-12	1.44	-0.44
0.1	-0.03	0.93	-12.02	1.62	-1.05
0.09	-0.03	0.92	-12.26	2.38	-2.21
0.09	-0.04	0.94	-11.28	3.3	-2.95
0.09	-0.03	0.93	-10.4	4.14	-3.42
0.07	-0.03	0.92	-9.68	3.91	-3.53
0.06	-0.03	0.92	-9.51	3.56	-2.82
0.04	-0.03	0.92	-9.22	2.72	-1.68
0.05	-0.03	0.91	-9.66	1.36	-1.05
0.06	-0.03	0.92	-10.67	-0.4	-0.95
0.07	-0.04	0.92	-10.09	-0.63	-0.73
0.07	-0.04	0.94	-8.81	-0.75	-0.72
0.07	-0.04	0.94	-7.44	-0.32	-1.16
0.07	-0.04	0.95	-6.63	-0.23	-1.31
0.07	-0.04	0.95	-5.98	0.29	-1.3
0.08	-0.04	0.95	-4.37	1.24	-1.6
0.07	-0.04	0.94	-3.83	2.03	-1.83
0.07	-0.04	0.92	-4.27	3.33	-1.62
0.07	-0.03	0.93	-4.85	4.05	-1.74
0.07	-0.03	0.92	-5.3	4.32	-1.8
0.07	-0.03	0.9	-5.28	4.44	-1.53
0.07	-0.03	0.91	-6.2	2.75	-1.44
0.05	-0.02	0.89	-7.05	0.67	-0.61
0.07	-0.03	0.9	-7.76	-0.43	0.35
0.07	-0.04	0.93	-7.22	-1.27	0.99
0.08	-0.05	0.95	-5.48	-2.27	1.24
0.08	-0.05	0.95	-3.28	-1.86	0.31
0.08	-0.04	0.95	-2	0.05	-0.14
0.08	-0.04	0.92	-2.63	1.65	0.11
0.06	-0.03	0.9	-5.31	2.69	0.35
0.06	-0.02	0.89	-7.69	2.21	0.84
0.06	-0.02	0.9	-9.25	1.34	1.15
0.07	-0.02	0.9	-9.65	0.05	1.83
0.07	-0.03	0.88	-8.72	-0.75	2.05
0.07	-0.03	0.89	-8.44	-1.33	3.02
0.07	-0.02	0.89	-9.34	-2.4	2.76
0.07	-0.02	0.9	-10.14	-4.66	2.35
0.06	-0.02	0.93	-11.59	-7.59	1.95
0.06	-0.05	0.98	-10.85	-9.6	2.55
0.07	-0.05	1.04	-5.21	-7.86	3.63
0.08	-0.06	1.05	-0.47	-6.46	3.28
0.07	-0.04	1.06	0.73	-4.49	2.23
0.05	-0.04	1.08	0.35	-3.3	1.97
0.04	-0.06	1.14	-0.38	-5.33	3.66
0.07	-0.1	1.26	3.66	-10.78	6.18
0.15	-0.13	1.4	11.22	-12.34	4.69
0.21	-0.14	1.53	22.58	-11.02	0.14
0.26	-0.14	1.64	38.24	2	-3.1
0.25	-0.13	1.73	52.69	24.29	-7.98
0.21	-0.13	1.79	57.62	34.87	-13.1
0.19	-0.14	1.86	56.35	37.86	-20.95
0.19	-0.17	2	61.77	32.7	-18.99
0.14	-0.27	2.13	85.83	34.02	-30.38
0.13	-0.32	2.16	109.18	27.11	-39.04
0.08	-0.36	2.13	124.35	14.87	-38.11
0.08	-0.44	2.08	135.57	14.37	-35.73
0.04	-0.5	2.05	151.28	14.35	-32.85
0.02	-0.58	1.98	174.26	14.67	-38.23
-0.02	-0.67	1.92	203.36	15.24	-37.25
-0.1	-0.75	1.81	236.72	5.79	-34.02
-0.09	-0.71	1.46	263.92	4.55	-36.31
-0.15	-0.65	1.04	294.09	7.3	-38.27
-0.17	-0.35	0.58	275.18	3.45	-33.89
-0.27	-0.35	0.31	238.23	-4.43	-28.2
-0.23	-0.3	0.2	226.11	-13.8	-24.31
-0.26	-0.42	0.33	258.32	-37.63	-17.19
-0.18	-0.45	0.29	300.81	-66.31	-8.15
-0.07	-0.28	0.25	330.41	-85.31	-2.9
0.07	-0.06	0.08	336.53	-89.8	-2.47
0.2	0.18	-0.13	317.36	-74.35	-5.45
0.28	0.32	-0.29	284.47	-34.15	-9.18
0.23	0.4	-0.31	256.52	-4.87	-7.77
0.15	0.43	-0.36	246.75	18.84	-6.32
0.02	0.49	-0.4	241.54	16.81	-0.89
-0.06	0.51	-0.41	230.95	12.49	8.46
-0.11	0.52	-0.35	224.63	5.37	23.69
-0.08	0.55	-0.34	221.66	-2.37	34.95
0.02	0.62	-0.41	212.72	2.12	39.19
0.1	0.78	-0.56	192.31	11.97	43.28
0.2	0.91	-0.69	156.26	35.25	41.53
0.24	0.93	-0.67	117.3	63.45	38.93
0.21	0.85	-0.54	99.59	75.97	38.67
0.16	0.75	-0.43	97.89	68.24	33.71
0.09	0.84	-0.46	94.55	53.91	31.02
0.08	0.93	-0.5	72.93	30.92	28.4
0.1	1	-0.46	47.02	11.73	26.35
0	0.95	-0.19	12.03	-10.96	22.92
0.12	0.92	-0.19	-11.01	-1.02	22.73
0.13	0.91	-0.13	-18.31	-12	19.05
0.23	0.98	-0.07	-34.4	-12.96	16.5
0.2	1	-0.01	-62.58	-8.72	12.38
0.23	0.99	0.01	-78.63	-1.88	12.67
0.19	0.93	0.08	-82.63	-1.37	7.05
0.18	0.92	0.23	-85.73	-2.32	0.95
0.13	0.85	0.32	-79.82	-6.03	0.2
0.17	0.85	0.3	-70.47	0.92	3.89
0.14	0.96	0.33	-74.67	-0.23	0.93
0.16	0.96	0.29	-81.04	2.11	-5.63
0.18	0.95	0.32	-83.71	2.43	-9.28
0.14	0.97	0.35	-85.69	6.05	-10.23
0.14	0.91	0.37	-83.15	13.18	-8.95
0.11	0.79	0.48	-70.73	17.73	-8.76
0.08	0.76	0.5	-53.89	23.3	-6.9
0.03	0.76	0.52	-38	25.83	-4.4
0.03	0.82	0.49	-25.22	23.48	-3.48
-0.01	0.88	0.42	-19.8	18.23	-2.23
0	0.92	0.31	-19.1	10.44	-1.69
0.1	0.98	0.27	-21.57	12.67	-0.03
0.1	0.98	0.25	-27.71	10	-1.39
0.12	0.99	0.21	-34.44	16.41	-0.75
0.13	0.91	0.23	-29.25	19.8	-1.57
0.13	0.88	0.27	-15.59	29.5	0.6
0.05	0.89	0.33	-14.73	10.96	-3.05
0.04	0.89	0.32	-7.25	4.66	-4.58
0.07	0.93	0.29	-6.56	-1.45	-4.37
0.16	0.94	0.3	-9.08	-2.73	-1.5
0.17	0.91	0.32	-11.97	-1.94	-2.56
0.19	0.9	0.36	-13.59	-1.33	-2.63
0.19	0.88	0.4	-13.45	6.53	-1.39
0.24	0.85	0.4	-8.02	13.89	-2.96
0.15	0.85	0.42	-2.11	19.51	-4.85
0.11	0.84	0.44	2.26	18.44	-3.42
0.07	0.85	0.45	3.02	-5.39	-6.2
0.03	0.86	0.44	6.69	-7.59	-6.99
0.11	0.92	0.39	4.52	-14.37	-7.19
0.12	0.9	0.37	1.36	-17.36	-6.44
0.09	0.91	0.39	-1.39	-18.38	-7.51
0.15	0.89	0.36	-1.63	-13.24	-5.6
0.07	0.86	0.39	3.19	-20.2	-7.62
0.11	0.86	0.36	5.39	-17.54	-6.5
0.11	0.86	0.34	11.51	-15.77	-6.66
0.08	0.88	0.35	16.38	-16.32	-8.05
0.06	0.91	0.33	14.64	-20	-7.04
0.09	0.92	0.32	10.2	-20.75	-5.8
0.12	0.91	0.3	8.08	-16.69	-5.37
0.12	0.91	0.3	7.53	-13.19	-5.6
0.14	0.91	0.31	5.24	-6.4	-5.5
0.11	0.91	0.33	3.76	-1.02	-5.5
0.09	0.88	0.33	3.82	2.17	-5.01
0.07	0.89	0.35	3.3	4.4	-3.66
0.07	0.89	0.34	3.04	4.02	-3.33
0.07	0.91	0.33	2.61	4.24	-3.15
0.08	0.9	0.33	2.09	4.24	-2.81
0.1	0.91	0.33	0.82	3.94	-2.85
0.1	0.9	0.32	0.06	4.6	-3.94
0.1	0.9	0.32	-0.52	5.62	-4.95
0.09	0.9	0.33	-1.65	5.98	-5.66
0.09	0.89	0.32	-4.5	6.21	-5.71
0.09	0.9	0.33	-8.55	7.1	-4.29
0.08	0.9	0.33	-12.09	6.06	-4.21
0.07	0.91	0.31	-13.77	5.39	-4.69
0.08	0.91	0.31	-15.68	7.62	-3.65
0.06	0.91	0.31	-18.67	10.79	-0.7
0.04	0.89	0.33	-19.08	10.18	0.75
0.05	0.88	0.33	-18.49	8.2	0.7
0.06	0.89	0.32	-20.15	6.84	1.3
0.05	0.9	0.34	-23.48	5.42	2.98
0.06	0.89	0.35	-24.52	6.7	5.13
0.07	0.87	0.37	-23.51	7.92	5.59
0.06	0.86	0.4	-21.25	7.48	5.56
0.07	0.85	0.42	-18.81	7.92	6.09
0.07	0.85	0.42	-14.93	8.78	6.32
0.07	0.85	0.4	-11.59	9.07	7.37
0.09	0.86	0.38	-9.59	9.45	6.9
0.09	0.87	0.39	-8.9	9.5	6.43
0.11	0.88	0.37	-9.1	9.48	5.11
0.12	0.88	0.35	-9.02	11.25	5.11
0.11	0.89	0.36	-10.43	11.59	4.66
0.09	0.87	0.37	-9.82	12.2	4.89
0.09	0.88	0.36	-8.58	10.63	5.24
0.09	0.88	0.34	-8.69	9.83	5.63
0.09	0.89	0.35	-10.61	7.27	5.8
0.09	0.89	0.35	-12.12	5.76	5.6
0.1	0.89	0.34	-13.5	4.64	5.71
0.12	0.87	0.37	-14.27	4.29	5.83
0.12	0.87	0.36	-14.7	2.24	4.27
