acce_x	 acce_y	 acce_z	gyro_x	gyro_y	gyro_z
-0.02	-0.11	0.9	-5.04	0.2	0.46
-0.02	-0.11	0.9	-7.01	-0.95	0.35
-0.01	-0.12	0.9	-7.4	-0.17	0.46
-0.02	-0.12	0.91	-6.6	1.16	0.4
-0.01	-0.12	0.92	-6.44	1.54	0.52
-0.01	-0.12	0.92	-4.31	1.94	0.67
0	-0.12	0.93	-2.69	2.89	-0.38
-0.02	-0.11	0.92	-2.9	2.02	-1.33
-0.03	-0.11	0.91	-3.57	0.23	-1.22
-0.03	-0.11	0.88	-5.74	-2.93	-0.41
-0.04	-0.11	0.9	-7.56	-3.27	-0.11
-0.01	-0.11	0.91	-8.11	0.44	0.11
-0.01	-0.12	0.93	-7.37	3.69	-0.61
-0.02	-0.12	0.94	-6.23	4.66	-0.55
-0.02	-0.11	0.93	-5.34	2.18	-0.49
-0.03	-0.12	0.92	-4.46	0.29	-0.53
-0.03	-0.11	0.93	-4.69	-1.3	-0.11
-0.03	-0.11	0.92	-4.7	-0.95	-0.23
-0.02	-0.12	0.92	-4.44	2.06	-0.46
-0.03	-0.11	0.92	-5.51	3.01	-0.64
-0.04	-0.1	0.93	-6.58	2.23	-0.02
-0.03	-0.11	0.91	-6.7	1.07	0.15
-0.04	-0.12	0.92	-6.27	-0.5	0.73
-0.03	-0.12	0.91	-6.37	-0.34	1.36
-0.03	-0.11	0.91	-5.97	0.21	1.69
-0.02	-0.11	0.91	-5.36	1.34	0.98
-0.02	-0.1	0.91	-6.09	1.95	0.24
-0.02	-0.1	0.9	-6.7	0.08	0.56
-0.03	-0.11	0.9	-6.93	-0.79	0.46
-0.02	-0.11	0.91	-8.32	-2.2	1.13
-0.01	-0.13	0.9	-7.53	1.04	0.37
-0.02	-0.12	0.93	-6.84	2.92	0.34
-0.02	-0.12	0.93	-5.77	4.03	0
-0.03	-0.11	0.92	-4.81	4.31	0.2
-0.03	-0.11	0.91	-4.79	1.5	0.98
-0.02	-0.12	0.9	-5.66	-0.7	0.92
-0.02	-0.11	0.89	-5.68	-0.38	0.27
-0.02	-0.11	0.9	-6.46	0.58	0.27
-0.02	-0.11	0.92	-6.95	1.42	0.49
-0.02	-0.12	0.92	-5.82	4.02	-0.31
-0.03	-0.12	0.93	-5.76	4.34	-0.29
-0.03	-0.13	0.93	-4.41	3.07	-0.27
-0.03	-0.13	0.92	-3.57	0.73	0.26
-0.03	-0.12	0.91	-3.57	-0.2	0.56
-0.03	-0.11	0.9	-3.24	0.31	0.53
-0.02	-0.11	0.91	-4.05	0.38	0.27
