acce_x	 acce_y	 acce_z	gyro_x	gyro_y	gyro_z
0.19	-0.38	0.85	-3.76	5.15	0.44
0.18	-0.37	0.85	-4.23	4.44	-0.2
0.18	-0.38	0.83	-4.47	2.99	-1.15
0.17	-0.37	0.83	-5.65	1.89	-1.91
0.16	-0.38	0.83	-5.74	0.14	-2
0.16	-0.38	0.84	-4.96	-0.15	-1.4
0.17	-0.38	0.85	-4.38	1.73	-0.34
0.17	-0.38	0.85	-5.24	2.84	0.18
0.16	-0.38	0.85	-5.44	2.09	-0.17
0.16	-0.39	0.85	-5.27	1.13	-0.47
0.16	-0.38	0.84	-5.68	0.43	-0.5
0.16	-0.38	0.84	-4.6	-0.46	-0.53
0.17	-0.38	0.83	-4.11	0.09	-0.02
0.17	-0.38	0.84	-2.95	1.28	0.84
0.18	-0.38	0.85	-1.73	1.65	1.28
0.19	-0.37	0.84	-1.6	2.6	1.33
0.19	-0.36	0.84	-2.89	1.18	0.49
0.19	-0.36	0.82	-4.4	-0.46	-0.31
0.18	-0.36	0.81	-4.92	-1.13	-1.1
0.19	-0.36	0.82	-4.47	-0.24	-1.33
0.18	-0.36	0.82	-4.64	0.96	-0.4
0.18	-0.36	0.83	-4.61	2.02	-0.24
0.18	-0.37	0.83	-4.4	0.84	-0.64
0.17	-0.36	0.84	-5.1	-0.11	-1.11
0.18	-0.36	0.83	-6.44	-0.5	-1.13
0.18	-0.36	0.82	-7.11	-0.41	-1.04
0.18	-0.36	0.82	-6.96	-0.4	-1.15
0.19	-0.37	0.84	-6.29	1.89	-0.7
0.18	-0.37	0.84	-5.8	2.15	-0.53
0.18	-0.37	0.84	-5.79	1.15	-0.75
0.17	-0.37	0.84	-5.83	0.24	-1.16
0.18	-0.37	0.84	-6.02	-0.95	-1.8
0.17	-0.37	0.83	-6.23	-1.34	-1.91
0.17	-0.38	0.84	-5.1	-0.4	-1.15
0.18	-0.37	0.84	-4.52	1.04	-0.09
0.17	-0.38	0.83	-3.92	2.46	0.34
0.17	-0.37	0.85	-4.14	2.09	0.47
0.18	-0.37	0.84	-4.55	0.92	-0.05
0.18	-0.37	0.84	-4.2	1.57	-0.44
0.17	-0.37	0.85	-5.45	1.07	-0.56
0.18	-0.37	0.82	-5.5	1.18	-0.55
0.17	-0.36	0.82	-4.78	0.61	-0.76
0.16	-0.36	0.83	-5.28	-0.58	-0.26
0.17	-0.36	0.84	-5.18	-0.58	0
0.18	-0.37	0.84	-4.49	-0.29	-0.24
0.19	-0.38	0.85	-4	1.27	-0.12
0.17	-0.38	0.85	-3.76	2.7	0.27
0.17	-0.37	0.84	-3.79	2.31	0.46
0.18	-0.37	0.82	-4.93	1.89	0.26
0.19	-0.36	0.82	-4.9	1.18	-0.41
0.18	-0.36	0.82	-5.66	-0.37	-0.58
0.19	-0.36	0.82	-5.77	-0.52	-0.82
0.19	-0.36	0.84	-5.33	-0.12	-0.76
0.19	-0.36	0.84	-6.03	1.42	-0.26
0.18	-0.37	0.84	-7.1	2.02	-0.49
0.18	-0.38	0.83	-6.26	0.89	-1.13
0.19	-0.37	0.84	-6.09	0.58	-1.51
0.19	-0.37	0.85	-5.01	2.87	-1.05
0.18	-0.37	0.85	-5.05	3.3	-0.93
0.18	-0.36	0.84	-4.31	2.89	-1.13
0.18	-0.37	0.85	-4.2	4.23	-0.78
0.17	-0.36	0.85	-4.35	3.13	-1.19
0.18	-0.36	0.83	-5.31	1.16	-2.09
0.17	-0.35	0.82	-5.48	1.27	-2.15
0.17	-0.36	0.83	-6.69	1.04	-1.82
0.18	-0.36	0.84	-5.97	2.69	-1.1
0.18	-0.37	0.85	-5.05	4.44	-0.81
0.17	-0.37	0.85	-5.01	3.71	-0.99
0.16	-0.37	0.84	-5.04	1.8	-1.71
