acce_x	 acce_y	 acce_z	gyro_x	gyro_y	gyro_z
0.15	-0.13	1.01	0.52	4.2	11.05
0.16	-0.11	0.99	2.06	9.85	5.95
0.15	-0.11	0.96	2.46	15.76	2.43
0.12	-0.11	0.93	2.23	21.51	-0.56
0.12	-0.09	0.9	1.71	25.1	-1.36
0.1	-0.09	0.85	1.16	28.99	0.79
0.06	-0.08	0.79	0.78	29.83	1.18
0.02	-0.07	0.71	-0.15	27.47	4.27
-0.04	-0.05	0.6	-4.24	19.69	5.66
-0.05	-0.06	0.57	-8.37	14.66	6.93
-0.03	-0.06	0.51	-13.53	3.1	8.79
-0.04	-0.06	0.47	-19.31	-5.69	7.8
-0.03	-0.06	0.46	-26.93	-12.58	7.04
-0.04	-0.05	0.47	-34.55	-22.87	10.95
-0.05	-0.06	0.52	-41.08	-37.71	22.73
-0.02	-0.08	0.61	-45.92	-51.98	37.51
0.04	-0.11	0.72	-48.78	-63.73	46.99
0.11	-0.14	0.86	-49.37	-68.63	52.08
0.14	-0.17	1.01	-49.1	-65.34	51.63
0.17	-0.2	1.15	-46.32	-59.53	49.13
0.18	-0.2	1.32	-42.46	-54.02	47.33
0.22	-0.23	1.39	-36.56	-44.85	42.32
0.22	-0.23	1.46	-32.93	-32.15	37.25
0.23	-0.24	1.52	-28.26	-20.34	33.11
0.25	-0.25	1.51	-22.69	-9.95	29.88
0.26	-0.25	1.5	-16.41	2.31	25.62
0.25	-0.26	1.48	-9.11	9.4	21.42
0.24	-0.26	1.43	-1.92	14.26	16.15
0.23	-0.25	1.37	4.15	18.98	10.05
0.22	-0.25	1.32	9.62	23.82	4.64
0.19	-0.24	1.24	13.83	28.93	1.47
0.17	-0.23	1.16	18.29	33.97	0.18
0.16	-0.23	1.08	20.37	40.4	-0.06
0.14	-0.22	1	20.61	43.1	0.11
0.13	-0.21	0.93	19.01	43.28	1.53
0.12	-0.21	0.87	19.31	44.6	0.96
0.09	-0.18	0.81	19.07	41.85	2.53
0.1	-0.18	0.75	17.4	37.6	4.76
0.09	-0.16	0.69	15.88	34.9	6.37
0.06	-0.16	0.65	15.24	30.47	6
0.05	-0.15	0.6	14.4	23.82	5.85
0.05	-0.14	0.54	15.16	19.66	7.66
0.06	-0.13	0.48	14.08	18.43	6.52
0.03	-0.13	0.46	14.03	12.17	6.73
0.05	-0.1	0.44	12.58	7.36	7.68
0.07	-0.09	0.4	11.08	5.77	9.21
0.09	-0.07	0.37	7.28	6.08	8.98
0.1	-0.06	0.34	2.46	4.26	11.57
0.12	-0.04	0.31	-2.67	11.94	11.69
0.11	-0.04	0.31	-9.66	15.16	9.76
0.09	-0.07	0.33	-14.87	12.41	10.05
0.07	-0.04	0.38	-23.02	4.81	13.57
0.05	-0.07	0.43	-30.24	-8.2	16.99
0.01	-0.12	0.53	-33.86	-29.11	17.6
-0.04	-0.14	0.67	-36.21	-59.47	19.53
-0.03	-0.19	0.82	-37.04	-85.31	21.76
-0.04	-0.23	0.95	-33.95	-101.16	22.41
0.01	-0.25	1.09	-30.11	-103.13	23.48
0.05	-0.26	1.19	-25.71	-90.44	20.73
0.14	-0.25	1.31	-26.82	-69.51	20.24
0.16	-0.27	1.38	-29.63	-48.47	18.85
0.19	-0.27	1.45	-33.42	-21.73	17.48
0.21	-0.3	1.54	-29.73	-9.24	15.79
0.2	-0.31	1.58	-23.66	-5.21	12.75
0.22	-0.28	1.6	-13.53	-11.18	11.95
0.21	-0.31	1.59	-1.98	-12.32	10.09
0.22	-0.31	1.55	6.41	-9.01	8.17
0.23	-0.29	1.47	14.34	-0.72	4.11
0.23	-0.27	1.39	16.63	12.21	0.4
0.23	-0.26	1.31	16.47	26.58	-2.73
0.21	-0.25	1.24	18.03	37.11	-5.28
0.19	-0.24	1.15	18.79	42.84	-6.92
0.18	-0.24	1.09	22.11	43.85	-6.58
0.17	-0.23	1.01	21.83	44.89	-7.24
0.16	-0.21	0.94	22.46	41.95	-7.37
0.15	-0.2	0.87	21.63	38.49	-7.08
0.15	-0.19	0.81	18.09	36.2	-5.89
0.13	-0.17	0.76	15.88	34.09	-6.61
0.12	-0.16	0.69	12.72	31.59	-4.12
0.11	-0.14	0.61	8.24	28.5	-5.15
0.1	-0.13	0.52	5.97	28.02	-5.59
0.08	-0.12	0.46	4.67	30.29	-6.06
0.06	-0.1	0.43	3.83	30.23	-4.61
0.07	-0.08	0.38	2.55	26.87	-3.6
0.07	-0.07	0.35	0.56	23.02	-3.13
0.06	-0.05	0.32	-2.2	17.98	-2.53
0.11	-0.03	0.29	-7.82	15.62	-1.45
0.1	-0.01	0.22	-9.4	15.34	0.08
0.1	0.01	0.21	-14.6	13.44	-0.03
0.09	0.03	0.2	-20.35	11.36	-2.08
0.07	0.06	0.2	-26.84	9.36	-3.22
0.06	0.05	0.23	-33.42	8.47	-3.1
0.04	0	0.31	-36.15	2.52	-2.4
0.02	-0.05	0.45	-37.76	-11.74	-1.59
-0.07	-0.05	0.72	-45.62	-54.72	11.45
-0.04	-0.13	0.89	-47.01	-94.93	24.92
0.02	-0.19	1.01	-46.75	-111.25	27.51
0.09	-0.23	1.16	-46.06	-112.67	23.6
0.13	-0.26	1.33	-46.72	-107.34	19.65
0.28	-0.3	1.4	-47.04	-75.3	13.66
0.22	-0.33	1.62	-51.21	-47.31	10.7
0.26	-0.37	1.75	-50.37	-16.17	8.56
0.26	-0.4	1.8	-43.97	9.28	2.85
0.21	-0.41	1.81	-32.69	19.77	-1.45
0.14	-0.42	1.79	-22.27	23.1	-3.85
0.14	-0.41	1.76	-2.02	21.31	-1.88
0.15	-0.38	1.65	9.48	26.75	-3.44
0.12	-0.38	1.58	22.81	30.35	-4.32
0.12	-0.35	1.45	34.85	33.98	-4.17
0.13	-0.32	1.33	40.23	34.99	-5.28
0.11	-0.29	1.23	42.87	36.24	-5.33
0.1	-0.27	1.12	43.89	34.14	-4.55
0.09	-0.25	1.04	42.93	28.72	-3.54
0.11	-0.22	0.94	41.36	22.56	-2.47
0.14	-0.18	0.87	37.5	19.5	-1.19
0.14	-0.16	0.81	30.95	16.35	2.72
0.15	-0.14	0.74	26.03	15.44	3.22
0.16	-0.12	0.66	20.81	18.17	3.13
0.17	-0.09	0.59	15.1	23.15	1.02
0.15	-0.08	0.54	10.7	25.97	-0.89
0.13	-0.07	0.48	5.45	24.78	-3.59
0.12	-0.04	0.41	-0.44	23.71	-5.82
0.11	-0.02	0.35	-4.73	23.98	-5.57
0.11	-0.02	0.32	-8.4	23.07	-5.51
0.13	-0.01	0.28	-11.62	21.59	-6.06
0.17	0	0.25	-14.15	24.82	-6.67
0.14	0	0.2	-17.59	26.29	-10.08
0.11	0	0.21	-20.41	24.79	-12.85
0.08	-0.02	0.21	-23.6	21.28	-14.82
0.01	-0.05	0.27	-28.47	16.98	-13.69
-0.02	-0.09	0.3	-24.85	9.98	-12.26
-0.04	-0.12	0.39	-21.27	-9.86	-10.11
-0.02	-0.17	0.49	-16.23	-29.27	-7.22
0	-0.2	0.61	-9.25	-40.98	-9.07
-0.04	-0.09	0.83	-16.44	-66.31	-3.19
0.03	-0.17	0.91	-33.37	-94.21	12.46
0.05	-0.25	0.98	-37.31	-92.31	9.74
0.05	-0.28	1.17	-42.72	-79.83	11.39
0.05	-0.31	1.33	-45.05	-72.12	15.45
0.09	-0.34	1.48	-43.05	-57.82	19.83
0.12	-0.35	1.59	-40.26	-45.11	21.47
0.18	-0.35	1.62	-31.47	-29.01	19.27
0.22	-0.34	1.6	-24.84	-12.18	15.4
0.22	-0.31	1.57	-20.29	0.21	12.73
0.22	-0.29	1.54	-15.88	11.91	9.74
0.23	-0.27	1.48	-10.46	21.08	6.41
0.21	-0.26	1.44	-4.98	28.46	4.08
0.21	-0.26	1.37	1.16	34.61	1.24
0.19	-0.25	1.31	7.89	37.97	-2.05
0.17	-0.23	1.24	11.82	40.49	-4.89
0.15	-0.22	1.16	16.55	37.63	-6.37
0.14	-0.2	1.08	19.42	31.59	-4.81
0.16	-0.18	1	19.92	29.34	-2.79
0.19	-0.15	0.94	17.79	25.33	-0.06
0.19	-0.14	0.88	17.88	23.89	-2
0.19	-0.15	0.82	19.16	18.18	-4.66
0.16	-0.14	0.75	18.55	13.6	-7.36
0.15	-0.14	0.68	17.76	14	-10.61
0.12	-0.15	0.65	17.18	13.57	-13.13
0.11	-0.14	0.63	16.78	9.39	-13.11
0.1	-0.13	0.6	15.66	4.9	-11.88
0.1	-0.11	0.55	12.41	4.66	-9.6
0.08	-0.11	0.51	9.27	6.95	-8.05
0.06	-0.1	0.46	4.49	5.86	-6.93
0.06	-0.12	0.41	-1.36	9.3	-8.08
0.04	-0.14	0.36	-7.07	11.1	-10.06
0.02	-0.15	0.35	-11.63	9.65	-14.35
0.01	-0.15	0.38	-15.45	5.54	-16.27
-0.04	-0.15	0.44	-18.21	-7.48	-16.52
-0.01	-0.16	0.5	-16.06	-16.73	-12.99
0.02	-0.16	0.59	-17.28	-30.23	-10.95
0.02	-0.12	0.76	-24.08	-54.11	2.89
0.05	-0.16	0.86	-26.6	-66.73	12.26
0.09	-0.22	0.97	-30.37	-66.02	13.68
0.11	-0.22	1.07	-37.36	-65.59	12.15
0.13	-0.25	1.2	-44.44	-59.34	10.44
0.15	-0.26	1.33	-46.96	-57.19	8.52
0.16	-0.25	1.38	-44.37	-43.66	7.27
0.2	-0.26	1.41	-40.81	-29.59	6.46
0.24	-0.26	1.42	-35.33	-14.49	3.95
0.26	-0.25	1.43	-30.49	2.18	2.43
0.27	-0.27	1.41	-23.69	16.47	-0.92
0.28	-0.26	1.39	-16.85	29.77	-4.37
0.24	-0.26	1.36	-10.67	40.67	-7.37
0.2	-0.27	1.29	-4.29	47.01	-9.91
0.17	-0.25	1.23	1.02	50.7	-10.96
0.15	-0.24	1.17	3.65	53.59	-8.02
0.11	-0.22	1.09	3.65	53.37	-0.18
0.08	-0.22	1.02	3.83	45.91	3.1
0.07	-0.21	0.94	4.79	35.83	2.43
0.12	-0.19	0.84	5.97	34.87	3.45
0.11	-0.2	0.76	8.7	32.46	3.25
0.1	-0.2	0.68	11.73	28.15	1.69
0.1	-0.19	0.62	12.89	23.86	0.87
0.08	-0.22	0.55	16.41	23.04	-2.73
0.07	-0.21	0.5	17.07	18.35	-5.44
0.07	-0.2	0.47	16.87	16.93	-8.55
0.06	-0.18	0.45	16.5	13.95	-10.46
0.07	-0.16	0.4	14.29	8.93	-11.69
0.1	-0.15	0.36	9.34	10.37	-12.82
0.13	-0.16	0.38	4.81	16.5	-15.69
0.1	-0.17	0.45	-5.48	4.96	-16.46
0.05	-0.15	0.57	-14.44	-13.94	-11.18
0.04	-0.2	0.64	-18.69	-30.79	-4.2
0.01	-0.23	0.75	-20.26	-47.36	0.35
0.02	-0.23	0.84	-19.27	-60.37	7.54
0.06	-0.23	0.93	-23.68	-66.14	11.28
0.11	-0.22	1	-30	-61.91	11.48
0.16	-0.23	1.09	-34.47	-48.49	9.08
0.18	-0.23	1.17	-35.57	-28.32	5.59
0.18	-0.24	1.23	-32.69	-9.86	3.24
0.16	-0.22	1.3	-34.75	2.85	2.2
0.15	-0.24	1.36	-32.2	9.82	3.44
0.12	-0.24	1.39	-24.61	13.07	3.66
0.13	-0.23	1.39	-21.33	15.69	2.53
0.16	-0.24	1.35	-16.9	20.81	-1.63
0.17	-0.22	1.3	-14.05	30.75	-5.42
0.16	-0.21	1.25	-12.4	38.4	-10.81
0.14	-0.2	1.2	-10.08	38.34	-11.13
0.11	-0.17	1.17	-11.1	33.19	-5.47
0.08	-0.2	1.08	-11.86	23.28	-2.23
0.1	-0.22	1.01	-8.93	20.96	-2.67
0.1	-0.22	0.96	-4.9	20	-4.32
0.09	-0.22	0.93	1.25	17.77	-6.34
0.09	-0.22	0.87	7.16	16.92	-6.7
0.08	-0.22	0.83	11.22	17.6	-5.6
0.06	-0.21	0.77	16.05	18.2	-6.2
0.06	-0.21	0.72	18.11	17.88	-5.82
0.06	-0.22	0.66	20.64	18.37	-4.09
0.05	-0.21	0.6	23.56	19.89	-5.08
0.06	-0.21	0.53	26.52	22.67	-5.97
0.05	-0.18	0.45	26.23	21.97	-6.93
0	-0.15	0.4	23.63	17.28	-7.36
0.02	-0.12	0.31	21.15	19.25	-9.07
0.01	-0.11	0.25	15.07	21.04	-8.92
0	-0.1	0.26	9.79	17.79	-10.49
0	-0.13	0.32	8.46	13.8	-11.82
-0.02	-0.16	0.39	11.45	2.87	-12.02
-0.02	-0.17	0.48	13.63	-8.79	-11.85
-0.01	-0.17	0.59	13.94	-18.47	-9.91
-0.03	-0.11	0.79	-1.98	-52.03	3.88
0.03	-0.12	0.92	-16.64	-78.67	15.08
0.13	-0.16	1.01	-23.16	-73.91	14.46
0.15	-0.17	1.15	-28.46	-54.76	9.94
0.17	-0.19	1.26	-28.18	-33.31	3.5
0.16	-0.18	1.32	-31.53	-12.69	-0.29
0.13	-0.17	1.35	-36.12	2.27	-1.11
0.09	-0.16	1.35	-36.61	7.5	1.28
0.05	-0.15	1.34	-38.08	6.23	2.32
0.08	-0.17	1.36	-34.18	0.41	2.5
0.1	-0.16	1.37	-34.81	5.34	2.52
0.1	-0.19	1.35	-31.05	6.14	2.75
0.12	-0.18	1.3	-28.76	14.14	3.27
0.09	-0.19	1.29	-28.38	20.06	5.13
0.07	-0.21	1.28	-21.91	13.4	7.19
0.07	-0.21	1.22	-16.38	14.69	9.76
0.07	-0.21	1.17	-10.69	13.47	11.19
0.08	-0.23	1.14	-2.24	12.41	10.11
0.09	-0.23	1.08	4.96	11.76	9.31
0.11	-0.22	1.06	10.41	12.64	9.56
0.12	-0.22	1.02	15.18	16.82	8.96
0.14	-0.22	0.99	19.88	19.86	7.25
0.15	-0.22	0.96	23.63	21.36	5.01
0.16	-0.2	0.91	26.14	23.85	3.3
0.14	-0.2	0.85	26.89	24.17	1.37
0.15	-0.19	0.78	27.5	26.41	0.99
0.14	-0.19	0.71	27.22	28.81	-0.64
0.13	-0.18	0.6	25.83	30.61	-4.26
0.11	-0.15	0.53	24.34	28.72	-6.14
0.1	-0.11	0.41	18.95	29.08	-5.77
0.09	-0.11	0.31	12.9	29.25	-7.57
0.06	-0.1	0.22	7.94	28.29	-10.73
0.07	-0.1	0.17	0.56	26.09	-18.29
0.06	-0.07	0.2	-8.98	34.43	-24.55
0.03	-0.1	0.26	-13.97	32.53	-32.38
-0.01	-0.11	0.38	-15.21	28.03	-40.14
-0.03	-0.16	0.52	-14.5	20.44	-47.73
-0.11	-0.03	0.89	-49.24	-56.34	-21.11
-0.13	-0.28	0.98	-45.88	-77.6	-8.52
-0.12	-0.3	1.12	-23.88	-88.17	2.08
-0.05	-0.25	1.21	-28.35	-76.41	9.83
0.01	-0.22	1.24	-37.59	-47.83	14.87
0.04	-0.21	1.29	-41.98	-26.72	17.6
0.04	-0.22	1.35	-39.56	-12.82	22.69
0.06	-0.23	1.36	-25.86	-2.76	28.03
0.08	-0.25	1.37	-8.96	-7.13	28.47
0.14	-0.26	1.33	4.58	-11.28	24.58
0.17	-0.23	1.31	7.34	-19.6	21.31
0.2	-0.21	1.29	2.89	-23.73	20.79
0.25	-0.24	1.2	-3.82	-19.69	15.24
0.23	-0.19	1.16	-5.6	-11.68	6.32
0.2	-0.21	1.07	-11.82	-16.17	-2.63
0.23	-0.21	0.95	-17.1	5.01	-9.92
0.17	-0.23	0.89	-16.23	18.76	-17.63
0.12	-0.28	0.8	-9.73	28.64	-20.46
0.05	-0.24	0.73	1.3	28.84	-20.92
0.02	-0.23	0.62	10.76	29.45	-19.24
-0.02	-0.23	0.51	17.4	22.15	-16.21
-0.09	-0.14	0.41	13.51	0.6	-14.79
0.03	-0.15	0.28	8.43	8.98	-10.12
0.03	-0.15	0.26	2.98	16.24	-8.09
0.11	-0.17	0.25	-1.04	21.47	-10.67
0.15	-0.18	0.35	0.67	33.13	-17.21
0.14	-0.27	0.43	9.47	36.52	-32.92
0.07	-0.3	0.67	21.74	28.06	-44.95
-0.07	-0.2	1.05	27.31	-4.2	-35.31
0.01	-0.25	1.15	3.44	-91.22	11.4
0.09	-0.31	1.22	9.21	-76.56	18.4
0.19	-0.26	1.2	1.63	-37.85	19.48
0.26	-0.23	1.19	-13.66	4.56	13.57
0.28	-0.2	1.18	-20.82	37.86	2.37
0.24	-0.21	1.16	-21.56	51.48	-8.7
0.16	-0.19	1.11	-16.66	46.2	-13.4
0.12	-0.18	1.05	-8.09	32.24	-13.27
0.1	-0.17	0.99	-4.2	19.3	-14.23
0.09	-0.15	0.96	-6.69	18.73	-15.6
0.06	-0.14	0.95	-12.29	17.86	-17.16
0.02	-0.13	0.93	-22.66	16.85	-17.79
-0.02	-0.14	0.93	-33.77	11.86	-15.16
-0.04	-0.16	0.95	-40.64	6.35	-10.66
-0.07	-0.19	0.97	-44.15	-2.72	-5.65
-0.07	-0.19	0.95	-43.39	-9.04	-1.57
-0.03	-0.21	1	-36.58	-7.11	-0.52
0	-0.24	0.95	-29.44	-11.42	-0.26
0.02	-0.24	0.97	-26.89	5.62	-0.4
