acce_x	 acce_y	 acce_z	gyro_x	gyro_y	gyro_z
0.04	-0.19	0.86	-6.56	7.05	-2.5
0.03	-0.18	0.85	-8.26	4.08	-1.36
0.04	-0.17	0.87	-9.88	1.62	-0.73
0.03	-0.18	0.87	-10.95	0.85	-0.2
0.03	-0.17	0.9	-11.51	0.79	0.92
0.03	-0.17	0.91	-11.95	0.11	1.77
0.04	-0.17	0.92	-12.14	-1.15	2.63
0.06	-0.17	0.96	-12.79	-2.93	1.71
0.07	-0.17	0.98	-12.11	-4.73	0.61
0.07	-0.17	1.01	-11.24	-4.27	0.53
0.07	-0.16	1.04	-10.35	-3.44	0.84
0.07	-0.16	1.05	-9.11	-2.99	1.24
0.06	-0.15	1.07	-8.34	-4.5	2.41
0.07	-0.16	1.08	-6.53	-5.77	2.96
0.08	-0.16	1.1	-4.41	-7.42	3.53
0.1	-0.16	1.1	-1.27	-6.73	3.68
0.1	-0.16	1.08	1.47	-4.73	3.47
0.11	-0.16	1.05	3.95	-2.67	3.05
0.1	-0.16	1.05	6.08	-3.15	2.17
0.1	-0.16	1.03	8.64	-4.72	1.21
0.09	-0.16	1	10.35	-5.53	0.93
0.09	-0.16	0.98	12	-5.88	0.47
0.09	-0.16	0.95	13.25	-5.59	0.41
0.09	-0.16	0.93	14.21	-4.02	0.11
0.08	-0.16	0.9	15.48	-1.82	0.55
0.08	-0.16	0.87	16.34	0.85	0.53
0.08	-0.16	0.84	16.7	3.3	0
0.09	-0.16	0.8	16.09	5.48	-0.49
0.09	-0.16	0.77	15.53	6.18	-1.57
0.08	-0.15	0.73	14.21	6.21	-3.36
0.07	-0.15	0.7	13.13	5.34	-3.8
0.05	-0.15	0.65	10.31	3.13	-1.79
0.02	-0.15	0.61	7.44	-1.04	0.11
0.03	-0.15	0.59	3.07	-5.33	0.61
0.03	-0.16	0.57	0.43	-7.82	0.99
0.03	-0.15	0.56	-4.32	-6.64	1.47
0.02	-0.15	0.55	-9.5	-3.79	2.81
0.03	-0.15	0.57	-14.15	1.27	3.91
0.01	-0.15	0.59	-18.69	4.6	4.78
0	-0.16	0.61	-22.96	3.3	4.82
-0.01	-0.16	0.65	-27.4	-1.82	5.05
-0.01	-0.16	0.7	-31.45	-8.38	6.49
0.01	-0.18	0.75	-34.05	-15.04	7.89
0.05	-0.19	0.83	-36.24	-17.11	8.84
0.07	-0.2	0.9	-37.33	-13.88	8.96
0.09	-0.21	0.94	-36.9	-6.15	8.46
0.09	-0.2	1	-35.85	-0.58	6.87
0.09	-0.21	1.03	-33.92	0.52	5.15
0.09	-0.22	1.06	-30.98	0.12	3.73
0.09	-0.22	1.09	-27.97	-0.24	3.34
0.1	-0.21	1.12	-24.99	0.31	3.85
0.11	-0.21	1.14	-22.5	2.61	3.82
0.12	-0.21	1.15	-20.09	3.92	1.97
0.12	-0.22	1.17	-17.65	4.49	0.27
0.12	-0.22	1.18	-14.73	5.1	-0.23
0.12	-0.22	1.18	-11.39	7.13	-0.95
0.11	-0.21	1.15	-9.08	6.82	-1.15
0.1	-0.21	1.14	-6.11	5.11	-1.11
0.1	-0.22	1.14	-2.69	6.15	-1.47
0.1	-0.21	1.12	0.5	6.95	-1.8
0.09	-0.2	1.1	3.57	7.36	-2.23
0.08	-0.2	1.06	7.1	6.76	-2.44
0.08	-0.2	1.04	9.28	9.16	-2.61
0.09	-0.2	1.01	12.79	12.05	-2.82
0.09	-0.19	0.99	14.81	14.26	-2.81
0.08	-0.19	0.96	16.72	15.79	-3.1
0.08	-0.19	0.93	17.71	16.96	-3.36
0.08	-0.18	0.91	18.79	16.58	-4.47
0.08	-0.18	0.87	18.93	16.09	-5.24
0.08	-0.18	0.86	19.08	13.85	-6.15
0.08	-0.17	0.84	18.82	12.89	-6.82
0.09	-0.17	0.81	19.47	12.78	-7.6
0.09	-0.18	0.78	19.07	14.61	-9.56
0.08	-0.19	0.76	18.61	16.63	-10.78
0.05	-0.19	0.73	17.4	17.54	-10.47
0.04	-0.16	0.68	15.1	18.7	-8.76
0.04	-0.15	0.63	12.03	17.47	-8.47
0.03	-0.15	0.6	7.57	14.89	-7.48
0.02	-0.16	0.6	3.4	9.95	-8.05
0.02	-0.16	0.63	0.09	1.91	-8.79
0.03	-0.17	0.63	-2.58	-1.07	-9.6
0.03	-0.15	0.65	-6.12	-1.1	-9.62
0.01	-0.15	0.66	-9.8	2.61	-8.14
0.03	-0.13	0.66	-13.5	6.92	-7.37
-0.01	-0.15	0.66	-16.06	7.31	-7.28
-0.02	-0.16	0.69	-19.62	9.11	-7.68
-0.04	-0.17	0.73	-24.66	7.83	-8.41
-0.06	-0.18	0.8	-29.73	-0.99	-6.24
-0.06	-0.17	0.91	-33.71	-9.1	-2.76
